VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK
371,341-2,København Hamlets Ap,7,Hamletsgade 2,2200,"01Jun2009 0:00:00,000",,1084,101,1084,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,2009-06-01,,2009,2025,2009,POINT (12.547708 55.703088),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
374,322,København Husum Apot,6,Frederikssundsvej 320,2700,"01Jan1929 0:00:00,000",,1084,101,1084,"Frederikssundsvej 320, 2700 Denmark",55.711998,12.47255,1929-01-01,,1929,2025,2008,POINT (12.47255 55.711998),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
375,029-1,København Islands Br,7,Islands Brygge 3-5,2300,"01Feb2003 0:00:00,000",,1084,101,1084,"Islands Brygge 3-5, 2300 Denmark",55.6695424,12.5797902,2003-02-01,,2003,2025,2008,POINT (12.5797902 55.6695424),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
379,021,København Kongelig H,6,Store Kongensgade 45,1264,01-01-1753 00:00,,1084,101,1084,"Store Kongensgade 45, 1264 Denmark",55.683269,12.586637,1753-01-01,,1753,2025,2008,POINT (12.586637 55.683269),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
382,338,København Linde Apot,6,Frederikssundsvej 152,2700,"01Jan1937 0:00:00,000",,1084,101,1084,"Frederikssundsvej 152, 2700 Denmark",55.704659,12.500087,1937-01-01,,1937,2025,2008,POINT (12.500087 55.704659),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
384,090,København Nørrebro,6,Nørrebrogade 8,2200,01-01-1843 00:00,,1084,101,1084,"Nørrebrogade 8, 2200 Denmark",55.687462,12.56233,1843-01-01,,1843,2025,2008,POINT (12.56233 55.687462),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
389,134,København Sct. Stefa,13,Nørrebrogade 140,2200,01-01-1881 00:00,,1084,101,1084,"Nørrebrogade 140, 2200 Denmark",55.694695,12.548836,1881-01-01,,1881,2025,2008,POINT (12.548836 55.694695),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
392,183,København Steno Apot,6,Vesterbrogade 6 C,1620,"01Jan1900 0:00:00,000",,1084,101,1084,"Vesterbrogade 6 C, 1620 Denmark",55.6726557,12.550866,1900-01-01,,1900,2025,2008,POINT (12.550866 55.6726557),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
397,332,København Sydhavnsap,13,Borgbjergsvej 15,2450,"01Jan1933 0:00:00,000",,1084,101,1084,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,,1933,2025,2008,POINT (12.537598 55.651462),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
399,199,København Sønderbro,6,Amagerbrogade 158,2300,"01Jan1902 0:00:00,000",,1084,101,1084,"Amagerbrogade 158, 2300 Denmark",55.654731,12.610199,1902-01-01,,1902,2025,2008,POINT (12.610199 55.654731),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
400,318,København Trekroner,6,Vigerslev Allé 38,2500,"01Jan1925 0:00:00,000",,1084,101,1084,"Vigerslev Allé 38, 2500 Denmark",55.661884,12.518641,1925-01-01,,1925,2025,2008,POINT (12.518641 55.661884),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
401,031,København Vaisenhus,13,Landemærket 3-5,1119,01-01-1753 00:00,,1084,101,1084,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,,1753,2025,2008,POINT (12.5776629 55.6827864),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
402,197,København Valby Apot,6,Valby Langgade 49,2500,"01Jan1902 0:00:00,000",,1084,101,1084,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,,1902,2025,2008,POINT (12.516945 55.666526),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
406,202,København Øresunds,6,Østerbrogade 151,2100,"01Jan1902 0:00:00,000",,1084,101,1084,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,,1902,2025,2008,POINT (12.577286 55.714092),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
408,320,København Østerbro,13,Østerbrogade 101,2100,"01Jan1929 0:00:00,000",,1084,101,1084,"Østerbrogade 101, 2100 Denmark",55.709432,12.577196,1929-01-01,,1929,2025,2008,POINT (12.577196 55.709432),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
700,343,Vanløse Løve Apotek,6,"Vanløse Torv 1, st. 123",2720,"01Jan1937 0:00:00,000",,1084,101,1084,"Vanløse Torv 1, st. 123, 2720 Denmark",55.708988,12.583695,1937-01-01,,1937,2025,2008,POINT (12.583695 55.708988),2017,20109048.332,6854904.8545,35.39,0.1027152007,0.1757249449,216421.85145,0.5484713524,0.7292249237,0.7533140634
15,090-5,Apotek Ørsted,7,H.C. Ørsteds Vej 38,1879,"01Aug2017 0:00:00,000",,1084,147,1084,"H.C. Ørsteds Vej 38, 1879 Denmark",55.68005,12.548711,2017-08-01,,2017,2025,2017,POINT (12.548711 55.68005),2017,18076111.406,6091696.2525,39.10,0.1687673594,0.1764581937,245504.64495,0.5321799375,0.7661697417,0.8165116369
19,111-1,Apoteket Frederiksber,7,Falkoner Alle 21,2000,"01Dec2017 0:00:00,000",,1084,147,1084,"Falkoner Alle 21, 2000 Denmark",55.681463,12.534059,2017-12-01,,2017,2025,2017,POINT (12.534059 55.681463),2017,18076111.406,6091696.2525,39.10,0.1687673594,0.1764581937,245504.64495,0.5321799375,0.7661697417,0.8165116369
29,327-1,Apoteket Lille Bjørn,7,"Nordens Plads 4A, stuen",2000,"04Jan2016 0:00:00,000",,1084,147,1084,"Nordens Plads 4A, stuen, 2000 Denmark",55.671326,12.500626,2016-01-04,,2016,2025,2016,POINT (12.500626 55.671326),2017,18076111.406,6091696.2525,39.10,0.1687673594,0.1764581937,245504.64495,0.5321799375,0.7661697417,0.8165116369
147,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850,01-01-1867 00:00,,1084,147,1084,"Gammel Kongevej 162, 1850 Denmark",55.6760515,12.5432969,1867-01-01,,1867,2025,2008,POINT (12.5432969 55.6760515),2017,18076111.406,6091696.2525,39.10,0.1687673594,0.1764581937,245504.64495,0.5321799375,0.7661697417,0.8165116369
149,184,Frederiksberg Apoteke,6,Godthåbsvej 4,2000,"12Nov1901 0:00:00,000",,1084,147,1084,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,,1901,2025,2008,POINT (12.538161 55.685538),2017,18076111.406,6091696.2525,39.10,0.1687673594,0.1764581937,245504.64495,0.5321799375,0.7661697417,0.8165116369
150,327,Frederiksberg Dalgas,6,Dalgas Boulevard 91,2000,01.03.1994,,1084,147,1084,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563,1994-01-03,,1994,2025,2008,POINT (12.510563 55.681633),2017,18076111.406,6091696.2525,39.10,0.1687673594,0.1764581937,245504.64495,0.5321799375,0.7661697417,0.8165116369
152,262,Frederiksberg Gl. Kon,13,Gammel Kongevej 76,1850,"01Jan1916 0:00:00,000",,1084,147,1084,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,,1916,2025,2008,POINT (12.551359 55.674336),2017,18076111.406,6091696.2525,39.10,0.1687673594,0.1764581937,245504.64495,0.5321799375,0.7661697417,0.8165116369
154,185,Frederiksberg Smalleg,6,Smallegade 46,2000,"01Jan1900 0:00:00,000",,1084,147,1084,"Smallegade 46, 2000 Denmark",55.679679,12.523739,1900-01-01,,1900,2025,2008,POINT (12.523739 55.679679),2017,18076111.406,6091696.2525,39.10,0.1687673594,0.1764581937,245504.64495,0.5321799375,0.7661697417,0.8165116369
26,225-2,Apoteket i Ballerup C,7,"Ballerup-Centret 2, 1. 3",2750,"26Oct2015 0:00:00,000",,1084,151,1084,"Ballerup-Centret 2, 1. 3, 2750 Denmark",55.7316,12.3633,2015-10-26,,2015,2025,2015,POINT (12.3633 55.7316),2017,16162623.3,5471685.054,41.69,0.2082824309,0.2140594264,193840.07964,0.4726808828,0.7568023548,0.8413541321
59,225,Ballerup Apotek,6,Centrumgaden 24-26,2750,"01Jan1907 0:00:00,000",,1084,151,1084,"Centrumgaden 24-26, 2750 Denmark",55.7281229,12.3598013,1907-01-01,,1907,2025,2008,POINT (12.3598013 55.7281229),2017,16162623.3,5471685.054,41.69,0.2082824309,0.2140594264,193840.07964,0.4726808828,0.7568023548,0.8413541321
216,225-3,Hedegårdens Apotek,7,Hedeparken 9,2750,"20Jun2016 0:00:00,000",,1084,151,1084,"Hedeparken 9, 2750 Denmark",55.719146,12.357151,2016-06-20,,2016,2025,2016,POINT (12.357151 55.719146),2017,16162623.3,5471685.054,41.69,0.2082824309,0.2140594264,193840.07964,0.4726808828,0.7568023548,0.8413541321
467,225-1,Maaløv Apotek,7,Stationsvej 7,2760,01.04.2000,,1084,151,1084,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,2000-01-04,,2000,2025,2008,POINT (12.318699 55.748557),2017,16162623.3,5471685.054,41.69,0.2082824309,0.2140594264,193840.07964,0.4726808828,0.7568023548,0.8413541321
595,360,Skovlunde Apotek,6,Torvestrædet 2,2740,"01Jan1966 0:00:00,000",,1084,151,1084,"Torvestrædet 2, 2740 Denmark",55.8697314,12.3554134,1966-01-01,,1966,2025,2008,POINT (12.3554134 55.8697314),2017,16162623.3,5471685.054,41.69,0.2082824309,0.2140594264,193840.07964,0.4726808828,0.7568023548,0.8413541321
90,355-1,Brøndby Strand Apote,7,Brøndby Strand Centrum 16,2660,01.01.1992,,1084,153,1084,"Brøndby Strand Centrum 16, 2660 Denmark",55.621545,12.42262,1992-01-01,,1992,2025,2008,POINT (12.42262 55.621545),2017,19698724.8,6636028.73,40.85,0.1897405594,0.2090719793,168410.63761,0.4537758212,0.7003472874,0.670419912
91,354-1,Brøndbyvester Apotek,7,Søndre Ringvej 41F,2605,"01Dec2015 0:00:00,000",,1084,153,1084,"Søndre Ringvej 41F, 2605 Denmark",55.655021,12.395359,2015-12-01,,2015,2025,2015,POINT (12.395359 55.655021),2017,19698724.8,6636028.73,40.85,0.1897405594,0.2090719793,168410.63761,0.4537758212,0.7003472874,0.670419912
92,354,Brøndbyøster Apotek,6,Nygårds Plads 29A,2605,"01Jan1957 0:00:00,000",,1084,153,1084,"Nygårds Plads 29A, 2605 Denmark",55.667523,12.437595,1957-01-01,,1957,2025,2008,POINT (12.437595 55.667523),2017,19698724.8,6636028.73,40.85,0.1897405594,0.2090719793,168410.63761,0.4537758212,0.7003472874,0.670419912
109,350-1,Dragør Apotek,7,Maglebytorv 18,2791,"01Sep2006 0:00:00,000",,1084,155,1084,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,,2006,2025,2008,POINT (12.660578 55.59519),2017,,,43.65,0.2418721973,0.2263873318,243078.62577,0.4860350877,0.8206414148,0.9157894737
102,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920,01-01-1894 00:00,,1084,157,1084,"Lindegårdsvej 51, st, 2920 Denmark",55.75463,12.569751,1894-01-01,,1894,2025,2008,POINT (12.569751 55.75463),2017,20974606.11,7068987.882,41.34,0.1973272826,0.2254000501,338550.68199,0.5013248472,0.7766943068,0.8413778411
165,215,Gentofte Apotek,13,Gentoftegade 35,2820,"01Jan1904 0:00:00,000",,1084,157,1084,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,,1904,2025,2008,POINT (12.541228 55.747369),2017,20974606.11,7068987.882,41.34,0.1973272826,0.2254000501,338550.68199,0.5013248472,0.7766943068,0.8413778411
220,182,Hellerup Apotek,13,Strandvejen 165,2900,"01Jan1900 0:00:00,000",,1084,157,1084,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,,1900,2025,2008,POINT (12.575353 55.732495),2017,20974606.11,7068987.882,41.34,0.1973272826,0.2254000501,338550.68199,0.5013248472,0.7766943068,0.8413778411
523,325,Ordrup Apotek,6,Ordrupvej 80,2920,"01Jan1930 0:00:00,000",,1084,157,1084,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,,1930,2025,2008,POINT (12.574219 55.761535),2017,20974606.11,7068987.882,41.34,0.1973272826,0.2254000501,338550.68199,0.5013248472,0.7766943068,0.8413778411
745,202-1,Waterfront Apotek Hel,7,Philip Heymans Alle 17,2900,"01Mar2017 0:00:00,000",,1084,157,1084,"Philip Heymans Alle 17, 2900 Denmark",55.725991,12.580248,2017-03-01,,2017,2025,2017,POINT (12.580248 55.725991),2017,20974606.11,7068987.882,41.34,0.1973272826,0.2254000501,338550.68199,0.5013248472,0.7766943068,0.8413778411
58,353,Bagsværd Apotek,6,Bagsværd Torv 6,2880,"01Jan1956 0:00:00,000",,1084,159,1084,"Bagsværd Torv 6, 2880 Denmark",55.76157,12.452301,1956-01-01,,1956,2025,2008,POINT (12.452301 55.76157),2017,34508527.2,11608880.19,39.19,0.1641385067,0.220424846,211639.50951,0.5058893155,0.7648037883,0.7919252865
98,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860,"01Jan1961 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,,1961,2025,2008,POINT (12.497438 55.741866),2017,34508527.2,11608880.19,39.19,0.1641385067,0.220424846,211639.50951,0.5058893155,0.7648037883,0.7919252865
646,312,Søborg Apotek,6,Søborg Hovedgade 86,2860,"01Jan1925 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 86, 2860 Denmark",55.734786,12.513729,1925-01-01,,1925,2025,2008,POINT (12.513729 55.734786),2017,34508527.2,11608880.19,39.19,0.1641385067,0.220424846,211639.50951,0.5058893155,0.7648037883,0.7919252865
23,109-1,Apoteket Glostrup Sho,7,Glostrup Shoppingcenter 48,2600,"26Aug2016 0:00:00,000",,1084,161,1084,"Glostrup Shoppingcenter 48, 2600 Denmark",55.665487,12.400572,2016-08-26,,2016,2025,2016,POINT (12.400572 55.665487),2017,,,40.71,0.1861183427,0.20204739,199769.3696,0.5031644169,0.769442234,0.8034520912
174,109,Glostrup Apotek,6,Hovedvejen 101,2600,01-01-1863 00:00,,1084,161,1084,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,,1863,2025,2008,POINT (12.396538 55.665658),2017,,,40.71,0.1861183427,0.20204739,199769.3696,0.5031644169,0.769442234,0.8034520912
229,351,Herlev Apotek,6,Herlev Torv 13,2730,"01Jan1951 0:00:00,000",,1084,163,1084,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951,2025,2008,POINT (12.438964 55.724141),2017,,,40.57,0.1885062299,0.2239255215,191410.36343,0.4855169028,0.7643304503,0.8131224576
0,359,Albertslund Apotek,6,Bytorvet 5,2620,"01Jan1966 0:00:00,000",,1084,165,1084,"Bytorvet 5, 2620 Denmark",55.656514,12.353695,1966-01-01,,1966,2025,2008,POINT (12.353695 55.656514),2017,,,39.24,0.1795407851,0.2205961864,169270.72059,0.4637979623,0.7121011439,0.7186935472
21,355-3,Apoteket Frihedens Bu,7,Strandmarksvej 20,2650,"01Jul2017 0:00:00,000",01-OCT-2018,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,2017-07-01,2018-10-01,2017,2018,2017,POINT (12.484661 55.626891),2017,15605813.22,5329836.93,39.45,0.1703201832,0.2192297586,193571.0745,0.4947528775,0.7585431932,0.8045964041
81,348-1,Bredalsparken Apotek,7,Hvidovrevej 322,2650,"03Feb2017 0:00:00,000",,1084,167,1084,"Hvidovrevej 322, 2650 Denmark",55.639075,12.478968,2017-02-03,,2017,2025,2017,POINT (12.478968 55.639075),2017,15605813.22,5329836.93,39.45,0.1703201832,0.2192297586,193571.0745,0.4947528775,0.7585431932,0.8045964041
159,355,Friheden Apotek,6,Strandmarksvej 20,2650,"01Jan1958 0:00:00,000",,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,,1958,2025,2008,POINT (12.484661 55.626891),2017,15605813.22,5329836.93,39.45,0.1703201832,0.2192297586,193571.0745,0.4947528775,0.7585431932,0.8045964041
280,348,Hvidovre Apotek,6,Hvidovrevej 178,2650,"01Jan1950 0:00:00,000",,1084,167,1084,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950,2025,2008,POINT (12.474295 55.65347),2017,15605813.22,5329836.93,39.45,0.1703201832,0.2192297586,193571.0745,0.4947528775,0.7585431932,0.8045964041
283,355-2,Hvidovre Stationsapot,7,"Laurits Olsensvej 1, stuen, dør",2650,"15Nov2016 0:00:00,000",,1084,167,1084,"Laurits Olsensvej 1, stuen, dør 30, 2650 Denma",55.666195,12.5170154,2016-11-15,,2016,2025,2016,POINT (12.5170154 55.666195),2017,15605813.22,5329836.93,39.45,0.1703201832,0.2192297586,193571.0745,0.4947528775,0.7585431932,0.8045964041
105,017-3,City 2 Apoteket,7,"Cityringen 4, 218",2630,"31Mar2016 0:00:00,000",,1084,169,1084,"Cityringen 4, 218, 2630 Denmark",55.6517,12.2922,2016-03-31,,2016,2025,2016,POINT (12.2922 55.6517),2017,12261455.25,4200925.94,39.49,0.1722468179,0.2182781248,189052.25608,0.4903232203,0.7462662285,0.7152092009
218,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640,01.01.1992,,1084,169,1084,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,1992-01-01,,1992,2025,2008,POINT (12.200141 55.649489),2017,12261455.25,4200925.94,39.49,0.1722468179,0.2182781248,189052.25608,0.4903232203,0.7462662285,0.7152092009
286,252-2,Høje Taastrup Apotek,7,Høje Taastrup Boulevard 44,2630,"31Oct2016 0:00:00,000",,1084,169,1084,"Høje Taastrup Boulevard 44, 2630 Denmark",55.648246,12.26953,2016-10-31,,2016,2025,2016,POINT (12.26953 55.648246),2017,12261455.25,4200925.94,39.49,0.1722468179,0.2182781248,189052.25608,0.4903232203,0.7462662285,0.7152092009
682,252,Taastrup Apotek,6,Taastrup Hovedgade 60,2630,"01Jan1908 0:00:00,000",,1084,169,1084,"Taastrup Hovedgade 60, 2630 Denmark",55.65025,12.301525,1908-01-01,,1908,2025,2008,POINT (12.301525 55.65025),2017,12261455.25,4200925.94,39.49,0.1722468179,0.2182781248,189052.25608,0.4903232203,0.7462662285,0.7152092009
683,252-3,Taastrup Apotek - Cit,7,"City 2, 141 plan 1",2630,"11Jan2016 0:00:00,000",10-DEC-2019,1084,169,1084,"City 2, 141 plan 1, 2630 Denmark",55.6437249,12.277266,2016-01-11,2019-12-10,2016,2019,2016,POINT (12.277266 55.6437249),2017,12261455.25,4200925.94,39.49,0.1722468179,0.2182781248,189052.25608,0.4903232203,0.7462662285,0.7152092009
684,017-2,Taastrup Torv Apotek,7,Taastrup Torv 8,2630,"17Nov2015 0:00:00,000",,1084,169,1084,"Taastrup Torv 8, 2630 Denmark",55.651931,12.30245,2015-11-17,,2015,2025,2015,POINT (12.30245 55.651931),2017,12261455.25,4200925.94,39.49,0.1722468179,0.2182781248,189052.25608,0.4903232203,0.7462662285,0.7152092009
430,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800,11.04.1979,,1084,173,1084,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108,1979-11-04,,1979,2025,2008,POINT (12.503108 55.768562),2017,14993214.24,5080930.398,41.01,0.1948730891,0.2149012114,260553.07647,0.4985887972,0.7734413353,0.8564915328
431,342-1,Lyngby Storcenter Apo,7,"Lyngby Storcenter nr. 1, st., dø",2800,"11Apr2016 0:00:00,000",,1084,173,1084,"Lyngby Storcenter nr. 1, st., dør 1, 2800 Denm",55.7704,12.5038,2016-04-11,,2016,2025,2016,POINT (12.5038 55.7704),2017,14993214.24,5080930.398,41.01,0.1948730891,0.2149012114,260553.07647,0.4985887972,0.7734413353,0.8564915328
