VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK
397,332,København Sydhavnsap,13,Borgbjergsvej 15,2450,"01Jan1933 0:00:00,000",,1084,101,1084,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,,1933,2025,2008,POINT (12.537598 55.651462),2016,22394272.52,7812124.31,35.36,0.1029526242,0.1757482809,214564.90901,0.5429055492,0.7228958862,0.7588980045
399,199,København Sønderbro,6,Amagerbrogade 158,2300,"01Jan1902 0:00:00,000",,1084,101,1084,"Amagerbrogade 158, 2300 Denmark",55.654731,12.610199,1902-01-01,,1902,2025,2008,POINT (12.610199 55.654731),2016,22394272.52,7812124.31,35.36,0.1029526242,0.1757482809,214564.90901,0.5429055492,0.7228958862,0.7588980045
400,318,København Trekroner,6,Vigerslev Allé 38,2500,"01Jan1925 0:00:00,000",,1084,101,1084,"Vigerslev Allé 38, 2500 Denmark",55.661884,12.518641,1925-01-01,,1925,2025,2008,POINT (12.518641 55.661884),2016,22394272.52,7812124.31,35.36,0.1029526242,0.1757482809,214564.90901,0.5429055492,0.7228958862,0.7588980045
401,031,København Vaisenhus,13,Landemærket 3-5,1119,01-01-1753 00:00,,1084,101,1084,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,,1753,2025,2008,POINT (12.5776629 55.6827864),2016,22394272.52,7812124.31,35.36,0.1029526242,0.1757482809,214564.90901,0.5429055492,0.7228958862,0.7588980045
402,197,København Valby Apot,6,Valby Langgade 49,2500,"01Jan1902 0:00:00,000",,1084,101,1084,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,,1902,2025,2008,POINT (12.516945 55.666526),2016,22394272.52,7812124.31,35.36,0.1029526242,0.1757482809,214564.90901,0.5429055492,0.7228958862,0.7588980045
406,202,København Øresunds,6,Østerbrogade 151,2100,"01Jan1902 0:00:00,000",,1084,101,1084,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,,1902,2025,2008,POINT (12.577286 55.714092),2016,22394272.52,7812124.31,35.36,0.1029526242,0.1757482809,214564.90901,0.5429055492,0.7228958862,0.7588980045
408,320,København Østerbro,13,Østerbrogade 101,2100,"01Jan1929 0:00:00,000",,1084,101,1084,"Østerbrogade 101, 2100 Denmark",55.709432,12.577196,1929-01-01,,1929,2025,2008,POINT (12.577196 55.709432),2016,22394272.52,7812124.31,35.36,0.1029526242,0.1757482809,214564.90901,0.5429055492,0.7228958862,0.7588980045
700,343,Vanløse Løve Apotek,6,"Vanløse Torv 1, st. 123",2720,"01Jan1937 0:00:00,000",,1084,101,1084,"Vanløse Torv 1, st. 123, 2720 Denmark",55.708988,12.583695,1937-01-01,,1937,2025,2008,POINT (12.583695 55.708988),2016,22394272.52,7812124.31,35.36,0.1029526242,0.1757482809,214564.90901,0.5429055492,0.7228958862,0.7588980045
29,327-1,Apoteket Lille Bjørn,7,"Nordens Plads 4A, stuen",2000,"04Jan2016 0:00:00,000",,1084,147,1084,"Nordens Plads 4A, stuen, 2000 Denmark",55.671326,12.500626,2016-01-04,,2016,2025,2016,POINT (12.500626 55.671326),2016,24336806.35,8387872.56,38.93,0.1667698049,0.176214096,237146.47652,0.5262824147,0.7554699064,0.8152977008
147,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850,01-01-1867 00:00,,1084,147,1084,"Gammel Kongevej 162, 1850 Denmark",55.6760515,12.5432969,1867-01-01,,1867,2025,2008,POINT (12.5432969 55.6760515),2016,24336806.35,8387872.56,38.93,0.1667698049,0.176214096,237146.47652,0.5262824147,0.7554699064,0.8152977008
149,184,Frederiksberg Apoteke,6,Godthåbsvej 4,2000,"12Nov1901 0:00:00,000",,1084,147,1084,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,,1901,2025,2008,POINT (12.538161 55.685538),2016,24336806.35,8387872.56,38.93,0.1667698049,0.176214096,237146.47652,0.5262824147,0.7554699064,0.8152977008
150,327,Frederiksberg Dalgas,6,Dalgas Boulevard 91,2000,01.03.1994,,1084,147,1084,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563,1994-01-03,,1994,2025,2008,POINT (12.510563 55.681633),2016,24336806.35,8387872.56,38.93,0.1667698049,0.176214096,237146.47652,0.5262824147,0.7554699064,0.8152977008
152,262,Frederiksberg Gl. Kon,13,Gammel Kongevej 76,1850,"01Jan1916 0:00:00,000",,1084,147,1084,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,,1916,2025,2008,POINT (12.551359 55.674336),2016,24336806.35,8387872.56,38.93,0.1667698049,0.176214096,237146.47652,0.5262824147,0.7554699064,0.8152977008
154,185,Frederiksberg Smalleg,6,Smallegade 46,2000,"01Jan1900 0:00:00,000",,1084,147,1084,"Smallegade 46, 2000 Denmark",55.679679,12.523739,1900-01-01,,1900,2025,2008,POINT (12.523739 55.679679),2016,24336806.35,8387872.56,38.93,0.1667698049,0.176214096,237146.47652,0.5262824147,0.7554699064,0.8152977008
26,225-2,Apoteket i Ballerup C,7,"Ballerup-Centret 2, 1. 3",2750,"26Oct2015 0:00:00,000",,1084,151,1084,"Ballerup-Centret 2, 1. 3, 2750 Denmark",55.7316,12.3633,2015-10-26,,2015,2025,2015,POINT (12.3633 55.7316),2016,15885686.19,5538184.812,41.53,0.2075843337,0.2152142813,190084.89208,0.4663660356,0.7492442781,0.8484861079
59,225,Ballerup Apotek,6,Centrumgaden 24-26,2750,"01Jan1907 0:00:00,000",,1084,151,1084,"Centrumgaden 24-26, 2750 Denmark",55.7281229,12.3598013,1907-01-01,,1907,2025,2008,POINT (12.3598013 55.7281229),2016,15885686.19,5538184.812,41.53,0.2075843337,0.2152142813,190084.89208,0.4663660356,0.7492442781,0.8484861079
216,225-3,Hedegårdens Apotek,7,Hedeparken 9,2750,"20Jun2016 0:00:00,000",,1084,151,1084,"Hedeparken 9, 2750 Denmark",55.719146,12.357151,2016-06-20,,2016,2025,2016,POINT (12.357151 55.719146),2016,15885686.19,5538184.812,41.53,0.2075843337,0.2152142813,190084.89208,0.4663660356,0.7492442781,0.8484861079
467,225-1,Maaløv Apotek,7,Stationsvej 7,2760,01.04.2000,,1084,151,1084,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,2000-01-04,,2000,2025,2008,POINT (12.318699 55.748557),2016,15885686.19,5538184.812,41.53,0.2075843337,0.2152142813,190084.89208,0.4663660356,0.7492442781,0.8484861079
595,360,Skovlunde Apotek,6,Torvestrædet 2,2740,"01Jan1966 0:00:00,000",,1084,151,1084,"Torvestrædet 2, 2740 Denmark",55.8697314,12.3554134,1966-01-01,,1966,2025,2008,POINT (12.3554134 55.8697314),2016,15885686.19,5538184.812,41.53,0.2075843337,0.2152142813,190084.89208,0.4663660356,0.7492442781,0.8484861079
90,355-1,Brøndby Strand Apote,7,Brøndby Strand Centrum 16,2660,01.01.1992,,1084,153,1084,"Brøndby Strand Centrum 16, 2660 Denmark",55.621545,12.42262,1992-01-01,,1992,2025,2008,POINT (12.42262 55.621545),2016,19914653.15,6907243.1,40.81,0.1894420408,0.2094173175,164729.91182,0.4519138621,0.697871742,0.6790687186
91,354-1,Brøndbyvester Apotek,7,Søndre Ringvej 41F,2605,"01Dec2015 0:00:00,000",,1084,153,1084,"Søndre Ringvej 41F, 2605 Denmark",55.655021,12.395359,2015-12-01,,2015,2025,2015,POINT (12.395359 55.655021),2016,19914653.15,6907243.1,40.81,0.1894420408,0.2094173175,164729.91182,0.4519138621,0.697871742,0.6790687186
92,354,Brøndbyøster Apotek,6,Nygårds Plads 29A,2605,"01Jan1957 0:00:00,000",,1084,153,1084,"Nygårds Plads 29A, 2605 Denmark",55.667523,12.437595,1957-01-01,,1957,2025,2008,POINT (12.437595 55.667523),2016,19914653.15,6907243.1,40.81,0.1894420408,0.2094173175,164729.91182,0.4519138621,0.697871742,0.6790687186
109,350-1,Dragør Apotek,7,Maglebytorv 18,2791,"01Sep2006 0:00:00,000",,1084,155,1084,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,,2006,2025,2008,POINT (12.660578 55.59519),2016,,,43.44,0.2383818589,0.2281634938,234373.70121,0.480816441,0.8071306407,0.9147787052
102,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920,01-01-1894 00:00,,1084,157,1084,"Lindegårdsvej 51, st, 2920 Denmark",55.75463,12.569751,1894-01-01,,1894,2025,2008,POINT (12.569751 55.75463),2016,26407517.7,9123852.5475,41.14,0.1944462766,0.2265154014,330054.7998,0.4995957641,0.7693347694,0.8396707797
165,215,Gentofte Apotek,13,Gentoftegade 35,2820,"01Jan1904 0:00:00,000",,1084,157,1084,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,,1904,2025,2008,POINT (12.541228 55.747369),2016,26407517.7,9123852.5475,41.14,0.1944462766,0.2265154014,330054.7998,0.4995957641,0.7693347694,0.8396707797
220,182,Hellerup Apotek,13,Strandvejen 165,2900,"01Jan1900 0:00:00,000",,1084,157,1084,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,,1900,2025,2008,POINT (12.575353 55.732495),2016,26407517.7,9123852.5475,41.14,0.1944462766,0.2265154014,330054.7998,0.4995957641,0.7693347694,0.8396707797
523,325,Ordrup Apotek,6,Ordrupvej 80,2920,"01Jan1930 0:00:00,000",,1084,157,1084,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,,1930,2025,2008,POINT (12.574219 55.761535),2016,26407517.7,9123852.5475,41.14,0.1944462766,0.2265154014,330054.7998,0.4995957641,0.7693347694,0.8396707797
58,353,Bagsværd Apotek,6,Bagsværd Torv 6,2880,"01Jan1956 0:00:00,000",,1084,159,1084,"Bagsværd Torv 6, 2880 Denmark",55.76157,12.452301,1956-01-01,,1956,2025,2008,POINT (12.452301 55.76157),2016,34343099.35,11836802.77,39.20,0.164085787,0.2212868048,206375.44799,0.4985551664,0.7558415653,0.8009048453
98,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860,"01Jan1961 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,,1961,2025,2008,POINT (12.497438 55.741866),2016,34343099.35,11836802.77,39.20,0.164085787,0.2212868048,206375.44799,0.4985551664,0.7558415653,0.8009048453
646,312,Søborg Apotek,6,Søborg Hovedgade 86,2860,"01Jan1925 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 86, 2860 Denmark",55.734786,12.513729,1925-01-01,,1925,2025,2008,POINT (12.513729 55.734786),2016,34343099.35,11836802.77,39.20,0.164085787,0.2212868048,206375.44799,0.4985551664,0.7558415653,0.8009048453
23,109-1,Apoteket Glostrup Sho,7,Glostrup Shoppingcenter 48,2600,"26Aug2016 0:00:00,000",,1084,161,1084,"Glostrup Shoppingcenter 48, 2600 Denmark",55.665487,12.400572,2016-08-26,,2016,2025,2016,POINT (12.400572 55.665487),2016,,,40.67,0.1866566051,0.2013494318,194877.94025,0.4995991805,0.7650138142,0.8129954574
174,109,Glostrup Apotek,6,Hovedvejen 101,2600,01-01-1863 00:00,,1084,161,1084,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,,1863,2025,2008,POINT (12.396538 55.665658),2016,,,40.67,0.1866566051,0.2013494318,194877.94025,0.4995991805,0.7650138142,0.8129954574
229,351,Herlev Apotek,6,Herlev Torv 13,2730,"01Jan1951 0:00:00,000",,1084,163,1084,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951,2025,2008,POINT (12.438964 55.724141),2016,,,40.56,0.1859114272,0.2219601493,188718.44699,0.4836672781,0.7571445582,0.8189643008
0,359,Albertslund Apotek,6,Bytorvet 5,2620,"01Jan1966 0:00:00,000",,1084,165,1084,"Bytorvet 5, 2620 Denmark",55.656514,12.353695,1966-01-01,,1966,2025,2008,POINT (12.353695 55.656514),2016,,,38.99,0.1763335245,0.222289934,166108.63889,0.4555547571,0.6997969179,0.7202860017
20,017-4,Apoteket Frihedens Bu,7,Strandmarksvej 20,2650,"09Jun2016 0:00:00,000",01-JUL-2017,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,2016-06-09,2017-07-01,2016,2017,2016,POINT (12.484661 55.626891),2016,19489347.75,6851413.2225,39.48,0.1706630919,0.2179027264,189002.9872,0.4949940383,0.7562884812,0.8110604311
159,355,Friheden Apotek,6,Strandmarksvej 20,2650,"01Jan1958 0:00:00,000",,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,,1958,2025,2008,POINT (12.484661 55.626891),2016,19489347.75,6851413.2225,39.48,0.1706630919,0.2179027264,189002.9872,0.4949940383,0.7562884812,0.8110604311
280,348,Hvidovre Apotek,6,Hvidovrevej 178,2650,"01Jan1950 0:00:00,000",,1084,167,1084,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950,2025,2008,POINT (12.474295 55.65347),2016,19489347.75,6851413.2225,39.48,0.1706630919,0.2179027264,189002.9872,0.4949940383,0.7562884812,0.8110604311
283,355-2,Hvidovre Stationsapot,7,"Laurits Olsensvej 1, stuen, dør",2650,"15Nov2016 0:00:00,000",,1084,167,1084,"Laurits Olsensvej 1, stuen, dør 30, 2650 Denma",55.666195,12.5170154,2016-11-15,,2016,2025,2016,POINT (12.5170154 55.666195),2016,19489347.75,6851413.2225,39.48,0.1706630919,0.2179027264,189002.9872,0.4949940383,0.7562884812,0.8110604311
105,017-3,City 2 Apoteket,7,"Cityringen 4, 218",2630,"31Mar2016 0:00:00,000",,1084,169,1084,"Cityringen 4, 218, 2630 Denmark",55.6517,12.2922,2016-03-31,,2016,2025,2016,POINT (12.2922 55.6517),2016,12553788.8,4432635.71,39.34,0.1708991761,0.2226246865,183101.35045,0.485641875,0.7407541458,0.7259084832
218,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640,01.01.1992,,1084,169,1084,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,1992-01-01,,1992,2025,2008,POINT (12.200141 55.649489),2016,12553788.8,4432635.71,39.34,0.1708991761,0.2226246865,183101.35045,0.485641875,0.7407541458,0.7259084832
286,252-2,Høje Taastrup Apotek,7,Høje Taastrup Boulevard 44,2630,"31Oct2016 0:00:00,000",,1084,169,1084,"Høje Taastrup Boulevard 44, 2630 Denmark",55.648246,12.26953,2016-10-31,,2016,2025,2016,POINT (12.26953 55.648246),2016,12553788.8,4432635.71,39.34,0.1708991761,0.2226246865,183101.35045,0.485641875,0.7407541458,0.7259084832
682,252,Taastrup Apotek,6,Taastrup Hovedgade 60,2630,"01Jan1908 0:00:00,000",,1084,169,1084,"Taastrup Hovedgade 60, 2630 Denmark",55.65025,12.301525,1908-01-01,,1908,2025,2008,POINT (12.301525 55.65025),2016,12553788.8,4432635.71,39.34,0.1708991761,0.2226246865,183101.35045,0.485641875,0.7407541458,0.7259084832
683,252-3,Taastrup Apotek - Cit,7,"City 2, 141 plan 1",2630,"11Jan2016 0:00:00,000",10-DEC-2019,1084,169,1084,"City 2, 141 plan 1, 2630 Denmark",55.6437249,12.277266,2016-01-11,2019-12-10,2016,2019,2016,POINT (12.277266 55.6437249),2016,12553788.8,4432635.71,39.34,0.1708991761,0.2226246865,183101.35045,0.485641875,0.7407541458,0.7259084832
684,017-2,Taastrup Torv Apotek,7,Taastrup Torv 8,2630,"17Nov2015 0:00:00,000",,1084,169,1084,"Taastrup Torv 8, 2630 Denmark",55.651931,12.30245,2015-11-17,,2015,2025,2015,POINT (12.30245 55.651931),2016,12553788.8,4432635.71,39.34,0.1708991761,0.2226246865,183101.35045,0.485641875,0.7407541458,0.7259084832
430,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800,11.04.1979,,1084,173,1084,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108,1979-11-04,,1979,2025,2008,POINT (12.503108 55.768562),2016,19504368.488,6725934.9,41.01,0.1948044895,0.2151882694,255034.40367,0.4973515117,0.7735335929,0.86200557
431,342-1,Lyngby Storcenter Apo,7,"Lyngby Storcenter nr. 1, st., dø",2800,"11Apr2016 0:00:00,000",,1084,173,1084,"Lyngby Storcenter nr. 1, st., dør 1, 2800 Denm",55.7704,12.5038,2016-04-11,,2016,2025,2016,POINT (12.5038 55.7704),2016,19504368.488,6725934.9,41.01,0.1948044895,0.2151882694,255034.40367,0.4973515117,0.7735335929,0.86200557
432,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800,01-01-1806 00:00,,1084,173,1084,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,,1806,2025,2008,POINT (12.502527 55.771531),2016,19504368.488,6725934.9,41.01,0.1948044895,0.2151882694,255034.40367,0.4973515117,0.7735335929,0.86200557
734,349,Virum Apotek,13,Frederiksdalsvej 73,2830,"01Jan1950 0:00:00,000",,1084,173,1084,"Frederiksdalsvej 73, 2830 Denmark",55.795311,12.473014,1950-01-01,,1950,2025,2008,POINT (12.473014 55.795311),2016,19504368.488,6725934.9,41.01,0.1948044895,0.2151882694,255034.40367,0.4973515117,0.7735335929,0.86200557
305,360-1,Islev Apotek,7,Fortvej 5,2610,"03Aug2015 0:00:00,000",01-MAR-2018,1084,175,1084,"Fortvej 5, 2610 Denmark",55.695916,12.458643,2015-08-03,2018-03-01,2015,2018,2015,POINT (12.458643 55.695916),2016,19346038.4,6850458.08,40.50,0.1832848384,0.2111867401,188470.19429,0.4893223605,0.7581137429,0.8153028804
562,339,Rødovre Apotek,6,"Rødovre Centrum 1C, st. 124",2610,"01Jan1937 0:00:00,000",,1084,175,1084,"Rødovre Centrum 1C, st. 124, 2610 Denmark",55.711942,12.547045,1937-01-01,,1937,2025,2008,POINT (12.547045 55.711942),2016,19346038.4,6850458.08,40.50,0.1832848384,0.2111867401,188470.19429,0.4893223605,0.7581137429,0.8153028804
563,354-2,Rødovre Krone Apotek,7,"Rødovre Centrum 1R, st. 6",2610,"29Aug2016 0:00:00,000",,1084,175,1084,"Rødovre Centrum 1R, st. 6, 2610 Denmark",55.666303,12.532792,2016-08-29,,2016,2025,2016,POINT (12.532792 55.666303),2016,19346038.4,6850458.08,40.50,0.1832848384,0.2111867401,188470.19429,0.4893223605,0.7581137429,0.8153028804
302,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Byce",2635,01.01.1991,,1084,183,1084,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Den",55.6154,12.3518,1991-01-01,,1991,2025,2008,POINT (12.3518 55.6154),2016,,,38.05,0.1568731018,0.2270346406,164768.39234,0.4637054045,0.7041708471,0.6174938184
322,350,Kastrup Apotek,6,Skottegården 2,2770,"01Jan1950 0:00:00,000",,1084,185,1084,"Skottegården 2, 2770 Denmark",55.6377,12.635151,1950-01-01,,1950,2025,2008,POINT (12.635151 55.6377),2016,23064292.2,8047009.62,40.84,0.1851894908,0.2191118345,196500.12906,0.5019579507,0.7864571116,0.8725467344
423,341-3,Lufthavns Apotek Køb,7,Lufthavnsboulevarden 6 T2-ST-386,2770,"01Nov2015 0:00:00,000",01-NOV-2019,1084,185,1084,"Lufthavnsboulevarden 6 T2-ST-386, 2770 Denmark",55.6352,12.6489,2015-11-01,2019-11-01,2015,2019,2015,POINT (12.6489 55.6352),2016,23064292.2,8047009.62,40.84,0.1851894908,0.2191118345,196500.12906,0.5019579507,0.7864571116,0.8725467344
