VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK
59,225,Ballerup Apotek,6,Centrumgaden 24-26,2750,"01Jan1907 0:00:00,000",,1084,151,1084,"Centrumgaden 24-26, 2750 Denmark",55.7281229,12.3598013,1907-01-01,,1907,2025,2008,POINT (12.3598013 55.7281229),2015,19894295.25,7154487.87,41.36,0.2063910086,0.2164482415,185774.18525,0.4603171304,0.7415835524,0.8532596272
467,225-1,Maaløv Apotek,7,Stationsvej 7,2760,01.04.2000,,1084,151,1084,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,2000-01-04,,2000,2025,2008,POINT (12.318699 55.748557),2015,19894295.25,7154487.87,41.36,0.2063910086,0.2164482415,185774.18525,0.4603171304,0.7415835524,0.8532596272
595,360,Skovlunde Apotek,6,Torvestrædet 2,2740,"01Jan1966 0:00:00,000",,1084,151,1084,"Torvestrædet 2, 2740 Denmark",55.8697314,12.3554134,1966-01-01,,1966,2025,2008,POINT (12.3554134 55.8697314),2015,19894295.25,7154487.87,41.36,0.2063910086,0.2164482415,185774.18525,0.4603171304,0.7415835524,0.8532596272
90,355-1,Brøndby Strand Apote,7,Brøndby Strand Centrum 16,2660,01.01.1992,,1084,153,1084,"Brøndby Strand Centrum 16, 2660 Denmark",55.621545,12.42262,1992-01-01,,1992,2025,2008,POINT (12.42262 55.621545),2015,19786422.4,7110191.66,40.83,0.1893437518,0.208397033,162131.77927,0.4450914669,0.6877358491,0.689268265
91,354-1,Brøndbyvester Apotek,7,Søndre Ringvej 41F,2605,"01Dec2015 0:00:00,000",,1084,153,1084,"Søndre Ringvej 41F, 2605 Denmark",55.655021,12.395359,2015-12-01,,2015,2025,2015,POINT (12.395359 55.655021),2015,19786422.4,7110191.66,40.83,0.1893437518,0.208397033,162131.77927,0.4450914669,0.6877358491,0.689268265
92,354,Brøndbyøster Apotek,6,Nygårds Plads 29A,2605,"01Jan1957 0:00:00,000",,1084,153,1084,"Nygårds Plads 29A, 2605 Denmark",55.667523,12.437595,1957-01-01,,1957,2025,2008,POINT (12.437595 55.667523),2015,19786422.4,7110191.66,40.83,0.1893437518,0.208397033,162131.77927,0.4450914669,0.6877358491,0.689268265
109,350-1,Dragør Apotek,7,Maglebytorv 18,2791,"01Sep2006 0:00:00,000",,1084,155,1084,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,,2006,2025,2008,POINT (12.660578 55.59519),2015,,,43.41,0.2373073116,0.2279027012,234501.33212,0.4786827195,0.8048748179,0.91898017
102,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920,01-01-1894 00:00,,1084,157,1084,"Lindegårdsvej 51, st, 2920 Denmark",55.75463,12.569751,1894-01-01,,1894,2025,2008,POINT (12.569751 55.75463),2015,26172175.95,9363432.795,41.04,0.1927405441,0.2283742535,322673.50025,0.4991336337,0.7693973461,0.8465865167
165,215,Gentofte Apotek,13,Gentoftegade 35,2820,"01Jan1904 0:00:00,000",,1084,157,1084,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,,1904,2025,2008,POINT (12.541228 55.747369),2015,26172175.95,9363432.795,41.04,0.1927405441,0.2283742535,322673.50025,0.4991336337,0.7693973461,0.8465865167
220,182,Hellerup Apotek,13,Strandvejen 165,2900,"01Jan1900 0:00:00,000",,1084,157,1084,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,,1900,2025,2008,POINT (12.575353 55.732495),2015,26172175.95,9363432.795,41.04,0.1927405441,0.2283742535,322673.50025,0.4991336337,0.7693973461,0.8465865167
523,325,Ordrup Apotek,6,Ordrupvej 80,2920,"01Jan1930 0:00:00,000",,1084,157,1084,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,,1930,2025,2008,POINT (12.574219 55.761535),2015,26172175.95,9363432.795,41.04,0.1927405441,0.2283742535,322673.50025,0.4991336337,0.7693973461,0.8465865167
58,353,Bagsværd Apotek,6,Bagsværd Torv 6,2880,"01Jan1956 0:00:00,000",,1084,159,1084,"Bagsværd Torv 6, 2880 Denmark",55.76157,12.452301,1956-01-01,,1956,2025,2008,POINT (12.452301 55.76157),2015,33829117.5,12117829.68,39.25,0.1651794917,0.2225167123,201508.69397,0.495230642,0.7535316523,0.8101263954
98,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860,"01Jan1961 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,,1961,2025,2008,POINT (12.497438 55.741866),2015,33829117.5,12117829.68,39.25,0.1651794917,0.2225167123,201508.69397,0.495230642,0.7535316523,0.8101263954
646,312,Søborg Apotek,6,Søborg Hovedgade 86,2860,"01Jan1925 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 86, 2860 Denmark",55.734786,12.513729,1925-01-01,,1925,2025,2008,POINT (12.513729 55.734786),2015,33829117.5,12117829.68,39.25,0.1651794917,0.2225167123,201508.69397,0.495230642,0.7535316523,0.8101263954
174,109,Glostrup Apotek,6,Hovedvejen 101,2600,01-01-1863 00:00,,1084,161,1084,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,,1863,2025,2008,POINT (12.396538 55.665658),2015,,,40.63,0.1871243489,0.2004363118,192028.94851,0.4966541756,0.7599796037,0.8233850821
229,351,Herlev Apotek,6,Herlev Torv 13,2730,"01Jan1951 0:00:00,000",,1084,163,1084,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951,2025,2008,POINT (12.438964 55.724141),2015,,,40.42,0.1834078035,0.2226717799,185265.96835,0.4829785734,0.7534246575,0.8221031858
0,359,Albertslund Apotek,6,Bytorvet 5,2620,"01Jan1966 0:00:00,000",,1084,165,1084,"Bytorvet 5, 2620 Denmark",55.656514,12.353695,1966-01-01,,1966,2025,2008,POINT (12.353695 55.656514),2015,,,38.75,0.1727044476,0.2256456241,163105.33193,0.4542024507,0.6957196585,0.7275503971
159,355,Friheden Apotek,6,Strandmarksvej 20,2650,"01Jan1958 0:00:00,000",,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,,1958,2025,2008,POINT (12.484661 55.626891),2015,,,39.44,0.1710170165,0.2180348659,185228.12364,0.4887877063,0.7504734114,0.8168468981
280,348,Hvidovre Apotek,6,Hvidovrevej 178,2650,"01Jan1950 0:00:00,000",,1084,167,1084,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950,2025,2008,POINT (12.474295 55.65347),2015,,,39.44,0.1710170165,0.2180348659,185228.12364,0.4887877063,0.7504734114,0.8168468981
218,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640,01.01.1992,,1084,169,1084,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,1992-01-01,,1992,2025,2008,POINT (12.200141 55.649489),2015,24600421.3,8974863.84,39.16,0.1697157726,0.2244795837,179638.13224,0.4786492943,0.7319205298,0.7379896007
682,252,Taastrup Apotek,6,Taastrup Hovedgade 60,2630,"01Jan1908 0:00:00,000",,1084,169,1084,"Taastrup Hovedgade 60, 2630 Denmark",55.65025,12.301525,1908-01-01,,1908,2025,2008,POINT (12.301525 55.65025),2015,24600421.3,8974863.84,39.16,0.1697157726,0.2244795837,179638.13224,0.4786492943,0.7319205298,0.7379896007
684,017-2,Taastrup Torv Apotek,7,Taastrup Torv 8,2630,"17Nov2015 0:00:00,000",,1084,169,1084,"Taastrup Torv 8, 2630 Denmark",55.651931,12.30245,2015-11-17,,2015,2025,2015,POINT (12.30245 55.651931),2015,24600421.3,8974863.84,39.16,0.1697157726,0.2244795837,179638.13224,0.4786492943,0.7319205298,0.7379896007
430,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800,11.04.1979,,1084,173,1084,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108,1979-11-04,,1979,2025,2008,POINT (12.503108 55.768562),2015,26949675.6,9594722.53,40.99,0.1943299998,0.2158375229,252641.69054,0.4954552906,0.7697655019,0.8669556823
432,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800,01-01-1806 00:00,,1084,173,1084,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,,1806,2025,2008,POINT (12.502527 55.771531),2015,26949675.6,9594722.53,40.99,0.1943299998,0.2158375229,252641.69054,0.4954552906,0.7697655019,0.8669556823
734,349,Virum Apotek,13,Frederiksdalsvej 73,2830,"01Jan1950 0:00:00,000",,1084,173,1084,"Frederiksdalsvej 73, 2830 Denmark",55.795311,12.473014,1950-01-01,,1950,2025,2008,POINT (12.473014 55.795311),2015,26949675.6,9594722.53,40.99,0.1943299998,0.2158375229,252641.69054,0.4954552906,0.7697655019,0.8669556823
305,360-1,Islev Apotek,7,Fortvej 5,2610,"03Aug2015 0:00:00,000",01-MAR-2018,1084,175,1084,"Fortvej 5, 2610 Denmark",55.695916,12.458643,2015-08-03,2018-03-01,2015,2018,2015,POINT (12.458643 55.695916),2015,,,40.66,0.1858849534,0.2096468607,184252.42815,0.4859818014,0.7534133043,0.8235263088
562,339,Rødovre Apotek,6,"Rødovre Centrum 1C, st. 124",2610,"01Jan1937 0:00:00,000",,1084,175,1084,"Rødovre Centrum 1C, st. 124, 2610 Denmark",55.711942,12.547045,1937-01-01,,1937,2025,2008,POINT (12.547045 55.711942),2015,,,40.66,0.1858849534,0.2096468607,184252.42815,0.4859818014,0.7534133043,0.8235263088
302,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Byce",2635,01.01.1991,,1084,183,1084,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Den",55.6154,12.3518,1991-01-01,,1991,2025,2008,POINT (12.3518 55.6154),2015,,,37.94,0.1547097236,0.2283299043,161336.89461,0.4569197631,0.691160422,0.6260545683
322,350,Kastrup Apotek,6,Skottegården 2,2770,"01Jan1950 0:00:00,000",,1084,185,1084,"Skottegården 2, 2770 Denmark",55.6377,12.635151,1950-01-01,,1950,2025,2008,POINT (12.635151 55.6377),2015,22772102.8,8270084.88,40.83,0.1839944004,0.2188520765,193011.07629,0.4966094561,0.7759902928,0.8740354487
423,341-3,Lufthavns Apotek Køb,7,Lufthavnsboulevarden 6 T2-ST-386,2770,"01Nov2015 0:00:00,000",01-NOV-2019,1084,185,1084,"Lufthavnsboulevarden 6 T2-ST-386, 2770 Denmark",55.6352,12.6489,2015-11-01,2019-11-01,2015,2019,2015,POINT (12.6489 55.6352),2015,22772102.8,8270084.88,40.83,0.1839944004,0.2188520765,193011.07629,0.4966094561,0.7759902928,0.8740354487
679,323,Tårnby Apotek,6,Kamillevej 4,2770,"01Jan1929 0:00:00,000",,1084,185,1084,"Kamillevej 4, 2770 Denmark",55.632714,12.622263,1929-01-01,,1929,2025,2008,POINT (12.622263 55.632714),2015,22772102.8,8270084.88,40.83,0.1839944004,0.2188520765,193011.07629,0.4966094561,0.7759902928,0.8740354487
696,359-1,Vallensbæk Apotek,7,Vallensbæk Stationstorv 60,2665,01.01.1992,01-APR-2020,1084,187,1084,"Vallensbæk Stationstorv 60, 2665 Denmark",55.62323,12.388825,1992-01-01,2020-04-01,1992,2020,2008,POINT (12.388825 55.62323),2015,,,39.43,0.1870419612,0.2387962903,204644.40666,0.5000974849,0.803280543,0.7859881718
134,278,Farum Apotek,6,Farum Bytorv 69,3520,01-01-1885 00:00,,1084,190,1084,"Farum Bytorv 69, 3520 Denmark",55.814654,12.381689,1885-01-01,,1885,2025,2008,POINT (12.381689 55.814654),2015,,,41.45,0.2070425341,0.2389680247,237028.6455,0.4848363827,0.7877286242,0.8636896887
744,362,Værløse Apotek,6,Bymidten 13,3500,"01Jan1967 0:00:00,000",,1084,190,1084,"Bymidten 13, 3500 Denmark",55.784539,12.373718,1967-01-01,,1967,2025,2008,POINT (12.373718 55.784539),2015,,,41.45,0.2070425341,0.2389680247,237028.6455,0.4848363827,0.7877286242,0.8636896887
2,346-1,Allerød Apotek,7,Allerød Stationsvej 9,3450,07.03.2008,,1084,201,1084,"Allerød Stationsvej 9, 3450 Denmark",55.871124,12.355782,2008-07-03,,2008,2025,2008,POINT (12.355782 55.871124),2015,,,41.29,0.2005903283,0.2453501536,240669.16107,0.5072322839,0.8283374762,0.9186823873
18,079-2,Apoteket Egevangen,7,Egevangen 8,2980,"01Sep2015 0:00:00,000",,1084,210,1084,"Egevangen 8, 2980 Denmark",55.906141,12.474946,2015-09-01,,2015,2025,2015,POINT (12.474946 55.906141),2015,16137853.763,5757034.4475,42.37,0.214025728,0.2228510172,216250.26186,0.4838475953,0.7636412031,0.8405246721
144,154-2,Fredensborg Apotek,7,Jernbanegade 3,3480,01.01.1992,,1084,210,1084,"Jernbanegade 3, 3480 Denmark",55.979023,12.398907,1992-01-01,,1992,2025,2008,POINT (12.398907 55.979023),2015,16137853.763,5757034.4475,42.37,0.214025728,0.2228510172,216250.26186,0.4838475953,0.7636412031,0.8405246721
271,154,Humlebæk Apotek,6,Humlebæk Center 23,3050,01-01-1893 00:00,,1084,210,1084,"Humlebæk Center 23, 3050 Denmark",55.964006,12.529982,1893-01-01,,1893,2025,2008,POINT (12.529982 55.964006),2015,16137853.763,5757034.4475,42.37,0.214025728,0.2228510172,216250.26186,0.4838475953,0.7636412031,0.8405246721
479,079-1,Nivå Apotek,7,Nivå Center 75,2990,01.01.1992,,1084,210,1084,"Nivå Center 75, 2990 Denmark",55.93464,12.504554,1992-01-01,,1992,2025,2008,POINT (12.504554 55.93464),2015,16137853.763,5757034.4475,42.37,0.214025728,0.2228510172,216250.26186,0.4838475953,0.7636412031,0.8405246721
128,154-1,Espergærde Apotek,7,Nørremarken 3,3060,01.01.1992,,1084,217,1084,"Nørremarken 3, 3060 Denmark",55.996762,12.5432234,1992-01-01,,1992,2025,2008,POINT (12.5432234 55.996762),2015,18174388.1,6540154.76,43.16,0.2247954648,0.2038910005,196459.05601,0.4745098039,0.7438707491,0.8747680142
224,364,Helsingør Axeltorvs,6,Groskenstræde 2 A,3000,"01Jan1968 0:00:00,000",,1084,217,1084,"Groskenstræde 2 A, 3000 Denmark",56.0367464,12.6107202,1968-01-01,,1968,2025,2008,POINT (12.6107202 56.0367464),2015,18174388.1,6540154.76,43.16,0.2247954648,0.2038910005,196459.05601,0.4745098039,0.7438707491,0.8747680142
225,238,Helsingør Stengades,6,Stengade 46,3000,"01Jan1912 0:00:00,000",,1084,217,1084,"Stengade 46, 3000 Denmark",56.0356385,12.6154715,1912-01-01,,1912,2025,2008,POINT (12.6154715 56.0356385),2015,18174388.1,6540154.76,43.16,0.2247954648,0.2038910005,196459.05601,0.4745098039,0.7438707491,0.8747680142
257,113-1,Hornbæk Apotek,7,Sauntevej 2,3100,01.01.1992,,1084,217,1084,"Sauntevej 2, 3100 Denmark",56.0806998,12.4792214,1992-01-01,,1992,2025,2008,POINT (12.4792214 56.0806998),2015,18174388.1,6540154.76,43.16,0.2247954648,0.2038910005,196459.05601,0.4745098039,0.7438707491,0.8747680142
