VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK
374,322,København Husum Apot,6,Frederikssundsvej 320,2700,"01Jan1929 0:00:00,000",,1084,101,1084,"Frederikssundsvej 320, 2700 Denmark",55.711998,12.47255,1929-01-01,,1929,2025,2008,POINT (12.47255 55.711998),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
375,029-1,København Islands Br,7,Islands Brygge 3-5,2300,"01Feb2003 0:00:00,000",,1084,101,1084,"Islands Brygge 3-5, 2300 Denmark",55.6695424,12.5797902,2003-02-01,,2003,2025,2008,POINT (12.5797902 55.6695424),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
379,021,København Kongelig H,6,Store Kongensgade 45,1264,01-01-1753 00:00,,1084,101,1084,"Store Kongensgade 45, 1264 Denmark",55.683269,12.586637,1753-01-01,,1753,2025,2008,POINT (12.586637 55.683269),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
382,338,København Linde Apot,6,Frederikssundsvej 152,2700,"01Jan1937 0:00:00,000",,1084,101,1084,"Frederikssundsvej 152, 2700 Denmark",55.704659,12.500087,1937-01-01,,1937,2025,2008,POINT (12.500087 55.704659),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
384,090,København Nørrebro,6,Nørrebrogade 8,2200,01-01-1843 00:00,,1084,101,1084,"Nørrebrogade 8, 2200 Denmark",55.687462,12.56233,1843-01-01,,1843,2025,2008,POINT (12.56233 55.687462),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
385,336,København Oxford All,6,Amagerbrogade 204 B,2300,"01Jan1936 0:00:00,000",01-JAN-2009,1084,101,1084,"Amagerbrogade 204 B, 2300 Denmark",55.6613309,12.6038658,1936-01-01,2009-01-01,1936,2009,2008,POINT (12.6038658 55.6613309),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
389,134,København Sct. Stefa,13,Nørrebrogade 140,2200,01-01-1881 00:00,,1084,101,1084,"Nørrebrogade 140, 2200 Denmark",55.694695,12.548836,1881-01-01,,1881,2025,2008,POINT (12.548836 55.694695),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
392,183,København Steno Apot,6,Vesterbrogade 6 C,1620,"01Jan1900 0:00:00,000",,1084,101,1084,"Vesterbrogade 6 C, 1620 Denmark",55.6726557,12.550866,1900-01-01,,1900,2025,2008,POINT (12.550866 55.6726557),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
397,332,København Sydhavnsap,13,Borgbjergsvej 15,2450,"01Jan1933 0:00:00,000",,1084,101,1084,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,,1933,2025,2008,POINT (12.537598 55.651462),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
399,199,København Sønderbro,6,Amagerbrogade 158,2300,"01Jan1902 0:00:00,000",,1084,101,1084,"Amagerbrogade 158, 2300 Denmark",55.654731,12.610199,1902-01-01,,1902,2025,2008,POINT (12.610199 55.654731),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
400,318,København Trekroner,6,Vigerslev Allé 38,2500,"01Jan1925 0:00:00,000",,1084,101,1084,"Vigerslev Allé 38, 2500 Denmark",55.661884,12.518641,1925-01-01,,1925,2025,2008,POINT (12.518641 55.661884),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
401,031,København Vaisenhus,13,Landemærket 3-5,1119,01-01-1753 00:00,,1084,101,1084,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,,1753,2025,2008,POINT (12.5776629 55.6827864),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
402,197,København Valby Apot,6,Valby Langgade 49,2500,"01Jan1902 0:00:00,000",,1084,101,1084,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,,1902,2025,2008,POINT (12.516945 55.666526),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
406,202,København Øresunds,6,Østerbrogade 151,2100,"01Jan1902 0:00:00,000",,1084,101,1084,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,,1902,2025,2008,POINT (12.577286 55.714092),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
408,320,København Østerbro,13,Østerbrogade 101,2100,"01Jan1929 0:00:00,000",,1084,101,1084,"Østerbrogade 101, 2100 Denmark",55.709432,12.577196,1929-01-01,,1929,2025,2008,POINT (12.577196 55.709432),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
700,343,Vanløse Løve Apotek,6,"Vanløse Torv 1, st. 123",2720,"01Jan1937 0:00:00,000",,1084,101,1084,"Vanløse Torv 1, st. 123, 2720 Denmark",55.708988,12.583695,1937-01-01,,1937,2025,2008,POINT (12.583695 55.708988),2008,32175513.681,10420720.827,36.10,0.1057361148,0.1725983177,177947.38525,0.5481757946,0.7316536387,0.7897743009
147,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850,01-01-1867 00:00,,1084,147,1084,"Gammel Kongevej 162, 1850 Denmark",55.6760515,12.5432969,1867-01-01,,1867,2025,2008,POINT (12.5432969 55.6760515),2008,35360723.52,11353348.05,39.68,0.1608666828,0.1665596818,199421.11807,0.5406592709,0.7648697568,0.8450692298
149,184,Frederiksberg Apoteke,6,Godthåbsvej 4,2000,"12Nov1901 0:00:00,000",,1084,147,1084,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,,1901,2025,2008,POINT (12.538161 55.685538),2008,35360723.52,11353348.05,39.68,0.1608666828,0.1665596818,199421.11807,0.5406592709,0.7648697568,0.8450692298
150,327,Frederiksberg Dalgas,6,Dalgas Boulevard 91,2000,01.03.1994,,1084,147,1084,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563,1994-01-03,,1994,2025,2008,POINT (12.510563 55.681633),2008,35360723.52,11353348.05,39.68,0.1608666828,0.1665596818,199421.11807,0.5406592709,0.7648697568,0.8450692298
152,262,Frederiksberg Gl. Kon,13,Gammel Kongevej 76,1850,"01Jan1916 0:00:00,000",,1084,147,1084,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,,1916,2025,2008,POINT (12.551359 55.674336),2008,35360723.52,11353348.05,39.68,0.1608666828,0.1665596818,199421.11807,0.5406592709,0.7648697568,0.8450692298
154,185,Frederiksberg Smalleg,6,Smallegade 46,2000,"01Jan1900 0:00:00,000",,1084,147,1084,"Smallegade 46, 2000 Denmark",55.679679,12.523739,1900-01-01,,1900,2025,2008,POINT (12.523739 55.679679),2008,35360723.52,11353348.05,39.68,0.1608666828,0.1665596818,199421.11807,0.5406592709,0.7648697568,0.8450692298
59,225,Ballerup Apotek,6,Centrumgaden 24-26,2750,"01Jan1907 0:00:00,000",,1084,151,1084,"Centrumgaden 24-26, 2750 Denmark",55.7281229,12.3598013,1907-01-01,,1907,2025,2008,POINT (12.3598013 55.7281229),2008,32632761.25,10439521.77,40.04,0.1811468838,0.2276256382,167726.09768,0.4925392062,0.7681759749,0.8795705288
467,225-1,Maaløv Apotek,7,Stationsvej 7,2760,01.04.2000,,1084,151,1084,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,2000-01-04,,2000,2025,2008,POINT (12.318699 55.748557),2008,32632761.25,10439521.77,40.04,0.1811468838,0.2276256382,167726.09768,0.4925392062,0.7681759749,0.8795705288
595,360,Skovlunde Apotek,6,Torvestrædet 2,2740,"01Jan1966 0:00:00,000",,1084,151,1084,"Torvestrædet 2, 2740 Denmark",55.8697314,12.3554134,1966-01-01,,1966,2025,2008,POINT (12.3554134 55.8697314),2008,32632761.25,10439521.77,40.04,0.1811468838,0.2276256382,167726.09768,0.4925392062,0.7681759749,0.8795705288
90,355-1,Brøndby Strand Apote,7,Brøndby Strand Centrum 16,2660,01.01.1992,,1084,153,1084,"Brøndby Strand Centrum 16, 2660 Denmark",55.621545,12.42262,1992-01-01,,1992,2025,2008,POINT (12.42262 55.621545),2008,,,40.57,0.1753746816,0.2174338013,155595.38276,0.4788105413,0.7330208486,0.7560244539
92,354,Brøndbyøster Apotek,6,Nygårds Plads 29A,2605,"01Jan1957 0:00:00,000",,1084,153,1084,"Nygårds Plads 29A, 2605 Denmark",55.667523,12.437595,1957-01-01,,1957,2025,2008,POINT (12.437595 55.667523),2008,,,40.57,0.1753746816,0.2174338013,155595.38276,0.4788105413,0.7330208486,0.7560244539
109,350-1,Dragør Apotek,7,Maglebytorv 18,2791,"01Sep2006 0:00:00,000",,1084,155,1084,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,,2006,2025,2008,POINT (12.660578 55.59519),2008,,,42.38,0.1958839758,0.2345089852,198542.33728,0.5137134743,0.8202335651,0.9352813691
102,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920,01-01-1894 00:00,,1084,157,1084,"Lindegårdsvej 51, st, 2920 Denmark",55.75463,12.569751,1894-01-01,,1894,2025,2008,POINT (12.569751 55.75463),2008,36160684.537,11470844.317,40.86,0.175287274,0.2351204975,251882.94016,0.5209615274,0.8075544393,0.8886364943
165,215,Gentofte Apotek,13,Gentoftegade 35,2820,"01Jan1904 0:00:00,000",,1084,157,1084,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,,1904,2025,2008,POINT (12.541228 55.747369),2008,36160684.537,11470844.317,40.86,0.175287274,0.2351204975,251882.94016,0.5209615274,0.8075544393,0.8886364943
220,182,Hellerup Apotek,13,Strandvejen 165,2900,"01Jan1900 0:00:00,000",,1084,157,1084,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,,1900,2025,2008,POINT (12.575353 55.732495),2008,36160684.537,11470844.317,40.86,0.175287274,0.2351204975,251882.94016,0.5209615274,0.8075544393,0.8886364943
523,325,Ordrup Apotek,6,Ordrupvej 80,2920,"01Jan1930 0:00:00,000",,1084,157,1084,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,,1930,2025,2008,POINT (12.574219 55.761535),2008,36160684.537,11470844.317,40.86,0.175287274,0.2351204975,251882.94016,0.5209615274,0.8075544393,0.8886364943
58,353,Bagsværd Apotek,6,Bagsværd Torv 6,2880,"01Jan1956 0:00:00,000",,1084,159,1084,"Bagsværd Torv 6, 2880 Denmark",55.76157,12.452301,1956-01-01,,1956,2025,2008,POINT (12.452301 55.76157),2008,44151196.15,14070578.78,39.34,0.1594420635,0.2292948302,179838.07838,0.5188743559,0.7898528192,0.8663020214
98,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860,"01Jan1961 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,,1961,2025,2008,POINT (12.497438 55.741866),2008,44151196.15,14070578.78,39.34,0.1594420635,0.2292948302,179838.07838,0.5188743559,0.7898528192,0.8663020214
646,312,Søborg Apotek,6,Søborg Hovedgade 86,2860,"01Jan1925 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 86, 2860 Denmark",55.734786,12.513729,1925-01-01,,1925,2025,2008,POINT (12.513729 55.734786),2008,44151196.15,14070578.78,39.34,0.1594420635,0.2292948302,179838.07838,0.5188743559,0.7898528192,0.8663020214
174,109,Glostrup Apotek,6,Hovedvejen 101,2600,01-01-1863 00:00,,1084,161,1084,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,,1863,2025,2008,POINT (12.396538 55.665658),2008,,,40.64,0.1782654227,0.2011614623,179993.74482,0.5307446453,0.8013824885,0.8759242475
229,351,Herlev Apotek,6,Herlev Torv 13,2730,"01Jan1951 0:00:00,000",,1084,163,1084,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951,2025,2008,POINT (12.438964 55.724141),2008,,,40.58,0.1785244978,0.2221888493,167780.48757,0.5096327514,0.7875745215,0.8565999398
0,359,Albertslund Apotek,6,Bytorvet 5,2620,"01Jan1966 0:00:00,000",,1084,165,1084,"Bytorvet 5, 2620 Denmark",55.656514,12.353695,1966-01-01,,1966,2025,2008,POINT (12.353695 55.656514),2008,,,37.05,0.1295026348,0.242582834,157847.19591,0.5034053036,0.7418890105,0.7446384582
159,355,Friheden Apotek,6,Strandmarksvej 20,2650,"01Jan1958 0:00:00,000",,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,,1958,2025,2008,POINT (12.484661 55.626891),2008,,,39.55,0.1635336061,0.2242028927,169780.15439,0.517775567,0.7910660437,0.8608612673
280,348,Hvidovre Apotek,6,Hvidovrevej 178,2650,"01Jan1950 0:00:00,000",,1084,167,1084,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950,2025,2008,POINT (12.474295 55.65347),2008,,,39.55,0.1635336061,0.2242028927,169780.15439,0.517775567,0.7910660437,0.8608612673
218,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640,01.01.1992,,1084,169,1084,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,1992-01-01,,1992,2025,2008,POINT (12.200141 55.649489),2008,,,38.03,0.1366877637,0.2375738397,174855.3633,0.5236261295,0.7733599081,0.8021457139
682,252,Taastrup Apotek,6,Taastrup Hovedgade 60,2630,"01Jan1908 0:00:00,000",,1084,169,1084,"Taastrup Hovedgade 60, 2630 Denmark",55.65025,12.301525,1908-01-01,,1908,2025,2008,POINT (12.301525 55.65025),2008,,,38.03,0.1366877637,0.2375738397,174855.3633,0.5236261295,0.7733599081,0.8021457139
430,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800,11.04.1979,,1084,173,1084,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108,1979-11-04,,1979,2025,2008,POINT (12.503108 55.768562),2008,35098690.3,11226203.43,41.67,0.1935690445,0.2112473803,208528.65097,0.5124379079,0.7992857377,0.8972630759
432,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800,01-01-1806 00:00,,1084,173,1084,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,,1806,2025,2008,POINT (12.502527 55.771531),2008,35098690.3,11226203.43,41.67,0.1935690445,0.2112473803,208528.65097,0.5124379079,0.7992857377,0.8972630759
734,349,Virum Apotek,13,Frederiksdalsvej 73,2830,"01Jan1950 0:00:00,000",,1084,173,1084,"Frederiksdalsvej 73, 2830 Denmark",55.795311,12.473014,1950-01-01,,1950,2025,2008,POINT (12.473014 55.795311),2008,35098690.3,11226203.43,41.67,0.1935690445,0.2112473803,208528.65097,0.5124379079,0.7992857377,0.8972630759
562,339,Rødovre Apotek,6,"Rødovre Centrum 1C, st. 124",2610,"01Jan1937 0:00:00,000",,1084,175,1084,"Rødovre Centrum 1C, st. 124, 2610 Denmark",55.711942,12.547045,1937-01-01,,1937,2025,2008,POINT (12.547045 55.711942),2008,,,40.72,0.1857403114,0.2145854036,167429.37365,0.508975742,0.7899078341,0.8623350759
302,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Byce",2635,01.01.1991,,1084,183,1084,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Den",55.6154,12.3518,1991-01-01,,1991,2025,2008,POINT (12.3518 55.6154),2008,,,36.74,0.1136057044,0.2446039699,159187.89103,0.5094750073,0.7374717833,0.6840375133
322,350,Kastrup Apotek,6,Skottegården 2,2770,"01Jan1950 0:00:00,000",,1084,185,1084,"Skottegården 2, 2770 Denmark",55.6377,12.635151,1950-01-01,,1950,2025,2008,POINT (12.635151 55.6377),2008,,,40.88,0.1728005172,0.2204953499,174771.70146,0.5190056295,0.7996061862,0.9043491257
679,323,Tårnby Apotek,6,Kamillevej 4,2770,"01Jan1929 0:00:00,000",,1084,185,1084,"Kamillevej 4, 2770 Denmark",55.632714,12.622263,1929-01-01,,1929,2025,2008,POINT (12.622263 55.632714),2008,,,40.88,0.1728005172,0.2204953499,174771.70146,0.5190056295,0.7996061862,0.9043491257
696,359-1,Vallensbæk Apotek,7,Vallensbæk Stationstorv 60,2665,01.01.1992,01-APR-2020,1084,187,1084,"Vallensbæk Stationstorv 60, 2665 Denmark",55.62323,12.388825,1992-01-01,2020-04-01,1992,2020,2008,POINT (12.388825 55.62323),2008,,,39.18,0.1472502806,0.2392817059,196876.81661,0.5554639484,0.8360795801,0.8504721931
134,278,Farum Apotek,6,Farum Bytorv 69,3520,01-01-1885 00:00,,1084,190,1084,"Farum Bytorv 69, 3520 Denmark",55.814654,12.381689,1885-01-01,,1885,2025,2008,POINT (12.381689 55.814654),2008,,,40.13,0.1723008663,0.2572100148,207520.34128,0.5148965444,0.8206471352,0.8875747473
744,362,Værløse Apotek,6,Bymidten 13,3500,"01Jan1967 0:00:00,000",,1084,190,1084,"Bymidten 13, 3500 Denmark",55.784539,12.373718,1967-01-01,,1967,2025,2008,POINT (12.373718 55.784539),2008,,,40.13,0.1723008663,0.2572100148,207520.34128,0.5148965444,0.8206471352,0.8875747473
2,346-1,Allerød Apotek,7,Allerød Stationsvej 9,3450,07.03.2008,,1084,201,1084,"Allerød Stationsvej 9, 3450 Denmark",55.871124,12.355782,2008-07-03,,2008,2025,2008,POINT (12.355782 55.871124),2008,,,39.03,0.1520507116,0.2704756307,213358.37716,0.5415824916,0.8565916867,0.9371632997
144,154-2,Fredensborg Apotek,7,Jernbanegade 3,3480,01.01.1992,,1084,210,1084,"Jernbanegade 3, 3480 Denmark",55.979023,12.398907,1992-01-01,,1992,2025,2008,POINT (12.398907 55.979023),2008,26975744.6,8632658.74,40.00,0.1526213889,0.2471085749,197648.21763,0.5206056583,0.7939538246,0.8710039832
271,154,Humlebæk Apotek,6,Humlebæk Center 23,3050,01-01-1893 00:00,,1084,210,1084,"Humlebæk Center 23, 3050 Denmark",55.964006,12.529982,1893-01-01,,1893,2025,2008,POINT (12.529982 55.964006),2008,26975744.6,8632658.74,40.00,0.1526213889,0.2471085749,197648.21763,0.5206056583,0.7939538246,0.8710039832
479,079-1,Nivå Apotek,7,Nivå Center 75,2990,01.01.1992,,1084,210,1084,"Nivå Center 75, 2990 Denmark",55.93464,12.504554,1992-01-01,,1992,2025,2008,POINT (12.504554 55.93464),2008,26975744.6,8632658.74,40.00,0.1526213889,0.2471085749,197648.21763,0.5206056583,0.7939538246,0.8710039832
128,154-1,Espergærde Apotek,7,Nørremarken 3,3060,01.01.1992,,1084,217,1084,"Nørremarken 3, 3060 Denmark",55.996762,12.5432234,1992-01-01,,1992,2025,2008,POINT (12.5432234 55.996762),2008,34443309.75,11222247.652,41.05,0.1784351301,0.2282279331,172659.82447,0.4984895748,0.7691435524,0.8892792645
224,364,Helsingør Axeltorvs,6,Groskenstræde 2 A,3000,"01Jan1968 0:00:00,000",,1084,217,1084,"Groskenstræde 2 A, 3000 Denmark",56.0367464,12.6107202,1968-01-01,,1968,2025,2008,POINT (12.6107202 56.0367464),2008,34443309.75,11222247.652,41.05,0.1784351301,0.2282279331,172659.82447,0.4984895748,0.7691435524,0.8892792645
225,238,Helsingør Stengades,6,Stengade 46,3000,"01Jan1912 0:00:00,000",,1084,217,1084,"Stengade 46, 3000 Denmark",56.0356385,12.6154715,1912-01-01,,1912,2025,2008,POINT (12.6154715 56.0356385),2008,34443309.75,11222247.652,41.05,0.1784351301,0.2282279331,172659.82447,0.4984895748,0.7691435524,0.8892792645
257,113-1,Hornbæk Apotek,7,Sauntevej 2,3100,01.01.1992,,1084,217,1084,"Sauntevej 2, 3100 Denmark",56.0806998,12.4792214,1992-01-01,,1992,2025,2008,POINT (12.4792214 56.0806998),2008,34443309.75,11222247.652,41.05,0.1784351301,0.2282279331,172659.82447,0.4984895748,0.7691435524,0.8892792645
234,044,Hillerød Frederiksbo,6,Slotsgade 26,3400,01-01-1792 00:00,,1084,219,1084,"Slotsgade 26, 3400 Denmark",55.930404,12.299802,1792-01-01,,1792,2025,2008,POINT (12.299802 55.930404),2008,,,38.69,0.1517597332,0.2540940082,189560.81184,0.5334099421,0.8251190093,0.9123893429
235,367,Hillerød Krone Apote,6,Helsingørsgade 10,3400,"01Jan1998 0:00:00,000",,1084,219,1084,"Helsingørsgade 10, 3400 Denmark",55.9303626,12.3050612,1998-01-01,,1998,2025,2008,POINT (12.3050612 55.9303626),2008,,,38.69,0.1517597332,0.2540940082,189560.81184,0.5334099421,0.8251190093,0.9123893429
294,079,Hørsholm Apotek,6,Hørsholm Midtpunkt 78,2970,01-01-1840 00:00,,1084,223,1084,"Hørsholm Midtpunkt 78, 2970 Denmark",55.882527,12.49756,1840-01-01,,1840,2025,2008,POINT (12.49756 55.882527),2008,,,43.27,0.2199095023,0.2273138626,241338.16017,0.5078153998,0.8154810779,0.9148348249
71,346,Birkerød Apotek,6,Teglporten 27,3460,"01Jan1938 0:00:00,000",,1084,230,1084,"Teglporten 27, 3460 Denmark",55.838563,12.431699,1938-01-01,,1938,2025,2008,POINT (12.431699 55.838563),2008,35739942.55,11375090.6,41.57,0.1967726978,0.2411944728,234907.38512,0.5008759832,0.8071789082,0.9038841466
255,283,Holte Apotek,6,"Holte Midtpunkt 20, 1. sal",2840,"01Jan1919 0:00:00,000",,1084,230,1084,"Holte Midtpunkt 20, 1. sal, 2840 Denmark",55.811887,12.471571,1919-01-01,,1919,2025,2008,POINT (12.471571 55.811887),2008,35739942.55,11375090.6,41.57,0.1967726978,0.2411944728,234907.38512,0.5008759832,0.8071789082,0.9038841466
494,138,Nærum Apotek,6,Nærum Vænge Torv 35,2850,01-01-1873 00:00,,1084,230,1084,"Nærum Vænge Torv 35, 2850 Denmark",55.816,12.5385,1873-01-01,,1873,2025,2008,POINT (12.5385 55.816),2008,35739942.55,11375090.6,41.57,0.1967726978,0.2411944728,234907.38512,0.5008759832,0.8071789082,0.9038841466
620,369,Stenløse Apotek,13,Egedal Centret 2,3660,"01Jun2004 0:00:00,000",,1084,240,1084,"Egedal Centret 2, 3660 Denmark",55.76822,12.194889,2004-06-01,,2004,2025,2008,POINT (12.194889 55.76822),2008,,,37.77,0.1307547952,0.2706246497,204045.99144,0.5561116129,0.8542668514,0.9420208481
157,068,Frederikssund Apotek,6,"Nygade 1, 1. sal 18",3600,01-01-1815 00:00,,1084,250,1084,"Nygade 1, 1. sal 18, 3600 Denmark",55.836515,12.06505,1815-01-01,,1815,2025,2008,POINT (12.06505 55.836515),2008,,,40.32,0.1705916919,0.237399991,177660.33305,0.5234753475,0.811212596,0.9441753067
589,130,Skibby Apotek,6,Hovedgaden 40,4050,01-01-1876 00:00,,1084,250,1084,"Hovedgaden 40, 4050 Denmark",55.751455,11.959362,1876-01-01,,1876,2025,2008,POINT (11.959362 55.751455),2008,,,40.32,0.1705916919,0.237399991,177660.33305,0.5234753475,0.811212596,0.9441753067
