VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,samlet_ind
342,021,København Kongelig H,6,Store Kongensgade 45,1264,01-01-1753 00:00,,1084,101,1084,"Store Kongensgade 45, 1264 Denmark",55.683269,12.586637,1753-01-01,,1753,2025,2008,POINT (12.586637 55.683269),2009,31664968.119,10458302.202,35.87,178929.41201
343,338,København Linde Apot,6,Frederikssundsvej 152,2700,"01Jan1937 0:00:00,000",,1084,101,1084,"Frederikssundsvej 152, 2700 Denmark",55.704659,12.500087,1937-01-01,,1937,2025,2008,POINT (12.500087 55.704659),2009,31664968.119,10458302.202,35.87,178929.41201
344,090,København Nørrebro,6,Nørrebrogade 8,2200,01-01-1843 00:00,,1084,101,1084,"Nørrebrogade 8, 2200 Denmark",55.687462,12.56233,1843-01-01,,1843,2025,2008,POINT (12.56233 55.687462),2009,31664968.119,10458302.202,35.87,178929.41201
346,134,København Sct. Stefa,13,Nørrebrogade 140,2200,01-01-1881 00:00,,1084,101,1084,"Nørrebrogade 140, 2200 Denmark",55.694695,12.548836,1881-01-01,,1881,2025,2008,POINT (12.548836 55.694695),2009,31664968.119,10458302.202,35.87,178929.41201
347,183,København Steno Apot,6,Vesterbrogade 6 C,1620,"01Jan1900 0:00:00,000",,1084,101,1084,"Vesterbrogade 6 C, 1620 Denmark",55.6726625,12.5501706,1900-01-01,,1900,2025,2008,POINT (12.5501706 55.6726625),2009,31664968.119,10458302.202,35.87,178929.41201
348,332,København Sydhavnsap,13,Borgbjergsvej 15,2450,"01Jan1933 0:00:00,000",,1084,101,1084,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,,1933,2025,2008,POINT (12.537598 55.651462),2009,31664968.119,10458302.202,35.87,178929.41201
349,199,København Sønderbro,6,Amagerbrogade 158,2300,"01Jan1902 0:00:00,000",,1084,101,1084,"Amagerbrogade 158, 2300 Denmark",55.654731,12.610199,1902-01-01,,1902,2025,2008,POINT (12.610199 55.65473100000001),2009,31664968.119,10458302.202,35.87,178929.41201
350,318,København Trekroner,6,Vigerslev Allé 38,2500,"01Jan1925 0:00:00,000",,1084,101,1084,"Vigerslev Allé 38, 2500 Denmark",55.661884,12.518641,1925-01-01,,1925,2025,2008,POINT (12.518641 55.66188399999999),2009,31664968.119,10458302.202,35.87,178929.41201
351,031,København Vaisenhus,13,Landemærket 3-5,1119,01-01-1753 00:00,,1084,101,1084,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,,1753,2025,2008,POINT (12.5776629 55.6827864),2009,31664968.119,10458302.202,35.87,178929.41201
352,197,København Valby Apot,6,Valby Langgade 49,2500,"01Jan1902 0:00:00,000",,1084,101,1084,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,,1902,2025,2008,POINT (12.516945 55.666526),2009,31664968.119,10458302.202,35.87,178929.41201
353,202,København Øresunds,6,Østerbrogade 151,2100,"01Jan1902 0:00:00,000",,1084,101,1084,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,,1902,2025,2008,POINT (12.577286 55.714092),2009,31664968.119,10458302.202,35.87,178929.41201
354,320,København Østerbro,13,Østerbrogade 101,2100,"01Jan1929 0:00:00,000",,1084,101,1084,"Østerbrogade 101, 2100 Denmark",55.709432,12.577196,1929-01-01,,1929,2025,2008,POINT (12.577196 55.70943199999999),2009,31664968.119,10458302.202,35.87,178929.41201
627,197-A,Valby Langgade Apotek,8,Valby Langgade 195 A,2500,"31May2004 0:00:00,000",01-JUN-2011,,101,,"Valby Langgade 195 A, 2500 Denmark",55.6659163,12.5109589,2004-05-31,2011-06-01,2004,2011,2008,POINT (12.5109589 55.66591629999999,2009,31664968.119,10458302.202,35.87,178929.41201
635,343,Vanløse Løve Apotek,6,"Vanløse Torv 1, st. 123",2720,"01Jan1937 0:00:00,000",,1084,101,1084,"Vanløse Torv 1, st. 123, 2720 Denmark",55.708988,12.583695,1937-01-01,,1937,2025,2008,POINT (12.583695 55.708988),2009,31664968.119,10458302.202,35.87,178929.41201
41,327-A,Apoteksudsalget Lille,8,Nordens Plads 2,2000,"01Jun2004 0:00:00,000",04-JAN-2016,1084,147,1084,"Nordens Plads 2, 2000 Denmark",55.6722628,12.5012148,2004-06-01,2016-01-04,2004,2016,2008,POINT (12.5012148 55.67226280000001,2009,28588815.625,9429859.275,39.31,199948.40267
143,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850,01-01-1867 00:00,,1084,147,1084,"Gammel Kongevej 162, 1850 Denmark",55.6759585,12.5433837,1867-01-01,,1867,2025,2008,POINT (12.5433837 55.67595849999999,2009,28588815.625,9429859.275,39.31,199948.40267
145,184,Frederiksberg Apoteke,6,Godthåbsvej 4,2000,"12Nov1901 0:00:00,000",,1084,147,1084,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,,1901,2025,2008,POINT (12.538161 55.685538),2009,28588815.625,9429859.275,39.31,199948.40267
146,327,Frederiksberg Dalgas,6,Dalgas Boulevard 91,2000,01.03.1994,,1084,147,1084,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563,1994-01-03,,1994,2025,2008,POINT (12.510563 55.681633),2009,28588815.625,9429859.275,39.31,199948.40267
148,262,Frederiksberg Gl. Kon,13,Gammel Kongevej 76,1850,"01Jan1916 0:00:00,000",,1084,147,1084,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,,1916,2025,2008,POINT (12.551359 55.674336),2009,28588815.625,9429859.275,39.31,199948.40267
150,185,Frederiksberg Smalleg,6,Smallegade 46,2000,"01Jan1900 0:00:00,000",,1084,147,1084,"Smallegade 46, 2000 Denmark",55.679679,12.523739,1900-01-01,,1900,2025,2008,POINT (12.523739 55.67967900000001),2009,28588815.625,9429859.275,39.31,199948.40267
58,225,Ballerup Apotek,6,Centrumgaden 24-26,2750,"01Jan1907 0:00:00,000",,1084,151,1084,"Centrumgaden 24-26, 2750 Denmark",55.7281229,12.3598013,1907-01-01,,1907,2025,2008,POINT (12.3598013 55.7281229),2009,15729619.2,5197854.68,40.18,167646.49204
171,225-A,Grantoften Apoteksuds,8,Grantoftestræde 11,2750,01.04.2000,09-DEC-2011,1084,151,,"Grantoftestræde 11, 2750 Denmark",55.727339,12.34331,2000-01-04,2011-12-09,2000,2011,2008,POINT (12.34331 55.727339),2009,15729619.2,5197854.68,40.18,167646.49204
206,225-A,Hedegårdens Apoteksu,8,Hedeparken 9,2750,01.04.2000,20-JUN-2016,1084,151,1084,"Hedeparken 9, 2750 Denmark",55.719146,12.357151,2000-01-04,2016-06-20,2000,2016,2008,POINT (12.357151 55.71914599999999),2009,15729619.2,5197854.68,40.18,167646.49204
410,225-1,Maaløv Apotek,7,Stationsvej 7,2760,01.04.2000,,1084,151,1084,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,2000-01-04,,2000,2025,2008,POINT (12.318699 55.748557),2009,15729619.2,5197854.68,40.18,167646.49204
529,360,Skovlunde Apotek,6,Torvestrædet 2,2740,"01Jan1966 0:00:00,000",,1084,151,1084,"Torvestrædet 2, 2740 Denmark",55.8697314,12.3554134,1966-01-01,,1966,2025,2008,POINT (12.3554134 55.8697314),2009,15729619.2,5197854.68,40.18,167646.49204
543,225-A,Smørum Apoteksudsalg,8,Flodvej 75 L,2765,"01Jun2000 0:00:00,000",05-SEP-2016,1084,151,1084,"Flodvej 75 L, 2765 Denmark",55.7321773,12.3089435,2000-06-01,2016-09-05,2000,2016,2008,POINT (12.3089435 55.73217729999999,2009,15729619.2,5197854.68,40.18,167646.49204
89,413,Brøndby Strand Apote,7,Brøndby Strand Centrum 16,2660,01.01.1992,,1084,153,1084,"Brøndby Strand Centrum 16, 2660 Denmark",55.621545,12.42262,1992-01-01,2016-08-26,1992,2016,2008,POINT (12.42262 55.621545),2009,,,40.59,153646.54712
91,354,Brøndbyøster Apotek,6,Nygårds Plads 29A,2605,"01Jan1957 0:00:00,000",,1084,153,1084,"Nygårds Plads 29A, 2605 Denmark",55.667523,12.437595,1957-01-01,,1957,2025,2008,POINT (12.437595 55.667523),2009,,,40.59,153646.54712
106,350-1,Dragør Apotek,7,Maglebytorv 18,2791,"01Sep2006 0:00:00,000",,1084,155,1084,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,,2006,2025,2008,POINT (12.660578 55.59519),2009,,,42.51,200677.62231
99,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920,01-01-1894 00:00,,1084,157,1084,"Lindegårdsvej 51, st, 2920 Denmark",55.75463,12.569751,1894-01-01,,1894,2025,2008,POINT (12.569751 55.75463000000001),2009,34199764.162,11133553.44,40.69,256090.80457
160,215,Gentofte Apotek,13,Gentoftegade 35,2820,"01Jan1904 0:00:00,000",,1084,157,1084,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,,1904,2025,2008,POINT (12.541228 55.74736899999999),2009,34199764.162,11133553.44,40.69,256090.80457
209,182,Hellerup Apotek,13,Strandvejen 165,2900,"01Jan1900 0:00:00,000",,1084,157,1084,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,,1900,2025,2008,POINT (12.575353 55.73249499999999),2009,34199764.162,11133553.44,40.69,256090.80457
459,325,Ordrup Apotek,6,Ordrupvej 80,2920,"01Jan1930 0:00:00,000",,1084,157,1084,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,,1930,2025,2008,POINT (12.574219 55.76153499999999),2009,34199764.162,11133553.44,40.69,256090.80457
57,353,Bagsværd Apotek,6,Bagsværd Torv 6,2880,"01Jan1956 0:00:00,000",,1084,159,1084,"Bagsværd Torv 6, 2880 Denmark",55.76157,12.452301,1956-01-01,,1956,2025,2008,POINT (12.452301 55.76156999999999),2009,32040513.6,10462714.973,39.24,180820.66739
96,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860,"01Jan1961 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,,1961,2025,2008,POINT (12.497438 55.741866),2009,32040513.6,10462714.973,39.24,180820.66739
265,353-A,Høje Gladsaxe Torv A,8,Høje Gladsaxe Torv 2,2860,30.04.2008,31-DEC-2010,1084,159,,"Høje Gladsaxe Torv 2, 2860 Denmark",55.730403,12.496784,2008-04-30,2010-12-31,2008,2010,2008,POINT (12.496784 55.730403),2009,32040513.6,10462714.973,39.24,180820.66739
581,312,Søborg Apotek,6,Søborg Hovedgade 86,2860,"01Jan1925 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 86, 2860 Denmark",55.734786,12.513729,1925-01-01,,1925,2025,2008,POINT (12.513729 55.734786),2009,32040513.6,10462714.973,39.24,180820.66739
167,109,Glostrup Apotek,6,Hovedvejen 101,2600,01-01-1863 00:00,,1084,161,1084,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,,1863,2025,2008,POINT (12.396538 55.66565799999999),2009,,,40.68,178277.01285
216,351,Herlev Apotek,6,Herlev Torv 13,2730,"01Jan1951 0:00:00,000",,1084,163,1084,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951,2025,2008,POINT (12.438964 55.724141),2009,,,40.74,169000.74236
0,359,Albertslund Apotek,6,Bytorvet 5,2620,"01Jan1966 0:00:00,000",,1084,165,1084,"Bytorvet 5, 2620 Denmark",55.656514,12.353695,1966-01-01,,1966,2025,2008,POINT (12.353695 55.656514),2009,,,37.33,156234.35254
155,355,Friheden Apotek,6,Strandmarksvej 20,2650,"01Jan1958 0:00:00,000",,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,,1958,2025,2008,POINT (12.484661 55.626891),2009,,,39.49,170092.81671
261,348,Hvidovre Apotek,6,Hvidovrevej 178,2650,"01Jan1950 0:00:00,000",,1084,167,1084,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950,2025,2008,POINT (12.474295 55.65347),2009,,,39.49,170092.81671
103,252-A,City 2 Apoteksudsalg,8,City 2,2630,"25Jun2001 0:00:00,000",11-JAN-2016,1084,169,1084,"City 2, 2630 Denmark",14.6578316,121.0894857,2001-06-25,2016-01-11,2001,2016,2008,POINT (121.0894857 14.6578316),2009,23224520.288,7763345.13,38.23,172221.43302
207,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640,01.01.1992,,1084,169,1084,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,1992-01-01,,1992,2025,2008,POINT (12.200141 55.649489),2009,23224520.288,7763345.13,38.23,172221.43302
267,252-A,Høje Tåstrup Apotek,8,Høje Taastrup Boulevard 44,2630,01.01.1992,31-OCT-2016,1084,169,1084,"Høje Taastrup Boulevard 44, 2630 Denmark",55.648246,12.26953,1992-01-01,2016-10-31,1992,2016,2008,POINT (12.26953 55.64824599999999),2009,23224520.288,7763345.13,38.23,172221.43302
617,252,Taastrup Apotek,6,Taastrup Hovedgade 60,2630,"01Jan1908 0:00:00,000",,1084,169,1084,"Taastrup Hovedgade 60, 2630 Denmark",55.65025,12.301525,1908-01-01,,1908,2025,2008,POINT (12.301525 55.65025),2009,23224520.288,7763345.13,38.23,172221.43302
83,349-A,Brede Apoteksudsalg,8,"Brede Torv, Lystoftevej 52",2800,,31-JUL-2017,1084,173,1084,"Brede Torv, Lystoftevej 52, 2800 Denmark",55.7704,12.5038,,2017-07-31,,2017,2008,POINT (12.5038 55.7704),2009,26286968.775,8549822.235,41.44,207524.1106
376,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800,01-01-1806 00:00,,1084,173,1084,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,,1806,2025,2008,POINT (12.502527 55.771531),2009,26286968.775,8549822.235,41.44,207524.1106
550,349-A,Sorgenfri Apoteksudsa,8,"Sorgenfri Torv, Grønnevej 8",2830,01.01.1994,31-JUL-2017,1084,173,1084,"Sorgenfri Torv, Grønnevej 8, 2830 Denmark",55.7949,12.451,1994-01-01,2017-07-31,1994,2017,2008,POINT (12.451 55.7949),2009,26286968.775,8549822.235,41.44,207524.1106
666,349,Virum Apotek,13,Frederiksdalsvej 73,2830,"01Jan1950 0:00:00,000",,1084,173,1084,"Frederiksdalsvej 73, 2830 Denmark",55.795311,12.473014,1950-01-01,,1950,2025,2008,POINT (12.473014 55.795311),2009,26286968.775,8549822.235,41.44,207524.1106
497,339,Rødovre Apotek,6,"Rødovre Centrum 1C, st. 124",2610,"01Jan1937 0:00:00,000",,1084,175,1084,"Rødovre Centrum 1C, st. 124, 2610 Denmark",55.6806,12.4537,1937-01-01,,1937,2025,2008,POINT (12.4537 55.6806),2009,,,40.75,167825.70269
499,360-A,Rødovrevej Apoteksud,8,Fortvej 5,2610,01.01.1994,03-AUG-2015,1084,175,1084,"Fortvej 5, 2610 Denmark",55.695916,12.458643,1994-01-01,2015-08-03,1994,2015,2008,POINT (12.458643 55.695916),2009,,,40.75,167825.70269
281,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Byce",2635,01.01.1991,,1084,183,1084,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Den",55.6154,12.3518,1991-01-01,,1991,2025,2008,POINT (12.3518 55.6154),2009,,,37.12,156563.20807
300,350,Kastrup Apotek,6,Skottegården 2,2770,"01Jan1950 0:00:00,000",,1084,185,1084,"Skottegården 2, 2770 Denmark",55.6377,12.635151,1950-01-01,,1950,2025,2008,POINT (12.635151 55.6377),2009,27921516.61,9189170.3,40.95,175698.99014
614,323,Tårnby Apotek,6,Kamillevej 4,2770,"01Jan1929 0:00:00,000",,1084,185,1084,"Kamillevej 4, 2770 Denmark",55.632714,12.622263,1929-01-01,,1929,2025,2008,POINT (12.622263 55.632714),2009,27921516.61,9189170.3,40.95,175698.99014
616,323-A,Tårnby Torv Apoteksu,8,Tårnby Torv 9,2770,01.01.1992,01-JUN-2018,1084,185,1084,"Tårnby Torv 9, 2770 Denmark",55.63076,12.600468,1992-01-01,2018-06-01,1992,2018,2008,POINT (12.600468 55.63076),2009,27921516.61,9189170.3,40.95,175698.99014
631,359-1,Vallensbæk Apotek,7,Vallensbæk Stationstorv 60,2665,01.01.1992,01-APR-2020,1084,187,1084,"Vallensbæk Stationstorv 60, 2665 Denmark",55.62323,12.388825,1992-01-01,2020-04-01,1992,2020,2008,POINT (12.388825 55.62323000000001),2009,,,38.88,194613.94969
130,278,Farum Apotek,6,Farum Bytorv 69,3520,01-01-1885 00:00,,1084,190,1084,"Farum Bytorv 69, 3520 Denmark",55.814654,12.381689,1885-01-01,,1885,2025,2008,POINT (12.381689 55.814654),2009,,,40.31,209022.37909
676,362,Værløse Apotek,6,Bymidten 13,3500,"01Jan1967 0:00:00,000",,1084,190,1084,"Bymidten 13, 3500 Denmark",55.784539,12.373718,1967-01-01,,1967,2025,2008,POINT (12.373718 55.784539),2009,,,40.31,209022.37909
2,346-1,Allerød Apotek,7,Allerød Stationsvej 9,3450,07.03.2008,,1084,201,1084,"Allerød Stationsvej 9, 3450 Denmark",55.871124,12.355782,2008-07-03,,2008,2025,2008,POINT (12.355782 55.871124),2009,,,39.28,212992.03241
378,278-A,Lynge Apoteksudsalg,8,Lynge Bytorv 9,3540,01.01.2000,04-DEC-2017,1084,201,1084,"Lynge Bytorv 9, 3540 Denmark",55.838129,12.27783,2000-01-01,2017-12-04,2000,2017,2008,POINT (12.27783 55.838129),2009,,,39.28,212992.03241
140,154-2,Fredensborg Apotek,7,Jernbanegade 3,3480,01.01.1992,,1084,210,1084,"Jernbanegade 3, 3480 Denmark",55.979023,12.398907,1992-01-01,,1992,2025,2008,POINT (12.398907 55.979023),2009,26874558.1,8750117.58,40.41,195361.01132
253,154,Humlebæk Apotek,6,Humlebæk Center 23,3050,01-01-1893 00:00,,1084,210,1084,"Humlebæk Center 23, 3050 Denmark",55.964006,12.529982,1893-01-01,,1893,2025,2008,POINT (12.529982 55.964006),2009,26874558.1,8750117.58,40.41,195361.01132
421,079-1,Nivå Apotek,7,Nivå Center 75,2990,01.01.1992,,1084,210,1084,"Nivå Center 75, 2990 Denmark",55.93464,12.504554,1992-01-01,,1992,2025,2008,POINT (12.504554 55.93464),2009,26874558.1,8750117.58,40.41,195361.01132
42,364-A,Apoteksudsalget på K,8,Kingosvej 54,3000,01.03.2008,04-FEB-2017,1084,217,1084,"Kingosvej 54, 3000 Denmark",56.0360378,12.5779553,2008-01-03,2017-02-04,2008,2017,2008,POINT (12.5779553 56.0360378),2009,19470961.971,6446940.9557,41.27,171412.4964
124,154-1,Espergærde Apotek,7,Nørremarken 3,3060,01.01.1992,,1084,217,1084,"Nørremarken 3, 3060 Denmark",55.996762,12.5432234,1992-01-01,,1992,2025,2008,POINT (12.5432234 55.996762),2009,19470961.971,6446940.9557,41.27,171412.4964
212,364,Helsingør Axeltorvs,6,Groskenstræde 2 A,3000,"01Jan1968 0:00:00,000",,1084,217,1084,"Groskenstræde 2 A, 3000 Denmark",56.0367464,12.6107202,1968-01-01,,1968,2025,2008,POINT (12.6107202 56.03674640000001,2009,19470961.971,6446940.9557,41.27,171412.4964
213,238,Helsingør Stengades,6,Stengade 46,3000,"01Jan1912 0:00:00,000",,1084,217,1084,"Stengade 46, 3000 Denmark",56.03519,12.6142515,1912-01-01,,1912,2025,2008,POINT (12.6142515 56.03519),2009,19470961.971,6446940.9557,41.27,171412.4964
242,113-1,Hornbæk Apotek,7,Sauntevej 2,3100,01.01.1992,,1084,217,1084,"Sauntevej 2, 3100 Denmark",56.0806998,12.4792214,1992-01-01,,1992,2025,2008,POINT (12.4792214 56.0806998),2009,19470961.971,6446940.9557,41.27,171412.4964
469,238-A,Prøvestenscentrets A,8,Birkedalsvej 7,3000,01.10.2001,01-SEP-2015,1084,217,1084,"Birkedalsvej 7, 3000 Denmark",56.020538,12.572381,2001-01-10,2015-09-01,2001,2015,2008,POINT (12.572381 56.020538),2009,19470961.971,6446940.9557,41.27,171412.4964
712,364-A,Ålsgårde Apoteksuds,8,Ålsgårdecentret,3140,"01Jan1900 0:00:00,000",01-JUL-2015,1084,217,1084,"Ålsgårdecentret, 3140 Denmark",56.075299,12.5401626,1900-01-01,2015-07-01,1900,2015,2008,POINT (12.5401626 56.075299),2009,19470961.971,6446940.9557,41.27,171412.4964
38,367-A,Apoteksudsalg Vest,8,Frederiksværkgade 115,3400,13.09.2001,31-OCT-2016,1084,219,1084,"Frederiksværkgade 115, 3400 Denmark",55.9267,12.3109,2001-09-13,2016-10-31,2001,2016,2008,POINT (12.3109 55.9267),2009,20400717.375,6664193.175,38.94,188653.06739
39,367-A,Apoteksudsalg Øst,8,Fredskovhellet 1,3400,01.01.1992,27-APR-2020,1084,219,1084,"Fredskovhellet 1, 3400 Denmark",55.9317593,12.3393287,1992-01-01,2020-04-27,1992,2020,2008,POINT (12.3393287 55.9317593),2009,20400717.375,6664193.175,38.94,188653.06739
221,044,Hillerød Frederiksbo,6,Slotsgade 26,3400,01-01-1792 00:00,,1084,219,1084,"Slotsgade 26, 3400 Denmark",55.930404,12.299802,1792-01-01,,1792,2025,2008,POINT (12.299802 55.930404),2009,20400717.375,6664193.175,38.94,188653.06739
222,367,Hillerød Krone Apote,6,Helsingørsgade 10,3400,"01Jan1998 0:00:00,000",,1084,219,1084,"Helsingørsgade 10, 3400 Denmark",55.9303626,12.3050612,1998-01-01,,1998,2025,2008,POINT (12.3050612 55.9303626),2009,20400717.375,6664193.175,38.94,188653.06739
273,079,Hørsholm Apotek,6,Hørsholm Midtpunkt 78,2970,01-01-1840 00:00,,1084,223,1084,"Hørsholm Midtpunkt 78, 2970 Denmark",55.882527,12.49756,1840-01-01,,1840,2025,2008,POINT (12.49756 55.882527),2009,19267399.45,6234402.41,43.47,231626.50747
317,079-A,Kongevejens Apoteksud,8,Usserød Kongevej 65B,2970,01.01.2000,09-NOV-2015,1084,223,1084,"Usserød Kongevej 65B, 2970 Denmark",55.887465,12.496803,2000-01-01,2015-11-09,2000,2015,2008,POINT (12.496803 55.887465),2009,19267399.45,6234402.41,43.47,231626.50747
488,079-A,Rungsted Apoteksudsal,8,Rungsted Bytorv,2960,01.01.2001,14-JAN-2016,1084,223,1084,"Rungsted Bytorv, 2960 Denmark",55.8826574,12.5293171,2001-01-01,2016-01-14,2001,2016,2008,POINT (12.5293171 55.8826574),2009,19267399.45,6234402.41,43.47,231626.50747
70,346,Birkerød Apotek,6,Teglporten 27,3460,"01Jan1938 0:00:00,000",,1084,230,1084,"Teglporten 27, 3460 Denmark",55.838563,12.431699,1938-01-01,,1938,2025,2008,POINT (12.431699 55.838563),2009,35052057.75,11448331.56,41.71,226642.79843
241,283,Holte Apotek,6,"Holte Midtpunkt 20, 1. sal",2840,"01Jan1919 0:00:00,000",,1084,230,1084,"Holte Midtpunkt 20, 1. sal, 2840 Denmark",55.811887,12.471571,1919-01-01,,1919,2025,2008,POINT (12.471571 55.811887),2009,35052057.75,11448331.56,41.71,226642.79843
433,138,Nærum Apotek,6,Nærum Vænge Torv 35,2850,01-01-1873 00:00,,1084,230,1084,"Nærum Vænge Torv 35, 2850 Denmark",55.816,12.5385,1873-01-01,,1873,2025,2008,POINT (12.5385 55.816),2009,35052057.75,11448331.56,41.71,226642.79843
554,369,Stenløse Apotek,13,Egedal Centret 2,3660,"01Jun2004 0:00:00,000",,1084,240,1084,"Egedal Centret 2, 3660 Denmark",55.76822,12.194889,2004-06-01,,2004,2025,2008,POINT (12.194889 55.76821999999999),2009,,,38.02,201324.90148
684,369-A,Ølstykke Apoteksudsa,8,Rådhus Allé 9,3650,"01Jun2004 0:00:00,000",01-NOV-2019,1084,240,1084,"Rådhus Allé 9, 3650 Denmark",55.792636,12.156717,2004-06-01,2019-11-01,2004,2019,2008,POINT (12.156717 55.792636),2009,,,38.02,201324.90148
