VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,samlet_ind
352,197,København Valby Apot,6,Valby Langgade 49,2500,"01Jan1902 0:00:00,000",,1084,101,1084,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,,1902,2025,2008,POINT (12.516945 55.666526),2013,25568260.215,7890884.6,35.39,192936.19463
353,202,København Øresunds,6,Østerbrogade 151,2100,"01Jan1902 0:00:00,000",,1084,101,1084,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,,1902,2025,2008,POINT (12.577286 55.714092),2013,25568260.215,7890884.6,35.39,192936.19463
354,320,København Østerbro,13,Østerbrogade 101,2100,"01Jan1929 0:00:00,000",,1084,101,1084,"Østerbrogade 101, 2100 Denmark",55.709432,12.577196,1929-01-01,,1929,2025,2008,POINT (12.577196 55.70943199999999),2013,25568260.215,7890884.6,35.39,192936.19463
635,343,Vanløse Løve Apotek,6,"Vanløse Torv 1, st. 123",2720,"01Jan1937 0:00:00,000",,1084,101,1084,"Vanløse Torv 1, st. 123, 2720 Denmark",55.708988,12.583695,1937-01-01,,1937,2025,2008,POINT (12.583695 55.708988),2013,25568260.215,7890884.6,35.39,192936.19463
41,327-A,Apoteksudsalget Lille,8,Nordens Plads 2,2000,"01Jun2004 0:00:00,000",04-JAN-2016,1084,147,1084,"Nordens Plads 2, 2000 Denmark",55.6722628,12.5012148,2004-06-01,2016-01-04,2004,2016,2008,POINT (12.5012148 55.67226280000001,2013,21890166.575,6953439.12,38.74,218956.24304
143,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850,01-01-1867 00:00,,1084,147,1084,"Gammel Kongevej 162, 1850 Denmark",55.6759585,12.5433837,1867-01-01,,1867,2025,2008,POINT (12.5433837 55.67595849999999,2013,21890166.575,6953439.12,38.74,218956.24304
145,184,Frederiksberg Apoteke,6,Godthåbsvej 4,2000,"12Nov1901 0:00:00,000",,1084,147,1084,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,,1901,2025,2008,POINT (12.538161 55.685538),2013,21890166.575,6953439.12,38.74,218956.24304
146,327,Frederiksberg Dalgas,6,Dalgas Boulevard 91,2000,01.03.1994,,1084,147,1084,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563,1994-01-03,,1994,2025,2008,POINT (12.510563 55.681633),2013,21890166.575,6953439.12,38.74,218956.24304
148,262,Frederiksberg Gl. Kon,13,Gammel Kongevej 76,1850,"01Jan1916 0:00:00,000",,1084,147,1084,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,,1916,2025,2008,POINT (12.551359 55.674336),2013,21890166.575,6953439.12,38.74,218956.24304
150,185,Frederiksberg Smalleg,6,Smallegade 46,2000,"01Jan1900 0:00:00,000",,1084,147,1084,"Smallegade 46, 2000 Denmark",55.679679,12.523739,1900-01-01,,1900,2025,2008,POINT (12.523739 55.67967900000001),2013,21890166.575,6953439.12,38.74,218956.24304
58,225,Ballerup Apotek,6,Centrumgaden 24-26,2750,"01Jan1907 0:00:00,000",,1084,151,1084,"Centrumgaden 24-26, 2750 Denmark",55.7281229,12.3598013,1907-01-01,,1907,2025,2008,POINT (12.3598013 55.7281229),2013,12017234.855,3784796.005,40.82,176925.78128
59,225-A,Ballerup Centrets Apo,8,Banetoften 30,2750,"12Dec2011 0:00:00,000",26-OCT-2015,1084,151,1084,"Banetoften 30, 2750 Denmark",55.729663,12.35736,2011-12-12,2015-10-26,2011,2015,2011,POINT (12.35736 55.729663),2013,12017234.855,3784796.005,40.82,176925.78128
206,225-A,Hedegårdens Apoteksu,8,Hedeparken 9,2750,01.04.2000,20-JUN-2016,1084,151,1084,"Hedeparken 9, 2750 Denmark",55.719146,12.357151,2000-01-04,2016-06-20,2000,2016,2008,POINT (12.357151 55.71914599999999),2013,12017234.855,3784796.005,40.82,176925.78128
410,225-1,Maaløv Apotek,7,Stationsvej 7,2760,01.04.2000,,1084,151,1084,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,2000-01-04,,2000,2025,2008,POINT (12.318699 55.748557),2013,12017234.855,3784796.005,40.82,176925.78128
529,360,Skovlunde Apotek,6,Torvestrædet 2,2740,"01Jan1966 0:00:00,000",,1084,151,1084,"Torvestrædet 2, 2740 Denmark",55.8697314,12.3554134,1966-01-01,,1966,2025,2008,POINT (12.3554134 55.8697314),2013,12017234.855,3784796.005,40.82,176925.78128
543,225-A,Smørum Apoteksudsalg,8,Flodvej 75 L,2765,"01Jun2000 0:00:00,000",05-SEP-2016,1084,151,1084,"Flodvej 75 L, 2765 Denmark",55.7321773,12.3089435,2000-06-01,2016-09-05,2000,2016,2008,POINT (12.3089435 55.73217729999999,2013,12017234.855,3784796.005,40.82,176925.78128
89,413,Brøndby Strand Apote,7,Brøndby Strand Centrum 16,2660,01.01.1992,,1084,153,1084,"Brøndby Strand Centrum 16, 2660 Denmark",55.621545,12.42262,1992-01-01,2016-08-26,1992,2016,2008,POINT (12.42262 55.621545),2013,17099651.3,5456836.21,40.77,157040.0273
91,354,Brøndbyøster Apotek,6,Nygårds Plads 29A,2605,"01Jan1957 0:00:00,000",,1084,153,1084,"Nygårds Plads 29A, 2605 Denmark",55.667523,12.437595,1957-01-01,,1957,2025,2008,POINT (12.437595 55.667523),2013,17099651.3,5456836.21,40.77,157040.0273
304,354-A,Kirkebjerg Torv Apote,8,Park Allé 288,2605,17.05.2012,30-NOV-2015,1084,153,1084,"Park Allé 288, 2605 Denmark",55.654573,12.401155,2012-05-17,2015-11-30,2012,2015,2012,POINT (12.401155 55.654573),2013,17099651.3,5456836.21,40.77,157040.0273
106,350-1,Dragør Apotek,7,Maglebytorv 18,2791,"01Sep2006 0:00:00,000",,1084,155,1084,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,,2006,2025,2008,POINT (12.660578 55.59519),2013,,,43.27,221486.53881
99,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920,01-01-1894 00:00,,1084,157,1084,"Lindegårdsvej 51, st, 2920 Denmark",55.75463,12.569751,1894-01-01,,1894,2025,2008,POINT (12.569751 55.75463000000001),2013,25046106.705,7927806.6,40.78,297962.9149
160,215,Gentofte Apotek,13,Gentoftegade 35,2820,"01Jan1904 0:00:00,000",,1084,157,1084,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,,1904,2025,2008,POINT (12.541228 55.74736899999999),2013,25046106.705,7927806.6,40.78,297962.9149
209,182,Hellerup Apotek,13,Strandvejen 165,2900,"01Jan1900 0:00:00,000",,1084,157,1084,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,,1900,2025,2008,POINT (12.575353 55.73249499999999),2013,25046106.705,7927806.6,40.78,297962.9149
459,325,Ordrup Apotek,6,Ordrupvej 80,2920,"01Jan1930 0:00:00,000",,1084,157,1084,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,,1930,2025,2008,POINT (12.574219 55.76153499999999),2013,25046106.705,7927806.6,40.78,297962.9149
57,353,Bagsværd Apotek,6,Bagsværd Torv 6,2880,"01Jan1956 0:00:00,000",,1084,159,1084,"Bagsværd Torv 6, 2880 Denmark",55.76157,12.452301,1956-01-01,,1956,2025,2008,POINT (12.452301 55.76156999999999),2013,31728002.1,9936293.64,39.20,193680.39146
96,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860,"01Jan1961 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,,1961,2025,2008,POINT (12.497438 55.741866),2013,31728002.1,9936293.64,39.20,193680.39146
581,312,Søborg Apotek,6,Søborg Hovedgade 86,2860,"01Jan1925 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 86, 2860 Denmark",55.734786,12.513729,1925-01-01,,1925,2025,2008,POINT (12.513729 55.734786),2013,31728002.1,9936293.64,39.20,193680.39146
