,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,antal_apo,Kommune_y,Kode,Befolkning,År
326,23086683.621999998,8048576.4,37.13,0.1427920306,0.18738754300000002,184720.84345,0.5007564342,0.6995546313,0.8383383563,20,Aarhus,751,330639,2016
346,16068624.563,5660816.28,40.98,0.19404114100000003,0.22505551350000003,172698.80097,0.4940224433,0.7572582681000001,0.8928929418000001,4,Ikast-Brande,756,40798,2016
350,21699705.713000003,7657868.775,42.17,0.2126196906,0.21909087719999998,170171.07839,0.5011073224,0.7767741137,0.9080395120999999,4,Ringkøbing-Skjern,760,57139,2016
354,19181435.025,6665599.95,41.37,0.19336256559999998,0.229687903,184858.56386,0.5177451678,0.8061937316,0.9318852759,4,Hedensted,766,46206,2016
358,,,44.57,0.2482458263,0.1940479071,151138.72717,0.46260549030000003,0.7371532909999999,0.9439324862,2,Morsø,773,20629,2016
360,13250875.864,4555138.8943,43.06,0.22249677699999998,0.2015685432,163966.55963,0.4816082306,0.7493743697,0.9369148318000001,7,Skive,779,46639,2016
367,27297801.05,9608892.17,43.18,0.2235887373,0.2011591293,161903.02422999998,0.48140358899999997,0.7417355372,0.9229626243000001,3,Thisted,787,43991,2016
370,24301724.743,8342940.2529,40.78,0.19082268309999997,0.22176269989999997,175388.93896,0.49418031170000004,0.7560142928,0.9163439275,7,Viborg,791,95776,2016
377,20585539.85,7233475.02,42.26,0.2130757307,0.2198571745,164773.57066,0.4676574154,0.7431811516,0.9356198187,3,Brønderslev,810,36047,2016
380,22639012.44,7917419.0879999995,45.14,0.2507455762,0.1792365299,162760.7746,0.4551400163,0.7196226305,0.9270288664,5,Frederikshavn,813,60246,2016
385,16415281.613,5717521.7175,42.93,0.22384336859999998,0.2074024407,159226.56683,0.47390065579999996,0.7459117118999999,0.9185571444,4,Vesthimmerlands,820,37296,2016
389,14198847.45,5025388.57,40.9,0.1901262291,0.2380320506,189922.26534,0.5112338481,0.8060804769,0.9472230745999999,3,Rebild,840,29149,2016
392,25667156.35,8936735.68,42.92,0.2139495079,0.20246755100000002,170723.06015,0.48172852450000003,0.7473263123999999,0.929129544,3,Mariagerfjord,846,42131,2016
395,17922228.375,6234113.94,43.2,0.22840258160000002,0.20787434230000001,160644.86130999998,0.46743195509999996,0.7424347105,0.9428630792,4,Jammerbugt,849,38466,2016
399,21272477.49,7418722.454,39.28,0.1748255378,0.1836441962,175193.85647,0.4815796699,0.7021647194,0.8960110588,15,Aalborg,851,210316,2016
414,19370157.875,6743842.195,43.12,0.22144639929999999,0.19950388170000002,165225.78975999999,0.4708265554,0.7318708105,0.9233909334,6,Hjørring,860,65411,2016
0,20109048.332000002,6854904.8545,35.39,0.10271520070000001,0.17572494489999999,216421.85145,0.5484713524,0.7292249237,0.7533140634000001,33,København,101,602481,2017
33,18076111.406,6091696.2525,39.1,0.1687673594,0.17645819370000002,245504.64495,0.5321799375,0.7661697417000001,0.8165116369,8,Frederiksberg,147,105037,2017
41,16162623.3,5471685.054,41.69,0.2082824309,0.2140594264,193840.07964,0.47268088280000004,0.7568023548,0.8413541321,5,Ballerup,151,48231,2017
46,19698724.8,6636028.73,40.85,0.1897405594,0.2090719793,168410.63760999998,0.4537758212,0.7003472874,0.6704199120000001,3,Brøndby,153,35594,2017
49,,,43.65,0.2418721973,0.2263873318,243078.62576999998,0.48603508770000003,0.8206414148000001,0.9157894737000001,1,Dragør,155,14288,2017
50,20974606.11,7068987.882,41.34,0.19732728260000001,0.22540005010000003,338550.68199,0.5013248472,0.7766943068000001,0.8413778411,5,Gentofte,157,75805,2017
55,34508527.2,11608880.19,39.19,0.1641385067,0.220424846,211639.50951,0.5058893154999999,0.7648037883,0.7919252865,3,Gladsaxe,159,68775,2017
58,,,40.71,0.1861183427,0.20204739,199769.3696,0.5031644169,0.7694422340000001,0.8034520912,2,Glostrup,161,22528,2017
60,,,40.57,0.1885062299,0.22392552149999997,191410.36343,0.48551690280000004,0.7643304503,0.8131224576,1,Herlev,163,28406,2017
61,,,39.24,0.17954078510000002,0.2205961864,169270.72059,0.4637979623,0.7121011439,0.7186935472,1,Albertslund,165,27896,2017
62,15605813.22,5329836.93,39.45,0.1703201832,0.2192297586,193571.0745,0.4947528775,0.7585431932,0.8045964041,5,Hvidovre,167,52964,2017
67,12261455.25,4200925.94,39.49,0.1722468179,0.2182781248,189052.25608,0.49032322030000003,0.7462662284999999,0.7152092009000001,6,Høje-Taastrup,169,50246,2017
73,14993214.24,5080930.398,41.01,0.1948730891,0.21490121140000001,260553.07646999997,0.4985887972,0.7734413353,0.8564915328,5,Lyngby-Taarbæk,173,55240,2017
78,19826166.75,6819143.73,40.39,0.1820654246,0.2112192766,193342.80834000002,0.4924829273,0.7618628068000001,0.8056008562,3,Rødovre,175,38492,2017
81,,,38.25,0.15847398640000002,0.22511745260000002,169047.73364000002,0.4693317058,0.7126696833,0.6057805484000001,1,Ishøj,183,22719,2017
82,21757892.3,7450270.27,40.91,0.1853563384,0.2191672666,201714.01135,0.5019651620000001,0.7865510778,0.8661364218000001,3,Tårnby,185,43010,2017
85,,,39.18,0.1872850123,0.2391277641,208369.05206,0.5037918491,0.8097592432999999,0.7470250940000001,1,Vallensbæk,187,15705,2017
86,,,41.66,0.21092126809999998,0.2368067268,247221.80675,0.491868724,0.8046099291,0.8486162136,2,Furesø,190,40613,2017
88,,,41.64,0.2051119477,0.2418466416,249752.39431,0.5142539506,0.8411798479000001,0.9081632653,2,Allerød,201,24942,2017
90,16076274.412999999,5438173.5225,42.76,0.2225655362,0.2174648716,220069.72905,0.48580837,0.7699258673999999,0.8240975106,4,Fredensborg,210,40504,2017
94,15199790.85,5156191.7443,43.73,0.232811154,0.20025204989999998,201792.07915,0.4809165188,0.7579535198999999,0.8675908604000001,7,Helsingør,217,62443,2017
101,22792617.9,7724737.39,40.72,0.18574531100000002,0.2236327739,221481.83284000002,0.5175197357,0.7958008238,0.8758482876000001,3,Hillerød,219,50109,2017
104,13606273.75,4613331.83,45.37,0.2732539556,0.20876618190000001,294887.01116999995,0.47714983780000003,0.7971833166,0.8877718589,3,Hørsholm,223,24977,2017
107,28693226.65,9613950.06,42.93,0.2285984747,0.228687778,304595.67053,0.48652520369999996,0.79340507,0.8792013609,3,Rudersdal,230,56133,2017
110,,,40.59,0.18630232559999998,0.2397209302,230929.20586999998,0.5248322772999999,0.837525355,0.9088007827,2,Egedal,240,43082,2017
112,25748211.1,8684373.75,43.53,0.2291486866,0.2053154529,200609.76643,0.4984824653,0.7931709609,0.9209995791,3,Frederikssund,250,45036,2017
115,15989595.81,5435811.36,41.82,0.2105895065,0.2202745428,212052.84654,0.49822606189999996,0.7971060414,0.8485437672,5,Greve,253,49921,2017
120,18519301.17,6362761.884,41.29,0.1975611373,0.2142454768,200151.10906,0.5011790103,0.7768774704000001,0.8815177681999999,5,Køge,259,60109,2017
125,,,44.99,0.25176463039999997,0.1853503593,182301.29395,0.474193341,0.7597762173999999,0.8930453786,2,Halsnæs,260,31162,2017
127,17546385.321,5971001.8414,40.96,0.1922707194,0.21116477079999998,221386.9301,0.5079729265,0.7822199146,0.8977285762999999,7,Roskilde,265,87015,2017
134,,,40.84,0.1957545075,0.23439026559999998,232148.74842,0.5207434746,0.8272096106999999,0.9146249276999999,2,Solrød,269,22147,2017
136,23090629.0,7864937.5,45.43,0.2590193367,0.1914986535,195029.0233,0.4888732326,0.7809157606,0.9191487294,3,Gribskov,270,41213,2017
139,,,47.49,0.2991566666,0.1655835323,155987.94534,0.4312900883,0.7062913345999999,0.9334382186,2,Odsherred,306,33023,2017
141,30578268.263,10371482.212000001,42.01,0.2040911204,0.21013482100000003,190766.17254,0.48333168740000004,0.7476104490000001,0.9049983776,4,Holbæk,316,70950,2017
145,20559787.55,7050087.17,43.26,0.2173828828,0.1976258336,185580.07207999998,0.4935799662,0.7649151096,0.9209905987,3,Faxe,320,35916,2017
148,29869351.25,10091142.16,43.85,0.2332693643,0.1954595566,175230.63123,0.4552313575,0.7188237819,0.9252049809,3,Kalundborg,326,48736,2017
151,,,40.77,0.1790096597,0.21236910050000002,196634.08059,0.5121263231000001,0.7707776079,0.8706525531999999,2,Ringsted,329,34259,2017
153,26085082.02,8921505.144,42.28,0.2120099281,0.192799615,172778.4333,0.4699665026,0.7211071337,0.8860452723000001,5,Slagelse,330,78828,2017
158,,,44.73,0.2428389141,0.1892902715,189203.3229,0.49330101369999996,0.7721204595000001,0.9260907889,2,Stevns,336,22492,2017
160,16329026.9,5575482.26,42.69,0.2072533621,0.2108935252,190724.70820999998,0.48874717409999996,0.7616258843000001,0.9347774741,3,Sorø,340,29595,2017
163,,,42.76,0.21845047920000002,0.22171797850000002,215848.00088,0.508159779,0.8089552239,0.9303238469,1,Lejre,350,27402,2017
164,16211765.16,5650846.217999999,47.36,0.2864322805,0.1640464961,141987.65164,0.3952872713,0.6363281419,0.9164063059,5,Lolland,360,42285,2017
169,21725836.75,7482447.565,42.23,0.2082640044,0.200680026,181576.76685,0.4812046418,0.7386714044,0.9103039378,6,Næstved,370,82581,2017
175,14689167.986,5115305.5371,45.43,0.25918424019999997,0.1756154135,155306.4679,0.4376779811,0.6942345003,0.9193807076999999,7,Guldborgsund,376,61257,2017
182,16112665.89,5582470.92,45.47,0.2600950376,0.181330961,159958.77328,0.4410116021,0.7060058309,0.9263894320999999,5,Vordingborg,390,46037,2017
187,23519211.8,8136699.14,47.38,0.2848960436,0.1676675414,152320.68594,0.43713180450000005,0.7090934281999999,0.9334782937999999,3,Bornholm,400,39695,2017
190,15418337.138,5275434.8325,43.34,0.22551688039999998,0.2080345459,191867.42771,0.4905482289,0.7727546156999999,0.9305209617,4,Middelfart,410,38093,2017
194,10772217.25,3760703.47,43.42,0.2246660859,0.20622822300000002,171248.43408,0.468859766,0.7399463807,0.9303795935,6,Assens,420,41390,2017
200,,,43.89,0.2362426265,0.2032171686,166933.02799,0.4641836596,0.7399944509999999,0.9323328733,2,Faaborg-Midtfyn,430,51376,2017
202,,,44.41,0.24549587469999998,0.1972554302,172540.70704,0.4584035738,0.7401890359000001,0.920473702,2,Kerteminde,440,23774,2017
204,12917261.168,4430091.6,43.86,0.2357954545,0.2008304196,162031.78856,0.4444131808,0.7158385093,0.9150253236,4,Nyborg,450,32142,2017
208,18686217.84,6457010.477999999,38.98,0.1693814616,0.18792871690000001,169926.26150999998,0.4671133428,0.6793068926000001,0.837636677,15,Odense,461,200563,2017
223,14552132.65,4996407.58,43.38,0.2269583291,0.1938566902,168423.55671,0.4503557596,0.7008038633,0.9190028495,6,Svendborg,479,58510,2017
229,15344900.35,5340364.75,43.44,0.22221845780000002,0.20378777609999998,173169.94035,0.4810779622,0.7515674908,0.9262464786,3,Nordfyns,480,29446,2017
232,,,50.09,0.3297207499,0.14476702789999998,136640.42963,0.4063044511,0.6670182311,0.9293521305,2,Langeland,482,12578,2017
234,,,51.24,0.3531887342,0.13855616699999998,136450.51403,0.409039365,0.6926020408,0.9303418111,1,Ærø,492,6177,2017
235,18881170.5,6455684.916,42.95,0.21918053,0.200561085,171662.65049,0.4727630637,0.7387229056999999,0.8979241231,5,Haderslev,510,56045,2017
240,,,41.9,0.2045917982,0.2147496413,188439.00647,0.5079503294,0.7809790756999999,0.8833194518,2,Billund,530,26481,2017
242,16351464.975,5605051.95,43.73,0.23686537170000002,0.1961018084,173713.9717,0.45350725340000003,0.728857251,0.8679227559,8,Sønderborg,540,74801,2017
250,14693271.15,4998776.022,44.22,0.23585779710000002,0.19429811789999998,164746.41795,0.4711283303,0.7307441557,0.894623713,5,Tønder,550,37928,2017
255,18969803.19,6509498.583,41.44,0.1987038058,0.1997638582,183057.52109000002,0.48606960880000005,0.7369977462,0.8925295794,10,Esbjerg,561,115905,2017
265,,,48.75,0.3299029697,0.1828873861,173352.66745,0.44791053560000005,0.7530193237,0.9078869923,1,Fanø,563,3345,2017
266,15473139.81,5430948.852000001,42.6,0.2158406394,0.2098169022,179266.23505,0.5089043825,0.7829616012,0.9062151394,5,Varde,573,50452,2017
271,12839133.42,4463251.9860000005,41.79,0.2044160209,0.2190271683,179469.11833,0.5068028801,0.7841802415000001,0.8980970638,5,Vejen,575,42822,2017
276,20451446.25,7021745.796,43.28,0.22609961239999998,0.203320415,170508.66030999998,0.4687054753,0.741402372,0.863779768,5,Aabenraa,580,59003,2017
281,17786953.59,6042940.74,41.78,0.2032692982,0.20576316100000003,183751.74429,0.4725008783,0.7310067025,0.8895155939,5,Fredericia,607,50868,2017
286,19702140.621,6758230.7229,39.8,0.1790441751,0.2144913949,184292.70019,0.4948541256,0.7496819631999999,0.8608600322,7,Horsens,615,89030,2017
293,29642411.4,10097528.376,40.37,0.1852023996,0.2159109334,192717.41572000002,0.5044741518,0.7680692935,0.8781254062,5,Kolding,621,92282,2017
298,18469357.85,6335329.6,40.54,0.1871648852,0.2199229017,197176.59824000002,0.5057983865,0.7744437701000001,0.8762279323000001,9,Vejle,630,113243,2017
307,20713247.314,7008531.0471,40.49,0.18821633440000002,0.21604138260000003,182437.18855,0.5078933104,0.7697860811,0.8911762048999999,7,Herning,657,88386,2017
314,22907300.025,7790173.3875,40.87,0.19872299629999998,0.21762128109999998,178666.5458,0.5046043042,0.7798337592,0.9129383521,4,Holstebro,661,58125,2017
318,,,45.03,0.2482491432,0.1869567377,181066.45259,0.4921124658,0.7707764167,0.9285394376999999,2,Lemvig,665,20291,2017
320,,,44.17,0.2456511519,0.1995298543,165412.20259,0.4639223813,0.741472934,0.909523361,1,Struer,671,21347,2017
321,16945011.75,5863856.235,44.32,0.2433832533,0.1995149289,179814.16544,0.4821580289,0.7633406742000001,0.9231568017,4,Syddjurs,706,42021,2017
325,,,44.12,0.2359347593,0.18024975780000002,165405.79718,0.47273300409999996,0.7215719815999999,0.9176999054,2,Norddjurs,707,38099,2017
327,17992771.275,6116799.9375,40.15,0.18336060989999997,0.24470178780000001,200303.70118,0.5180727891,0.8197910621,0.927999336,4,Favrskov,710,47915,2017
331,,,42.97,0.22416688769999998,0.2141783789,184600.12588,0.48681352780000003,0.7779270026999999,0.9189308985,1,Odder,727,22331,2017
332,16515353.625,5668989.453,41.35,0.1996336437,0.2025543174,175502.45181,0.4830600981,0.7361890945999999,0.9119696398,10,Randers,730,98118,2017
342,29426211.57,10031178.78,40.89,0.19243892899999998,0.22433278280000002,196451.76635999998,0.5043484886,0.7814668358,0.9191583851,5,Silkeborg,740,91237,2017
347,,,50.81,0.33629032259999997,0.1510752688,150655.3454,0.4500403986,0.7379201681,0.9054672771,1,Samsø,741,3724,2017
348,14528764.925,4909123.85,39.77,0.17644461890000002,0.251528827,211966.99872,0.5179396442,0.8173649267,0.9310593401,6,Skanderborg,746,60401,2017
354,20767574.332000002,7072540.0514,37.14,0.14454748679999999,0.18578466079999997,191586.48392,0.5066775158,0.7065564176000001,0.8340585734999999,22,Aarhus,751,335684,2017
376,16050367.838,5522952.3525,41.15,0.1972032726,0.22322837510000001,179044.61516,0.4987712596,0.7654217373000001,0.8880994671,4,Ikast-Brande,756,40981,2017
380,21441058.163,7412337.435,42.44,0.2172090168,0.215963512,179297.07061,0.5058105804,0.7836404243,0.9012992493,4,Ringkøbing-Skjern,760,57022,2017
384,18749690.475,6401627.415,41.63,0.198536983,0.2259524627,192016.44984000002,0.5203000408,0.8096677865,0.9276334172,4,Hedensted,766,46524,2017
388,,,44.85,0.2528029638,0.1896265965,158083.14034,0.46857756729999994,0.7423366614,0.9419405244,2,Morsø,773,20665,2017
390,12994353.407,4406660.0443,43.3,0.2277302088,0.1973003713,170646.66321,0.48586720549999995,0.7555514019,0.9324420179,7,Skive,779,46540,2017
397,26589480.1,9155399.57,43.47,0.2296184463,0.20022417420000002,168633.8689,0.48798313740000004,0.7549003856000001,0.9196966573,3,Thisted,787,43826,2017
400,20808782.305999998,7031346.8812,41.03,0.1940381698,0.2199869946,182531.19061,0.4999844793,0.7647038051,0.9125769569,8,Viborg,791,96477,2017
408,20210995.45,6946410.41,42.44,0.2162638816,0.2170079087,173443.31634000002,0.4730185032,0.7506449258,0.932753383,3,Brønderslev,810,36128,2017
411,22255140.69,7610427.294,45.46,0.2554705687,0.1777020286,167025.19155,0.4551962972,0.7230168287000001,0.9234124737999999,5,Frederikshavn,813,60356,2017
416,16274382.037999999,5535117.6975,43.19,0.22732516030000002,0.2040936771,167310.50087000002,0.47824917270000006,0.7529333838,0.9125393451999999,4,Vesthimmerlands,820,37285,2017
420,14053310.25,4864234.27,40.91,0.191470815,0.2373353002,198788.12443,0.513651476,0.8106964443000001,0.9432783692,3,Rebild,840,29391,2017
423,26059681.7,8848672.88,43.22,0.2194421365,0.1988605341,176720.97673,0.484875868,0.7508992806,0.9257823647,3,Mariagerfjord,846,42066,2017
426,18027209.513,6107602.9575,43.38,0.23401832390000002,0.20658419170000003,166011.3194,0.4689290436,0.7473713465,0.9402431753,4,Jammerbugt,849,38581,2017
430,19915006.209000003,6780055.7606,39.37,0.1767295067,0.1829807359,181444.03004,0.48401732119999996,0.7058055620999999,0.8927004762,16,Aalborg,851,211937,2017
446,19335285.025,6584527.065,43.43,0.22622860379999998,0.1962394839,174334.64901,0.4738876363,0.7362777365000001,0.9186797344,6,Hjørring,860,65307,2017
0,19092228.825999998,6480332.0537,35.45,0.10292683400000001,0.1753854643,224674.45838000003,0.5566014163,0.7398090288,0.7489703045,35,København,101,613288,2018
35,14703784.635,4919991.7530000005,39.31,0.17053674489999998,0.17677953059999998,253371.98058000003,0.5391114164999999,0.7787391291,0.8163800528,10,Frederiksberg,147,104410,2018
45,16256576.16,5501486.658,41.71,0.20696273059999998,0.212245656,199434.33920999998,0.4788505272,0.7643919448000001,0.8329336366,5,Ballerup,151,48295,2018
50,19749228.35,6623036.83,40.98,0.1917394129,0.20956578239999998,172602.29809,0.4570037093,0.7095310136,0.6667327349000001,3,Brøndby,153,35538,2018
53,,,43.83,0.24386825510000001,0.226419061,250433.29259,0.4908121756,0.8264265854999999,0.9150652265000001,1,Dragør,155,14272,2018
54,21640568.43,7246715.91,41.68,0.2022986059,0.22403426629999998,345472.61126,0.5036107589,0.7825499604,0.8397250217,5,Gentofte,157,75803,2018
59,34457511.35,11534544.4,39.25,0.16587017980000002,0.21950029420000003,216175.07286,0.5128164511,0.7738708770999999,0.7844532128,3,Gladsaxe,159,69484,2018
62,,,40.9,0.1875746186,0.20176873760000003,204246.85582,0.5065194252,0.7727602729999999,0.7969664715000001,2,Glostrup,161,22663,2018
64,,,40.63,0.1897102758,0.2230945599,197091.69345999998,0.4900494051,0.7722508438,0.8106255654000001,1,Herlev,163,28572,2018
65,,,39.39,0.18065071559999998,0.2182444309,173322.5779,0.47008270409999997,0.7212722706999999,0.7100323625,1,Albertslund,165,27743,2018
66,15431938.23,5257237.086,39.47,0.1704358245,0.22036468469999998,198747.33057,0.5000093824,0.7675206306,0.7984837965,5,Hvidovre,167,53282,2018
71,12349838.65,4229031.775,39.72,0.17424929960000002,0.2157795052,191622.24924,0.4973207047,0.7539448531,0.7052775196,6,Høje-Taastrup,169,50596,2018
77,14888338.29,5031859.002,41.11,0.19634343070000002,0.21426778989999998,266582.67161,0.5049067184,0.7814264351000001,0.8529242604,5,Lyngby-Taarbæk,173,55472,2018
82,19903699.0,6795484.62,40.29,0.18083990809999997,0.21337261559999998,199158.21758,0.4987609822,0.7734594416,0.7997797301999999,3,Rødovre,175,39343,2018
85,,,38.48,0.1606816003,0.22291466920000003,172973.68213,0.47766022560000004,0.7246099291,0.5973594474,1,Ishøj,183,22988,2018
86,13048681.26,4454577.606000001,40.98,0.186906756,0.22103573420000003,206861.90752,0.5032046053,0.7915322263,0.8633789358,5,Tårnby,185,43063,2018
91,,,39.15,0.185901285,0.2406028582,212286.17103,0.5103282144,0.8205774278,0.7320686540000001,1,Vallensbæk,187,16280,2018
92,,,41.9,0.2133482675,0.23433733469999998,253010.97991999998,0.495802216,0.8126740024,0.8427783472,2,Furesø,190,40911,2018
94,,,41.63,0.2047492786,0.24268891829999997,256476.07746,0.519703183,0.8493111975,0.9065026362,2,Allerød,201,25235,2018
96,15927649.088,5381114.505,43.03,0.22695313460000002,0.2148509273,224905.00416999997,0.4907402859,0.7788436152,0.8199882104,4,Fredensborg,210,40779,2018
100,15181464.043,5136031.5386,44.08,0.2368341138,0.19649335910000001,208216.57786,0.4846563896,0.7642058292,0.8668939794,7,Helsingør,217,62686,2018
107,22814803.35,7702714.75,40.97,0.1885760226,0.2207733637,227085.91061999998,0.5219674323,0.8043174096,0.8742330081999999,3,Hillerød,219,50650,2018
110,13359792.0,4501097.18,45.56,0.2746031111,0.20778182109999999,296912.04932,0.48115779350000004,0.80452643,0.8867864015000001,3,Hørsholm,223,25028,2018
113,28661760.15,9585439.74,42.89,0.2289900724,0.2273089242,305774.1873,0.4901156285,0.7959670567,0.8728086534999999,3,Rudersdal,230,55989,2018
116,,,40.74,0.1869158879,0.2376139379,235561.61013000002,0.5289319222,0.8428382229000001,0.9045847390999999,2,Egedal,240,43000,2018
118,15708618.69,5306591.748,43.82,0.2338304068,0.2025059561,204669.51294000002,0.5016567995000001,0.7995926042,0.9183308297,5,Frederikssund,250,45189,2018
123,15976899.72,5435336.256,41.98,0.21226649690000002,0.2187319713,216846.26011,0.5045134807,0.8071078431,0.8421776298999999,5,Greve,253,49974,2018
128,16364957.025,5550495.65,41.51,0.19891223730000002,0.21155335809999998,206078.33867,0.5060587051,0.7827522525,0.8794862481999999,6,Køge,259,60356,2018
134,,,45.31,0.2579706437,0.18166991780000002,187662.30105,0.4812988344,0.7722545995000001,0.8886255923999999,2,Halsnæs,260,31168,2018
136,18076511.292999998,6118170.5786,41.21,0.1954622789,0.20929011039999998,226414.84249,0.5131201007,0.7909592570999999,0.8962178864,7,Roskilde,265,87382,2018
143,,,40.79,0.1963581184,0.2354649902,235431.45929,0.522311536,0.8310268369,0.9125353031,2,Solrød,269,22518,2018
145,22778088.95,7768986.17,45.76,0.2627988834,0.1879111543,199493.14963,0.4963766354,0.7939796370000001,0.9175623754000001,3,Gribskov,270,41217,2018
148,,,47.79,0.30574844510000004,0.1626109534,159105.35144,0.4391401621,0.7263008245999999,0.9325795137999999,2,Odsherred,306,33083,2018
150,30631307.961999997,10379993.28,42.27,0.2088867694,0.20775067670000003,194632.52889000002,0.4936783547,0.7639978817,0.9022392673,4,Holbæk,316,70983,2018
154,21174890.15,7207310.46,43.46,0.2201681593,0.19549201649999998,191433.27282,0.4995605361,0.7722977103,0.9183970556000001,3,Faxe,320,36139,2018
157,29863030.6,10052282.78,44.2,0.2384092356,0.1921694296,179459.37414,0.45973582420000003,0.7255199307,0.9253970867,3,Kalundborg,326,48982,2018
160,,,40.87,0.17992800579999998,0.20921526280000002,201278.99115,0.5171637267,0.7778670701,0.8643358259,2,Ringsted,329,34473,2018
162,18779176.971,6405589.62,42.49,0.2152947277,0.18990047170000002,176806.34978,0.47510830740000004,0.7288615463,0.8826480201000001,7,Slagelse,330,78968,2018
169,,,44.96,0.2470371346,0.187033623,195932.69783,0.4983496897,0.7829300551999999,0.9223694054000001,2,Stevns,336,22727,2018
171,16432845.2,5576164.03,42.82,0.2092914125,0.21019642019999998,193239.62055,0.49541715630000005,0.7718019894,0.9332885681,3,Sorø,340,29669,2018
174,,,42.89,0.2200540054,0.219729973,220590.64034,0.5117897318,0.8141928843,0.9282520911,1,Lejre,350,27544,2018
175,13689888.65,4748523.335,47.61,0.2913853178,0.160831431,144449.66313,0.3998122156,0.6481188467,0.9140766064,6,Lolland,360,41982,2018
181,22249376.45,7608004.69,42.46,0.2120109409,0.1974189972,186000.88913,0.48948118450000005,0.7514826781999999,0.9098594270999999,6,Næstved,370,82938,2018
187,14462247.170999998,5046785.9614,45.7,0.264254062,0.17296898079999998,158967.33622,0.44129587929999997,0.7007857915000001,0.9172734595,7,Guldborgsund,376,61219,2018
194,16245983.34,5615267.334,45.92,0.2673520168,0.17712152960000002,165248.65585,0.4482886742,0.7195846281,0.9266949337999999,5,Vordingborg,390,46087,2018
199,24710118.35,8465025.5,47.53,0.2900535732,0.166582432,154034.84782,0.434540531,0.7095271371999999,0.9316680586,3,Bornholm,400,39632,2018
202,12636965.43,4301208.222,43.54,0.2292428605,0.2052499157,193669.60625,0.4957138404,0.7819559229,0.9270833333,5,Middelfart,410,38210,2018
207,10823537.65,3759597.445,43.6,0.2284043482,0.2034358925,174941.67375,0.47330805130000003,0.7489197861,0.9278247764,6,Assens,420,41328,2018
213,,,44.04,0.23881951010000002,0.2015479936,171376.36359000002,0.46998762380000003,0.7495681614,0.9293200804,2,Faaborg-Midtfyn,430,51536,2018
215,,,44.76,0.2514617423,0.1942960501,176876.61737,0.4643504659,0.7547758581,0.9169793819,2,Kerteminde,440,23756,2018
217,13028122.605,4459950.39,44.12,0.23893639600000002,0.1974595843,168582.07721,0.450816084,0.7273736197,0.9128259646,4,Nyborg,450,32032,2018
221,17538620.728,6042925.0369,39.02,0.1702157879,0.18589297780000003,175988.53959,0.4755636053,0.6903557168000001,0.8323835608,16,Odense,461,202348,2018
237,14325024.425,4920320.51,43.6,0.23346814789999998,0.1927677947,171762.99652000002,0.4563018739,0.7168358209000001,0.9199281253,6,Svendborg,479,58698,2018
243,15395121.9,5332282.73,43.7,0.22604654300000002,0.2000808271,178219.46605999998,0.4845426932,0.7580749544,0.9218697266,3,Nordfyns,480,29516,2018
246,,,50.32,0.33710191079999996,0.140843949,139318.21226,0.41695915759999996,0.6899449878,0.9231014678,2,Langeland,482,12641,2018
248,,,51.67,0.3621657313,0.1363486299,139350.12687,0.4208698528,0.7155115512000001,0.9272366462999999,1,Ærø,492,6178,2018
249,19106046.78,6502743.03,43.26,0.22541489879999999,0.19814884440000002,175802.19359,0.4782499507,0.7506143653,0.8940570793000001,5,Haderslev,510,55963,2018
254,,,42.01,0.20676705850000002,0.2121746968,191460.37535,0.5115622175,0.7861818653,0.8734181983,2,Billund,530,26482,2018
256,16642746.787999999,5672923.5937,43.97,0.23984388620000002,0.1933852818,176660.87517,0.45946926439999997,0.7380235618000001,0.8638763856,8,Sønderborg,540,74650,2018
264,14791665.42,5014571.07,44.45,0.2413068348,0.19176843059999998,165301.29536,0.47787941009999996,0.7428800075,0.8903437425,5,Tønder,550,37777,2018
269,18681678.9,6400159.847999999,41.69,0.20413827690000003,0.19895894579999998,188103.71427,0.49330908149999997,0.7527307542,0.8913429475,10,Esbjerg,561,116032,2018
279,,,49.09,0.3398942421,0.18125734429999998,174035.67238,0.4510150044,0.7698461538,0.9132097676,1,Fanø,563,3401,2018
280,15719155.89,5550610.71,42.85,0.2203115961,0.2058289613,181438.26056,0.5143702282,0.7907656952,0.9038653715,5,Varde,573,50301,2018
285,12988894.53,4484549.226,41.92,0.20665842329999998,0.2160138114,183417.70393,0.5139830707,0.7935685067,0.8952438853,5,Vejen,575,42844,2018
290,20240777.28,6947078.646000001,43.5,0.231303464,0.2002371475,173273.09034,0.47563419020000003,0.7526428955,0.8596291643,5,Aabenraa,580,59089,2018
295,14736650.15,5004739.565,42.01,0.20648686489999998,0.20358955410000001,188112.88794000002,0.4778780027,0.7421410646,0.8860488223,6,Fredericia,607,51326,2018
301,19905350.292999998,6800179.0457,39.96,0.1815204161,0.2133893991,190168.48351,0.5037879208,0.7633508045,0.8580112029000001,7,Horsens,615,89598,2018
308,18565810.162,6319909.8937,40.62,0.1885717977,0.2139235464,197330.58906,0.5093584042,0.7767260378,0.8744009326000001,8,Kolding,621,92515,2018
316,16842580.185,5746779.42,40.74,0.1898806932,0.21717321260000003,202807.26726,0.513684284,0.7856092035,0.8714829296,10,Vejle,630,114140,2018
