,Kommune,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,Befolkning,markedsvaerdix,yderkom,antal_apo,År
82,230,42.53,0.22366745010000003,0.2311666876,290548.90063000005,0.4836463731,0.7897082123,0.8851108233,55739,2781844.2347,0,3,2015
85,240,40.07,0.18294251050000002,0.24695485469999998,222004.34589,0.519115065,0.8313223344,0.9192555308,42773,1454213.6099,0,1,2015
86,250,42.91,0.2207490218,0.2120514254,191946.03211,0.4886605324,0.7772560470000001,0.9281124768000001,44725,961431.2737799999,0,2,2015
88,253,41.44,0.2045720748,0.2218385234,203653.10279,0.49481823329999997,0.7848324515,0.8597684398000001,49518,1543554.3734,0,4,2015
92,259,40.74,0.19160486399999999,0.2197835238,191088.33302,0.4918674699,0.7630576868000001,0.8911813922,59868,1212467.0990000002,0,4,2015
96,260,44.4,0.2416825019,0.1902154659,174434.6096,0.4677356908,0.7434427159999999,0.9016906498,31049,900695.9375,0,2,2015
98,265,40.64,0.18924217289999998,0.2120941455,208612.96535,0.49579040399999996,0.7600124306,0.8989115520000001,86207,1583131.9806,0,6,2015
104,269,40.64,0.1914356527,0.2357260878,222311.64886,0.5106676475999999,0.8034654259999999,0.920958249,21788,1658148.8645,0,2,2015
106,270,44.65,0.2475977327,0.1987496047,186910.06926,0.4820305262,0.7709994273999999,0.9268542448999999,41107,1146117.5617,0,3,2015
109,306,47.0,0.2846782058,0.1695209654,149541.0238,0.4279918245,0.6921701224,0.9399347183,32816,775306.4727,0,2,2015
111,316,41.55,0.1960212656,0.21538615449999998,180988.4654,0.4781139478,0.7376431402,0.9136156016,69972,1173390.8479,0,3,2015
114,320,42.84,0.2095524232,0.2026450272,177385.86432,0.48559450789999997,0.7513285776,0.930701705,35614,2321841.6115,0,3,2015
117,326,43.35,0.22439375260000002,0.201972873,167070.9429,0.4510550695,0.7086068956,0.9355223881,48660,878013.0168399999,0,3,2015
120,329,40.45,0.1741059622,0.21498045899999998,186088.83106,0.5024594268,0.7554913295,0.8768519337,34031,988232.87037,0,2,2015
122,330,41.98,0.20701305350000002,0.1965062708,162989.04322999998,0.4605161886,0.7052855577,0.8954025348000001,78140,991234.75616,0,4,2015
126,336,44.26,0.23499550760000001,0.1919137466,180742.66242,0.4857490207,0.7564807540999999,0.9375028142,22260,1308022.6069,0,2,2015
128,340,42.24,0.20035202920000003,0.2147378398,181264.38308,0.48155682130000005,0.7485952615000001,0.9422972606000001,29543,1180506.1184,0,3,2015
131,350,42.29,0.2105282425,0.2268550719,205406.4115,0.5043280515999999,0.7994134897,0.9376833920000001,27317,1272480.4032,0,1,2015
132,360,46.83,0.2750598058,0.1694497866,136835.7417,0.3944397403,0.6292249047,0.9254398344,42638,614550.58103,0,4,2015
136,370,41.82,0.2010760001,0.2043185738,172557.58129,0.4739615661,0.7266812611,0.9193106722,82342,1023777.536,0,6,2015
142,376,45.24,0.2523655685,0.17627379920000003,148302.30053,0.4308246439,0.6789846313,0.9277490871999999,60979,996659.93005,0,7,2015
149,390,45.03,0.25103698210000003,0.1871588875,153856.01507,0.4298023093,0.687349257,0.9358161302,45806,975314.1065299999,0,4,2015
153,400,46.95,0.2735436161,0.1706157561,142501.42787,0.4247738554,0.6808375634999999,0.9416433593000001,39756,830040.67656,0,3,2015
156,410,42.85,0.2165220373,0.2129612534,179762.16774,0.4812256887,0.7564019299,0.9353285173999999,37913,1199687.2383,0,2,2015
158,420,43.02,0.2187560644,0.2107995343,162453.58139,0.4630246179,0.7296537626,0.9409949209,41224,1470846.0059,0,4,2015
162,430,43.53,0.2306971661,0.2065539855,157484.74709000002,0.45606179119999996,0.7242505298,0.939460305,51236,1051070.4464,0,2,2015
164,440,43.78,0.23492462309999998,0.2012981575,163382.31362,0.4480674808,0.7168167945,0.9275252843,23880,1060728.453,0,2,2015
166,450,43.35,0.2269334504,0.2019067929,155336.78759000002,0.4359465829,0.6953318304,0.9215710919,31886,1281905.125,0,2,2015
168,461,38.83,0.1668878033,0.1923084655,161808.69254000002,0.4559299918,0.6670909948,0.8471668740999999,198972,1249525.2534,0,11,2015
179,479,43.05,0.21937899289999999,0.1977055712,161392.01337,0.44425698939999997,0.6910405904000001,0.9249931139,58228,1296119.4101,0,4,2015
183,480,42.94,0.2134616697,0.2088879787,163383.97076,0.4675133507,0.7270678920999999,0.9376626043999999,29298,1054537.242,0,3,2015
186,482,49.73,0.3180840041,0.1488005101,129289.40949,0.3993931651,0.6462921347999999,0.9401149792,12547,688536.92391,0,2,2015
188,492,50.4,0.34149443560000003,0.146899841,130468.25845,0.40512983909999994,0.6752882518000001,0.9391429027,6290,580816.1142899999,0,1,2015
189,510,42.39,0.21096218030000002,0.20521515640000002,162550.2182,0.46225082689999997,0.7177407011,0.9063019576000001,56029,1113692.6766,0,4,2015
193,530,41.46,0.19978058559999998,0.2185821291,176454.08609,0.4988233508,0.7685529665,0.9012373795,26434,1128151.6437,0,2,2015
195,540,43.22,0.23090303329999998,0.20070380129999998,161526.71079,0.4377901205,0.7030523359,0.8774048137,74737,1102297.4478,0,6,2015
201,550,43.83,0.2279706627,0.1973670325,151241.10496,0.4665943142,0.7220788795,0.908015247,37904,1057897.73,0,4,2015
205,561,41.03,0.19085426960000001,0.20229291219999998,174529.51017,0.4785756348,0.7220320123,0.8997454015999999,115748,1074275.3556,0,7,2015
212,563,48.54,0.31185410329999996,0.17568389059999998,170795.78527,0.449786975,0.7367795603,0.9184418745999999,3290,1039057.6667,0,1,2015
213,573,42.11,0.2068245541,0.21420191289999999,169397.54879,0.5007075236999999,0.7681927711,0.9165321375,50289,1153130.1924,0,3,2015
216,575,41.31,0.1976486505,0.2241479857,167740.74125,0.4948321018,0.7680116439,0.9110700589,42869,952926.2822100001,0,4,2015
220,580,42.92,0.2165995685,0.207579541,159964.74037,0.45749787229999994,0.7191017876000001,0.8757106383,58869,1118602.504,0,5,2015
225,607,41.33,0.1980508592,0.2093945432,173970.56282,0.4617498764,0.7121464781,0.8979337617,50689,1047968.569,0,4,2015
229,615,39.56,0.173566153,0.21634220839999999,173805.12334000002,0.4838632287,0.7290461481,0.8731221368000001,87736,1269543.4009999998,0,7,2015
236,621,39.95,0.17896286600000003,0.2183434211,181274.32786,0.49209976710000003,0.7457602525,0.8853181416,91695,1170234.62,0,5,2015
241,630,40.31,0.1837341041,0.22294013940000001,185635.47745,0.4961517071,0.7604535147,0.8898168248,111743,1159222.7732,0,6,2015
247,657,40.12,0.18221775710000002,0.2197093375,171575.99636,0.4976243088,0.7534744822,0.9028084678,87593,1419741.5443,0,6,2015
253,661,40.67,0.1917934132,0.2186052965,172736.48772,0.49657522340000004,0.7636417206999999,0.9226904489,57661,1098632.8015,0,4,2015
257,665,44.35,0.2384430609,0.19589195550000002,169568.13062,0.4870232009,0.7611434529000001,0.9397365317,20399,957651.04959,0,2,2015
259,671,43.46,0.2315358107,0.2069013691,157564.86685,0.45655622960000003,0.7237224761,0.9187120859000001,21474,914348.82474,0,1,2015
260,706,43.83,0.23378452579999998,0.20547160350000002,169605.23411,0.47297426579999996,0.7456716418000001,0.9320529991,41889,1030297.2594,0,4,2015
264,707,43.6,0.22622168620000002,0.184957005,156860.08901,0.4640323682,0.7043548099,0.9314802165,38144,1030850.4664,0,2,2015
266,710,39.77,0.1767705382,0.2481376561,188038.5736,0.5065847604,0.7962603827,0.9381074599,47655,1711697.4449,0,3,2015
269,727,42.59,0.2144503186,0.2164836654,176465.80816,0.4790307971,0.7597454256,0.9281702899,22131,1256346.9633,0,1,2015
270,730,41.02,0.1945242002,0.2060705496,166124.74838,0.473913535,0.7215185534,0.9202145698,97520,979669.45433,0,6,2015
276,740,40.49,0.18468016620000002,0.2290258931,184391.52449,0.4943198143,0.7632040097,0.9272405791,90719,1392034.7563,0,4,2015
280,741,50.28,0.32452830190000004,0.153638814,148762.3487,0.4482292511,0.7321243523000001,0.9229521492,3710,431331.68889,0,1,2015
281,746,39.62,0.17138245829999998,0.2542828802,200415.65144000002,0.5081931323,0.8007150812,0.9386651846999999,59481,1517459.5426,0,6,2015
287,751,37.12,0.14164693220000002,0.18824458089999999,182544.86346,0.4954482239,0.6927115895,0.8424399220000001,330639,2290217.5994,0,15,2015
302,756,40.76,0.1904505123,0.22626109120000001,169552.25105,0.4913181227,0.7519360268999999,0.9012942997,40798,1428389.8063,0,3,2015
305,760,41.96,0.20877159210000001,0.22033987289999998,169037.18997,0.49669723479999994,0.7675306286,0.9158321914,57139,1038929.2036,0,4,2015
309,766,41.16,0.1908410163,0.23148508850000002,182584.97336,0.5122692066,0.7974469683,0.9379922328,46206,1046607.3784,0,3,2015
312,773,44.35,0.2425226623,0.1948712977,147946.72638,0.45890011659999996,0.7263230597,0.9503012048,20629,994169.6146799999,0,2,2015
314,779,42.76,0.2164068698,0.2051073136,159113.8009,0.4778823833,0.7407379881999999,0.9428252085,46639,937572.78261,0,5,2015
319,787,42.92,0.2178627447,0.2041781273,157288.68242,0.47769046810000004,0.7335408376000001,0.9260676461,43991,764937.79705,0,3,2015
322,791,40.62,0.1872285332,0.2228428834,171959.87915999998,0.49048701060000005,0.7493745009,0.923581952,95776,1166138.1964,0,7,2015
329,810,42.1,0.2118622909,0.22179376920000002,162493.69678,0.4606166764,0.7334511015999999,0.9406122279000001,36047,1407937.9337,0,2,2015
331,813,44.92,0.2468379643,0.1812236497,160683.1619,0.45199055439999997,0.7138910698,0.9327003026999999,60246,1013550.9625,0,5,2015
336,820,42.63,0.2178785929,0.20862827109999998,156511.19184,0.46874411850000003,0.7351120698,0.9235339982999999,37296,909611.20243,0,4,2015
340,840,40.74,0.1863528766,0.23784692440000002,186394.23601,0.5062755751,0.7940965583,0.9506894536,29149,1278102.1698,0,2,2015
342,846,42.62,0.208302675,0.2052645321,166146.52406,0.47592411869999995,0.7343559776,0.9343060481000001,42131,915323.2301299999,0,3,2015
345,849,43.0,0.22331409559999998,0.209275724,160898.53916,0.4642141165,0.731501445,0.9475383373999999,38466,1760849.2894,0,4,2015
349,851,39.24,0.1735626391,0.1842322981,172098.32438,0.4754276664,0.6922191443000001,0.8992062053000001,210316,1217934.0359,0,14,2015
363,860,42.85,0.21721117239999999,0.20239715030000002,162480.37178,0.4637539065,0.7201171566,0.9286874195999999,65411,952184.2004600001,0,6,2015
0,101,35.36,0.1029526242,0.1757482809,213923.13959,0.5429055492,0.7228958862,0.7588980045,602481,1984883.4994,0,30,2016
30,147,38.93,0.1667698049,0.17621409600000001,236437.16503000003,0.5262824147,0.7554699064,0.8152977008,105037,2380784.6715,0,6,2016
36,151,41.53,0.2075843337,0.21521428129999998,189516.34305,0.4663660356,0.7492442781,0.8484861079000001,48231,1771031.3659,0,5,2016
41,153,40.81,0.1894420408,0.2094173175,164237.20022,0.4519138621,0.697871742,0.6790687186,35594,1537231.8544,0,3,2016
44,155,43.44,0.2383818589,0.22816349379999998,233672.68316,0.48081644100000004,0.8071306407,0.9147787051999999,14288,2151937.5445,0,1,2016
45,157,41.14,0.1944462766,0.2265154014,329067.59700999997,0.49959576409999995,0.7693347694,0.8396707797,75805,3374341.2956,0,4,2016
49,159,39.2,0.16408578699999998,0.22128680480000001,205758.17347,0.4985551664,0.7558415653,0.8009048453000001,68775,1620461.5176,0,3,2016
52,161,40.67,0.1866566051,0.2013494318,194295.05509,0.49959918049999996,0.7650138142,0.8129954573999999,22528,1403675.2243,0,2,2016
54,163,40.56,0.18591142719999998,0.2219601493,188153.98502999998,0.48366727810000004,0.7571445581999999,0.8189643007999999,28406,1689916.7217,0,1,2016
55,165,38.99,0.1763335245,0.222289934,165611.80348,0.4555547571,0.6997969179000001,0.7202860017,27896,1321487.9701,0,1,2016
56,167,39.48,0.1706630919,0.2179027264,188437.67418,0.4949940383,0.7562884812,0.8110604311,52964,1632251.9122,0,4,2016
60,169,39.34,0.1708991761,0.22262468649999997,182553.68938,0.485641875,0.7407541458,0.7259084831999999,50246,1243306.5301,0,6,2016
66,173,41.01,0.19480448949999998,0.21518826940000002,254271.58891,0.4973515117,0.7735335929,0.86200557,55240,2496108.7439,0,4,2016
70,175,40.5,0.1832848384,0.21118674010000002,187906.47487,0.4893223605,0.7581137429000001,0.8153028804000001,38492,1441628.7453,0,3,2016
73,183,38.05,0.1568731018,0.22703464059999998,164275.56564000002,0.46370540450000003,0.7041708470999999,0.6174938184000001,22719,1333076.7697,0,1,2016
74,185,40.84,0.1851894908,0.2191118345,195912.39187999998,0.5019579507,0.7864571116,0.8725467344,43010,1744045.7185,0,3,2016
77,187,39.36,0.1868831582,0.2392868513,206084.43633,0.502521223,0.8051601423,0.7689410864,15705,1391354.3948,0,1,2016
78,190,41.51,0.2082091941,0.23731317559999998,241163.38601999998,0.4887400193,0.797902254,0.8573900576000001,40613,2043480.0484,0,2,2016
80,201,41.51,0.203111218,0.24288348969999998,244529.7412,0.5129708457,0.8374384236,0.9120150992,24942,1808258.0890000002,0,1,2016
81,210,42.58,0.2178056488,0.2195338732,218758.03326999999,0.4846250897,0.7660276141,0.8319768448999999,40504,1859716.2572,0,4,2016
85,217,43.42,0.22859247629999999,0.2011914866,196837.35978,0.47943116700000005,0.7528077237,0.8699260068000001,62443,1650843.8019,0,6,2016
91,219,40.53,0.1847971422,0.2262667385,216141.30469000002,0.5157633793999999,0.7957438143000001,0.8809300094,50109,1616749.9023,0,3,2016
94,223,45.18,0.2708491812,0.21039356210000001,287760.63759,0.4735742972,0.7868433287000001,0.8895582329,24977,2939088.9845,0,3,2016
97,230,42.73,0.2255535959,0.2302567117,296696.43631,0.48424816740000004,0.7898717527,0.8812622922,56133,2823733.3498,0,3,2016
100,240,40.28,0.1842997075,0.2430945639,225248.99946,0.5210003951,0.8325422904,0.9121865049,43082,1563770.7292,0,2,2016
102,250,43.18,0.2244648725,0.2080113687,195487.74052999998,0.4951184254,0.7861871744,0.923518292,45036,999411.1150299999,0,3,2016
105,253,41.57,0.2072073877,0.22227118850000002,206888.36642,0.49686809880000005,0.7947933156999999,0.8553904837999999,49921,1713294.6711,0,4,2016
109,259,41.01,0.1949292119,0.217122228,193335.54805,0.4942007732,0.7686903312000001,0.8850153313,60109,1443727.5987,0,4,2016
113,260,44.62,0.245009948,0.1866696618,177184.47062,0.47202392439999996,0.749688738,0.8967457714,31162,867064.37539,0,2,2016
115,265,40.74,0.1903120152,0.2117336091,213613.67972000001,0.5020985633,0.7697962491,0.8972049904,87015,1818421.517,0,7,2016
122,269,40.79,0.1934347767,0.2345690161,227304.6211,0.5158633175,0.8164346726,0.9177642,22147,1626414.9538,0,2,2016
124,270,45.06,0.2532695994,0.19476864100000002,190148.52917999998,0.4861758989,0.7772203151,0.9222303206999999,41213,1171600.1011,0,3,2016
127,306,47.1,0.2898888653,0.1693062411,151339.08537000002,0.4301019789,0.7006340834,0.9355347821,33023,848969.29853,0,2,2016
129,316,41.7,0.19877378440000001,0.2139675828,183284.20954,0.48261888630000005,0.7457154531999999,0.9082514401999999,70950,1048037.3892,0,3,2016
132,320,43.07,0.214194231,0.2003007016,179724.67753,0.48847591939999996,0.7576523315000001,0.9261677548999999,35916,988584.92704,0,3,2016
135,326,43.61,0.22911195010000002,0.19816973079999997,171408.88513,0.4535758323,0.7137373085,0.9294697904000001,48736,969934.8620799999,0,3,2016
138,329,40.63,0.1758661957,0.2134037771,189669.42603,0.5048020614000001,0.7602378441,0.8719840712000001,34259,1454963.055,0,2,2016
140,330,42.09,0.20863145079999998,0.1941568986,166781.14869,0.46669548520000004,0.7154620311,0.890239406,78828,1028638.6934,0,5,2016
145,336,44.45,0.2387070959,0.1916236884,182838.94047,0.4875539921,0.7624071903,0.931246382,22492,1066687.0104,0,2,2016
147,340,42.5,0.20469673929999999,0.2116573746,184163.23459,0.48663011100000003,0.7553055781,0.9369415109999999,29595,1103692.5042,0,3,2016
150,350,42.54,0.21549521929999998,0.2233048683,208077.42244000002,0.5054631829,0.8032434545,0.9324319386,27402,1262762.7708,0,1,2016
151,360,47.13,0.28057230699999997,0.1657088802,138028.65735999998,0.3950479801,0.6311286044,0.9203648857,42285,819322.9010300001,0,4,2016
155,370,42.03,0.20479287,0.2026495199,175199.48906,0.47716191630000004,0.7328750306999999,0.9141297756,82581,1049388.7566,0,6,2016
161,376,45.27,0.255105539,0.17663287460000002,151114.11187999998,0.43413987299999995,0.6864230969,0.9219435531,61257,861535.00919,0,7,2016
168,390,45.22,0.25533809760000004,0.184742707,154109.43693,0.4349964098,0.6957197234999999,0.9295023826000001,46037,820486.9904199999,0,5,2016
173,400,47.2,0.2788512407,0.1682327749,146269.06895,0.43588125409999995,0.7009268983,0.9376483062000001,39695,692971.25247,0,3,2016
176,410,43.04,0.21904286879999998,0.21119365760000003,181883.90484,0.48580217700000006,0.7645022844,0.9321133722,38093,1323626.3893,0,3,2016
179,420,43.2,0.22203430780000002,0.20927760329999998,164592.13217,0.4625308612,0.7294007491,0.9346952607,41390,937066.4127,0,4,2016
183,430,43.72,0.23324120210000002,0.2047454064,158269.24617,0.45841298329999997,0.7303113393999999,0.9350056568,51376,853362.97358,0,2,2016
185,440,44.05,0.2407251619,0.1997980988,165478.74438,0.4500717481,0.7247318326000001,0.9242424242,23774,1225630.4524,0,2,2016
187,450,43.54,0.2304150333,0.2013253687,157077.68934,0.4411287808,0.7057404463,0.9170876208,32142,1145892.7175,0,4,2016
191,461,38.89,0.16834111969999999,0.1906134232,165016.91647,0.4608150314,0.6734336034999999,0.8426704645,200563,1228162.1078,0,13,2016
204,479,43.2,0.2226457016,0.19661596309999999,163693.7435,0.4472058194,0.6949297351,0.9213863928,58510,1208023.4875,0,5,2016
209,480,43.15,0.2185356245,0.2081437207,165281.17311,0.4748052125,0.7409341801,0.9327685346,29446,1055427.2183,0,3,2016
212,482,49.85,0.323183336,0.1487517888,131247.16554000002,0.4066783551,0.6654594839,0.9346509404000001,12578,1015374.0745,0,2,2016
214,492,51.09,0.3483891857,0.1372834709,133785.3982,0.4076474401,0.6822047244,0.9334089436,6177,593799.3913,0,1,2016
215,510,42.65,0.21507717010000002,0.2026228923,164115.01927000002,0.4662755549,0.7265361242,0.9012502459,56045,1208191.2562,0,5,2016
220,530,41.6,0.20127638679999998,0.2180053623,179335.81494,0.5047384382,0.7790408990000001,0.8922668688,26481,1427792.8401,0,2,2016
222,540,43.44,0.2336867154,0.1990882475,163910.61878,0.44352159469999997,0.7139719428,0.871878684,74801,1239745.7836,0,8,2016
230,550,43.95,0.2311221261,0.1979276524,152273.40262,0.4684270346,0.7291116973999999,0.8999814976,37928,880953.74624,0,5,2016
235,561,41.23,0.1951512014,0.20162201800000001,176947.88218,0.4811502703,0.7288196336,0.8962508108,115905,1260442.89,0,9,2016
244,563,48.57,0.3207772795,0.1817638266,167556.00761,0.4543002697,0.7596385542,0.9089002098000001,3345,1006792.3088,0,1,2016
245,573,42.32,0.21027907710000002,0.21214223420000003,169764.95022,0.5022148064,0.7710719076000001,0.9089645034999999,50452,1050745.8935,0,3,2016
248,575,41.59,0.2009948157,0.220517491,169823.31414,0.5019321296,0.776121217,0.9036979789,42822,1045300.2818,0,4,2016
252,580,43.11,0.2218870227,0.20527769769999998,162418.7077,0.4629796341,0.7330586351999999,0.8690571229999999,59003,1173212.3745,0,5,2016
257,607,41.54,0.2010301172,0.20806794059999997,182057.35988,0.4674493273,0.7219668199,0.8936119920000001,50868,1060103.7843,0,5,2016
262,615,39.6,0.17586206899999998,0.21543300010000002,177053.19702999998,0.48889865159999996,0.7389156181000001,0.8648800874,89030,1242723.6506,0,7,2016
269,621,40.15,0.1812704536,0.21657528010000002,185611.55949,0.4998043223,0.7588479596,0.8818324129,92282,1138782.8227,0,5,2016
274,630,40.41,0.18525648379999998,0.22165608469999998,189540.36067,0.5007172839,0.7658929770999999,0.8810105733,113243,1314370.8297,0,8,2016
282,657,40.27,0.18490484920000003,0.2175005091,174343.37849,0.5021488915,0.760293727,0.8954584112999999,88386,1444189.375,0,7,2016
289,661,40.75,0.194855914,0.21773763440000002,171905.31549,0.4982838022,0.7682758621,0.9174327751000001,58125,1154422.0901,0,4,2016
293,665,44.74,0.24365482230000002,0.19057710309999998,171570.56311,0.4873036261,0.7635235515000001,0.9342456279000001,20291,1029964.6699,0,2,2016
295,671,43.81,0.2379257038,0.2033072563,158368.28962999998,0.45982142859999997,0.7330248212,0.912406015,21347,747151.09933,0,1,2016
296,706,44.14,0.23988006,0.20239880059999998,171525.93629,0.4761200792,0.7526284298,0.9269415103,42021,1029124.4267,0,4,2016
300,707,43.9,0.23200083989999998,0.18215701199999998,159039.32899,0.46694204,0.7107968575,0.9260964508,38099,755421.79785,0,2,2016
302,710,39.94,0.1802567046,0.2467077116,191813.97305,0.5121476959000001,0.8076038968000001,0.9321527139,47915,1290009.9941,0,4,2016
306,727,42.77,0.22197841570000001,0.2171420895,178399.65255,0.4802835225,0.7688369861,0.9207303396,22331,1251103.0145,0,1,2016
307,730,41.14,0.19661020399999998,0.2043763632,169521.22215,0.4787894887,0.7281795086,0.9155768523000001,98118,1060540.0424,0,7,2016
314,740,40.75,0.18918859670000002,0.22567598670000003,187932.40898,0.4995387049,0.7715272175,0.9226012653,91237,1477055.5109,0,5,2016
319,741,50.62,0.3329752954,0.1487647691,138977.94479,0.44886975240000004,0.7348209652,0.9103875134999999,3724,654912.14592,0,1,2016
320,746,39.72,0.1732421649,0.2522640354,205197.78118,0.5120684793,0.8066210639,0.9336275112000001,60401,1408743.1514,0,6,2016
326,751,37.13,0.1427920306,0.18738754300000002,184168.33844000002,0.5007564342,0.6995546313,0.8383383563,335684,1977970.2583,0,20,2016
346,756,40.98,0.19404114100000003,0.22505551350000003,172182.25420999998,0.4940224433,0.7572582681000001,0.8928929418000001,40981,1005408.4574,0,4,2016
350,760,42.17,0.2126196906,0.21909087719999998,169662.09211,0.5011073224,0.7767741137,0.9080395120999999,57022,1121453.755,0,4,2016
354,766,41.37,0.19336256559999998,0.229687903,184305.64692,0.5177451678,0.8061937316,0.9318852759,46524,1107843.9284,0,4,2016
358,773,44.57,0.2482458263,0.1940479071,150686.66717,0.46260549030000003,0.7371532909999999,0.9439324862,20665,732429.21655,0,2,2016
360,779,43.06,0.22249677699999998,0.2015685432,163476.13124000002,0.4816082306,0.7493743697,0.9369148318000001,46540,839378.40198,0,7,2016
367,787,43.18,0.2235887373,0.2011591293,161418.76792,0.48140358899999997,0.7417355372,0.9229626243000001,43826,1035384.2938,0,3,2016
370,791,40.78,0.19082268309999997,0.22176269989999997,174864.34592,0.49418031170000004,0.7560142928,0.9163439275,96477,1163779.2556,0,7,2016
377,810,42.26,0.2130757307,0.2198571745,164280.72847,0.4676574154,0.7431811516,0.9356198187,36128,1179966.2103,0,3,2016
380,813,45.14,0.2507455762,0.1792365299,162273.95275,0.4551400163,0.7196226305,0.9270288664,60356,1153399.4987,0,5,2016
385,820,42.93,0.22384336859999998,0.2074024407,158750.31588,0.47390065579999996,0.7459117118999999,0.9185571444,37285,954604.5398700001,0,4,2016
389,840,40.9,0.1901262291,0.2380320506,189354.20274,0.5112338481,0.8060804769,0.9472230745999999,29391,1454815.4721,0,3,2016
392,846,42.92,0.2139495079,0.20246755100000002,170212.42288,0.48172852450000003,0.7473263123999999,0.929129544,42066,850341.9078899999,0,3,2016
395,849,43.2,0.22840258160000002,0.20787434230000001,160164.3682,0.46743195509999996,0.7424347105,0.9428630792,38581,1081674.9122,0,4,2016
399,851,39.28,0.1748255378,0.1836441962,174669.84693,0.4815796699,0.7021647194,0.8960110588,211937,1341325.9786,0,15,2016
414,860,43.12,0.22144639929999999,0.19950388170000002,164731.59498,0.4708265554,0.7318708105,0.9233909334,65307,1235495.7621,0,6,2016
0,101,35.39,0.10271520070000001,0.17572494489999999,213433.77855,0.5484713524,0.7292249237,0.7533140634000001,613288,2031495.7902,0,33,2017
33,147,39.1,0.1687673594,0.17645819370000002,242115.03446,0.5321799375,0.7661697417000001,0.8165116369,104410,2525457.3152,0,8,2017
41,151,41.69,0.2082824309,0.2140594264,191163.78662,0.47268088280000004,0.7568023548,0.8413541321,48295,1802550.8226,0,5,2017
46,153,40.85,0.1897405594,0.2090719793,166085.44143,0.4537758212,0.7003472874,0.6704199120000001,35538,1651853.958,0,3,2017
49,155,43.65,0.2418721973,0.2263873318,239722.51062,0.48603508770000003,0.8206414148000001,0.9157894737000001,14272,2398364.0273,0,1,2017
50,157,41.34,0.19732728260000001,0.22540005010000003,333876.41222,0.5013248472,0.7766943068000001,0.8413778411,75803,3267266.6145,0,5,2017
55,159,39.19,0.1641385067,0.220424846,208717.465,0.5058893154999999,0.7648037883,0.7919252865,69484,1897046.757,0,3,2017
58,161,40.71,0.1861183427,0.20204739,197011.21262,0.5031644169,0.7694422340000001,0.8034520912,22663,1597540.5584,0,2,2017
60,163,40.57,0.1885062299,0.22392552149999997,188767.61679,0.48551690280000004,0.7643304503,0.8131224576,28572,2029821.8184,0,1,2017
61,165,39.24,0.17954078510000002,0.2205961864,166933.6495,0.4637979623,0.7121011439,0.7186935472,27743,1507356.6386,0,1,2017
62,167,39.45,0.1703201832,0.2192297586,190898.49555999998,0.4947528775,0.7585431932,0.8045964041,53282,1708027.8834,0,5,2017
67,169,39.49,0.1722468179,0.2182781248,186442.06714,0.49032322030000003,0.7462662284999999,0.7152092009000001,50596,1292286.0431,0,6,2017
73,173,41.01,0.1948730891,0.21490121140000001,256955.69671999998,0.4985887972,0.7734413353,0.8564915328,55472,2408777.8549,0,5,2017
78,175,40.39,0.1820654246,0.2112192766,190673.38100000002,0.4924829273,0.7618628068000001,0.8056008562,39343,1567978.1021,0,3,2017
81,183,38.25,0.15847398640000002,0.22511745260000002,166713.74127,0.4693317058,0.7126696833,0.6057805484000001,22988,1381812.6791,0,1,2017
82,185,40.91,0.1853563384,0.2191672666,198929.00527,0.5019651620000001,0.7865510778,0.8661364218000001,43063,1884155.2534,0,3,2017
85,187,39.18,0.1872850123,0.2391277641,205492.1618,0.5037918491,0.8097592432999999,0.7470250940000001,16280,1573272.1346,0,1,2017
86,190,41.66,0.21092126809999998,0.2368067268,243808.48791999999,0.491868724,0.8046099291,0.8486162136,40911,2450988.8188,0,2,2017
88,201,41.64,0.2051119477,0.2418466416,246304.1364,0.5142539506,0.8411798479000001,0.9081632653,25235,1948991.8415,0,2,2017
90,210,42.76,0.2225655362,0.2174648716,217031.29098000002,0.48580837,0.7699258673999999,0.8240975106,40779,1528789.4848,0,4,2017
94,217,43.73,0.232811154,0.20025204989999998,199005.99521,0.4809165188,0.7579535198999999,0.8675908604000001,62686,1644614.4142,0,7,2017
101,219,40.72,0.18574531100000002,0.2236327739,218423.89826999998,0.5175197357,0.7958008238,0.8758482876000001,50650,1594469.314,0,3,2017
104,223,45.37,0.2732539556,0.20876618190000001,290815.59287,0.47714983780000003,0.7971833166,0.8877718589,25028,2844124.3823,0,3,2017
107,230,42.93,0.2285984747,0.228687778,300390.20762,0.48652520369999996,0.79340507,0.8792013609,55989,2762349.4965,0,3,2017
110,240,40.59,0.18630232559999998,0.2397209302,227740.8342,0.5248322772999999,0.837525355,0.9088007827,43000,1570904.3906,0,2,2017
112,250,43.53,0.2291486866,0.2053154529,197840.00634000002,0.4984824653,0.7931709609,0.9209995791,45189,1076528.6731,0,3,2017
115,253,41.82,0.2105895065,0.2202745428,209125.09521,0.49822606189999996,0.7971060414,0.8485437672,49974,1767485.445,0,5,2017
120,259,41.29,0.1975611373,0.2142454768,197387.68152,0.5011790103,0.7768774704000001,0.8815177681999999,60356,1384657.2964,0,5,2017
125,260,44.99,0.25176463039999997,0.1853503593,179784.31355999998,0.474193341,0.7597762173999999,0.8930453786,31168,926037.3311,0,2,2017
127,265,40.96,0.1922707194,0.21116477079999998,218330.30581999998,0.5079729265,0.7822199146,0.8977285762999999,87382,1739428.4496,0,7,2017
