,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry
268,302-A1,Højer Apoteksudsalg,8,Skolegade 8,6280.0,"01Jan2011 0:00:00,000",,1083.0,550.0,1083.0,"Skolegade 8, 6280 Denmark",54.963887,8.694297,2011-01-01,,2011.0,,2011.0,POINT (8.694297000000001 54.963887)
269,085,Højreby Hjorte Apotek,6,Hovedgaden 46 A,4920.0,01-01-1842 00:00,"13Oct2001 0:00:00,000",35.0,,,"Hovedgaden 46 A, 4920 Denmark",54.8143772,11.2730139,1842-01-01,2001-10-13,1842.0,2001.0,2008.0,POINT (11.2730139 54.8143772)
270,254,Høng Apotek,6,Centervej 35,4270.0,"01Jan1907 0:00:00,000",,1085.0,326.0,1085.0,"Centervej 35, 4270 Denmark",55.504303,11.288948,1907-01-01,,1907.0,,2008.0,POINT (11.288948 55.504303)
271,060-3,Hørning Apotek filial af Skanderborg Apotek,7,Nørre Allé 38,8362.0,"23Nov2015 0:00:00,000",,1082.0,746.0,1082.0,"Nørre Allé 38, 8362 Denmark",56.086804,10.038105999999999,2015-11-23,,2015.0,,2015.0,POINT (10.038106 56.086804)
273,079,Hørsholm Apotek,6,Hørsholm Midtpunkt 78,2970.0,01-01-1840 00:00,,1084.0,223.0,1084.0,"Hørsholm Midtpunkt 78, 2970 Denmark",55.882527,12.49756,1840-01-01,,1840.0,,2008.0,POINT (12.49756 55.882527)
274,298-A1,Høruphav Apoteksudsalg,8,"Søndre Landevej 222, Høruphav",6470.0,01.01.1992,,1083.0,540.0,1083.0,"Søndre Landevej 222, Høruphav, 6470 Denmark",54.910398,9.893489,1992-01-01,,1992.0,,2008.0,POINT (9.893489000000001 54.910398)
276,024-1,Haarby Apotek,7,Algade 33,5683.0,01.05.1994,,1083.0,420.0,1083.0,"Algade 33, 5683 Denmark",55.223319999999994,10.124086,1994-01-05,,1994.0,,2008.0,POINT (10.124086 55.22331999999999)
278,067-1-A2,Haarlev Apoteksudsalg,8,Hovedgaden 10 A,4652.0,24.07.2010,,1085.0,336.0,1085.0,"Hovedgaden 10 A, 4652 Denmark",55.351910499999995,12.2366694,2010-07-24,,2010.0,,2010.0,POINT (12.2366694 55.3519105)
279,249,Ikast Apotek,13,Østergade 15,7430.0,"01Jan1914 0:00:00,000",,1082.0,756.0,1082.0,"Østergade 15, 7430 Denmark",56.139880000000005,9.157542,1914-01-01,,1914.0,,2008.0,POINT (9.157541999999999 56.13988000000001)
280,249-1,Ikast Apotek Vest,7,Vestergade 63 ved/Løvbjerg,7430.0,"01Oct2016 0:00:00,000",,1082.0,756.0,1082.0,"Vestergade 63 ved/Løvbjerg, 7430 Denmark",56.1388,9.1577,2016-10-01,,2016.0,,2016.0,POINT (9.1577 56.1388)
281,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Bycenter",2635.0,01.01.1991,,1084.0,183.0,1084.0,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Denmark",55.6154,12.3518,1991-01-01,,1991.0,,2008.0,POINT (12.3518 55.6154)
282,266,Islands Brygge Apotek,6,Islands Brygge 3-5,2300.0,"01Jan1917 0:00:00,000","01Feb2003 0:00:00,000",13.0,101.0,,"Islands Brygge 3-5, 2300 Denmark",55.66724179999999,12.5773125,1917-01-01,2003-02-01,1917.0,2003.0,2008.0,POINT (12.5773125 55.66724179999999)
283,339-1,Islev Apotek,7,Fortvej 5,2610.0,"01Mar2018 0:00:00,000",,1084.0,175.0,1084.0,"Fortvej 5, 2610 Denmark",55.695916000000004,12.458642999999999,2018-03-01,,2018.0,,2018.0,POINT (12.458643 55.695916)
285,115-2,Jelling Apotek,7,Gorms Torv 5,7300.0,"01Dec2016 0:00:00,000",,1083.0,630.0,1083.0,"Gorms Torv 5, 7300 Denmark",55.7559,9.4258,2016-12-01,,2016.0,,2016.0,POINT (9.425800000000001 55.7559)
287,285-3,Jernbane apoteket Perlegade,7,Perlegade 81,6400.0,"15Jul2019 0:00:00,000",,1083.0,540.0,1083.0,"Perlegade 81, 6400 Denmark",54.913531000000006,9.793924,2019-07-15,,2019.0,,2019.0,POINT (9.793924000000001 54.91353100000001)
288,169-1,Jernbaneapoteket,7,Sdr. stationsvej 28 K,4200.0,"01Mar2018 0:00:00,000",,1085.0,330.0,1085.0,"Sdr. stationsvej 28 K, 4200 Denmark",55.906646900000005,9.2568026,2018-03-01,,2018.0,,2018.0,POINT (9.2568026 55.90664690000001)
290,248-1,Juelsminde Apoteksfilial,7,Søgade 3,7130.0,"27May2015 0:00:00,000",,1082.0,766.0,1082.0,"Søgade 3, 7130 Denmark",55.715151,10.011049,2015-05-27,,2015.0,,2015.0,POINT (10.011049 55.715151)
291,116,Jyderup Apotek,6,Sølystvej 1,4450.0,01-01-1870 00:00,,1085.0,316.0,1085.0,"Sølystvej 1, 4450 Denmark",55.660084,11.395909,1870-01-01,,1870.0,,2008.0,POINT (11.395909 55.660084)
292,170-1,Jyllinge Apotek,7,Jyllinge Center 31,4040.0,"01Dec2001 0:00:00,000",,1085.0,265.0,1085.0,"Jyllinge Center 31, 4040 Denmark",55.753520900000005,12.108607899999999,2001-12-01,,2001.0,,2008.0,POINT (12.1086079 55.75352090000001)
294,130-1,Jægerspris Fasan Apotek,7,Hovedgaden 42B,3630.0,"09Apr2018 0:00:00,000",,1084.0,250.0,1084.0,"Hovedgaden 42B, 3630 Denmark",55.855225600000004,11.9862507,2018-04-09,,2018.0,,2018.0,POINT (11.9862507 55.8552256)
295,023,Kalundborg Svane Apotek,6,Elmegade 15,4400.0,01-01-1753 00:00,,1085.0,326.0,1085.0,"Elmegade 15, 4400 Denmark",55.678817,11.097264,1753-01-01,,1753.0,,2008.0,POINT (11.097264 55.678817)
296,067-1,Karise Apotek,7,Syrenvænget 20,4653.0,"01Jul2010 0:00:00,000",,1085.0,320.0,1085.0,"Syrenvænget 20, 4653 Denmark",55.303771,12.199332,2010-07-01,,2010.0,,2010.0,POINT (12.199332 55.303771)
298,210,Karup Apotek,6,Årestrupvej 15,7470.0,"01Jan1903 0:00:00,000","02Jan2006 0:00:00,000",76.0,769.0,,"Årestrupvej 15, 7470 Denmark",56.307126000000004,9.176554,1903-01-01,2006-01-02,1903.0,2006.0,2008.0,POINT (9.176553999999999 56.307126)
299,246-1,Karup Apotek,7,Herningvej 2,7470.0,"09Jan2006 0:00:00,000",,1082.0,791.0,1082.0,"Herningvej 2, 7470 Denmark",56.309049,9.165571,2006-01-09,,2006.0,,2008.0,POINT (9.165571 56.309049)
300,350,Kastrup Apotek,6,Skottegården 2,2770.0,"01Jan1950 0:00:00,000",,1084.0,185.0,1084.0,"Skottegården 2, 2770 Denmark",55.6377,12.635150999999999,1950-01-01,,1950.0,,2008.0,POINT (12.635151 55.6377)
301,306-2,Kennedy Apotek,7,J. F. Kennedy&#39;s Plads 1E st,9000.0,"01Nov2017 0:00:00,000",,1081.0,851.0,1081.0,"J. F. Kennedy&#39;s Plads 1E st, 9000 Denmark",57.048,9.9187,2017-11-01,,2017.0,,2017.0,POINT (9.918699999999999 57.048)
302,052,Kerteminde Apotek,6,Langegade 37,5300.0,01-01-1796 00:00,,1083.0,440.0,1083.0,"Langegade 37, 5300 Denmark",55.452690000000004,10.659383300000002,1796-01-01,,1796.0,,2008.0,POINT (10.6593833 55.45269)
303,078-A1,Kibæk Apoteksudsalg,8,Nr. Bredgade 11,6933.0,07.04.2009,,1082.0,657.0,1082.0,"Nr. Bredgade 11, 6933 Denmark",55.966313,9.3947484,2009-07-04,,2009.0,,2009.0,POINT (9.394748399999999 55.966313)
305,112,Kjellerup Apotek,6,Bryggerstræde 5,8620.0,01-01-1868 00:00,,1082.0,740.0,1082.0,"Bryggerstræde 5, 8620 Denmark",56.288676,9.431164,1868-01-01,,1868.0,,2008.0,POINT (9.431164000000001 56.288676)
306,077-1,Klosterparkens Apotek,7,Klosterparks Allé 10,4100.0,"01Sep2015 0:00:00,000",,1085.0,329.0,1085.0,"Klosterparks Allé 10, 4100 Denmark",55.453511999999996,11.788069,2015-09-01,,2015.0,,2015.0,POINT (11.788069 55.453512)
307,101,Kløver Apoteket Brædstrup,6,Søndergade 32,8740.0,01-01-1856 00:00,,1082.0,615.0,1082.0,"Søndergade 32, 8740 Denmark",55.969331000000004,9.611604,1856-01-01,,1856.0,,2008.0,POINT (9.611604 55.969331)
308,101-1,Kløver Apoteket Østbirk,7,H.C. Andersensvej 2A,8752.0,15.09.2018,,1082.0,615.0,1082.0,"H.C. Andersensvej 2A, 8752 Denmark",55.992684700000005,12.032415199999999,2018-09-15,,2018.0,,2018.0,POINT (12.0324152 55.99268470000001)
309,168,Koldby Apotek,6,Algade 18 D,7770.0,03-07-1877 00:00,"30Jun1999 0:00:00,000",76.0,,,"Algade 18 D, 7770 Denmark",55.2158579,8.8351129,1877-03-07,1999-06-30,1877.0,1999.0,2008.0,POINT (8.8351129 55.2158579)
310,005,Kolding Løve Apotek,6,"Sundhedshuset, Jernbanegade 26",6000.0,01-01-1753 00:00,,1083.0,621.0,1083.0,"Sundhedshuset, Jernbanegade 26, 6000 Denmark",55.4904,9.4722,1753-01-01,,1753.0,,2008.0,POINT (9.472200000000001 55.4904)
311,005-1,Kolding Løve Apotek - Storcenter,7,"Kolding Storcenter, Skovvangen 42",6000.0,"01Jul2015 0:00:00,000",,1083.0,621.0,1083.0,"Kolding Storcenter, Skovvangen 42, 6000 Denmark",55.4904,9.4722,2015-07-01,,2015.0,,2015.0,POINT (9.472200000000001 55.4904)
313,142,Kolding Svane Apotek,6,Låsbygade 2,6000.0,01-01-1885 00:00,"31Oct2000 0:00:00,000",60.0,,,"Låsbygade 2, 6000 Denmark",55.491761,9.47178,1885-01-01,2000-10-31,1885.0,2000.0,2008.0,POINT (9.471780000000001 55.491761)
314,070-1,Kolind Apotek,7,Drasbeksgade 16,8560.0,02.07.2008,,1082.0,706.0,1082.0,"Drasbeksgade 16, 8560 Denmark",56.362668000000006,10.588453,2008-02-07,,2008.0,,2008.0,POINT (10.588453 56.36266800000001)
315,323-4,Kongelundens Apotek,7,Kongelundsvej 364,2770.0,"06Dec2018 0:00:00,000",,1084.0,185.0,1084.0,"Kongelundsvej 364, 2770 Denmark",55.609878,12.584128,2018-12-06,,2018.0,,2018.0,POINT (12.584128 55.609878)
316,079-3,Kongevejens Apotek,7,Usserød Kongevej 65 B,2970.0,"09Nov2015 0:00:00,000",,1084.0,223.0,1084.0,"Usserød Kongevej 65 B, 2970 Denmark",55.896662199999994,12.4883435,2015-11-09,,2015.0,,2015.0,POINT (12.4883435 55.89666219999999)
318,043,Korsør Apotek,6,Algade 49,4220.0,01-01-1761 00:00,,1085.0,330.0,1085.0,"Algade 49, 4220 Denmark",55.32787020000001,11.139991499999999,1761-01-01,,1761.0,,2008.0,POINT (11.1399915 55.32787020000001)
319,357-2,Korup Apoteksfilial,7,Åbakkevej 67 D,5210.0,"01Oct2015 0:00:00,000",,1083.0,461.0,1083.0,"Åbakkevej 67 D, 5210 Denmark",55.419688,10.274135300000001,2015-10-01,,2015.0,,2015.0,POINT (10.2741353 55.419688)
321,060-4,Kridthøj Apotek filial af Skanderborg Apotek,7,Olaf Rudes Vej 22,8270.0,"02May2016 0:00:00,000",,1082.0,751.0,1082.0,"Olaf Rudes Vej 22, 8270 Denmark",56.117951,10.194858,2016-05-02,,2016.0,,2016.0,POINT (10.194858 56.117951)
323,011-1,Kristrup Løve Apotek,7,Valdemarsvej 1 ST,8960.0,"01Sep2015 0:00:00,000",,1082.0,730.0,1082.0,"Valdemarsvej 1 ST, 8960 Denmark",56.44703199999999,10.055193,2015-09-01,,2015.0,,2015.0,POINT (10.055193 56.44703199999999)
324,188-2,Kvægtorvets Apotek,7,Kvægtorvet 8,4700.0,"09Mar2020 0:00:00,000",,1085.0,370.0,,"Kvægtorvet 8, 4700 Denmark",55.23293,11.761211999999999,2020-03-09,,2020.0,,2020.0,POINT (11.761212 55.23293)
325,243,København Amagerbro Apotek,6,Reberbanegade 3,2300.0,"01Jan1913 0:00:00,000",,1084.0,101.0,1084.0,"Reberbanegade 3, 2300 Denmark",55.662829,12.603788,1913-01-01,,1913.0,,2008.0,POINT (12.603788 55.662829)
326,341,København Apoteket Rosen,6,Tuborgvej 269,2400.0,"01Jan1935 0:00:00,000",,1084.0,101.0,1084.0,"Tuborgvej 269, 2400 Denmark",55.71175,12.53244,1935-01-01,,1935.0,,2008.0,POINT (12.53244 55.71175)
329,242,København Apoteket Svalen,6,Nørrebrogade 224,2200.0,"01Jan1913 0:00:00,000",,1084.0,101.0,1084.0,"Nørrebrogade 224, 2200 Denmark",55.700139,12.540203,1913-01-01,,1913.0,,2008.0,POINT (12.540203 55.700139)
330,232,København Apoteket Trianglen,6,Ndr. Frihavnsgade 3,2100.0,"01Jan1909 0:00:00,000",,1084.0,101.0,1084.0,"Ndr. Frihavnsgade 3, 2100 Denmark",55.700024,12.578069000000001,1909-01-01,,1909.0,,2008.0,POINT (12.578069 55.700024)
331,193,København Brønshøj Apotek,6,Frederikssundsvej 121,2700.0,"01Jan1902 0:00:00,000","23Dec2004 0:00:00,000",13.0,101.0,,"Frederikssundsvej 121, 2700 Denmark",55.705118799999994,12.504322300000002,1902-01-01,2004-12-23,1902.0,2004.0,2008.0,POINT (12.5043223 55.70511879999999)
332,029,København Christianshavns Apotek,6,Torvegade 47,1400.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Torvegade 47, 1400 Denmark",55.672343999999995,12.591925999999999,1753-01-01,,1753.0,,2008.0,POINT (12.591926 55.672344)
333,139,København Delfin Apoteket,6,Nørre Farimagsgade 63,1364.0,01-01-1884 00:00,"31May2002 0:00:00,000",13.0,101.0,,"Nørre Farimagsgade 63, 1364 Denmark",55.685244,12.568321000000001,1884-01-01,2002-05-31,1884.0,2002.0,2008.0,POINT (12.568321 55.685244)
335,309,København Enghave Apotek,13,Enghave Plads 25,1670.0,"01Jan1922 0:00:00,000",,1084.0,101.0,1084.0,"Enghave Plads 25, 1670 Denmark",55.666132999999995,12.544116,1922-01-01,,1922.0,,2008.0,POINT (12.544116 55.66613299999999)
336,334,København Grøndalsapoteket,13,Godthåbsvej 187A,2720.0,"01Jan1935 0:00:00,000",,1084.0,101.0,1084.0,"Godthåbsvej 187A, 2720 Denmark",55.6908748,12.5159263,1935-01-01,,1935.0,,2008.0,POINT (12.5159263 55.6908748)
338,341-2,København Hamlets Apotek,7,Hamletsgade 2,2200.0,"01Jun2009 0:00:00,000",,1084.0,101.0,1084.0,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,2009-06-01,,2009.0,,2009.0,POINT (12.547708 55.703088)
339,308,København Holmbladsgades Apotek,6,Holmbladsgade 20,2300.0,"01Jan1922 0:00:00,000","28Feb2003 0:00:00,000",13.0,101.0,,"Holmbladsgade 20, 2300 Denmark",55.6645,12.604102000000001,1922-01-01,2003-02-28,1922.0,2003.0,2008.0,POINT (12.604102 55.6645)
340,322,København Husum Apotek,6,Frederikssundsvej 320,2700.0,"01Jan1929 0:00:00,000",,1084.0,101.0,1084.0,"Frederikssundsvej 320, 2700 Denmark",55.711998,12.47255,1929-01-01,,1929.0,,2008.0,POINT (12.47255 55.711998)
341,029-1,København Islands Brygge Apotek,7,Islands Brygge 3-5,2300.0,"01Feb2003 0:00:00,000",,1084.0,101.0,1084.0,"Islands Brygge 3-5, 2300 Denmark",55.66724179999999,12.5773125,2003-02-01,,2003.0,,2008.0,POINT (12.5773125 55.66724179999999)
342,021,København Kongelig Hof Apotek,6,Store Kongensgade 45,1264.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Store Kongensgade 45, 1264 Denmark",55.683268999999996,12.586637,1753-01-01,,1753.0,,2008.0,POINT (12.586637 55.683269)
343,338,København Linde Apoteket,6,Frederikssundsvej 152,2700.0,"01Jan1937 0:00:00,000",,1084.0,101.0,1084.0,"Frederikssundsvej 152, 2700 Denmark",55.704659,12.500086999999999,1937-01-01,,1937.0,,2008.0,POINT (12.500087 55.704659)
344,090,København Nørrebro Apotek,6,Nørrebrogade 8,2200.0,01-01-1843 00:00,,1084.0,101.0,1084.0,"Nørrebrogade 8, 2200 Denmark",55.687462,12.562330000000001,1843-01-01,,1843.0,,2008.0,POINT (12.56233 55.687462)
346,134,København Sct. Stefans Apotek,13,Nørrebrogade 140,2200.0,01-01-1881 00:00,,1084.0,101.0,1084.0,"Nørrebrogade 140, 2200 Denmark",55.694694999999996,12.548836,1881-01-01,,1881.0,,2008.0,POINT (12.548836 55.694695)
347,183,København Steno Apotek,6,Vesterbrogade 6 C,1620.0,"01Jan1900 0:00:00,000",,1084.0,101.0,1084.0,"Vesterbrogade 6 C, 1620 Denmark",55.6726625,12.5501706,1900-01-01,,1900.0,,2008.0,POINT (12.5501706 55.6726625)
348,332,København Sydhavnsapoteket,13,Borgbjergsvej 15,2450.0,"01Jan1933 0:00:00,000",,1084.0,101.0,1084.0,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,,1933.0,,2008.0,POINT (12.537598 55.651462)
349,199,København Sønderbro Apotek,6,Amagerbrogade 158,2300.0,"01Jan1902 0:00:00,000",,1084.0,101.0,1084.0,"Amagerbrogade 158, 2300 Denmark",55.654731000000005,12.610199,1902-01-01,,1902.0,,2008.0,POINT (12.610199 55.65473100000001)
350,318,København Trekroner Apotek,6,Vigerslev Allé 38,2500.0,"01Jan1925 0:00:00,000",,1084.0,101.0,1084.0,"Vigerslev Allé 38, 2500 Denmark",55.66188399999999,12.518641,1925-01-01,,1925.0,,2008.0,POINT (12.518641 55.66188399999999)
351,031,København Vaisenhus Apotek,13,Landemærket 3-5,1119.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,,1753.0,,2008.0,POINT (12.5776629 55.6827864)
352,197,København Valby Apotek,6,Valby Langgade 49,2500.0,"01Jan1902 0:00:00,000",,1084.0,101.0,1084.0,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,,1902.0,,2008.0,POINT (12.516945 55.666526)
353,202,København Øresunds Apotek,6,Østerbrogade 151,2100.0,"01Jan1902 0:00:00,000",,1084.0,101.0,1084.0,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,,1902.0,,2008.0,POINT (12.577286 55.714092)
354,320,København Østerbro Apotek,13,Østerbrogade 101,2100.0,"01Jan1929 0:00:00,000",,1084.0,101.0,1084.0,"Østerbrogade 101, 2100 Denmark",55.70943199999999,12.577196,1929-01-01,,1929.0,,2008.0,POINT (12.577196 55.70943199999999)
355,368,Køge Boholte Apotek,6,Marksvinget 31,4600.0,"01Jan1999 0:00:00,000",,1085.0,259.0,1085.0,"Marksvinget 31, 4600 Denmark",55.4481913,12.1602655,1999-01-01,,1999.0,,2008.0,POINT (12.1602655 55.4481913)
356,014-2,Køge Stations Apotek,7,Rådhusstræde 10G - Overfor Køge S-station,4600.0,"14Jun2018 0:00:00,000",,1085.0,259.0,1085.0,"Rådhusstræde 10G - Overfor Køge S-station, 4600 Denmark",55.458,12.1821,2018-06-14,,2018.0,,2018.0,POINT (12.1821 55.458)
357,014,Køge Torvets Apotek,6,Brogade 1,4600.0,19.11.1979,,1085.0,259.0,1085.0,"Brogade 1, 4600 Denmark",55.454688600000004,12.181511500000001,1979-11-19,,1979.0,,2008.0,POINT (12.1815115 55.4546886)
359,170-5,Køgevejens Apotek,7,Roskildevænget 2B,4000.0,"01Apr2020 0:00:00,000",,1085.0,265.0,1085.0,"Roskildevænget 2B, 4000 Denmark",55.627363,12.09159,2020-04-01,,2020.0,,2020.0,POINT (12.09159 55.627363)
360,152,Langeskov Apotek,6,Langeskov Centret 27,5550.0,01-01-1891 00:00,,1083.0,440.0,1083.0,"Langeskov Centret 27, 5550 Denmark",55.360558999999995,10.587606,1891-01-01,,1891.0,,2008.0,POINT (10.587606 55.36055899999999)
362,274-2,Langå Apotek,7,Bredgade 18,8870.0,"01Jun2017 0:00:00,000",,1082.0,730.0,1082.0,"Bredgade 18, 8870 Denmark",56.390427,9.895125,2017-06-01,,2017.0,,2017.0,POINT (9.895125 56.390427)
364,064,Lemvig Apotek,6,Vasen 6,7620.0,01-01-1813 00:00,,1082.0,665.0,1082.0,"Vasen 6, 7620 Denmark",56.549513,8.310131,1813-01-01,,1813.0,,2008.0,POINT (8.310131 56.549513)
365,060-5,Lillesø Apotek,7,Adelgade 27,8660.0,"01Jan2020 0:00:00,000",,1082.0,746.0,1082.0,"Adelgade 27, 8660 Denmark",56.030857,9.933044,2020-01-01,,2020.0,,2020.0,POINT (9.933044000000001 56.030857)
366,092-1,Lindholm Apotek,7,Lindholm Nærbanevej 1D,9400.0,"01Jul2015 0:00:00,000",,1081.0,851.0,1081.0,"Lindholm Nærbanevej 1D, 9400 Denmark",57.067077299999994,9.903339599999999,2015-07-01,,2015.0,,2015.0,POINT (9.903339599999999 57.06707729999999)
369,350-2,Lufthavns Apotek København,7,Lufthavnsboulevarden 6 T2-ST-386,2770.0,"01Nov2019 0:00:00,000",,1084.0,185.0,1084.0,"Lufthavnsboulevarden 6 T2-ST-386, 2770 Denmark",55.6352,12.6489,2019-11-01,,2019.0,,2019.0,POINT (12.6489 55.6352)
370,032-1,Lundby Apotek,7,Lundby Hovedgade 90,4750.0,01.10.2016,,1085.0,390.0,1085.0,"Lundby Hovedgade 90, 4750 Denmark",55.109002000000004,11.876402,2016-01-10,,2016.0,,2016.0,POINT (11.876402 55.109002)
371,286-3,Lunderskov Apotek,7,Iver Dahlsvej 4,6640.0,"26Nov2018 0:00:00,000",,1083.0,621.0,1083.0,"Iver Dahlsvej 4, 6640 Denmark",55.480185,9.29867,2018-11-26,,2018.0,,2018.0,POINT (9.29867 55.480185)
374,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800.0,11.04.2016,,1084.0,173.0,1084.0,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108000000001,2016-11-04,,2016.0,,2016.0,POINT (12.503108 55.768562)
375,342-1,Lyngby Storcenter Apotek,7,"Lyngby Storcenter nr. 1, st., dør 1",2800.0,"11Apr2016 0:00:00,000",,1084.0,173.0,1084.0,"Lyngby Storcenter nr. 1, st., dør 1, 2800 Denmark",55.7704,12.5038,2016-04-11,,2016.0,,2016.0,POINT (12.5038 55.7704)
376,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800.0,01-01-1806 00:00,,1084.0,173.0,1084.0,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,,1806.0,,2008.0,POINT (12.502527 55.771531)
377,278-1,Lynge Apotek,7,Lynge Bytorv 5,3540.0,"04Dec2017 0:00:00,000",,1084.0,201.0,1084.0,"Lynge Bytorv 5, 3540 Denmark",55.838075,12.277802000000001,2017-12-04,,2017.0,,2017.0,POINT (12.277802 55.838075)
379,178-1,Lystrup Apotek,7,Lystrup Centervej 85,8520.0,"03Dec2001 0:00:00,000",,1082.0,751.0,1082.0,"Lystrup Centervej 85, 8520 Denmark",56.237686,10.234262,2001-12-03,,2001.0,,2008.0,POINT (10.234262 56.237686)
381,181-2,Løgstør Apotek,7,Østerbrogade 1 B,9670.0,"01May2018 0:00:00,000",,1081.0,820.0,1081.0,"Østerbrogade 1 B, 9670 Denmark",56.967231000000005,9.252521,2018-05-01,,2018.0,,2018.0,POINT (9.252521 56.96723100000001)
382,104-2,Løgten Apotek,7,Bytorvet 1 A,8541.0,"21Sep2015 0:00:00,000",,1082.0,751.0,1082.0,"Bytorvet 1 A, 8541 Denmark",56.27654029999999,10.315941800000001,2015-09-21,,2015.0,,2015.0,POINT (10.3159418 56.27654029999999)
385,302-1,Løgumkloster Apotek,7,Østergade 5B,6240.0,"01Jul2010 0:00:00,000",,1083.0,550.0,1083.0,"Østergade 5B, 6240 Denmark",55.05874,8.9538,2010-07-01,,2010.0,,2010.0,POINT (8.953799999999999 55.05874)
387,105-4,Løkken Apotek,7,Jyllandsgade 13,9480.0,01.09.2013,,1081.0,860.0,1081.0,"Jyllandsgade 13, 9480 Denmark",57.368501,9.712002,2013-01-09,,2013.0,,2013.0,POINT (9.712002 57.368501)
388,018-3,Løve Apotek Maribo,7,Lollands Centret 36,4930.0,"04Aug2017 0:00:00,000",,1085.0,360.0,1085.0,"Lollands Centret 36, 4930 Denmark",54.773977,11.50583,2017-08-04,,2017.0,,2017.0,POINT (11.50583 54.773977)
389,018,Løve Apotek Nykøbing F.,6,Langgade 5,4800.0,01-01-1753 00:00,,1085.0,376.0,1085.0,"Langgade 5, 4800 Denmark",54.767340000000004,11.867125999999999,1753-01-01,,1753.0,,2008.0,POINT (11.867126 54.76734)
390,018-1,Løve Apotek Nysted,7,Adelgade 13,4880.0,"01Jul2013 0:00:00,000",,1085.0,376.0,1085.0,"Adelgade 13, 4880 Denmark",54.668997,11.728762,2013-07-01,,2013.0,,2013.0,POINT (11.728762 54.668997)
391,018-2,Løve Apotek Østerbro,7,Vendsysselvej 5 B,4800.0,"16Nov2015 0:00:00,000",,1085.0,376.0,1085.0,"Vendsysselvej 5 B, 4800 Denmark",54.754489899999996,11.8895495,2015-11-16,,2015.0,,2015.0,POINT (11.8895495 54.7544899)
392,015-1,Løve Apoteket Centrum,7,Jyllandsgade 23,7000.0,01-01-1753 00:00,,1083.0,607.0,1083.0,"Jyllandsgade 23, 7000 Denmark",55.565725,9.75506,1753-01-01,,1753.0,,2008.0,POINT (9.75506 55.565725)
393,015,Løve Apoteket Lillebælt Løvbjerg,6,Strevelinsvej 11,7000.0,"01Feb2016 0:00:00,000",,1083.0,607.0,1083.0,"Strevelinsvej 11, 7000 Denmark",55.535377000000004,9.717685000000001,2016-02-01,,2016.0,,2016.0,POINT (9.717685000000001 55.535377)
394,035-2,Løve Apoteket Svendborg Øst,7,Møllergade 92,5700.0,"01Dec2017 0:00:00,000",,1083.0,479.0,1083.0,"Møllergade 92, 5700 Denmark",55.063874,10.613521,2017-12-01,,2017.0,,2017.0,POINT (10.613521 55.063874)
395,005-2,Løve Apoteket Vonsildvej,7,Vonsildvej 1 G,6000.0,"01Sep2018 0:00:00,000",,1083.0,621.0,1083.0,"Vonsildvej 1 G, 6000 Denmark",55.4572649,9.475753300000001,2018-09-01,,2018.0,,2018.0,POINT (9.475753300000001 55.4572649)
397,096-2,Malling Apotek,7,Stationspladsen 5G,8340.0,"01Oct2017 0:00:00,000",,1082.0,751.0,1082.0,"Stationspladsen 5G, 8340 Denmark",56.037668999999994,10.19154,2017-10-01,,2017.0,,2017.0,POINT (10.19154 56.03766899999999)
399,218-1,Mariager Apotek,7,Østergade 10,9550.0,12.10.2007,,1081.0,846.0,1081.0,"Østergade 10, 9550 Denmark",56.651483999999996,9.983627,2007-12-10,,2007.0,,2008.0,POINT (9.983627 56.651484)
400,025,Maribo Apotek,6,Vestergade 1,4930.0,01-01-1753 00:00,,1085.0,360.0,1085.0,"Vestergade 1, 4930 Denmark",54.774378000000006,11.500548,1753-01-01,,1753.0,,2008.0,POINT (11.500548 54.77437800000001)
401,025-1,Maribo Torvegades Apotek,7,Torvegade 9,4930.0,"01Mar2018 0:00:00,000",,1085.0,360.0,1085.0,"Torvegade 9, 4930 Denmark",54.7736,11.505733,2018-03-01,,2018.0,,2018.0,POINT (11.505733 54.7736)
402,302-3,Marsk Apoteket,7,Plantagevej 38,6270.0,"03Oct2016 0:00:00,000",,1083.0,550.0,1083.0,"Plantagevej 38, 6270 Denmark",54.939099,8.855148,2016-10-03,,2016.0,,2016.0,POINT (8.855148 54.939099)
