,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry
143,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850.0,01-01-1867 00:00,,1084.0,147.0,1084.0,"Gammel Kongevej 162, 1850 Denmark",55.67595849999999,12.5433837,1867-01-01,,1867.0,,2008.0,POINT (12.5433837 55.67595849999999)
144,310,Frederiksberg Apoteket Bjørnen,6,Nordens Plads 16,2000.0,"01Nov1977 0:00:00,000","31May2004 0:00:00,000",14.0,147.0,,"Nordens Plads 16, 2000 Denmark",55.6722691,12.500962199999998,1977-11-01,2004-05-31,1977.0,2004.0,2008.0,POINT (12.5009622 55.6722691)
145,184,Frederiksberg Apoteket Godthåb,6,Godthåbsvej 4,2000.0,"12Nov1901 0:00:00,000",,1084.0,147.0,1084.0,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,,1901.0,,2008.0,POINT (12.538161 55.685538)
146,327,Frederiksberg Dalgas Boulevard Apotek,6,Dalgas Boulevard 91,2000.0,01.03.1994,,1084.0,147.0,1084.0,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563000000001,1994-01-03,,1994.0,,2008.0,POINT (12.510563 55.681633)
147,222,Frederiksberg Fasan Apotek,6,Godthåbsvej 58,2000.0,"01Jan1907 0:00:00,000","23Dec2004 0:00:00,000",14.0,147.0,,"Godthåbsvej 58, 2000 Denmark",55.687515000000005,12.529509,1907-01-01,2004-12-23,1907.0,2004.0,2008.0,POINT (12.529509 55.687515)
148,262,Frederiksberg Gl. Kongevej Apotek,13,Gammel Kongevej 76,1850.0,"01Jan1916 0:00:00,000",,1084.0,147.0,1084.0,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,,1916.0,,2008.0,POINT (12.551359 55.674336)
149,334-1,Frederiksberg Løve Apotek,7,Falkoner Alle 88,2000.0,"22Nov2018 0:00:00,000",,1084.0,147.0,1084.0,"Falkoner Alle 88, 2000 Denmark",55.685481,12.539029,2018-11-22,,2018.0,,2018.0,POINT (12.539029 55.685481)
150,185,Frederiksberg Smallegades Apotek,6,Smallegade 46,2000.0,"01Jan1900 0:00:00,000",,1084.0,147.0,1084.0,"Smallegade 46, 2000 Denmark",55.67967900000001,12.523738999999999,1900-01-01,,1900.0,,2008.0,POINT (12.523739 55.67967900000001)
151,066,Frederikshavn Løve Apotek,6,Hangaardsvej 7,9900.0,01-01-1810 00:00,,1081.0,813.0,1081.0,"Hangaardsvej 7, 9900 Denmark",57.43871600000001,10.534169,1810-01-01,,1810.0,,2008.0,POINT (10.534169 57.43871600000001)
152,313,Frederikshavn Svane Apotek,6,Søndergade 1,9900.0,"01Jan1923 0:00:00,000",,1081.0,813.0,1081.0,"Søndergade 1, 9900 Denmark",57.4269495,10.519816,1923-01-01,,1923.0,,2008.0,POINT (10.519816 57.4269495)
153,068,Frederikssund Apotek,6,"Nygade 1, 1. sal 18",3600.0,01-01-1815 00:00,,1084.0,250.0,1084.0,"Nygade 1, 1. sal 18, 3600 Denmark",55.836515000000006,12.06505,1815-01-01,,1815.0,,2008.0,POINT (12.06505 55.83651500000001)
154,080,Frederiksværk Apotek,6,Nørregade 4,3300.0,11-12-1857 00:00,,1084.0,260.0,1084.0,"Nørregade 4, 3300 Denmark",55.973217000000005,12.021654,1857-11-12,,1857.0,,2008.0,POINT (12.021654 55.97321700000001)
155,355,Friheden Apotek,6,Strandmarksvej 20,2650.0,"01Jan1958 0:00:00,000",,1084.0,167.0,1084.0,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661000000001,1958-01-01,,1958.0,,2008.0,POINT (12.484661 55.626891)
157,137-1,Fuglebjerg Apotek,7,Byagervej 6 A,4250.0,"01Aug2007 0:00:00,000",,1085.0,370.0,1085.0,"Byagervej 6 A, 4250 Denmark",55.3016809,11.5476596,2007-08-01,,2007.0,,2008.0,POINT (11.5476596 55.3016809)
158,034,Faaborg Løve Apotek,6,Herregårdscentret 6,5600.0,01-01-1753 00:00,,1083.0,430.0,1083.0,"Herregårdscentret 6, 5600 Denmark",55.100625,10.240043,1753-01-01,,1753.0,,2008.0,POINT (10.240043 55.100625)
159,129,Galten Apotek,13,Torvet 3,8464.0,01-01-1876 00:00,,1082.0,746.0,1082.0,"Torvet 3, 8464 Denmark",56.155131999999995,9.90418,1876-01-01,,1876.0,,2008.0,POINT (9.90418 56.15513199999999)
160,215,Gentofte Apotek,13,Gentoftegade 35,2820.0,"01Jan1904 0:00:00,000",,1084.0,157.0,1084.0,"Gentoftegade 35, 2820 Denmark",55.74736899999999,12.541228,1904-01-01,,1904.0,,2008.0,POINT (12.541228 55.74736899999999)
161,113,Gilleleje Apotek,6,Vesterbrogade 6 B,3250.0,01-01-1869 00:00,,1084.0,270.0,1084.0,"Vesterbrogade 6 B, 3250 Denmark",56.1256179,12.3056349,1869-01-01,,1869.0,,2008.0,POINT (12.3056349 56.1256179)
162,115,Give Apotek,6,Østergade 8-14,7323.0,01-01-1869 00:00,,1083.0,630.0,1083.0,"Østergade 8-14, 7323 Denmark",55.8463179,9.2395159,1869-01-01,,1869.0,,2008.0,POINT (9.239515900000001 55.8463179)
163,024-2,Glamsbjerg Apotek,7,Søndergade 70,5620.0,"01May2017 0:00:00,000",,1083.0,420.0,1083.0,"Søndergade 70, 5620 Denmark",55.273573999999996,10.107258999999999,2017-05-01,,2017.0,,2017.0,POINT (10.107259 55.273574)
165,076-A1,Glarbjerg Apoteksudsalg,8,Glarbjergvej 85,8900.0,01.01.2000,"30Nov2004 0:00:00,000",70.0,731.0,,"Glarbjergvej 85, 8900 Denmark",56.4801818,10.0406096,2000-01-01,2004-11-30,2000.0,2004.0,2008.0,POINT (10.0406096 56.4801818)
166,274-A3,Glarbjerg Apoteksudsalg,8,Glarbjergvej 85,8900.0,"01Dec2004 0:00:00,000",,1082.0,730.0,1082.0,"Glarbjergvej 85, 8900 Denmark",56.4801818,10.0406096,2004-12-01,,2004.0,,2008.0,POINT (10.0406096 56.4801818)
167,109,Glostrup Apotek,6,Hovedvejen 101,2600.0,01-01-1863 00:00,,1084.0,161.0,1084.0,"Hovedvejen 101, 2600 Denmark",55.66565799999999,12.396538,1863-01-01,,1863.0,,2008.0,POINT (12.396538 55.66565799999999)
168,137,Glumsø Apotek,13,Østergade 8,4171.0,01-01-1883 00:00,,1085.0,370.0,1085.0,"Østergade 8, 4171 Denmark",55.352931000000005,11.692252,1883-01-01,,1883.0,,2008.0,POINT (11.692252 55.35293100000001)
170,286-1,Gram Apotek,7,Torvet 4,6510.0,25.02.2015,,1083.0,510.0,1083.0,"Torvet 4, 6510 Denmark",55.288534,9.048805,2015-02-25,,2015.0,,2015.0,POINT (9.048805 55.288534)
172,037,Grenaa Apotek,6,Kannikegade 12,8500.0,01-01-1753 00:00,,1082.0,707.0,1082.0,"Kannikegade 12, 8500 Denmark",56.412169999999996,10.876357,1753-01-01,,1753.0,,2008.0,POINT (10.876357 56.41217)
173,370,Greve Apotek,6,Greve Midtby Center 14 B,2670.0,"27Jun2005 0:00:00,000",,1085.0,253.0,1085.0,"Greve Midtby Center 14 B, 2670 Denmark",55.582250300000005,12.2952687,2005-06-27,,2005.0,,2008.0,POINT (12.2952687 55.58225030000001)
174,365-22,Greve Apotek (gl),7,Greve Midtby Center 6 E,2670.0,01.01.1991,"26Jun2005 0:00:00,000",25.0,253.0,,"Greve Midtby Center 6 E, 2670 Denmark",55.582250300000005,12.2952687,1991-01-01,2005-06-26,1991.0,2005.0,2008.0,POINT (12.2952687 55.58225030000001)
175,088,Grindsted Apotek,6,Borgergade 29,7200.0,01-01-1842 00:00,,1083.0,530.0,1083.0,"Borgergade 29, 7200 Denmark",55.756261,8.931128,1842-01-01,,1842.0,,2008.0,POINT (8.931127999999999 55.756261)
176,088-2,Grindsted Lyng Apotek,7,Vestergade 34,7200.0,"01Nov2019 0:00:00,000",,1083.0,530.0,1083.0,"Vestergade 34, 7200 Denmark",55.759238,8.922282000000001,2019-11-01,,2019.0,,2019.0,POINT (8.922282000000001 55.759238)
177,113-A1,Græsted Apoteksudsalg,8,Græsted Hovedgade 8,3230.0,01.01.1992,,1084.0,270.0,1084.0,"Græsted Hovedgade 8, 3230 Denmark",56.065274699999996,12.2845507,1992-01-01,,1992.0,,2008.0,POINT (12.2845507 56.0652747)
178,289,Gråsten Apotek,6,Sundsnæs 13,6300.0,01-01-1828 00:00,,1083.0,540.0,1083.0,"Sundsnæs 13, 6300 Denmark",54.91085699999999,9.588866000000001,1828-01-01,,1828.0,,2008.0,POINT (9.588866000000001 54.91085699999999)
180,298-1-A1,Guderup Apoteksudsalg,8,"Mosevej 1, Guderup",6430.0,"01Feb2014 0:00:00,000",,1083.0,540.0,1083.0,"Mosevej 1, Guderup, 6430 Denmark",54.9912743,9.8681259,2014-02-01,,2014.0,,2014.0,POINT (9.868125900000001 54.9912743)
181,136-1,Guldborgsund Svane Apotek,7,"Guldborgsundcentret 23, Sundby",4800.0,"01Jun2020 0:00:00,000",,1085.0,376.0,1085.0,"Guldborgsundcentret 23, Sundby, 4800 Denmark",54.76590229999999,11.8469168,2020-06-01,,2020.0,,2020.0,POINT (11.8469168 54.76590229999999)
182,323-2,Gyldenrisparkens Apotek,7,Amagerbrogade 264,2300.0,"01Sep2015 0:00:00,000",,1084.0,101.0,1084.0,"Amagerbrogade 264, 2300 Denmark",55.642543999999994,12.615791999999999,2015-09-01,,2015.0,,2015.0,POINT (12.615792 55.64254399999999)
183,254-1,Gørlev Apotek,7,Algade 29,4281.0,01.01.1991,,1085.0,326.0,1085.0,"Algade 29, 4281 Denmark",55.539443999999996,11.226409,1991-01-01,,1991.0,,2008.0,POINT (11.226409 55.539444)
184,291,Haderslev Hjorte Apotek,6,Bispebroen 2 A,6100.0,01-01-1753 00:00,,1083.0,510.0,1083.0,"Bispebroen 2 A, 6100 Denmark",55.25049,9.4842702,1753-01-01,,1753.0,,2008.0,POINT (9.484270199999999 55.25049)
185,047-2,Haderslev Krone Apotek,7,Bredgade 12,6100.0,"29Aug2019 0:00:00,000",,1083.0,510.0,1083.0,"Bredgade 12, 6100 Denmark",55.254849,9.48258,2019-08-29,,2019.0,,2019.0,POINT (9.48258 55.254849)
186,292,Haderslev Løve Apotek,13,Jomfrustien 40,6100.0,01-01-1802 00:00,,1083.0,510.0,1083.0,"Jomfrustien 40, 6100 Denmark",55.25056800000001,9.496685000000001,1802-01-01,,1802.0,,2008.0,POINT (9.496685000000001 55.25056800000001)
187,164,Hadsten Apotek,6,Vesselbjergvej 8,8370.0,01-01-1896 00:00,,1082.0,710.0,1082.0,"Vesselbjergvej 8, 8370 Denmark",56.32823199999999,10.047822,1896-01-01,,1896.0,,2008.0,POINT (10.047822 56.32823199999999)
189,218,Hadsund Apotek,6,Storegade 23-25,9560.0,"01Jan1905 0:00:00,000",,1081.0,846.0,1081.0,"Storegade 23-25, 9560 Denmark",56.7153131,10.1131185,1905-01-01,,1905.0,,2008.0,POINT (10.1131185 56.7153131)
190,144-1,Hals Apotek,7,Havnegade 7A,9370.0,"01Feb2006 0:00:00,000",,1081.0,851.0,1081.0,"Havnegade 7A, 9370 Denmark",56.993303000000004,10.307272,2006-02-01,,2006.0,,2008.0,POINT (10.307272 56.993303)
191,245,Hals Apotek,6,Havnegade 4,9370.0,"01Jan1903 0:00:00,000","01Feb2006 0:00:00,000",80.0,817.0,,"Havnegade 4, 9370 Denmark",56.993865,10.307159,1903-01-01,2006-02-01,1903.0,2006.0,2008.0,POINT (10.307159 56.993865)
192,087,Hammel Frijsenborg Apotek,13,Østergade 1,8450.0,01-01-1841 00:00,,1082.0,710.0,1082.0,"Østergade 1, 8450 Denmark",56.257283799999996,9.868662400000002,1841-01-01,,1841.0,,2008.0,POINT (9.868662400000002 56.2572838)
193,131-1,Hammershøj Apotek,7,Randersvej 8,8830.0,01.01.1992,,1082.0,791.0,1082.0,"Randersvej 8, 8830 Denmark",56.499378,9.751857000000001,1992-01-01,,1992.0,,2008.0,POINT (9.751857000000001 56.499378)
194,247-A1,Hanstholm Apoteksudsalg,8,Bytorvet 20,7730.0,01.01.1992,,1081.0,787.0,1081.0,"Bytorvet 20, 7730 Denmark",57.112953000000005,8.606767,1992-01-01,,1992.0,,2008.0,POINT (8.606767 57.112953)
195,129-1,Harlev Apotek,7,Gl. Stillingvej 427,8462.0,"01Sep2015 0:00:00,000",,1082.0,746.0,1082.0,"Gl. Stillingvej 427, 8462 Denmark",56.35,10.05,2015-09-01,,2015.0,,2015.0,POINT (10.05 56.35)
197,337-1,Hasle Apotek,7,"Hasle Torv, Viborgvej 150",8210.0,"16Nov2015 0:00:00,000",,1082.0,751.0,1082.0,"Hasle Torv, Viborgvej 150, 8210 Denmark",56.1663,10.1987,2015-11-16,,2015.0,,2015.0,POINT (10.1987 56.1663)
199,100,Haslev Apotek,6,Jernbanegade 11,4690.0,01-01-1856 00:00,,1085.0,320.0,1085.0,"Jernbanegade 11, 4690 Denmark",55.328899,11.963527000000001,1856-01-01,,1856.0,,2008.0,POINT (11.963527 55.328899)
200,255-1,Hasseris Apotek,7,Hasseris Bymidte 9,9000.0,"01Sep2015 0:00:00,000",,1081.0,851.0,1081.0,"Hasseris Bymidte 9, 9000 Denmark",57.036292,9.883598,2015-09-01,,2015.0,,2015.0,POINT (9.883597999999999 57.036292)
202,221,Havdrup Apotek,6,"Skovvej 5, Postboks 10",4622.0,"01Jan1907 0:00:00,000","27Jun2005 0:00:00,000",25.0,269.0,,"Skovvej 5, Postboks 10, 4622 Denmark",55.544375,12.114902,1907-01-01,2005-06-27,1907.0,2005.0,2008.0,POINT (12.114902 55.544375)
203,370-1,Havdrup Apotek,7,Møllemarken 8,4622.0,"27Jun2005 0:00:00,000",,1085.0,269.0,1085.0,"Møllemarken 8, 4622 Denmark",55.543764,12.115263,2005-06-27,,2005.0,,2008.0,POINT (12.115263 55.543764)
204,156-3,Havne Apoteket,7,Windfeld Hansensgade 2,7100.0,"01Sep2016 0:00:00,000",,1083.0,630.0,1083.0,"Windfeld Hansensgade 2, 7100 Denmark",55.7093,9.5357,2016-09-01,,2016.0,,2016.0,POINT (9.5357 55.7093)
205,225-3,Hedegårdens Apotek,7,Hedeparken 9,2750.0,"20Jun2016 0:00:00,000",,1084.0,151.0,1084.0,"Hedeparken 9, 2750 Denmark",55.719145999999995,12.357151,2016-06-20,,2016.0,,2016.0,POINT (12.357151 55.71914599999999)
207,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640.0,01.01.1992,,1084.0,169.0,1084.0,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,1992-01-01,,1992.0,,2008.0,POINT (12.200141 55.649489)
208,248,Hedensted Apotek,6,Bytorvet 21 B,8722.0,"01Jan1914 0:00:00,000",,1082.0,766.0,1082.0,"Bytorvet 21 B, 8722 Denmark",55.7685767,9.6999617,1914-01-01,,1914.0,,2008.0,POINT (9.699961699999999 55.7685767)
209,182,Hellerup Apotek,13,Strandvejen 165,2900.0,"01Jan1900 0:00:00,000",,1084.0,157.0,1084.0,"Strandvejen 165, 2900 Denmark",55.73249499999999,12.575353,1900-01-01,,1900.0,,2008.0,POINT (12.575353 55.73249499999999)
210,330,Hellerup Øregård Apotek,6,Strandvejen 203,2900.0,"01Jan1932 0:00:00,000","31Oct2003 0:00:00,000",15.0,157.0,,"Strandvejen 203, 2900 Denmark",55.737368999999994,12.575312,1932-01-01,2003-10-31,1932.0,2003.0,2008.0,POINT (12.575312 55.73736899999999)
211,191,Helsinge Apotek,6,Østergade 35,3200.0,"01Jan1901 0:00:00,000",,1084.0,270.0,1084.0,"Østergade 35, 3200 Denmark",56.02399770000001,12.2077328,1901-01-01,,1901.0,,2008.0,POINT (12.2077328 56.02399770000001)
212,364,Helsingør Axeltorvs Apotek,6,Groskenstræde 2 A,3000.0,"01Jan1968 0:00:00,000",,1084.0,217.0,1084.0,"Groskenstræde 2 A, 3000 Denmark",56.036746400000006,12.6107202,1968-01-01,,1968.0,,2008.0,POINT (12.6107202 56.03674640000001)
213,238,Helsingør Stengades Apotek,6,Stengade 46,3000.0,"01Jan1912 0:00:00,000",,1084.0,217.0,1084.0,"Stengade 46, 3000 Denmark",56.03519,12.6142515,1912-01-01,,1912.0,,2008.0,POINT (12.6142515 56.03519)
214,368-2,Herfølge Apotek,7,Vordingborgvej 106,4681.0,"01Feb2017 0:00:00,000",,1085.0,259.0,1085.0,"Vordingborgvej 106, 4681 Denmark",55.4283912,12.153198800000002,2017-02-01,,2017.0,,2017.0,POINT (12.1531988 55.4283912)
216,351,Herlev Apotek,6,Herlev Torv 13,2730.0,"01Jan1951 0:00:00,000",,1084.0,163.0,1084.0,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951.0,,2008.0,POINT (12.438964 55.724141)
217,078,Herning Løve Apotek,6,Bredgade 45,7400.0,01-01-1832 00:00,,1082.0,657.0,1082.0,"Bredgade 45, 7400 Denmark",56.136106999999996,8.969861,1832-01-01,,1832.0,,2008.0,POINT (8.969861 56.136107)
218,281,Herning Østergades Apotek,6,Østergade 5,7400.0,"15Sep1920 0:00:00,000",,1082.0,657.0,1082.0,"Østergade 5, 7400 Denmark",56.136348,8.976014,1920-09-15,,1920.0,,2008.0,POINT (8.976013999999999 56.136348)
219,035-1,Hesselager Apotek,7,Langgade 5,5874.0,"01Jun2012 0:00:00,000",,1083.0,479.0,1083.0,"Langgade 5, 5874 Denmark",55.170855,10.734611,2012-06-01,,2012.0,,2012.0,POINT (10.734611 55.170855)
221,044,Hillerød Frederiksborg Apotek,6,Slotsgade 26,3400.0,01-01-1792 00:00,,1084.0,219.0,1084.0,"Slotsgade 26, 3400 Denmark",55.930404,12.299802,1792-01-01,,1792.0,,2008.0,POINT (12.299802 55.930404)
222,367,Hillerød Krone Apotek,6,Helsingørsgade 10,3400.0,"01Jan1998 0:00:00,000",,1084.0,219.0,1084.0,"Helsingørsgade 10, 3400 Denmark",55.9303626,12.305061199999999,1998-01-01,,1998.0,,2008.0,POINT (12.3050612 55.9303626)
223,367-2,Hillerød Øst Apotek,7,Fredskovhellet 1,3400.0,"27Apr2020 0:00:00,000",,1084.0,219.0,1084.0,"Fredskovhellet 1, 3400 Denmark",55.931759299999996,12.3393287,2020-04-27,,2020.0,,2020.0,POINT (12.3393287 55.9317593)
224,164-1,Hinnerup Apotek,7,Storegade 5,8382.0,"01Oct2006 0:00:00,000",,1082.0,710.0,1082.0,"Storegade 5, 8382 Denmark",56.264038,10.062066,2006-10-01,,2006.0,,2008.0,POINT (10.062066 56.264038)
225,356,Hirtshals Apotek,6,Jørgen Fibigersgade 18,9850.0,"01Jan1959 0:00:00,000",,1081.0,860.0,1081.0,"Jørgen Fibigersgade 18, 9850 Denmark",57.590495999999995,9.959974,1959-01-01,,1959.0,,2008.0,POINT (9.959974000000001 57.59049599999999)
226,144-2,Hjallerup Apotek,7,Søndergade 6,9320.0,"19Mar2018 0:00:00,000",,1081.0,810.0,1081.0,"Søndergade 6, 9320 Denmark",57.168611,10.145375999999999,2018-03-19,,2018.0,,2018.0,POINT (10.145376 57.168611)
229,363-2,Hjerting Apotek,7,Havbakken 2,6710.0,"01Dec2015 0:00:00,000",,1083.0,561.0,1083.0,"Havbakken 2, 6710 Denmark",55.516755,8.372003999999999,2015-12-01,,2015.0,,2015.0,POINT (8.372003999999999 55.516755)
231,045-1,Hjørring Hjorte Apotek,7,Frederikshavnsvej 44,9800.0,"01Feb2018 0:00:00,000",,1081.0,860.0,1081.0,"Frederikshavnsvej 44, 9800 Denmark",57.455191000000006,10.006088,2018-02-01,,2018.0,,2018.0,POINT (10.006088 57.45519100000001)
232,045,Hjørring Løve Apotek,6,Østergade 7 A,9800.0,01-01-1794 00:00,,1081.0,860.0,1081.0,"Østergade 7 A, 9800 Denmark",57.457745499999994,9.9949392,1794-01-01,,1794.0,,2008.0,POINT (9.994939199999999 57.45774549999999)
234,054,Hobro Apotek,6,Adelgade 18,9500.0,01-01-1803 00:00,,1081.0,846.0,1081.0,"Adelgade 18, 9500 Denmark",56.639388000000004,9.793265,1803-01-01,,1803.0,,2008.0,POINT (9.793265 56.639388)
235,026,Holbæk Elefant Apotek,13,Ahlgade 32,4300.0,01-01-1753 00:00,,1085.0,316.0,1085.0,"Ahlgade 32, 4300 Denmark",55.71768,11.711049000000001,1753-01-01,,1753.0,,2008.0,POINT (11.711049 55.71768)
236,239,Holbæk Løve Apotek,6,Labæk 4-6,4300.0,"01Jan1913 0:00:00,000",,1085.0,316.0,1085.0,"Labæk 4-6, 4300 Denmark",55.716936,11.7184847,1913-01-01,,1913.0,,2008.0,POINT (11.7184847 55.716936)
237,030,Holstebro Løveapotek,6,Store Torv 8,7500.0,01-01-1753 00:00,,1082.0,661.0,1082.0,"Store Torv 8, 7500 Denmark",56.357962,8.617337,1753-01-01,,1753.0,,2008.0,POINT (8.617336999999999 56.357962)
238,275,Holstebro Svane Apotek,6,Nørregade 51,7500.0,"01Jan1917 0:00:00,000",,1082.0,661.0,1082.0,"Nørregade 51, 7500 Denmark",56.361775,8.618734,1917-01-01,,1917.0,,2008.0,POINT (8.618734 56.361775)
239,253-2,Holsted Apotek,7,Søndergade 16,6670.0,"01Jun2005 0:00:00,000",,1083.0,575.0,1083.0,"Søndergade 16, 6670 Denmark",55.509966000000006,8.916999,2005-06-01,,2005.0,,2008.0,POINT (8.916999000000001 55.50996600000001)
240,268,Holsted Apotek,6,Søndergade 16,6670.0,"01Jan1906 0:00:00,000","01Jun2005 0:00:00,000",55.0,569.0,,"Søndergade 16, 6670 Denmark",55.509966000000006,8.916999,1906-01-01,2005-06-01,1906.0,2005.0,2008.0,POINT (8.916999000000001 55.50996600000001)
241,283,Holte Apotek,6,"Holte Midtpunkt 20, 1. sal",2840.0,"01Jan1919 0:00:00,000",,1084.0,230.0,1084.0,"Holte Midtpunkt 20, 1. sal, 2840 Denmark",55.811887,12.471571,1919-01-01,,1919.0,,2008.0,POINT (12.471571 55.811887)
242,113-1,Hornbæk Apotek,7,Sauntevej 2,3100.0,01.01.1992,,1084.0,217.0,1084.0,"Sauntevej 2, 3100 Denmark",56.080699800000005,12.4792214,1992-01-01,,1992.0,,2008.0,POINT (12.4792214 56.0806998)
243,011-2,Hornbæk Løve Apotek,7,Viborgvej 102A,8920.0,"02Nov2015 0:00:00,000",,1082.0,730.0,1082.0,"Viborgvej 102A, 8920 Denmark",56.4666272,9.9943069,2015-11-02,,2015.0,,2015.0,POINT (9.9943069 56.4666272)
244,104,Hornslet Apotek,6,Byvej 8,8543.0,01-01-1857 00:00,,1082.0,706.0,1082.0,"Byvej 8, 8543 Denmark",56.316491000000006,10.3204,1857-01-01,,1857.0,,2008.0,POINT (10.3204 56.31649100000001)
246,248-A1,Hornsyld Apoteksudsalg,8,Apotekerbakken 23,8783.0,01.05.2015,,1082.0,766.0,1082.0,"Apotekerbakken 23, 8783 Denmark",55.753975,9.852030000000001,2015-01-05,,2015.0,,2015.0,POINT (9.852030000000001 55.753975)
247,166,Horsens Løve Apotek,6,Nørretorv 2,8700.0,01-01-1897 00:00,,1082.0,615.0,1082.0,"Nørretorv 2, 8700 Denmark",55.86800600000001,9.845432,1897-01-01,,1897.0,,2008.0,POINT (9.845432000000001 55.86800600000001)
248,118,Horsens Svane Apotek,6,Grønlandsvej 1 D,8700.0,01-01-1870 00:00,,1082.0,615.0,1082.0,"Grønlandsvej 1 D, 8700 Denmark",55.85553960000001,9.8694629,1870-01-01,,1870.0,,2008.0,POINT (9.8694629 55.85553960000001)
249,019,Horsens Søndergades Apotek,6,Søndergade 12,8700.0,01-01-1753 00:00,,1082.0,615.0,1082.0,"Søndergade 12, 8700 Denmark",55.861753,9.846627,1753-01-01,,1753.0,,2008.0,POINT (9.846627 55.861753)
250,183-1,Hovedbanens Apotek,7,Bernstorffsgade 16,1577.0,"04Sep2017 0:00:00,000",,1084.0,101.0,1084.0,"Bernstorffsgade 16, 1577 Denmark",55.672683299999996,12.5641888,2017-09-04,,2017.0,,2017.0,POINT (12.5641888 55.6726833)
252,027-1,Humble Apotek,7,Hovedgaden 2,5932.0,01.09.2016,,1083.0,482.0,1083.0,"Hovedgaden 2, 5932 Denmark",54.826367000000005,10.69893,2016-01-09,,2016.0,,2016.0,POINT (10.69893 54.826367)
253,154,Humlebæk Apotek,6,Humlebæk Center 23,3050.0,01-01-1893 00:00,,1084.0,210.0,1084.0,"Humlebæk Center 23, 3050 Denmark",55.964006000000005,12.529982,1893-01-01,,1893.0,,2008.0,POINT (12.529982 55.964006)
255,080-1,Hundested Apotek,7,Nørregade 54,3390.0,01.11.2019,,1084.0,260.0,1084.0,"Nørregade 54, 3390 Denmark",55.9572481,11.8536231,2019-01-11,,2019.0,,2019.0,POINT (11.8536231 55.9572481)
256,365,Hundige Apotek,6,Over Bølgen 19H,2670.0,"01Jan1976 0:00:00,000",,1085.0,253.0,1085.0,"Over Bølgen 19H, 2670 Denmark",55.5970596,12.3268903,1976-01-01,,1976.0,,2008.0,POINT (12.3268903 55.5970596)
257,277,Hurup Apotek,6,Sundsvej 1,7760.0,"15Dec1918 0:00:00,000",,1081.0,787.0,1081.0,"Sundsvej 1, 7760 Denmark",56.7484,8.420189,1918-12-15,,1918.0,,2008.0,POINT (8.420189000000001 56.7484)
258,341-5,Husum Bypark Apotek,7,Frederikssundsvej 284 (i Føtex),2700.0,"01Sep2017 0:00:00,000",,1084.0,101.0,1084.0,"Frederikssundsvej 284 (i Føtex), 2700 Denmark",55.7057,12.4964,2017-09-01,,2017.0,,2017.0,POINT (12.4964 55.7057)
259,119,Hvalsø Apotek,6,Roskildevej 4,4330.0,01-01-1871 00:00,,1085.0,350.0,1085.0,"Roskildevej 4, 4330 Denmark",55.589583999999995,11.863888000000001,1871-01-01,,1871.0,,2008.0,POINT (11.863888 55.589584)
260,038-A1,Hvide Sande Apoteksudsalg,8,Metheasvej 1,6960.0,01.01.2000,,1082.0,760.0,1082.0,"Metheasvej 1, 6960 Denmark",55.999131000000006,8.126827,2000-01-01,,2000.0,,2008.0,POINT (8.126827 55.99913100000001)
261,348,Hvidovre Apotek,6,Hvidovrevej 178,2650.0,"01Jan1950 0:00:00,000",,1084.0,167.0,1084.0,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950.0,,2008.0,POINT (12.474295 55.65347)
262,348-2,Hvidovre Hospital Privatapoteket,7,Kettegård alle 30,2650.0,"12Sep2018 0:00:00,000",,1084.0,167.0,1084.0,"Kettegård alle 30, 2650 Denmark",55.648768000000004,12.470329,2018-09-12,,2018.0,,2018.0,POINT (12.470329 55.648768)
263,355-2,Hvidovre Stationsapotek,7,"Laurits Olsensvej 1, stuen, dør 30",2650.0,"15Nov2016 0:00:00,000",,1084.0,167.0,1084.0,"Laurits Olsensvej 1, stuen, dør 30, 2650 Denmark",55.666194999999995,12.517015400000002,2016-11-15,,2016.0,,2016.0,POINT (12.5170154 55.66619499999999)
264,017-1,Hyrdehøj Apotek,7,Hyrdehøj Alle 5,4000.0,"10Nov2015 0:00:00,000",,1085.0,265.0,1085.0,"Hyrdehøj Alle 5, 4000 Denmark",55.634643000000004,12.053027,2015-11-10,,2015.0,,2015.0,POINT (12.053027 55.634643)
266,252-2,Høje Taastrup Apotek,7,Høje Taastrup Boulevard 44,2630.0,"31Oct2016 0:00:00,000",,1084.0,169.0,1084.0,"Høje Taastrup Boulevard 44, 2630 Denmark",55.64824599999999,12.26953,2016-10-31,,2016.0,,2016.0,POINT (12.26953 55.64824599999999)
