,Unnamed: 0,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,dato,year,dummy,Stdato,Sldato,Styear,Slyear,geometry,test
284,284,116,Jyderup Apotek,6,Sølystvej 1,4450.0,01-01-1870 00:00,,1085.0,316.0,1085.0,"Sølystvej 1, 4450 Denmark",55.660084,11.395909,1870-01-01,1870.0,2008.0,1870-01-01,,1870.0,,POINT (11.395909 55.660084),0.9577926532898449
285,285,170-1,Jyllinge Apotek,7,Jyllinge Center 31,4040.0,01Dec2001 0:00:00.000,,1085.0,265.0,1085.0,"Jyllinge Center 31, 4040 Denmark",55.753520900000005,12.108607899999999,2001-12-01,2001.0,2008.0,2001-12-01,,2001.0,,POINT (12.1086079 55.75352090000001),0.26358684571507207
286,286,130-A1,Jægerspris Apoteksudsalg,8,Hovedgaden 42 B,3630.0,,09Apr2018 0:00:00.000,1084.0,250.0,1084.0,"Hovedgaden 42 B, 3630 Denmark",55.855225600000004,11.9862507,,,2008.0,,2018-04-09,,2018.0,POINT (11.9862507 55.8552256),0.41773390283415074
287,287,130-1,Jægerspris Fasan Apotek,7,Hovedgaden 42B,3630.0,09Apr2018 0:00:00.000,,1084.0,250.0,1084.0,"Hovedgaden 42B, 3630 Denmark",55.855225600000004,11.9862507,2018-04-09,2018.0,2018.0,2018-04-09,,2018.0,,POINT (11.9862507 55.8552256),0.41773390283415074
288,288,023,Kalundborg Svane Apotek,6,Elmegade 15,4400.0,01-01-1753 00:00,,1085.0,326.0,1085.0,"Elmegade 15, 4400 Denmark",55.678817,11.097264,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (11.097264 55.678817),1.2566289355135838
289,289,067-1,Karise Apotek,7,Syrenvænget 20,4653.0,01Jul2010 0:00:00.000,,1085.0,320.0,1085.0,"Syrenvænget 20, 4653 Denmark",55.303771,12.199332,2010-07-01,2010.0,2010.0,2010-07-01,,2010.0,,POINT (12.199332 55.303771),0.3850396860298983
290,290,083,Karise Apotek,6,Bredgade 26,4653.0,01-01-1842 00:00,30Jun2010 0:00:00.000,1085.0,320.0,1085.0,"Bredgade 26, 4653 Denmark",55.30706,12.201245,1842-01-01,1842.0,2008.0,1842-01-01,2010-06-30,1842.0,2010.0,POINT (12.201245 55.30706),0.38125988592559934
292,292,246-1,Karup Apotek,7,Herningvej 2,7470.0,09Jan2006 0:00:00.000,,1082.0,791.0,1082.0,"Herningvej 2, 7470 Denmark",56.309049,9.165571,2006-01-09,2006.0,2008.0,2006-01-09,,2006.0,,POINT (9.165571 56.309049),3.2542182725811437
293,293,350,Kastrup Apotek,6,Skottegården 2,2770.0,01Jan1950 0:00:00.000,,1084.0,185.0,1084.0,"Skottegården 2, 2770 Denmark",55.6377,12.635150999999999,1950-01-01,1950.0,2008.0,1950-01-01,,1950.0,,POINT (12.635151 55.6377),0.28208411251256105
294,294,306-2,Kennedy Apotek,7,J. F. Kennedy&#39;s Plads 1E st,9000.0,01Nov2017 0:00:00.000,,1081.0,851.0,1081.0,"J. F. Kennedy&#39;s Plads 1E st, 9000 Denmark",57.048,9.9187,2017-11-01,2017.0,2017.0,2017-11-01,,2017.0,,POINT (9.918699999999999 57.048),2.8045380971241958
295,295,052,Kerteminde Apotek,6,Langegade 37,5300.0,01-01-1796 00:00,,1083.0,440.0,1083.0,"Langegade 37, 5300 Denmark",55.452690000000004,10.659383300000002,1796-01-01,1796.0,2008.0,1796-01-01,,1796.0,,POINT (10.6593833 55.45269),1.7065275736808014
296,296,078-A1,Kibæk Apoteksudsalg,8,Nr. Bredgade 11,6933.0,,,1082.0,657.0,1082.0,"Nr. Bredgade 11, 6933 Denmark",56.0317,8.857000000000001,,,2008.0,,,,,POINT (8.857000000000001 56.0317),3.516765624493761
297,297,354-A1,Kirkebjerg Torv Apoteksudsalg,8,Park Allé 288,2605.0,,30Nov2015 0:00:00.000,1084.0,153.0,1084.0,"Park Allé 288, 2605 Denmark",55.654573,12.401155000000001,,,2008.0,,2015-11-30,,2015.0,POINT (12.401155 55.654573),0.04749967453572812
298,298,112,Kjellerup Apotek,6,Bryggerstræde 5,8620.0,01-01-1868 00:00,,1082.0,740.0,1082.0,"Bryggerstræde 5, 8620 Denmark",56.288676,9.431164,1868-01-01,1868.0,2008.0,1868-01-01,,1868.0,,POINT (9.431164000000001 56.288676),2.9901197702107183
299,299,077-1,Klosterparkens Apotek,7,Klosterparks Allé 10,4100.0,01Sep2015 0:00:00.000,,1085.0,329.0,1085.0,"Klosterparks Allé 10, 4100 Denmark",55.453511999999996,11.788069,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,,POINT (11.788069 55.453512),0.6009513989333929
300,300,101,Kløver Apoteket Brædstrup,6,Søndergade 32,8740.0,01-01-1856 00:00,,1082.0,615.0,1082.0,"Søndergade 32, 8740 Denmark",55.969331000000004,9.611604,1856-01-01,1856.0,2008.0,1856-01-01,,1856.0,,POINT (9.611604 55.969331),2.759876360957136
301,301,101-1,Kløver Apoteket Østbirk,7,H.C. Andersensvej 2A,8752.0,,,1082.0,615.0,1082.0,"H.C. Andersensvej 2A, 8752 Denmark",55.992684700000005,12.032415199999999,,,2008.0,,,,,POINT (12.0324152 55.99268470000001),0.46500693481552857
303,303,005,Kolding Løve Apotek,6,"Sundhedshuset, Jernbanegade 26",6000.0,01-01-1753 00:00,,1083.0,621.0,1083.0,"Sundhedshuset, Jernbanegade 26, 6000 Denmark",55.4904,9.4722,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (9.472200000000001 55.4904),2.8862791438149213
304,304,005-1,Kolding Løve Apotek - Storcenter,7,"Kolding Storcenter, Skovvangen 42",6000.0,01Jul2015 0:00:00.000,,1083.0,621.0,1083.0,"Kolding Storcenter, Skovvangen 42, 6000 Denmark",55.4904,9.4722,2015-07-01,2015.0,2015.0,2015-07-01,,2015.0,,POINT (9.472200000000001 55.4904),2.8862791438149213
305,305,005-A1,Kolding Storcenter Apoteksudsalg,8,Skovvangen 42,6000.0,,01Jul2015 0:00:00.000,1083.0,621.0,1083.0,"Skovvangen 42, 6000 Denmark",55.5140691,9.4619227,,,2008.0,,2015-07-01,,2015.0,POINT (9.461922700000001 55.5140691),2.8952784986220754
307,307,070-1,Kolind Apotek,7,Drasbeksgade 16,8560.0,,,1082.0,706.0,1082.0,"Drasbeksgade 16, 8560 Denmark",56.362668000000006,10.588453,,,2008.0,,,,,POINT (10.588453 56.36266800000001),1.9012450631835995
308,308,323-4,Kongelundens Apotek,7,Kongelundsvej 364,2770.0,06Dec2018 0:00:00.000,,1084.0,185.0,1084.0,"Kongelundsvej 364, 2770 Denmark",55.609878,12.584128,2018-12-06,2018.0,2018.0,2018-12-06,,2018.0,,POINT (12.584128 55.609878),0.23510483615825473
309,309,079-3,Kongevejens Apotek,7,Usserød Kongevej 65 B,2970.0,09Nov2015 0:00:00.000,,1084.0,223.0,1084.0,"Usserød Kongevej 65 B, 2970 Denmark",55.894993299999996,12.491005300000001,2015-11-09,2015.0,2015.0,2015-11-09,,2015.0,,POINT (12.4910053 55.8949933),0.27518447451587397
310,310,079-A1,Kongevejens Apoteksudsalg,8,Usserød Kongevej 65B,2970.0,,09Nov2015 0:00:00.000,1084.0,223.0,1084.0,"Usserød Kongevej 65B, 2970 Denmark",55.887465,12.496803,,,2008.0,,2015-11-09,,2015.0,POINT (12.496803 55.887465),0.27169516754075473
311,311,043,Korsør Apotek,6,Algade 49,4220.0,01-01-1761 00:00,,1085.0,330.0,1085.0,"Algade 49, 4220 Denmark",55.32787020000001,11.139991499999999,1761-01-01,1761.0,2008.0,1761-01-01,,1761.0,,POINT (11.1399915 55.32787020000001),1.2574112029048767
312,312,357-2,Korup Apoteksfilial,7,Åbakkevej 67 D,5210.0,01Oct2015 0:00:00.000,,1083.0,461.0,1083.0,"Åbakkevej 67 D, 5210 Denmark",55.419688,10.274135300000001,2015-10-01,2015.0,2015.0,2015-10-01,,2015.0,,POINT (10.2741353 55.419688),2.093001457271372
313,313,357-A1,Korup Apoteksudsalg,8,Åbakkevej 67,5210.0,,01Oct2015 0:00:00.000,1083.0,461.0,1083.0,"Åbakkevej 67, 5210 Denmark",55.417949,10.273958,,,2008.0,,2015-10-01,,2015.0,POINT (10.273958 55.417949),2.093375085452676
314,314,060-4,Kridthøj Apotek filial af Skanderborg Apotek,7,Olaf Rudes Vej 22,8270.0,02May2016 0:00:00.000,,1082.0,751.0,1082.0,"Olaf Rudes Vej 22, 8270 Denmark",56.117951,10.194858,2016-05-02,2016.0,2016.0,2016-05-02,,2016.0,,POINT (10.194858 56.117951),2.207600801217919
315,315,011-A2,Kristrup Apoteksudsalg,8,Valdemarsvej 1 ST,8960.0,,01Sep2015 0:00:00.000,1082.0,730.0,1082.0,"Valdemarsvej 1 ST, 8960 Denmark",56.44703199999999,10.055193,,,2008.0,,2015-09-01,,2015.0,POINT (10.055193 56.44703199999999),2.430643978933976
316,316,011-1,Kristrup Løve Apotek,7,Valdemarsvej 1 ST,8960.0,01Sep2015 0:00:00.000,,1082.0,730.0,1082.0,"Valdemarsvej 1 ST, 8960 Denmark",56.44703199999999,10.055193,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,,POINT (10.055193 56.44703199999999),2.430643978933976
317,317,188-2,Kvægtorvets Apotek,7,Kvægtorvet 8,4700.0,09Mar2020 0:00:00.000,,1085.0,370.0,,"Kvægtorvet 8, 4700 Denmark",55.23293,11.761211999999999,2020-03-09,2020.0,2020.0,2020-03-09,,2020.0,,POINT (11.761212 55.23293),0.7283265135535024
318,318,243,København Amagerbro Apotek,6,Reberbanegade 3,2300.0,01Jan1913 0:00:00.000,,1084.0,101.0,1084.0,"Reberbanegade 3, 2300 Denmark",55.662829,12.603788,1913-01-01,1913.0,2008.0,1913-01-01,,1913.0,,POINT (12.603788 55.662829),0.25017271608630676
319,319,341,København Apoteket Rosen,6,Tuborgvej 269,2400.0,01Jan1935 0:00:00.000,,1084.0,101.0,1084.0,"Tuborgvej 269, 2400 Denmark",55.71175,12.53244,1935-01-01,1935.0,2008.0,1935-01-01,,1935.0,,POINT (12.53244 55.71175),0.1870849826175255
320,320,341-1,København Apoteket Ryparken,7,Lyngbyvej 155,2100.0,,01Dec2008 0:00:00.000,1084.0,101.0,1084.0,"Lyngbyvej 155, 2100 Denmark",55.717963,12.556353,,,2008.0,,2008-12-01,,2008.0,POINT (12.556353 55.717963),0.21176931922495132
321,321,242,København Apoteket Svalen,6,Nørrebrogade 224,2200.0,01Jan1913 0:00:00.000,,1084.0,101.0,1084.0,"Nørrebrogade 224, 2200 Denmark",55.700139,12.540203,1913-01-01,1913.0,2008.0,1913-01-01,,1913.0,,POINT (12.540203 55.700139),0.1915420963887569
322,322,232,København Apoteket Trianglen,6,Ndr. Frihavnsgade 3,2100.0,01Jan1909 0:00:00.000,,1084.0,101.0,1084.0,"Ndr. Frihavnsgade 3, 2100 Denmark",55.700024,12.578069000000001,1909-01-01,1909.0,2008.0,1909-01-01,,1909.0,,POINT (12.578069 55.700024),0.22855373979876206
324,324,029,København Christianshavns Apotek,6,Torvegade 47,1400.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Torvegade 47, 1400 Denmark",55.672343999999995,12.591925999999999,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (12.591926 55.672344),0.23875635753001284
326,326,329,København Dyveke Apotek,6,Øresundsvej 53,2300.0,01Jan1932 0:00:00.000,31May2010 0:00:00.000,1084.0,101.0,1084.0,"Øresundsvej 53, 2300 Denmark",55.660788000000004,12.614192,1932-01-01,1932.0,2008.0,1932-01-01,2010-05-31,1932.0,2010.0,POINT (12.614192 55.660788),0.2605320596107119
327,327,309,København Enghave Apotek,13,Enghave Plads 25,1670.0,01Jan1922 0:00:00.000,,1084.0,101.0,1084.0,"Enghave Plads 25, 1670 Denmark",55.666132999999995,12.544116,1922-01-01,1922.0,2008.0,1922-01-01,,1922.0,,POINT (12.544116 55.66613299999999),0.19066379415610116
328,328,334,København Grøndalsapoteket,13,Godthåbsvej 187A,2720.0,01Jan1935 0:00:00.000,,1084.0,101.0,1084.0,"Godthåbsvej 187A, 2720 Denmark",55.6945759,12.5102448,1935-01-01,1935.0,2008.0,1935-01-01,,1935.0,,POINT (12.5102448 55.6945759),0.1611103600382353
329,329,340,København Hamlets Apotek,6,Hamletsgade 2,2200.0,01Jan1937 0:00:00.000,01Jun2009 0:00:00.000,1084.0,101.0,1084.0,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,1937-01-01,1937.0,2008.0,1937-01-01,2009-06-01,1937.0,2009.0,POINT (12.547708 55.703088),0.19952488978821656
330,330,341-2,København Hamlets Apotek,7,Hamletsgade 2,2200.0,01Jun2009 0:00:00.000,,1084.0,101.0,1084.0,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,2009-06-01,2009.0,2009.0,2009-06-01,,2009.0,,POINT (12.547708 55.703088),0.19952488978821656
332,332,322,København Husum Apotek,6,Frederikssundsvej 320,2700.0,01Jan1929 0:00:00.000,,1084.0,101.0,1084.0,"Frederikssundsvej 320, 2700 Denmark",55.711998,12.47255,1929-01-01,1929.0,2008.0,1929-01-01,,1929.0,,POINT (12.47255 55.711998),0.13116777531467083
333,333,029-1,København Islands Brygge Apotek,7,Islands Brygge 3-5,2300.0,01Feb2003 0:00:00.000,,1084.0,101.0,1084.0,"Islands Brygge 3-5, 2300 Denmark",55.66724179999999,12.5773125,2003-02-01,2003.0,2008.0,2003-02-01,,2003.0,,POINT (12.5773125 55.66724179999999),0.22387467922721768
334,334,021,København Kongelig Hof Apotek,6,Store Kongensgade 45,1264.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Store Kongensgade 45, 1264 Denmark",55.683268999999996,12.586637,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (12.586637 55.683269),0.2344734641467974
335,335,338,København Linde Apoteket,6,Frederikssundsvej 152,2700.0,01Jan1937 0:00:00.000,,1084.0,101.0,1084.0,"Frederikssundsvej 152, 2700 Denmark",55.704659,12.500086999999999,1937-01-01,1937.0,2008.0,1937-01-01,,1937.0,,POINT (12.500087 55.704659),0.1541056737728999
336,336,090,København Nørrebro Apotek,6,Nørrebrogade 8,2200.0,01-01-1843 00:00,,1084.0,101.0,1084.0,"Nørrebrogade 8, 2200 Denmark",55.687462,12.562330000000001,1843-01-01,1843.0,2008.0,1843-01-01,,1843.0,,POINT (12.56233 55.687462),0.21091785587996129
337,337,336,København Oxford Allé Apotek,6,Amagerbrogade 204 B,2300.0,01Jan1936 0:00:00.000,01Jan2009 0:00:00.000,1084.0,101.0,1084.0,"Amagerbrogade 204 B, 2300 Denmark",55.640669700000004,12.6170905,1936-01-01,1936.0,2008.0,1936-01-01,2009-01-01,1936.0,2009.0,POINT (12.6170905 55.6406697),0.26387161890347316
338,338,134,København Sct. Stefans Apotek,13,Nørrebrogade 140,2200.0,01-01-1881 00:00,,1084.0,101.0,1084.0,"Nørrebrogade 140, 2200 Denmark",55.694694999999996,12.548836,1881-01-01,1881.0,2008.0,1881-01-01,,1881.0,,POINT (12.548836 55.694695),0.1988411392091672
339,339,183,København Steno Apotek,6,Vesterbrogade 6 C,1620.0,01Jan1900 0:00:00.000,,1084.0,101.0,1084.0,"Vesterbrogade 6 C, 1620 Denmark",55.6726557,12.550866000000001,1900-01-01,1900.0,2008.0,1900-01-01,,1900.0,,POINT (12.550866 55.6726557),0.1978306288719982
340,340,332,København Sydhavnsapoteket,13,Borgbjergsvej 15,2450.0,01Jan1933 0:00:00.000,,1084.0,101.0,1084.0,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,1933.0,2008.0,1933-01-01,,1933.0,,POINT (12.537598 55.651462),0.18397237866864588
341,341,199,København Sønderbro Apotek,6,Amagerbrogade 158,2300.0,01Jan1902 0:00:00.000,,1084.0,101.0,1084.0,"Amagerbrogade 158, 2300 Denmark",55.654731000000005,12.610199,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,,POINT (12.610199 55.65473100000001),0.25651019688308646
342,342,318,København Trekroner Apotek,6,Vigerslev Allé 38,2500.0,01Jan1925 0:00:00.000,,1084.0,101.0,1084.0,"Vigerslev Allé 38, 2500 Denmark",55.66188399999999,12.518641,1925-01-01,1925.0,2008.0,1925-01-01,,1925.0,,POINT (12.518641 55.66188399999999),0.16503339000335682
343,343,031,København Vaisenhus Apotek,13,Landemærket 3-5,1119.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (12.5776629 55.6827864),0.22550356811405392
344,344,197,København Valby Apotek,6,Valby Langgade 49,2500.0,01Jan1902 0:00:00.000,,1084.0,101.0,1084.0,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,,POINT (12.516945 55.666526),0.16355672607386043
345,345,202,København Øresunds Apotek,6,Østerbrogade 151,2100.0,01Jan1902 0:00:00.000,,1084.0,101.0,1084.0,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,,POINT (12.577286 55.714092),0.23088560233371044
346,346,320,København Østerbro Apotek,13,Østerbrogade 101,2100.0,01Jan1929 0:00:00.000,,1084.0,101.0,1084.0,"Østerbrogade 101, 2100 Denmark",55.70943199999999,12.577196,1929-01-01,1929.0,2008.0,1929-01-01,,1929.0,,POINT (12.577196 55.70943199999999),0.22968023799404105
347,347,368,Køge Boholte Apotek,6,Marksvinget 31,4600.0,01Jan1999 0:00:00.000,,1085.0,259.0,1085.0,"Marksvinget 31, 4600 Denmark",55.448199800000005,12.1655168,1999-01-01,1999.0,2008.0,1999-01-01,,1999.0,,POINT (12.1655168 55.4481998),0.28072378039075774
348,348,014-2,Køge Stations Apotek,7,Rådhusstræde 10G - Overfor Køge S-station,4600.0,14Jun2018 0:00:00.000,,1085.0,259.0,1085.0,"Rådhusstræde 10G - Overfor Køge S-station, 4600 Denmark",55.458,12.1821,2018-06-14,2018.0,2018.0,2018-06-14,,2018.0,,POINT (12.1821 55.458),0.2623978891321368
349,349,014,Køge Torvets Apotek,6,Brogade 1,4600.0,,,1085.0,259.0,1085.0,"Brogade 1, 4600 Denmark",55.454688600000004,12.181511500000001,,,2008.0,,,,,POINT (12.1815115 55.4546886),0.2652935162370323
350,350,017-A1,Køgevej Apoteksudsalg,8,Køgevej 108 D,4000.0,,17Sep2016 0:00:00.000,1085.0,265.0,1085.0,"Køgevej 108 D, 4000 Denmark",55.6248165,12.091949900000001,,,2008.0,,2016-09-17,,2016.0,POINT (12.0919499 55.6248165),0.26365740816495065
351,351,170-5,Køgevejens Apotek,7,Roskildevænget 2B,4000.0,01Apr2020 0:00:00.000,,1085.0,265.0,1085.0,"Roskildevænget 2B, 4000 Denmark",55.627363,12.09159,2020-04-01,2020.0,2020.0,2020-04-01,,2020.0,,POINT (12.09159 55.627363),0.26372108718492715
352,352,152,Langeskov Apotek,6,Langeskov Centret 27,5550.0,01-01-1891 00:00,,1083.0,440.0,1083.0,"Langeskov Centret 27, 5550 Denmark",55.360558999999995,10.587606,1891-01-01,1891.0,2008.0,1891-01-01,,1891.0,,POINT (10.587606 55.36055899999999),1.7907148622675824
353,353,152-A1,Langeskov Apoteksudsalg,8,Langeskov Centret 6,5550.0,,31Aug2013 0:00:00.000,1083.0,440.0,,"Langeskov Centret 6, 5550 Denmark",55.360255,10.589753,,,2008.0,,2013-08-31,,2013.0,POINT (10.589753 55.360255),1.7886477502417852
354,354,274-2,Langå Apotek,7,Bredgade 18,8870.0,01Jun2017 0:00:00.000,,1082.0,730.0,1082.0,"Bredgade 18, 8870 Denmark",56.390427,9.895125,2017-06-01,2017.0,2017.0,2017-06-01,,2017.0,,POINT (9.895125 56.390427),2.5657737110799546
355,355,274-A2,Langå Apoteksudsalg,8,Bredgade 18,8870.0,,01Jun2017 0:00:00.000,1082.0,730.0,1082.0,"Bredgade 18, 8870 Denmark",56.390427,9.895125,,,2008.0,,2017-06-01,,2017.0,POINT (9.895125 56.390427),2.5657737110799546
356,356,064,Lemvig Apotek,6,Vasen 6,7620.0,01-01-1813 00:00,,1082.0,665.0,1082.0,"Vasen 6, 7620 Denmark",56.549513,8.310131,1813-01-01,1813.0,2008.0,1813-01-01,,1813.0,,POINT (8.310131 56.549513),4.140997106506716
357,357,060-5,Lillesø Apotek,7,Adelgade 27,8660.0,01Jan2020 0:00:00.000,,1082.0,746.0,1082.0,"Adelgade 27, 8660 Denmark",56.030857,9.933044,2020-01-01,2020.0,2020.0,2020-01-01,,2020.0,,POINT (9.933044000000001 56.030857),2.4494252275687036
358,358,092-1,Lindholm Apotek,7,Lindholm Nærbanevej 1D,9400.0,01Jul2015 0:00:00.000,,1081.0,851.0,1081.0,"Lindholm Nærbanevej 1D, 9400 Denmark",57.067077299999994,9.903339599999999,2015-07-01,2015.0,2015.0,2015-07-01,,2015.0,,POINT (9.903339599999999 57.06707729999999),2.8273539590252996
359,359,092-A3,Lindholm Apoteksudsalg,8,Lindholm Nærbanevej 1D,9400.0,28Mar2014 0:00:00.000,01Jul2015 0:00:00.000,1081.0,851.0,,"Lindholm Nærbanevej 1D, 9400 Denmark",57.067077299999994,9.903339599999999,2014-03-28,2014.0,2014.0,2014-03-28,2015-07-01,2014.0,2015.0,POINT (9.903339599999999 57.06707729999999),2.8273539590252996
360,360,341-3,Lufthavns Apotek København,7,Lufthavnsboulevarden 6 T2-ST-386,2770.0,01Nov2015 0:00:00.000,01Nov2019 0:00:00.000,1084.0,185.0,1084.0,"Lufthavnsboulevarden 6 T2-ST-386, 2770 Denmark",55.6352,12.6489,2015-11-01,2015.0,2015.0,2015-11-01,2019-11-01,2015.0,2019.0,POINT (12.6489 55.6352),0.2959734424251604
361,361,350-2,Lufthavns Apotek København,7,Lufthavnsboulevarden 6 T2-ST-386,2770.0,01Nov2019 0:00:00.000,,1084.0,185.0,1084.0,"Lufthavnsboulevarden 6 T2-ST-386, 2770 Denmark",55.6352,12.6489,2019-11-01,2019.0,2019.0,2019-11-01,,2019.0,,POINT (12.6489 55.6352),0.2959734424251604
362,362,032-1,Lundby Apotek,7,Lundby Hovedgade 90,4750.0,,,1085.0,390.0,1085.0,"Lundby Hovedgade 90, 4750 Denmark",55.109002000000004,11.876402,,,2008.0,,,,,POINT (11.876402 55.109002),0.7263456463647296
363,363,286-3,Lunderskov Apotek,7,Iver Dahlsvej 4,6640.0,26Nov2018 0:00:00.000,,1083.0,621.0,1083.0,"Iver Dahlsvej 4, 6640 Denmark",55.480185,9.29867,2018-11-26,2018.0,2018.0,2018-11-26,,2018.0,,POINT (9.29867 55.480185),3.0601094207341677
364,364,286-2-A2,Lunderskov Apoteksudsalg,8,Storegade 2,6640.0,,26Nov2018 0:00:00.000,1083.0,621.0,1083.0,"Storegade 2, 6640 Denmark",55.479879000000004,9.302652,,,2008.0,,2018-11-26,,2018.0,POINT (9.302652 55.479879),3.0561517159777916
365,365,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800.0,,,1084.0,173.0,1084.0,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108000000001,,,2008.0,,,,,POINT (12.503108 55.768562),0.18675920023656292
366,366,342-1,Lyngby Storcenter Apotek,7,"Lyngby Storcenter nr. 1, st., dør 1",2800.0,11Apr2016 0:00:00.000,,1084.0,173.0,1084.0,"Lyngby Storcenter nr. 1, st., dør 1, 2800 Denmark",55.7704,12.5038,2016-04-11,2016.0,2016.0,2016-04-11,,2016.0,,POINT (12.5038 55.7704),0.1884185023319105
367,367,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800.0,01-01-1806 00:00,,1084.0,173.0,1084.0,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,1806.0,2008.0,1806-01-01,,1806.0,,POINT (12.502527 55.771531),0.18809538674034657
368,368,278-1,Lynge Apotek,7,Lynge Bytorv 5,3540.0,04Dec2017 0:00:00.000,,1084.0,201.0,1084.0,"Lynge Bytorv 5, 3540 Denmark",55.838075,12.277802000000001,2017-12-04,2017.0,2017.0,2017-12-04,,2017.0,,POINT (12.277802 55.838075),0.1967845120175889
369,369,278-A1,Lynge Apoteksudsalg,8,Lynge Bytorv 9,3540.0,,04Dec2017 0:00:00.000,1084.0,201.0,1084.0,"Lynge Bytorv 9, 3540 Denmark",55.838129,12.27783,,,2008.0,,2017-12-04,,2017.0,POINT (12.27783 55.838129),0.19682354140193778
370,370,178-1,Lystrup Apotek,7,Lystrup Centervej 85,8520.0,03Dec2001 0:00:00.000,,1082.0,751.0,1082.0,"Lystrup Centervej 85, 8520 Denmark",56.237686,10.234262,2001-12-03,2001.0,2008.0,2001-12-03,,2001.0,,POINT (10.234262 56.237686),2.197670843204914
371,371,084,Løgstør Apotek,13,Østerbrogade 1 B,9670.0,01-01-1832 00:00,01May2018 0:00:00.000,1081.0,820.0,1081.0,"Østerbrogade 1 B, 9670 Denmark",56.9686243,9.2526334,1832-01-01,1832.0,2008.0,1832-01-01,2018-05-01,1832.0,2018.0,POINT (9.252633400000001 56.9686243),3.3672268243111643
372,372,181-2,Løgstør Apotek,7,Østerbrogade 1 B,9670.0,01May2018 0:00:00.000,,1081.0,820.0,1081.0,"Østerbrogade 1 B, 9670 Denmark",56.9686243,9.2526334,2018-05-01,2018.0,2018.0,2018-05-01,,2018.0,,POINT (9.252633400000001 56.9686243),3.3672268243111643
373,373,104-2,Løgten Apotek,7,Bytorvet 1 A,8541.0,21Sep2015 0:00:00.000,,1082.0,751.0,1082.0,"Bytorvet 1 A, 8541 Denmark",56.27654029999999,10.315941800000001,2015-09-21,2015.0,2015.0,2015-09-21,,2015.0,,POINT (10.3159418 56.27654029999999),2.1299931259987477
374,374,104-A2,Løgten Apoteksudsalg,8,Bytorvet 1 A,8541.0,,21Sep2015 0:00:00.000,1082.0,751.0,1082.0,"Bytorvet 1 A, 8541 Denmark",56.27654029999999,10.315941800000001,,,2008.0,,2015-09-21,,2015.0,POINT (10.3159418 56.27654029999999),2.1299931259987477
375,375,300,Løgumkloster Apotek,6,Østergade 5 B,6240.0,01-01-1777 00:00,31Dec2009 0:00:00.000,1083.0,550.0,1083.0,"Østergade 5 B, 6240 Denmark",55.0583573,8.9557444,1777-01-01,1777.0,2008.0,1777-01-01,2009-12-31,1777.0,2009.0,POINT (8.9557444 55.0583573),3.4501970549224072
376,376,302-1,Løgumkloster Apotek,7,Østergade 5B,6240.0,01Jul2010 0:00:00.000,,1083.0,550.0,1083.0,"Østergade 5B, 6240 Denmark",55.05874,8.9538,2010-07-01,2010.0,2010.0,2010-07-01,,2010.0,,POINT (8.953799999999999 55.05874),3.4520457363860353
377,377,105-4,Løkken Apotek,7,Jyllandsgade 13,9480.0,,,1081.0,860.0,1081.0,"Jyllandsgade 13, 9480 Denmark",57.368501,9.712002,,,2008.0,,,,,POINT (9.712002 57.368501),3.147926523033535
378,378,018-3,Løve Apotek Maribo,7,Lollands Centret 36,4930.0,04Aug2017 0:00:00.000,,1085.0,360.0,1085.0,"Lollands Centret 36, 4930 Denmark",54.773977,11.50583,2017-08-04,2017.0,2017.0,2017-08-04,,2017.0,,POINT (11.50583 54.773977),1.2238245848952372
379,379,018,Løve Apotek Nykøbing F.,6,Langgade 5,4800.0,01-01-1753 00:00,,1085.0,376.0,1085.0,"Langgade 5, 4800 Denmark",54.767340000000004,11.867125999999999,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (11.867126 54.76734),1.0135974516725048
