,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry
104,291-1,Christiansfeld Apotek,7,Lindegade 35 C,6070.0,01.06.2008,,1083.0,621.0,1083.0,"Lindegade 35 C, 6070 Denmark",55.3556396,9.4876889,2008-01-06,,2008.0,,2008.0,POINT (9.4876889 55.3556396)
105,017-3,City 2 Apoteket,7,"Cityringen 4, 218",2630.0,"31Mar2016 0:00:00,000",,1084.0,169.0,1084.0,"Cityringen 4, 218, 2630 Denmark",55.6517,12.2922,2016-03-31,,2016.0,,2016.0,POINT (12.2922 55.6517)
106,252-A2,City 2 Apoteksudsalg,8,City 2,2630.0,"25Jun2001 0:00:00,000","11Jan2016 0:00:00,000",1084.0,169.0,1084.0,"City 2, 2630 Denmark",14.6578316,121.0894857,2001-06-25,2016-01-11,2001.0,2016.0,2008.0,POINT (121.0894857 14.6578316)
107,414,Dianalund Apotek,6,Torvet 8,2630.0,01.01.1992,16.10.2009,1085.0,340.0,1085.0,"Torvet 8, 2630 Denmark",55.063177,15.132286,1992-01-01,2009-10-16,1992.0,2009.0,2008.0,POINT (15.132286 55.063177)
108,207-1,Dianalund Apotek,7,Torvet 5,4293.0,01.11.2008,,1085.0,340.0,1085.0,"Torvet 5, 4293 Denmark",55.526943,11.49729,2008-01-11,,2008.0,,2008.0,POINT (11.49729 55.526943)
109,350-1,Dragør Apotek,7,Maglebytorv 18,2791.0,"01Sep2006 0:00:00,000",,1084.0,155.0,1084.0,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,,2006.0,,2008.0,POINT (12.660578 55.59519)
110,326-2,Dronningborg Apotek,7,Skovlyvej 15,8930.0,"24Apr2017 0:00:00,000",,1082.0,730.0,1082.0,"Skovlyvej 15, 8930 Denmark",56.47055,10.050184,2017-04-24,,2017.0,,2017.0,POINT (10.050184 56.47055)
111,316-1,Dronningensvej Apotek,7,"Dronningensvej 5, st. tv.",5800.0,"06Jun2016 0:00:00,000",,1083.0,450.0,1083.0,"Dronningensvej 5, st. tv., 5800 Denmark",55.3127,10.7896,2016-06-06,,2016.0,,2016.0,POINT (10.7896 55.3127)
112,144,Dronninglund Apotek,6,Slotsgade 64,9330.0,01-01-1876 00:00,,1081.0,810.0,1081.0,"Slotsgade 64, 9330 Denmark",57.159268,10.289593,1876-01-01,,1876.0,,2008.0,POINT (10.289593 57.159268)
113,078-2,Dæmningens Apotek,7,Dæmningen 17,7400.0,"06Dec2018 0:00:00,000",,1082.0,657.0,1082.0,"Dæmningen 17, 7400 Denmark",56.132607,8.960486,2018-12-06,,2018.0,,2018.0,POINT (8.960486 56.132607)
114,070,Ebeltoft Apotek,6,Bryggerivej 4,8400.0,01-01-1815 00:00,,1082.0,706.0,1082.0,"Bryggerivej 4, 8400 Denmark",56.199654,10.681064,1815-01-01,,1815.0,,2008.0,POINT (10.681064 56.199654)
115,273-1,Egeris Apotek,7,Kirke Allé 94,7800.0,"04Apr2016 0:00:00,000",,1082.0,779.0,1082.0,"Kirke Allé 94, 7800 Denmark",56.551995,9.029709,2016-04-04,,2016.0,,2016.0,POINT (9.029709 56.551995)
116,122,Egtved Apotek,13,Aftensang 10,6040.0,01-01-1871 00:00,,1083.0,630.0,1083.0,"Aftensang 10, 6040 Denmark",55.6193992,9.3069804,1871-01-01,,1871.0,,2008.0,POINT (9.3069804 55.6193992)
117,178-3,Egå Apotek,7,Egå Havvej 2H,8250.0,"08Jan2018 0:00:00,000",,1082.0,751.0,1082.0,"Egå Havvej 2H, 8250 Denmark",56.211159,10.279405,2018-01-08,,2018.0,,2018.0,POINT (10.279405 56.211159)
118,178-A1,Egå Apoteksudsalg,8,Egå Havvej 2H,8250.0,01.01.2000,"08Jan2018 0:00:00,000",1082.0,751.0,1082.0,"Egå Havvej 2H, 8250 Denmark",56.211159,10.279405,2000-01-01,2018-01-08,2000.0,2018.0,2008.0,POINT (10.279405 56.211159)
119,189,Ejby Apotek,6,Algade 4,5592.0,"01Jan1901 0:00:00,000",,1083.0,410.0,1083.0,"Algade 4, 5592 Denmark",55.429067,9.928937,1901-01-01,,1901.0,,2008.0,POINT (9.928936999999999 55.429067)
120,131-2,Engelsborg Apotek,7,Fabrikvej 2,8800.0,"02Nov2015 0:00:00,000",,1082.0,791.0,1082.0,"Fabrikvej 2, 8800 Denmark",56.466799,9.400005,2015-11-02,,2015.0,,2015.0,POINT (9.400005 56.466799)
121,015-A3,Erritsø Apoteksudsalg,8,Erritsø Butikstorv,7000.0,05.02.2009,"01Feb2016 0:00:00,000",1083.0,607.0,1083.0,"Erritsø Butikstorv, 7000 Denmark",55.5657,9.7526,2009-05-02,2016-02-01,2009.0,2016.0,2009.0,POINT (9.752599999999999 55.5657)
122,363-3,Esbjerg City Nord Apotek,7,Stormgade 157,6715.0,"01Oct2016 0:00:00,000",,1083.0,561.0,1083.0,"Stormgade 157, 6715 Denmark",55.511099,8.456387,2016-10-01,,2016.0,,2016.0,POINT (8.456386999999999 55.511099)
123,363,Esbjerg Jerne Apotek,6,Strandby Kirkevej 80,6705.0,"01Jan1967 0:00:00,000",,1083.0,561.0,1083.0,"Strandby Kirkevej 80, 6705 Denmark",55.478814,8.480168,1967-01-01,,1967.0,,2008.0,POINT (8.480168000000001 55.478814)
124,158,Esbjerg Krone Apotek,6,Kongensgade 36,6700.0,"01Jan1929 0:00:00,000",,1083.0,561.0,1083.0,"Kongensgade 36, 6700 Denmark",55.465863,8.452508,1929-01-01,,1929.0,,2008.0,POINT (8.452508 55.465863)
125,158-1,Esbjerg Krone Apotek Broen,7,"Exnersgade 18, st. 15",6700.0,"10Apr2017 0:00:00,000",,1083.0,561.0,1083.0,"Exnersgade 18, st. 15, 6700 Denmark",55.4667,8.45,2017-04-10,,2017.0,,2017.0,POINT (8.449999999999999 55.4667)
127,233,Esbjerg Neptun Apotek,6,Stormgade 2,6700.0,"01Jan1910 0:00:00,000",,1083.0,561.0,1083.0,"Stormgade 2, 6700 Denmark",55.466783,8.442996,1910-01-01,,1910.0,,2008.0,POINT (8.442996000000001 55.466783)
128,154-1,Espergærde Apotek,7,Nørremarken 3,3060.0,01.01.1992,,1084.0,217.0,1084.0,"Nørremarken 3, 3060 Denmark",55.996762,12.5432234,1992-01-01,,1992.0,,2008.0,POINT (12.5432234 55.996762)
129,206,Fakse Apotek,6,Rønnedevej 15,4640.0,01-01-1892 00:00,,1085.0,320.0,1085.0,"Rønnedevej 15, 4640 Denmark",55.255616,12.116181,1892-01-01,,1892.0,,2008.0,POINT (12.116181 55.255616)
130,093,Fanø Apotek,6,Hovedgaden 64,6720.0,01.01.1992,29.02.2008,1083.0,563.0,1083.0,"Hovedgaden 64, 6720 Denmark",55.444787,8.403412,1992-01-01,2008-02-29,1992.0,2008.0,2008.0,POINT (8.403411999999999 55.444787)
131,363-1,Fanø Apotek,7,Hovedgaden 64,6720.0,01.03.2008,,1083.0,563.0,1083.0,"Hovedgaden 64, 6720 Denmark",55.444787,8.403412,2008-01-03,,2008.0,,2008.0,POINT (8.403411999999999 55.444787)
132,107,Farsø Apotek,6,Nørregade 11,9640.0,01-01-1860 00:00,"01May2018 0:00:00,000",1081.0,820.0,1081.0,"Nørregade 11, 9640 Denmark",56.773242,9.339891,1860-01-01,2018-05-01,1860.0,2018.0,2008.0,POINT (9.339891 56.773242)
133,259-2,Farsø Apotek,7,Torvet 8,9640.0,"01May2018 0:00:00,000",,1081.0,820.0,1081.0,"Torvet 8, 9640 Denmark",56.771268,9.340145,2018-05-01,,2018.0,,2018.0,POINT (9.340145 56.771268)
134,278,Farum Apotek,6,Farum Bytorv 69,3520.0,01-01-1885 00:00,,1084.0,190.0,1084.0,"Farum Bytorv 69, 3520 Denmark",55.814654,12.381689,1885-01-01,,1885.0,,2008.0,POINT (12.381689 55.814654)
135,012-A1,Fensmark Apoteksudsalg,8,"Holmegårdsvej 1 A, Fensmark",4684.0,01.01.1992,,1085.0,370.0,1085.0,"Holmegårdsvej 1 A, Fensmark, 4684 Denmark",55.3411,12.0694,1992-01-01,,1992.0,,2008.0,POINT (12.0694 55.3411)
136,152-A3,Ferritslev Apoteksudsalg,8,Ørbækvej 883,5863.0,"01Sep2013 0:00:00,000","02May2016 0:00:00,000",1083.0,430.0,1083.0,"Ørbækvej 883, 5863 Denmark",55.308372,10.584103,2013-09-01,2016-05-02,2013.0,2016.0,2013.0,POINT (10.584103 55.308372)
137,029-2,Fields Apotek,7,Arne Jacobsens Allé 12,2300.0,"20Jul2015 0:00:00,000",,1084.0,101.0,1084.0,"Arne Jacobsens Allé 12, 2300 Denmark",55.6305777,12.5767812,2015-07-20,,2015.0,,2015.0,POINT (12.5767812 55.6305777)
138,029-A1,Fields Copenhagen Apoteksudsalg,8,Arne Jacobsens Allé 12,2300.0,"01Aug2010 0:00:00,000","20Jul2015 0:00:00,000",1084.0,101.0,1084.0,"Arne Jacobsens Allé 12, 2300 Denmark",55.6305777,12.5767812,2010-08-01,2015-07-20,2010.0,2015.0,2010.0,POINT (12.5767812 55.6305777)
139,039-1,Fjerritslev Apotek,7,Østergade 11-13,9690.0,"01Jul2010 0:00:00,000",,1081.0,849.0,1081.0,"Østergade 11-13, 9690 Denmark",57.0878623,9.2811498,2010-07-01,,2010.0,,2010.0,POINT (9.2811498 57.0878623)
140,073,Fjerritslev Apotek,6,Jernbanegade 2,9690.0,01-01-1824 00:00,"30Jun2010 0:00:00,000",1081.0,849.0,1081.0,"Jernbanegade 2, 9690 Denmark",57.086724,9.265714,1824-01-01,2010-06-30,1824.0,2010.0,2008.0,POINT (9.265713999999999 57.086724)
141,068-2,Fjord Apoteket Frederikssund,7,Kalvøvej 2A,3600.0,"12Nov2018 0:00:00,000",,1084.0,250.0,1084.0,"Kalvøvej 2A, 3600 Denmark",55.836156,12.05828,2018-11-12,,2018.0,,2018.0,POINT (12.05828 55.836156)
142,177-2,Folkebo Apotek,7,Hjallesevej 201B,5230.0,"27Nov2017 0:00:00,000",,1083.0,461.0,1083.0,"Hjallesevej 201B, 5230 Denmark",55.3916097,10.3968941,2017-11-27,,2017.0,,2017.0,POINT (10.3968941 55.3916097)
143,177-A1,Folkebo Apoteksudsalg,8,Hjallesevej 207,5230.0,01.01.1992,"27Nov2017 0:00:00,000",1083.0,461.0,1083.0,"Hjallesevej 207, 5230 Denmark",55.374928,10.395717,1992-01-01,2017-11-27,1992.0,2017.0,2008.0,POINT (10.395717 55.374928)
144,154-2,Fredensborg Apotek,7,Jernbanegade 3,3480.0,01.01.1992,,1084.0,210.0,1084.0,"Jernbanegade 3, 3480 Denmark",55.979023,12.398907,1992-01-01,,1992.0,,2008.0,POINT (12.398907 55.979023)
145,223,Fredericia Krone Apotek,13,Prinsessegade 45-49,7000.0,"01Jan1907 0:00:00,000",,1083.0,607.0,1083.0,"Prinsessegade 45-49, 7000 Denmark",55.5656138,9.757674,1907-01-01,,1907.0,,2008.0,POINT (9.757674 55.5656138)
146,015-2,Fredericia Løve Apoteket Vestcentret,7,Venusvej 10 B,7000.0,"01Jul2015 0:00:00,000",,1083.0,607.0,1083.0,"Venusvej 10 B, 7000 Denmark",55.5672149,9.7090414,2015-07-01,,2015.0,,2015.0,POINT (9.7090414 55.5672149)
147,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850.0,01-01-1867 00:00,,1084.0,147.0,1084.0,"Gammel Kongevej 162, 1850 Denmark",55.6760515,12.5432969,1867-01-01,,1867.0,,2008.0,POINT (12.5432969 55.6760515)
148,310,Frederiksberg Apoteket Bjørnen,6,Nordens Plads 16,2000.0,"01Nov1977 0:00:00,000","31May2004 0:00:00,000",14.0,147.0,,"Nordens Plads 16, 2000 Denmark",55.6721666,12.5012062,1977-11-01,2004-05-31,1977.0,2004.0,2008.0,POINT (12.5012062 55.6721666)
149,184,Frederiksberg Apoteket Godthåb,6,Godthåbsvej 4,2000.0,"12Nov1901 0:00:00,000",,1084.0,147.0,1084.0,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,,1901.0,,2008.0,POINT (12.538161 55.685538)
150,327,Frederiksberg Dalgas Boulevard Apotek,6,Dalgas Boulevard 91,2000.0,01.03.1994,,1084.0,147.0,1084.0,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563,1994-01-03,,1994.0,,2008.0,POINT (12.510563 55.681633)
151,222,Frederiksberg Fasan Apotek,6,Godthåbsvej 58,2000.0,"01Jan1907 0:00:00,000","23Dec2004 0:00:00,000",14.0,147.0,,"Godthåbsvej 58, 2000 Denmark",55.687515,12.529509,1907-01-01,2004-12-23,1907.0,2004.0,2008.0,POINT (12.529509 55.687515)
152,262,Frederiksberg Gl. Kongevej Apotek,13,Gammel Kongevej 76,1850.0,"01Jan1916 0:00:00,000",,1084.0,147.0,1084.0,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,,1916.0,,2008.0,POINT (12.551359 55.674336)
153,334-1,Frederiksberg Løve Apotek,7,Falkoner Alle 88,2000.0,"22Nov2018 0:00:00,000",,1084.0,147.0,1084.0,"Falkoner Alle 88, 2000 Denmark",55.685481,12.539029,2018-11-22,,2018.0,,2018.0,POINT (12.539029 55.685481)
154,185,Frederiksberg Smallegades Apotek,6,Smallegade 46,2000.0,"01Jan1900 0:00:00,000",,1084.0,147.0,1084.0,"Smallegade 46, 2000 Denmark",55.679679,12.523739,1900-01-01,,1900.0,,2008.0,POINT (12.523739 55.679679)
155,066,Frederikshavn Løve Apotek,6,Hangaardsvej 7,9900.0,01-01-1810 00:00,,1081.0,813.0,1081.0,"Hangaardsvej 7, 9900 Denmark",57.438716,10.534169,1810-01-01,,1810.0,,2008.0,POINT (10.534169 57.438716)
156,313,Frederikshavn Svane Apotek,6,Søndergade 1,9900.0,"01Jan1923 0:00:00,000",,1081.0,813.0,1081.0,"Søndergade 1, 9900 Denmark",57.4339935,10.5297631,1923-01-01,,1923.0,,2008.0,POINT (10.5297631 57.4339935)
157,068,Frederikssund Apotek,6,"Nygade 1, 1. sal 18",3600.0,01-01-1815 00:00,,1084.0,250.0,1084.0,"Nygade 1, 1. sal 18, 3600 Denmark",55.836515,12.06505,1815-01-01,,1815.0,,2008.0,POINT (12.06505 55.836515)
158,080,Frederiksværk Apotek,6,Nørregade 4,3300.0,11-12-1857 00:00,,1084.0,260.0,1084.0,"Nørregade 4, 3300 Denmark",55.973217,12.021654,1857-11-12,,1857.0,,2008.0,POINT (12.021654 55.973217)
159,355,Friheden Apotek,6,Strandmarksvej 20,2650.0,"01Jan1958 0:00:00,000",,1084.0,167.0,1084.0,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,,1958.0,,2008.0,POINT (12.484661 55.626891)
161,102,Fuglebjerg Apotek,6,Indre Krummerupvej 1,4250.0,01-01-1856 00:00,"31Jul2007 0:00:00,000",1085.0,370.0,1085.0,"Indre Krummerupvej 1, 4250 Denmark",55.305321,11.545945,1856-01-01,2007-07-31,1856.0,2007.0,2008.0,POINT (11.545945 55.305321)
162,137-1,Fuglebjerg Apotek,7,Byagervej 6 A,4250.0,"01Aug2007 0:00:00,000",,1085.0,370.0,1085.0,"Byagervej 6 A, 4250 Denmark",55.3016809,11.5476596,2007-08-01,,2007.0,,2008.0,POINT (11.5476596 55.3016809)
163,034,Faaborg Løve Apotek,6,Herregårdscentret 6,5600.0,01-01-1753 00:00,,1083.0,430.0,1083.0,"Herregårdscentret 6, 5600 Denmark",55.100625,10.240043,1753-01-01,,1753.0,,2008.0,POINT (10.240043 55.100625)
164,129,Galten Apotek,13,Torvet 3,8464.0,01-01-1876 00:00,,1082.0,746.0,1082.0,"Torvet 3, 8464 Denmark",56.155132,9.90418,1876-01-01,,1876.0,,2008.0,POINT (9.90418 56.155132)
165,215,Gentofte Apotek,13,Gentoftegade 35,2820.0,"01Jan1904 0:00:00,000",,1084.0,157.0,1084.0,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,,1904.0,,2008.0,POINT (12.541228 55.747369)
167,113,Gilleleje Apotek,6,Vesterbrogade 6 B,3250.0,01-01-1869 00:00,,1084.0,270.0,1084.0,"Vesterbrogade 6 B, 3250 Denmark",56.1256179,12.3056349,1869-01-01,,1869.0,,2008.0,POINT (12.3056349 56.1256179)
169,115,Give Apotek,6,Østergade 8-14,7323.0,01-01-1869 00:00,,1083.0,630.0,1083.0,"Østergade 8-14, 7323 Denmark",55.8463179,9.2395159,1869-01-01,,1869.0,,2008.0,POINT (9.239515900000001 55.8463179)
170,024-2,Glamsbjerg Apotek,7,Søndergade 70,5620.0,"01May2017 0:00:00,000",,1083.0,420.0,1083.0,"Søndergade 70, 5620 Denmark",55.273574,10.107259,2017-05-01,,2017.0,,2017.0,POINT (10.107259 55.273574)
171,024-1-A1,Glamsbjerg Apoteksudsalg,8,Søndergade 26,5620.0,18.07.2008,"01May2017 0:00:00,000",1083.0,420.0,1083.0,"Søndergade 26, 5620 Denmark",55.277139,10.10635,2008-07-18,2017-05-01,2008.0,2017.0,2008.0,POINT (10.10635 55.277139)
172,076-A1,Glarbjerg Apoteksudsalg,8,Glarbjergvej 85,8900.0,01.01.2000,"30Nov2004 0:00:00,000",70.0,731.0,,"Glarbjergvej 85, 8900 Denmark",56.4801202,10.0371052,2000-01-01,2004-11-30,2000.0,2004.0,2008.0,POINT (10.0371052 56.4801202)
173,274-A3,Glarbjerg Apoteksudsalg,8,Glarbjergvej 85,8900.0,"01Dec2004 0:00:00,000",,1082.0,730.0,1082.0,"Glarbjergvej 85, 8900 Denmark",56.4801202,10.0371052,2004-12-01,,2004.0,,2008.0,POINT (10.0371052 56.4801202)
174,109,Glostrup Apotek,6,Hovedvejen 101,2600.0,01-01-1863 00:00,,1084.0,161.0,1084.0,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,,1863.0,,2008.0,POINT (12.396538 55.665658)
175,137,Glumsø Apotek,13,Østergade 8,4171.0,01-01-1883 00:00,,1085.0,370.0,1085.0,"Østergade 8, 4171 Denmark",55.352931,11.692252,1883-01-01,,1883.0,,2008.0,POINT (11.692252 55.352931)
176,286-1,Gram Apotek,7,Torvet 3,6510.0,01.01.1992,,1083.0,510.0,1083.0,"Torvet 3, 6510 Denmark",55.2885535,9.0484581,1992-01-01,,1992.0,,2008.0,POINT (9.0484581 55.2885535)
177,225-A1,Grantoften Apoteksudsalg,8,Grantoftestræde 11,2750.0,01.04.2000,"09Dec2011 0:00:00,000",1084.0,151.0,,"Grantoftestræde 11, 2750 Denmark",55.727339,12.34331,2000-01-04,2011-12-09,2000.0,2011.0,2008.0,POINT (12.34331 55.727339)
178,037,Grenaa Apotek,6,Kannikegade 12,8500.0,01-01-1753 00:00,,1082.0,707.0,1082.0,"Kannikegade 12, 8500 Denmark",56.41217,10.876357,1753-01-01,,1753.0,,2008.0,POINT (10.876357 56.41217)
179,370,Greve Apotek,6,Greve Midtby Center 14 B,2670.0,"27Jun2005 0:00:00,000",,1085.0,253.0,1085.0,"Greve Midtby Center 14 B, 2670 Denmark",55.5822503,12.2952687,2005-06-27,,2005.0,,2008.0,POINT (12.2952687 55.5822503)
180,365-22,Greve Apotek (gl),7,Greve Midtby Center 6 E,2670.0,01.01.1991,"26Jun2005 0:00:00,000",25.0,253.0,,"Greve Midtby Center 6 E, 2670 Denmark",55.5822503,12.2952687,1991-01-01,2005-06-26,1991.0,2005.0,2008.0,POINT (12.2952687 55.5822503)
181,088,Grindsted Apotek,6,Borgergade 29,7200.0,01-01-1842 00:00,,1083.0,530.0,1083.0,"Borgergade 29, 7200 Denmark",55.756261,8.931128,1842-01-01,,1842.0,,2008.0,POINT (8.931127999999999 55.756261)
182,088-2,Grindsted Lyng Apotek,7,Vestergade 34,7200.0,"01Nov2019 0:00:00,000",,1083.0,530.0,1083.0,"Vestergade 34, 7200 Denmark",55.759238,8.922282,2019-11-01,,2019.0,,2019.0,POINT (8.922281999999999 55.759238)
183,113-A1,Græsted Apoteksudsalg,8,Græsted Hovedgade 8,3230.0,01.01.1992,,1084.0,270.0,1084.0,"Græsted Hovedgade 8, 3230 Denmark",56.065435,12.2818262,1992-01-01,,1992.0,,2008.0,POINT (12.2818262 56.065435)
184,289,Gråsten Apotek,6,Sundsnæs 13,6300.0,01-01-1828 00:00,,1083.0,540.0,1083.0,"Sundsnæs 13, 6300 Denmark",54.910857,9.588866,1828-01-01,,1828.0,,2008.0,POINT (9.588865999999999 54.910857)
185,297-A1,Guderup Apoteksudsalg,8,"Mosevej 1, Guderup",6430.0,01.04.2003,"11Jul2014 0:00:00,000",1083.0,540.0,1083.0,"Mosevej 1, Guderup, 6430 Denmark",54.9912743,9.8681259,2003-01-04,2014-07-11,2003.0,2014.0,2008.0,POINT (9.868125900000001 54.9912743)
186,298-1-A1,Guderup Apoteksudsalg,8,"Mosevej 1, Guderup",6430.0,"01Feb2014 0:00:00,000",,1083.0,540.0,1083.0,"Mosevej 1, Guderup, 6430 Denmark",54.9912743,9.8681259,2014-02-01,,2014.0,,2014.0,POINT (9.868125900000001 54.9912743)
187,136-1,Guldborgsund Svane Apotek,7,"Guldborgsundcentret 23, Sundby",4800.0,"01Jun2020 0:00:00,000",,1085.0,376.0,1085.0,"Guldborgsundcentret 23, Sundby, 4800 Denmark",54.7659023,11.8469168,2020-06-01,,2020.0,,2020.0,POINT (11.8469168 54.7659023)
188,323-2,Gyldenrisparkens Apotek,7,Amagerbrogade 264,2300.0,"01Sep2015 0:00:00,000",,1084.0,101.0,1084.0,"Amagerbrogade 264, 2300 Denmark",55.642544,12.615792,2015-09-01,,2015.0,,2015.0,POINT (12.615792 55.642544)
191,254-1,Gørlev Apotek,7,Algade 29,4281.0,01.01.1991,,1085.0,326.0,1085.0,"Algade 29, 4281 Denmark",55.539444,11.226409,1991-01-01,,1991.0,,2008.0,POINT (11.226409 55.539444)
192,291,Haderslev Hjorte Apotek,6,Bispebroen 2 A,6100.0,01-01-1753 00:00,,1083.0,510.0,1083.0,"Bispebroen 2 A, 6100 Denmark",55.25049,9.4842702,1753-01-01,,1753.0,,2008.0,POINT (9.484270199999999 55.25049)
193,047-2,Haderslev Krone Apotek,7,Bredgade 12,6100.0,"29Aug2019 0:00:00,000",,1083.0,510.0,1083.0,"Bredgade 12, 6100 Denmark",55.254849,9.48258,2019-08-29,,2019.0,,2019.0,POINT (9.48258 55.254849)
194,292,Haderslev Løve Apotek,13,Jomfrustien 40,6100.0,01-01-1802 00:00,,1083.0,510.0,1083.0,"Jomfrustien 40, 6100 Denmark",55.250568,9.496685,1802-01-01,,1802.0,,2008.0,POINT (9.496684999999999 55.250568)
195,164,Hadsten Apotek,6,Vesselbjergvej 8,8370.0,01-01-1896 00:00,,1082.0,710.0,1082.0,"Vesselbjergvej 8, 8370 Denmark",56.328232,10.047822,1896-01-01,,1896.0,,2008.0,POINT (10.047822 56.328232)
196,164-2,Hadsten Gazelle Apotek,7,Bavne Allé 25,8370.0,"01Feb2016 0:00:00,000","13Dec2016 0:00:00,000",1082.0,710.0,,"Bavne Allé 25, 8370 Denmark",56.32052,10.079663,2016-02-01,2016-12-13,2016.0,2016.0,2016.0,POINT (10.079663 56.32052)
197,218,Hadsund Apotek,6,Storegade 23-25,9560.0,"01Jan1905 0:00:00,000",,1081.0,846.0,1081.0,"Storegade 23-25, 9560 Denmark",56.7161045,10.1140172,1905-01-01,,1905.0,,2008.0,POINT (10.1140172 56.7161045)
199,144-1,Hals Apotek,7,Havnegade 7A,9370.0,"01Feb2006 0:00:00,000",,1081.0,851.0,1081.0,"Havnegade 7A, 9370 Denmark",56.993303,10.307272,2006-02-01,,2006.0,,2008.0,POINT (10.307272 56.993303)
200,245,Hals Apotek,6,Havnegade 4,9370.0,"01Jan1903 0:00:00,000","01Feb2006 0:00:00,000",80.0,817.0,,"Havnegade 4, 9370 Denmark",56.993865,10.307159,1903-01-01,2006-02-01,1903.0,2006.0,2008.0,POINT (10.307159 56.993865)
201,087,Hammel Frijsenborg Apotek,13,Østergade 1,8450.0,01-01-1841 00:00,,1082.0,710.0,1082.0,"Østergade 1, 8450 Denmark",56.2572838,9.8686624,1841-01-01,,1841.0,,2008.0,POINT (9.8686624 56.2572838)
203,131-1,Hammershøj Apotek,7,Randersvej 8,8830.0,01.01.1992,,1082.0,791.0,1082.0,"Randersvej 8, 8830 Denmark",56.499378,9.751857,1992-01-01,,1992.0,,2008.0,POINT (9.751856999999999 56.499378)
204,247-A1,Hanstholm Apoteksudsalg,8,Bytorvet 20,7730.0,01.01.1992,,1081.0,787.0,1081.0,"Bytorvet 20, 7730 Denmark",57.112953,8.606767,1992-01-01,,1992.0,,2008.0,POINT (8.606767 57.112953)
205,129-1,Harlev Apotek,7,Gl. Stillingvej 427,8462.0,"01Sep2015 0:00:00,000",,1082.0,746.0,1082.0,"Gl. Stillingvej 427, 8462 Denmark",56.35,10.05,2015-09-01,,2015.0,,2015.0,POINT (10.05 56.35)
206,129-A1,Harlev Apoteksudsalg,8,Gl. Stillingvej 427,8462.0,"02Dec2002 0:00:00,000","01Sep2015 0:00:00,000",1082.0,746.0,1082.0,"Gl. Stillingvej 427, 8462 Denmark",56.35,10.05,2002-12-02,2015-09-01,2002.0,2015.0,2008.0,POINT (10.05 56.35)
207,337-1,Hasle Apotek,7,"Hasle Torv, Viborgvej 150",8210.0,"16Nov2015 0:00:00,000",,1082.0,751.0,1082.0,"Hasle Torv, Viborgvej 150, 8210 Denmark",56.1681006,10.16292,2015-11-16,,2015.0,,2015.0,POINT (10.16292 56.1681006)
208,337-A1,Hasle Apoteksudsalg,8,"Hasle Torv, Viborgvej 150",8210.0,01.01.2000,"13Nov2015 0:00:00,000",1082.0,751.0,1082.0,"Hasle Torv, Viborgvej 150, 8210 Denmark",56.1681006,10.16292,2000-01-01,2015-11-13,2000.0,2015.0,2008.0,POINT (10.16292 56.1681006)
209,100,Haslev Apotek,6,Jernbanegade 11,4690.0,01-01-1856 00:00,,1085.0,320.0,1085.0,"Jernbanegade 11, 4690 Denmark",55.328899,11.963527,1856-01-01,,1856.0,,2008.0,POINT (11.963527 55.328899)
210,255-1,Hasseris Apotek,7,Hasseris Bymidte 9,9000.0,"01Sep2015 0:00:00,000",,1081.0,851.0,1081.0,"Hasseris Bymidte 9, 9000 Denmark",57.036292,9.883598,2015-09-01,,2015.0,,2015.0,POINT (9.883597999999999 57.036292)
211,255-A2,Hasseris Bymidte Apoteksudsalg,8,Hasseris Bymidte 9,9000.0,01.01.2000,"01Sep2015 0:00:00,000",1081.0,851.0,1081.0,"Hasseris Bymidte 9, 9000 Denmark",57.036292,9.883598,2000-01-01,2015-09-01,2000.0,2015.0,2008.0,POINT (9.883597999999999 57.036292)
212,221,Havdrup Apotek,6,"Skovvej 5, Postboks 10",4622.0,"01Jan1907 0:00:00,000","27Jun2005 0:00:00,000",25.0,269.0,,"Skovvej 5, Postboks 10, 4622 Denmark",55.544375,12.114902,1907-01-01,2005-06-27,1907.0,2005.0,2008.0,POINT (12.114902 55.544375)
213,370-1,Havdrup Apotek,7,Møllemarken 8,4622.0,"27Jun2005 0:00:00,000",,1085.0,269.0,1085.0,"Møllemarken 8, 4622 Denmark",55.543764,12.115263,2005-06-27,,2005.0,,2008.0,POINT (12.115263 55.543764)
215,156-3,Havne Apoteket,7,Windfeld Hansensgade 2,7100.0,"01Sep2016 0:00:00,000",,1083.0,630.0,1083.0,"Windfeld Hansensgade 2, 7100 Denmark",55.7093,9.5357,2016-09-01,,2016.0,,2016.0,POINT (9.5357 55.7093)
