,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry
216,225-3,Hedegårdens Apotek,7,Hedeparken 9,2750.0,"20Jun2016 0:00:00,000",,1084.0,151.0,1084.0,"Hedeparken 9, 2750 Denmark",55.719146,12.357151,2016-06-20,,2016.0,,2016.0,POINT (12.357151 55.719146)
217,225-A2,Hedegårdens Apoteksudsalg,8,Hedeparken 9,2750.0,01.04.2000,"20Jun2016 0:00:00,000",1084.0,151.0,1084.0,"Hedeparken 9, 2750 Denmark",55.719146,12.357151,2000-01-04,2016-06-20,2000.0,2016.0,2008.0,POINT (12.357151 55.719146)
218,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640.0,01.01.1992,,1084.0,169.0,1084.0,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,1992-01-01,,1992.0,,2008.0,POINT (12.200141 55.649489)
219,248,Hedensted Apotek,6,Bytorvet 21 B,8722.0,"01Jan1914 0:00:00,000",,1082.0,766.0,1082.0,"Bytorvet 21 B, 8722 Denmark",55.7691036,9.7011606,1914-01-01,,1914.0,,2008.0,POINT (9.7011606 55.7691036)
220,182,Hellerup Apotek,13,Strandvejen 165,2900.0,"01Jan1900 0:00:00,000",,1084.0,157.0,1084.0,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,,1900.0,,2008.0,POINT (12.575353 55.732495)
222,330,Hellerup Øregård Apotek,6,Strandvejen 203,2900.0,"01Jan1932 0:00:00,000","31Oct2003 0:00:00,000",15.0,157.0,,"Strandvejen 203, 2900 Denmark",55.737369,12.575312,1932-01-01,2003-10-31,1932.0,2003.0,2008.0,POINT (12.575312 55.737369)
223,191,Helsinge Apotek,6,Østergade 35,3200.0,"01Jan1901 0:00:00,000",,1084.0,270.0,1084.0,"Østergade 35, 3200 Denmark",56.0261355,12.2163846,1901-01-01,,1901.0,,2008.0,POINT (12.2163846 56.0261355)
224,364,Helsingør Axeltorvs Apotek,6,Groskenstræde 2 A,3000.0,"01Jan1968 0:00:00,000",,1084.0,217.0,1084.0,"Groskenstræde 2 A, 3000 Denmark",56.0367464,12.6107202,1968-01-01,,1968.0,,2008.0,POINT (12.6107202 56.0367464)
225,238,Helsingør Stengades Apotek,6,Stengade 46,3000.0,"01Jan1912 0:00:00,000",,1084.0,217.0,1084.0,"Stengade 46, 3000 Denmark",56.0356385,12.6154715,1912-01-01,,1912.0,,2008.0,POINT (12.6154715 56.0356385)
227,368-2,Herfølge Apotek,7,Vordingborgvej 106,4681.0,"01Feb2017 0:00:00,000",,1085.0,259.0,1085.0,"Vordingborgvej 106, 4681 Denmark",55.4283912,12.1531988,2017-02-01,,2017.0,,2017.0,POINT (12.1531988 55.4283912)
228,368-A1,Herfølge Apoteksudsalg,8,Vordingborgvej 106,4681.0,01.11.2015,"31Jan2016 0:00:00,000",1085.0,259.0,1085.0,"Vordingborgvej 106, 4681 Denmark",55.4283912,12.1531988,2015-01-11,2016-01-31,2015.0,2016.0,2015.0,POINT (12.1531988 55.4283912)
229,351,Herlev Apotek,6,Herlev Torv 13,2730.0,"01Jan1951 0:00:00,000",,1084.0,163.0,1084.0,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951.0,,2008.0,POINT (12.438964 55.724141)
230,078,Herning Løve Apotek,6,Bredgade 45,7400.0,01-01-1832 00:00,,1082.0,657.0,1082.0,"Bredgade 45, 7400 Denmark",56.136107,8.969861,1832-01-01,,1832.0,,2008.0,POINT (8.969861 56.136107)
231,281,Herning Østergades Apotek,6,Østergade 5,7400.0,"15Sep1920 0:00:00,000",,1082.0,657.0,1082.0,"Østergade 5, 7400 Denmark",56.136348,8.976014,1920-09-15,,1920.0,,2008.0,POINT (8.976013999999999 56.136348)
232,035-1,Hesselager Apotek,7,Langgade 5,5874.0,"01Jun2012 0:00:00,000",,1083.0,479.0,1083.0,"Langgade 5, 5874 Denmark",55.170855,10.734611,2012-06-01,,2012.0,,2012.0,POINT (10.734611 55.170855)
233,117,Hesselager Apotek,6,Langgade 20,5874.0,01-01-1870 00:00,"01Jun2012 0:00:00,000",1083.0,479.0,1083.0,"Langgade 20, 5874 Denmark",55.169293,10.734126,1870-01-01,2012-06-01,1870.0,2012.0,2008.0,POINT (10.734126 55.169293)
234,044,Hillerød Frederiksborg Apotek,6,Slotsgade 26,3400.0,01-01-1792 00:00,,1084.0,219.0,1084.0,"Slotsgade 26, 3400 Denmark",55.930404,12.299802,1792-01-01,,1792.0,,2008.0,POINT (12.299802 55.930404)
235,367,Hillerød Krone Apotek,6,Helsingørsgade 10,3400.0,"01Jan1998 0:00:00,000",,1084.0,219.0,1084.0,"Helsingørsgade 10, 3400 Denmark",55.9303626,12.3050612,1998-01-01,,1998.0,,2008.0,POINT (12.3050612 55.9303626)
236,367-2,Hillerød Øst Apotek,7,Fredskovhellet 1,3400.0,"27Apr2020 0:00:00,000",,1084.0,219.0,1084.0,"Fredskovhellet 1, 3400 Denmark",55.9317593,12.3393287,2020-04-27,,2020.0,,2020.0,POINT (12.3393287 55.9317593)
237,164-1,Hinnerup Apotek,7,Storegade 5,8382.0,"01Oct2006 0:00:00,000",,1082.0,710.0,1082.0,"Storegade 5, 8382 Denmark",56.264038,10.062066,2006-10-01,,2006.0,,2008.0,POINT (10.062066 56.264038)
238,356,Hirtshals Apotek,6,Jørgen Fibigersgade 18,9850.0,"01Jan1959 0:00:00,000",,1081.0,860.0,1081.0,"Jørgen Fibigersgade 18, 9850 Denmark",57.590496,9.959974,1959-01-01,,1959.0,,2008.0,POINT (9.959974000000001 57.590496)
239,144-2,Hjallerup Apotek,7,Søndergade 6,9320.0,"19Mar2018 0:00:00,000",,1081.0,810.0,1081.0,"Søndergade 6, 9320 Denmark",57.168611,10.145376,2018-03-19,,2018.0,,2018.0,POINT (10.145376 57.168611)
240,144-A1,Hjallerup Apoteksudsalg,8,Søndergade 6,9320.0,01.01.2001,"19Mar2018 0:00:00,000",1081.0,810.0,1081.0,"Søndergade 6, 9320 Denmark",57.168611,10.145376,2001-01-01,2018-03-19,2001.0,2018.0,2008.0,POINT (10.145376 57.168611)
241,345-A1,Hjallese Apoteksudsalg,8,Odensevej 18 B,5260.0,01.01.2000,"29Apr2013 0:00:00,000",1083.0,461.0,,"Odensevej 18 B, 5260 Denmark",55.3644438,10.3917138,2000-01-01,2013-04-29,2000.0,2013.0,2008.0,POINT (10.3917138 55.3644438)
242,363-2,Hjerting Apotek,7,Havbakken 2,6710.0,"01Dec2015 0:00:00,000",,1083.0,561.0,1083.0,"Havbakken 2, 6710 Denmark",55.516755,8.372004,2015-12-01,,2015.0,,2015.0,POINT (8.372004 55.516755)
243,351-A1,Hjortespring-Centrets Apoteksudsalg,8,Dildhaven 45,2730.0,01.07.2010,30.09.2020,1084.0,163.0,1084.0,"Dildhaven 45, 2730 Denmark",55.742952,12.423559,2010-01-07,2020-09-30,2010.0,2020.0,2010.0,POINT (12.423559 55.742952)
244,045-1,Hjørring Hjorte Apotek,7,Frederikshavnsvej 44,9800.0,"01Feb2018 0:00:00,000",,1081.0,860.0,1081.0,"Frederikshavnsvej 44, 9800 Denmark",57.455191,10.006088,2018-02-01,,2018.0,,2018.0,POINT (10.006088 57.455191)
245,045,Hjørring Løve Apotek,6,Østergade 7 A,9800.0,01-01-1794 00:00,,1081.0,860.0,1081.0,"Østergade 7 A, 9800 Denmark",57.4575049,9.9940838,1794-01-01,,1794.0,,2008.0,POINT (9.9940838 57.4575049)
246,236,Hjørring Svane Apotek,6,Strømgade 5,9800.0,"01Jan1911 0:00:00,000","30Jun2019 0:00:00,000",1081.0,860.0,1081.0,"Strømgade 5, 9800 Denmark",57.460316,9.9865145,1911-01-01,2019-06-30,1911.0,2019.0,2008.0,POINT (9.9865145 57.460316)
247,054,Hobro Apotek,6,Adelgade 18,9500.0,01-01-1803 00:00,,1081.0,846.0,1081.0,"Adelgade 18, 9500 Denmark",56.639388,9.793265,1803-01-01,,1803.0,,2008.0,POINT (9.793265 56.639388)
248,026,Holbæk Elefant Apotek,13,Ahlgade 32,4300.0,01-01-1753 00:00,,1085.0,316.0,1085.0,"Ahlgade 32, 4300 Denmark",55.71768,11.711049,1753-01-01,,1753.0,,2008.0,POINT (11.711049 55.71768)
249,239,Holbæk Løve Apotek,6,Labæk 4-6,4300.0,"01Jan1913 0:00:00,000",,1085.0,316.0,1085.0,"Labæk 4-6, 4300 Denmark",55.716936,11.7184847,1913-01-01,,1913.0,,2008.0,POINT (11.7184847 55.716936)
251,030,Holstebro Løveapotek,6,Store Torv 8,7500.0,01-01-1753 00:00,,1082.0,661.0,1082.0,"Store Torv 8, 7500 Denmark",56.357962,8.617337,1753-01-01,,1753.0,,2008.0,POINT (8.617336999999999 56.357962)
252,275,Holstebro Svane Apotek,6,Nørregade 51,7500.0,"01Jan1917 0:00:00,000",,1082.0,661.0,1082.0,"Nørregade 51, 7500 Denmark",56.361775,8.618734,1917-01-01,,1917.0,,2008.0,POINT (8.618734 56.361775)
253,253-2,Holsted Apotek,7,Søndergade 16,6670.0,"01Jun2005 0:00:00,000",,1083.0,575.0,1083.0,"Søndergade 16, 6670 Denmark",55.509966,8.916999,2005-06-01,,2005.0,,2008.0,POINT (8.916999000000001 55.509966)
254,268,Holsted Apotek,6,Søndergade 16,6670.0,"01Jan1906 0:00:00,000","01Jun2005 0:00:00,000",55.0,569.0,,"Søndergade 16, 6670 Denmark",55.509966,8.916999,1906-01-01,2005-06-01,1906.0,2005.0,2008.0,POINT (8.916999000000001 55.509966)
255,283,Holte Apotek,6,"Holte Midtpunkt 20, 1. sal",2840.0,"01Jan1919 0:00:00,000",,1084.0,230.0,1084.0,"Holte Midtpunkt 20, 1. sal, 2840 Denmark",55.811887,12.471571,1919-01-01,,1919.0,,2008.0,POINT (12.471571 55.811887)
257,113-1,Hornbæk Apotek,7,Sauntevej 2,3100.0,01.01.1992,,1084.0,217.0,1084.0,"Sauntevej 2, 3100 Denmark",56.0806998,12.4792214,1992-01-01,,1992.0,,2008.0,POINT (12.4792214 56.0806998)
258,011-2,Hornbæk Løve Apotek,7,Viborgvej 102A,8920.0,"02Nov2015 0:00:00,000",,1082.0,730.0,1082.0,"Viborgvej 102A, 8920 Denmark",56.4666272,9.9943069,2015-11-02,,2015.0,,2015.0,POINT (9.9943069 56.4666272)
259,104,Hornslet Apotek,6,Byvej 8,8543.0,01-01-1857 00:00,,1082.0,706.0,1082.0,"Byvej 8, 8543 Denmark",56.316491,10.3204,1857-01-01,,1857.0,,2008.0,POINT (10.3204 56.316491)
260,108,Hornsyld Apotek,6,Apotekerbakken 23,8783.0,01-01-1860 00:00,"27May2015 0:00:00,000",1082.0,766.0,1082.0,"Apotekerbakken 23, 8783 Denmark",55.753975,9.85203,1860-01-01,2015-05-27,1860.0,2015.0,2008.0,POINT (9.852029999999999 55.753975)
261,248-A1,Hornsyld Apoteksudsalg,8,Apotekerbakken 23,8783.0,01.05.2015,,1082.0,766.0,1082.0,"Apotekerbakken 23, 8783 Denmark",55.753975,9.85203,2015-01-05,,2015.0,,2015.0,POINT (9.852029999999999 55.753975)
263,166,Horsens Løve Apotek,6,Nørretorv 2,8700.0,01-01-1897 00:00,,1082.0,615.0,1082.0,"Nørretorv 2, 8700 Denmark",55.868006,9.845432,1897-01-01,,1897.0,,2008.0,POINT (9.845432000000001 55.868006)
264,118,Horsens Svane Apotek,6,Grønlandsvej 1 D,8700.0,01-01-1870 00:00,,1082.0,615.0,1082.0,"Grønlandsvej 1 D, 8700 Denmark",55.8562579,9.8606515,1870-01-01,,1870.0,,2008.0,POINT (9.860651499999999 55.8562579)
265,019,Horsens Søndergades Apotek,6,Søndergade 12,8700.0,01-01-1753 00:00,,1082.0,615.0,1082.0,"Søndergade 12, 8700 Denmark",55.861753,9.846627,1753-01-01,,1753.0,,2008.0,POINT (9.846627 55.861753)
266,183-1,Hovedbanens Apotek,7,Bernstorffsgade 16,1577.0,"04Sep2017 0:00:00,000",,1084.0,101.0,1084.0,"Bernstorffsgade 16, 1577 Denmark",55.6726833,12.5641888,2017-09-04,,2017.0,,2017.0,POINT (12.5641888 55.6726833)
268,166-1,Hovedgård Apotek,7,Ørridslevvej 1,8732.0,01.01.1992,,1082.0,615.0,1082.0,"Ørridslevvej 1, 8732 Denmark",55.938138,9.955858,1992-01-01,,1992.0,,2008.0,POINT (9.955857999999999 55.938138)
269,027-1,Humble Apotek,7,Hovedgaden 2,5932.0,"30Sep1998 0:00:00,000",,1083.0,482.0,1083.0,"Hovedgaden 2, 5932 Denmark",54.826367,10.69893,1998-09-30,,1998.0,,2008.0,POINT (10.69893 54.826367)
271,154,Humlebæk Apotek,6,Humlebæk Center 23,3050.0,01-01-1893 00:00,,1084.0,210.0,1084.0,"Humlebæk Center 23, 3050 Denmark",55.964006,12.529982,1893-01-01,,1893.0,,2008.0,POINT (12.529982 55.964006)
273,080-1,Hundested Apotek,6,Nørregade 54,3390.0,01.01.1992,,1084.0,260.0,1084.0,"Nørregade 54, 3390 Denmark",55.9572481,11.8536231,1992-01-01,,1992.0,,2008.0,POINT (11.8536231 55.9572481)
274,365,Hundige Apotek,6,Over Bølgen 19H,2670.0,"01Jan1976 0:00:00,000",,1085.0,253.0,1085.0,"Over Bølgen 19H, 2670 Denmark",55.5970596,12.3268903,1976-01-01,,1976.0,,2008.0,POINT (12.3268903 55.5970596)
275,277,Hurup Apotek,6,Sundsvej 1,7760.0,"15Dec1918 0:00:00,000",,1081.0,787.0,1081.0,"Sundsvej 1, 7760 Denmark",56.7484,8.420189,1918-12-15,,1918.0,,2008.0,POINT (8.420189000000001 56.7484)
276,341-5,Husum Bypark Apotek,7,Frederikssundsvej 284 (i Føtex),2700.0,"01Sep2017 0:00:00,000",,1084.0,101.0,1084.0,"Frederikssundsvej 284 (i Føtex), 2700 Denmark",55.7057,12.4964,2017-09-01,,2017.0,,2017.0,POINT (12.4964 55.7057)
277,119,Hvalsø Apotek,6,Roskildevej 4,4330.0,01-01-1871 00:00,,1085.0,350.0,1085.0,"Roskildevej 4, 4330 Denmark",55.589584,11.863888,1871-01-01,,1871.0,,2008.0,POINT (11.863888 55.589584)
279,038-A1,Hvide Sande Apoteksudsalg,8,Metheasvej 1,6960.0,01.01.2000,,1082.0,760.0,1082.0,"Metheasvej 1, 6960 Denmark",55.999131,8.126827,2000-01-01,,2000.0,,2008.0,POINT (8.126827 55.999131)
280,348,Hvidovre Apotek,6,Hvidovrevej 178,2650.0,"01Jan1950 0:00:00,000",,1084.0,167.0,1084.0,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950.0,,2008.0,POINT (12.474295 55.65347)
282,348-2,Hvidovre Hospital Privatapoteket,7,Kettegård alle 30,2650.0,"12Sep2018 0:00:00,000",,1084.0,167.0,1084.0,"Kettegård alle 30, 2650 Denmark",55.648768,12.470329,2018-09-12,,2018.0,,2018.0,POINT (12.470329 55.648768)
283,355-2,Hvidovre Stationsapotek,7,"Laurits Olsensvej 1, stuen, dør 30",2650.0,"15Nov2016 0:00:00,000",,1084.0,167.0,1084.0,"Laurits Olsensvej 1, stuen, dør 30, 2650 Denmark",55.666195,12.5170154,2016-11-15,,2016.0,,2016.0,POINT (12.5170154 55.666195)
284,017-1,Hyrdehøj Apotek,7,Hyrdehøj Alle 5,4000.0,"10Nov2015 0:00:00,000",,1085.0,265.0,1085.0,"Hyrdehøj Alle 5, 4000 Denmark",55.634643,12.053027,2015-11-10,,2015.0,,2015.0,POINT (12.053027 55.634643)
285,353-A1,Høje Gladsaxe Torv Apoteksudsalg,8,Høje Gladsaxe Torv 2,2860.0,30.04.2008,"31Dec2010 0:00:00,000",1084.0,159.0,,"Høje Gladsaxe Torv 2, 2860 Denmark",55.730403,12.496784,2008-04-30,2010-12-31,2008.0,2010.0,2008.0,POINT (12.496784 55.730403)
286,252-2,Høje Taastrup Apotek,7,Høje Taastrup Boulevard 44,2630.0,"31Oct2016 0:00:00,000",,1084.0,169.0,1084.0,"Høje Taastrup Boulevard 44, 2630 Denmark",55.648246,12.26953,2016-10-31,,2016.0,,2016.0,POINT (12.26953 55.648246)
287,252-A1,Høje Tåstrup Apoteksudsalg,8,Høje Taastrup Boulevard 44,2630.0,01.01.1992,"31Oct2016 0:00:00,000",1084.0,169.0,1084.0,"Høje Taastrup Boulevard 44, 2630 Denmark",55.648246,12.26953,1992-01-01,2016-10-31,1992.0,2016.0,2008.0,POINT (12.26953 55.648246)
289,302-A1,Højer Apoteksudsalg,8,Skolegade 8,6280.0,"01Jan2011 0:00:00,000",,1083.0,550.0,1083.0,"Skolegade 8, 6280 Denmark",54.963887,8.694297,2011-01-01,,2011.0,,2011.0,POINT (8.694297000000001 54.963887)
290,085,Højreby Hjorte Apotek,6,Hovedgaden 46 A,4920.0,01-01-1842 00:00,"13Oct2001 0:00:00,000",35.0,,,"Hovedgaden 46 A, 4920 Denmark",54.8143772,11.2730139,1842-01-01,2001-10-13,1842.0,2001.0,2008.0,POINT (11.2730139 54.8143772)
291,254,Høng Apotek,6,Centervej 35,4270.0,"01Jan1907 0:00:00,000",,1085.0,326.0,1085.0,"Centervej 35, 4270 Denmark",55.504303,11.288948,1907-01-01,,1907.0,,2008.0,POINT (11.288948 55.504303)
292,060-3,Hørning Apotek filial af Skanderborg Apotek,7,Nørre Allé 38,8362.0,"23Nov2015 0:00:00,000",,1082.0,746.0,1082.0,"Nørre Allé 38, 8362 Denmark",56.086804,10.038106,2015-11-23,,2015.0,,2015.0,POINT (10.038106 56.086804)
293,060-A1,Hørning Apoteksudsalg,8,Nørre Allé 13,8362.0,01.01.2000,"23Nov2015 0:00:00,000",1082.0,715.0,1082.0,"Nørre Allé 13, 8362 Denmark",56.086344,10.036794,2000-01-01,2015-11-23,2000.0,2015.0,2008.0,POINT (10.036794 56.086344)
294,079,Hørsholm Apotek,6,Hørsholm Midtpunkt 78,2970.0,01-01-1840 00:00,,1084.0,223.0,1084.0,"Hørsholm Midtpunkt 78, 2970 Denmark",55.882527,12.49756,1840-01-01,,1840.0,,2008.0,POINT (12.49756 55.882527)
295,298-A1,Høruphav Apoteksudsalg,8,"Søndre Landevej 222, Høruphav",6470.0,01.01.1992,,1083.0,540.0,1083.0,"Søndre Landevej 222, Høruphav, 6470 Denmark",54.910398,9.893489,1992-01-01,,1992.0,,2008.0,POINT (9.893489000000001 54.910398)
296,216-A1,Hørve Apoteksudsalg,8,Vallekildevej 3,4534.0,05.03.2008,"02May2014 0:00:00,000",1085.0,306.0,1085.0,"Vallekildevej 3, 4534 Denmark",55.752397,11.453826,2008-05-03,2014-05-02,2008.0,2014.0,2008.0,POINT (11.453826 55.752397)
297,024-1,Haarby Apotek,7,Algade 33,5683.0,01.05.1994,,1083.0,420.0,1083.0,"Algade 33, 5683 Denmark",55.22332,10.124086,1994-01-05,,1994.0,,2008.0,POINT (10.124086 55.22332)
298,187,Haarby Apotek,6,Algade 33,5683.0,"01Jan1900 0:00:00,000","19Mar2008 0:00:00,000",1083.0,420.0,1083.0,"Algade 33, 5683 Denmark",55.22332,10.124086,1900-01-01,2008-03-19,1900.0,2008.0,2008.0,POINT (10.124086 55.22332)
299,067-1-A2,Haarlev Apoteksudsalg,8,Hovedgaden 10 A,4652.0,24.07.2010,,1085.0,336.0,1085.0,"Hovedgaden 10 A, 4652 Denmark",55.3519105,12.2366694,2010-07-24,,2010.0,,2010.0,POINT (12.2366694 55.3519105)
300,249,Ikast Apotek,13,Østergade 15,7430.0,"01Jan1914 0:00:00,000",,1082.0,756.0,1082.0,"Østergade 15, 7430 Denmark",56.13988,9.157542,1914-01-01,,1914.0,,2008.0,POINT (9.157541999999999 56.13988)
301,249-1,Ikast Apotek Vest,7,Vestergade 63 ved/Løvbjerg,7430.0,"01Oct2016 0:00:00,000",,1082.0,756.0,1082.0,"Vestergade 63 ved/Løvbjerg, 7430 Denmark",56.1388,9.1577,2016-10-01,,2016.0,,2016.0,POINT (9.1577 56.1388)
302,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Bycenter",2635.0,01.01.1991,,1084.0,183.0,1084.0,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Denmark",55.6154,12.3518,1991-01-01,,1991.0,,2008.0,POINT (12.3518 55.6154)
303,266,Islands Brygge Apotek,6,Islands Brygge 3-5,2300.0,"01Jan1917 0:00:00,000","01Feb2003 0:00:00,000",13.0,101.0,,"Islands Brygge 3-5, 2300 Denmark",55.6695424,12.5797902,1917-01-01,2003-02-01,1917.0,2003.0,2008.0,POINT (12.5797902 55.6695424)
304,339-1,Islev Apotek,7,Fortvej 5,2610.0,"01Mar2018 0:00:00,000",,1084.0,175.0,1084.0,"Fortvej 5, 2610 Denmark",55.695916,12.458643,2018-03-01,,2018.0,,2018.0,POINT (12.458643 55.695916)
305,360-1,Islev Apotek,7,Fortvej 5,2610.0,"03Aug2015 0:00:00,000","01Mar2018 0:00:00,000",1084.0,175.0,1084.0,"Fortvej 5, 2610 Denmark",55.695916,12.458643,2015-08-03,2018-03-01,2015.0,2018.0,2015.0,POINT (12.458643 55.695916)
306,115-2,Jelling Apotek,7,Gorms Torv 5,7300.0,"01Dec2016 0:00:00,000",,1083.0,630.0,1083.0,"Gorms Torv 5, 7300 Denmark",55.7559,9.4258,2016-12-01,,2016.0,,2016.0,POINT (9.425800000000001 55.7559)
307,115-A1,Jelling Apoteksudsalg,8,Gorms Torv 5,7300.0,01.01.2000,"01Dec2016 0:00:00,000",1083.0,630.0,1083.0,"Gorms Torv 5, 7300 Denmark",55.7559,9.4258,2000-01-01,2016-12-01,2000.0,2016.0,2008.0,POINT (9.425800000000001 55.7559)
309,285-3,Jernbane apoteket Perlegade,7,Perlegade 81,6400.0,"15Jul2019 0:00:00,000",,1083.0,540.0,1083.0,"Perlegade 81, 6400 Denmark",54.913531,9.793924,2019-07-15,,2019.0,,2019.0,POINT (9.793924000000001 54.913531)
310,169-1,Jernbaneapoteket,7,Sdr. stationsvej 28 K,4200.0,"01Mar2018 0:00:00,000",,1085.0,330.0,1085.0,"Sdr. stationsvej 28 K, 4200 Denmark",55.9066469,9.2568026,2018-03-01,,2018.0,,2018.0,POINT (9.2568026 55.9066469)
311,291-2,Jomfrustiens Apotek,7,Jomfrustien 40,6100.0,"05Dec2016 0:00:00,000","01Apr2019 0:00:00,000",1083.0,510.0,1083.0,"Jomfrustien 40, 6100 Denmark",55.250568,9.496685,2016-12-05,2019-04-01,2016.0,2019.0,2016.0,POINT (9.496684999999999 55.250568)
312,248-1,Juelsminde Apoteksfilial,7,Søgade 3,7130.0,"27May2015 0:00:00,000",,1082.0,766.0,1082.0,"Søgade 3, 7130 Denmark",55.715151,10.011049,2015-05-27,,2015.0,,2015.0,POINT (10.011049 55.715151)
313,116,Jyderup Apotek,6,Sølystvej 1,4450.0,01-01-1870 00:00,,1085.0,316.0,1085.0,"Sølystvej 1, 4450 Denmark",55.660084,11.395909,1870-01-01,,1870.0,,2008.0,POINT (11.395909 55.660084)
314,170-1,Jyllinge Apotek,7,Jyllinge Center 31,4040.0,"01Dec2001 0:00:00,000",,1085.0,265.0,1085.0,"Jyllinge Center 31, 4040 Denmark",55.7535209,12.1086079,2001-12-01,,2001.0,,2008.0,POINT (12.1086079 55.7535209)
315,130-A1,Jægerspris Apoteksudsalg,8,Hovedgaden 42 B,3630.0,01.01.1992,"09Apr2018 0:00:00,000",1084.0,250.0,1084.0,"Hovedgaden 42 B, 3630 Denmark",55.8551714,11.990794,1992-01-01,2018-04-09,1992.0,2018.0,2008.0,POINT (11.990794 55.8551714)
316,130-1,Jægerspris Fasan Apotek,7,Hovedgaden 42B,3630.0,"09Apr2018 0:00:00,000",,1084.0,250.0,1084.0,"Hovedgaden 42B, 3630 Denmark",55.8547344,12.0065492,2018-04-09,,2018.0,,2018.0,POINT (12.0065492 55.8547344)
317,023,Kalundborg Svane Apotek,6,Elmegade 15,4400.0,01-01-1753 00:00,,1085.0,326.0,1085.0,"Elmegade 15, 4400 Denmark",55.678817,11.097264,1753-01-01,,1753.0,,2008.0,POINT (11.097264 55.678817)
318,067-1,Karise Apotek,7,Syrenvænget 20,4653.0,"01Jul2010 0:00:00,000",,1085.0,320.0,1085.0,"Syrenvænget 20, 4653 Denmark",55.303771,12.199332,2010-07-01,,2010.0,,2010.0,POINT (12.199332 55.303771)
319,083,Karise Apotek,6,Bredgade 26,4653.0,01-01-1842 00:00,"30Jun2010 0:00:00,000",1085.0,320.0,1085.0,"Bredgade 26, 4653 Denmark",55.30706,12.201245,1842-01-01,2010-06-30,1842.0,2010.0,2008.0,POINT (12.201245 55.30706)
320,210,Karup Apotek,6,Årestrupvej 15,7470.0,"01Jan1903 0:00:00,000","02Jan2006 0:00:00,000",76.0,769.0,,"Årestrupvej 15, 7470 Denmark",56.307126,9.176554,1903-01-01,2006-01-02,1903.0,2006.0,2008.0,POINT (9.176553999999999 56.307126)
321,246-1,Karup Apotek,7,Herningvej 2,7470.0,"09Jan2006 0:00:00,000",,1082.0,791.0,1082.0,"Herningvej 2, 7470 Denmark",56.309049,9.165571,2006-01-09,,2006.0,,2008.0,POINT (9.165571 56.309049)
322,350,Kastrup Apotek,6,Skottegården 2,2770.0,"01Jan1950 0:00:00,000",,1084.0,185.0,1084.0,"Skottegården 2, 2770 Denmark",55.6377,12.635151,1950-01-01,,1950.0,,2008.0,POINT (12.635151 55.6377)
323,306-2,Kennedy Apotek,7,J. F. Kennedy&#39;s Plads 1E st,9000.0,"01Nov2017 0:00:00,000",,1081.0,851.0,1081.0,"J. F. Kennedy&#39;s Plads 1E st, 9000 Denmark",57.048,9.9187,2017-11-01,,2017.0,,2017.0,POINT (9.918699999999999 57.048)
324,052,Kerteminde Apotek,6,Langegade 37,5300.0,01-01-1796 00:00,,1083.0,440.0,1083.0,"Langegade 37, 5300 Denmark",55.4494452,10.6577907,1796-01-01,,1796.0,,2008.0,POINT (10.6577907 55.4494452)
326,078-A1,Kibæk Apoteksudsalg,8,Nr. Bredgade 11,6933.0,07.04.2009,,1082.0,657.0,1082.0,"Nr. Bredgade 11, 6933 Denmark",55.966313,9.3947484,2009-07-04,,2009.0,,2009.0,POINT (9.394748399999999 55.966313)
327,354-A1,Kirkebjerg Torv Apoteksudsalg,8,Park Allé 288,2605.0,17.05.2012,"30Nov2015 0:00:00,000",1084.0,153.0,1084.0,"Park Allé 288, 2605 Denmark",55.654573,12.401155,2012-05-17,2015-11-30,2012.0,2015.0,2012.0,POINT (12.401155 55.654573)
328,112,Kjellerup Apotek,6,Bryggerstræde 5,8620.0,01-01-1868 00:00,,1082.0,740.0,1082.0,"Bryggerstræde 5, 8620 Denmark",56.288676,9.431164,1868-01-01,,1868.0,,2008.0,POINT (9.431164000000001 56.288676)
329,077-1,Klosterparkens Apotek,7,Klosterparks Allé 10,4100.0,"01Sep2015 0:00:00,000",,1085.0,329.0,1085.0,"Klosterparks Allé 10, 4100 Denmark",55.453512,11.788069,2015-09-01,,2015.0,,2015.0,POINT (11.788069 55.453512)
330,101,Kløver Apoteket Brædstrup,6,Søndergade 32,8740.0,01-01-1856 00:00,,1082.0,615.0,1082.0,"Søndergade 32, 8740 Denmark",55.969331,9.611604,1856-01-01,,1856.0,,2008.0,POINT (9.611604 55.969331)
331,101-1,Kløver Apoteket Østbirk,7,H.C. Andersensvej 2A,8752.0,01.01.1991,,1082.0,615.0,1082.0,"H.C. Andersensvej 2A, 8752 Denmark",55.9926847,12.0324152,1991-01-01,,1991.0,,2008.0,POINT (12.0324152 55.9926847)
