TOT_P,GRD_ID,CNTR_CODE,METHD_CL,YEAR,DATA_SRC,TOT_P_CON_DT
6,1kmN3565E4365,DK,A,2011,DK,0
27,1kmN3565E4366,DK,A,2011,DK,0
175,1kmN3565E4367,DK,A,2011,DK,0
8,1kmN3566E4362,DK,A,2011,DK,0
13,1kmN3566E4363,DK,A,2011,DK,0
13,1kmN3566E4364,DK,A,2011,DK,0
3,1kmN3566E4365,DK,A,2011,DK,0
3,1kmN3566E4366,DK,A,2011,DK,0
22,1kmN3566E4367,DK,A,2011,DK,0
15,1kmN3566E4368,DK,A,2011,DK,0
9,1kmN3567E4363,DK,A,2011,DK,0
27,1kmN3567E4364,DK,A,2011,DK,0
18,1kmN3567E4365,DK,A,2011,DK,0
10,1kmN3567E4366,DK,A,2011,DK,0
7,1kmN3567E4367,DK,A,2011,DK,0
21,1kmN3567E4368,DK,A,2011,DK,0
28,1kmN3567E4369,DK,A,2011,DK,0
12,1kmN3568E4363,DK,A,2011,DK,0
279,1kmN3568E4364,DK,A,2011,DK,0
14,1kmN3568E4365,DK,A,2011,DK,0
17,1kmN3568E4366,DK,A,2011,DK,0
142,1kmN3568E4367,DK,A,2011,DK,0
21,1kmN3568E4368,DK,A,2011,DK,0
51,1kmN3568E4369,DK,A,2011,DK,0
7,1kmN3568E4370,DK,A,2011,DK,0
13,1kmN3568E4372,DK,A,2011,DK,0
14,1kmN3569E4363,DK,A,2011,DK,0
11,1kmN3569E4364,DK,A,2011,DK,0
24,1kmN3569E4365,DK,A,2011,DK,0
19,1kmN3569E4367,DK,A,2011,DK,0
10,1kmN3569E4368,DK,A,2011,DK,0
47,1kmN3569E4369,DK,A,2011,DK,0
81,1kmN3569E4370,DK,A,2011,DK,0
27,1kmN3569E4371,DK,A,2011,DK,0
10,1kmN3569E4372,DK,A,2011,DK,0
39,1kmN3570E4358,DK,A,2011,DK,0
2,1kmN3570E4360,DK,A,2011,DK,0
5,1kmN3570E4363,DK,A,2011,DK,0
29,1kmN3570E4364,DK,A,2011,DK,0
12,1kmN3570E4365,DK,A,2011,DK,0
221,1kmN3570E4366,DK,A,2011,DK,0
48,1kmN3570E4367,DK,A,2011,DK,0
38,1kmN3570E4368,DK,A,2011,DK,0
20,1kmN3570E4369,DK,A,2011,DK,0
231,1kmN3570E4370,DK,A,2011,DK,0
20,1kmN3570E4371,DK,A,2011,DK,0
19,1kmN3570E4372,DK,A,2011,DK,0
17,1kmN3571E4358,DK,A,2011,DK,0
73,1kmN3571E4359,DK,A,2011,DK,0
13,1kmN3571E4360,DK,A,2011,DK,0
16,1kmN3571E4361,DK,A,2011,DK,0
2,1kmN3571E4362,DK,A,2011,DK,0
57,1kmN3571E4363,DK,A,2011,DK,0
23,1kmN3571E4364,DK,A,2011,DK,0
34,1kmN3571E4365,DK,A,2011,DK,0
257,1kmN3571E4366,DK,A,2011,DK,0
15,1kmN3571E4367,DK,A,2011,DK,0
29,1kmN3571E4368,DK,A,2011,DK,0
2,1kmN3571E4369,DK,A,2011,DK,0
27,1kmN3571E4370,DK,A,2011,DK,0
25,1kmN3571E4371,DK,A,2011,DK,0
21,1kmN3571E4372,DK,A,2011,DK,0
5,1kmN3572E4356,DK,A,2011,DK,0
12,1kmN3572E4357,DK,A,2011,DK,0
34,1kmN3572E4359,DK,A,2011,DK,0
14,1kmN3572E4360,DK,A,2011,DK,0
12,1kmN3572E4361,DK,A,2011,DK,0
36,1kmN3572E4362,DK,A,2011,DK,0
1081,1kmN3572E4363,DK,A,2011,DK,0
61,1kmN3572E4364,DK,A,2011,DK,0
23,1kmN3572E4365,DK,A,2011,DK,0
34,1kmN3572E4366,DK,A,2011,DK,0
28,1kmN3572E4367,DK,A,2011,DK,0
16,1kmN3572E4368,DK,A,2011,DK,0
15,1kmN3572E4369,DK,A,2011,DK,0
13,1kmN3572E4370,DK,A,2011,DK,0
21,1kmN3572E4371,DK,A,2011,DK,0
11,1kmN3573E4358,DK,A,2011,DK,0
38,1kmN3573E4359,DK,A,2011,DK,0
30,1kmN3573E4360,DK,A,2011,DK,0
49,1kmN3573E4361,DK,A,2011,DK,0
27,1kmN3573E4362,DK,A,2011,DK,0
273,1kmN3573E4363,DK,A,2011,DK,0
118,1kmN3573E4364,DK,A,2011,DK,0
14,1kmN3573E4365,DK,A,2011,DK,0
24,1kmN3573E4366,DK,A,2011,DK,0
37,1kmN3573E4367,DK,A,2011,DK,0
40,1kmN3573E4368,DK,A,2011,DK,0
8,1kmN3573E4369,DK,A,2011,DK,0
5,1kmN3573E4371,DK,A,2011,DK,0
359,1kmN3574E4359,DK,A,2011,DK,0
203,1kmN3574E4360,DK,A,2011,DK,0
56,1kmN3574E4361,DK,A,2011,DK,0
23,1kmN3574E4362,DK,A,2011,DK,0
26,1kmN3574E4363,DK,A,2011,DK,0
27,1kmN3574E4364,DK,A,2011,DK,0
5,1kmN3574E4365,DK,A,2011,DK,0
23,1kmN3574E4366,DK,A,2011,DK,0
10,1kmN3574E4367,DK,A,2011,DK,0
32,1kmN3574E4368,DK,A,2011,DK,0
14,1kmN3574E4369,DK,A,2011,DK,0
2,1kmN3574E4370,DK,A,2011,DK,0
5,1kmN3575E4358,DK,A,2011,DK,0
61,1kmN3575E4359,DK,A,2011,DK,0
71,1kmN3575E4360,DK,A,2011,DK,0
37,1kmN3575E4361,DK,A,2011,DK,0
23,1kmN3575E4362,DK,A,2011,DK,0
85,1kmN3575E4363,DK,A,2011,DK,0
508,1kmN3575E4364,DK,A,2011,DK,0
25,1kmN3575E4365,DK,A,2011,DK,0
12,1kmN3575E4366,DK,A,2011,DK,0
9,1kmN3575E4367,DK,A,2011,DK,0
177,1kmN3575E4368,DK,A,2011,DK,0
21,1kmN3576E4359,DK,A,2011,DK,0
49,1kmN3576E4360,DK,A,2011,DK,0
20,1kmN3576E4361,DK,A,2011,DK,0
21,1kmN3576E4362,DK,A,2011,DK,0
62,1kmN3576E4363,DK,A,2011,DK,0
69,1kmN3576E4364,DK,A,2011,DK,0
58,1kmN3576E4365,DK,A,2011,DK,0
46,1kmN3576E4366,DK,A,2011,DK,0
34,1kmN3576E4367,DK,A,2011,DK,0
46,1kmN3576E4368,DK,A,2011,DK,0
17,1kmN3576E4370,DK,A,2011,DK,0
1,1kmN3576E4373,DK,A,2011,DK,0
57,1kmN3577E4360,DK,A,2011,DK,0
13,1kmN3577E4361,DK,A,2011,DK,0
48,1kmN3577E4362,DK,A,2011,DK,0
27,1kmN3577E4363,DK,A,2011,DK,0
17,1kmN3577E4364,DK,A,2011,DK,0
21,1kmN3577E4365,DK,A,2011,DK,0
18,1kmN3577E4366,DK,A,2011,DK,0
136,1kmN3577E4367,DK,A,2011,DK,0
10,1kmN3577E4368,DK,A,2011,DK,0
642,1kmN3577E4369,DK,A,2011,DK,0
610,1kmN3577E4370,DK,A,2011,DK,0
5,1kmN3577E4371,DK,A,2011,DK,0
47,1kmN3577E4372,DK,A,2011,DK,0
85,1kmN3578E4360,DK,A,2011,DK,0
53,1kmN3578E4361,DK,A,2011,DK,0
31,1kmN3578E4362,DK,A,2011,DK,0
32,1kmN3578E4363,DK,A,2011,DK,0
23,1kmN3578E4364,DK,A,2011,DK,0
47,1kmN3578E4365,DK,A,2011,DK,0
30,1kmN3578E4366,DK,A,2011,DK,0
349,1kmN3578E4367,DK,A,2011,DK,0
302,1kmN3578E4368,DK,A,2011,DK,0
1212,1kmN3578E4369,DK,A,2011,DK,0
1876,1kmN3578E4370,DK,A,2011,DK,0
2984,1kmN3578E4371,DK,A,2011,DK,0
520,1kmN3578E4372,DK,A,2011,DK,0
44,1kmN3578E4373,DK,A,2011,DK,0
23,1kmN3579E4359,DK,A,2011,DK,0
193,1kmN3579E4360,DK,A,2011,DK,0
50,1kmN3579E4361,DK,A,2011,DK,0
18,1kmN3579E4362,DK,A,2011,DK,0
104,1kmN3579E4363,DK,A,2011,DK,0
64,1kmN3579E4364,DK,A,2011,DK,0
74,1kmN3579E4365,DK,A,2011,DK,0
32,1kmN3579E4366,DK,A,2011,DK,0
36,1kmN3579E4367,DK,A,2011,DK,0
20,1kmN3579E4368,DK,A,2011,DK,0
18,1kmN3579E4369,DK,A,2011,DK,0
1409,1kmN3579E4370,DK,A,2011,DK,0
2187,1kmN3579E4371,DK,A,2011,DK,0
211,1kmN3579E4372,DK,A,2011,DK,0
18,1kmN3580E4360,DK,A,2011,DK,0
24,1kmN3580E4361,DK,A,2011,DK,0
40,1kmN3580E4362,DK,A,2011,DK,0
48,1kmN3580E4363,DK,A,2011,DK,0
27,1kmN3580E4364,DK,A,2011,DK,0
37,1kmN3580E4365,DK,A,2011,DK,0
5,1kmN3580E4366,DK,A,2011,DK,0
11,1kmN3580E4369,DK,A,2011,DK,0
6,1kmN3580E4370,DK,A,2011,DK,0
1741,1kmN3580E4371,DK,A,2011,DK,0
657,1kmN3580E4372,DK,A,2011,DK,0
8,1kmN3581E4361,DK,A,2011,DK,0
352,1kmN3581E4362,DK,A,2011,DK,0
43,1kmN3581E4363,DK,A,2011,DK,0
8,1kmN3581E4364,DK,A,2011,DK,0
17,1kmN3581E4365,DK,A,2011,DK,0
11,1kmN3581E4366,DK,A,2011,DK,0
120,1kmN3581E4367,DK,A,2011,DK,0
41,1kmN3581E4368,DK,A,2011,DK,0
18,1kmN3581E4369,DK,A,2011,DK,0
73,1kmN3581E4370,DK,A,2011,DK,0
712,1kmN3581E4371,DK,A,2011,DK,0
27,1kmN3581E4372,DK,A,2011,DK,0
29,1kmN3582E4363,DK,A,2011,DK,0
28,1kmN3582E4364,DK,A,2011,DK,0
13,1kmN3582E4365,DK,A,2011,DK,0
14,1kmN3582E4366,DK,A,2011,DK,0
242,1kmN3582E4367,DK,A,2011,DK,0
65,1kmN3582E4368,DK,A,2011,DK,0
12,1kmN3582E4369,DK,A,2011,DK,0
184,1kmN3582E4370,DK,A,2011,DK,0
997,1kmN3582E4371,DK,A,2011,DK,0
8,1kmN3583E4361,DK,A,2011,DK,0
338,1kmN3583E4362,DK,A,2011,DK,0
736,1kmN3583E4363,DK,A,2011,DK,0
8,1kmN3583E4364,DK,A,2011,DK,0
28,1kmN3583E4365,DK,A,2011,DK,0
108,1kmN3583E4366,DK,A,2011,DK,0
309,1kmN3583E4367,DK,A,2011,DK,0
8,1kmN3583E4368,DK,A,2011,DK,0
49,1kmN3583E4369,DK,A,2011,DK,0
10,1kmN3583E4370,DK,A,2011,DK,0
47,1kmN3583E4371,DK,A,2011,DK,0
50,1kmN3584E4360,DK,A,2011,DK,0
301,1kmN3584E4361,DK,A,2011,DK,0
594,1kmN3584E4362,DK,A,2011,DK,0
857,1kmN3584E4363,DK,A,2011,DK,0
25,1kmN3584E4364,DK,A,2011,DK,0
79,1kmN3584E4365,DK,A,2011,DK,0
17,1kmN3584E4366,DK,A,2011,DK,0
19,1kmN3584E4367,DK,A,2011,DK,0
18,1kmN3584E4368,DK,A,2011,DK,0
27,1kmN3584E4369,DK,A,2011,DK,0
7,1kmN3584E4370,DK,A,2011,DK,0
43,1kmN3585E4362,DK,A,2011,DK,0
6,1kmN3585E4363,DK,A,2011,DK,0
23,1kmN3585E4364,DK,A,2011,DK,0
1,1kmN3585E4365,DK,A,2011,DK,0
13,1kmN3585E4366,DK,A,2011,DK,0
100,1kmN3585E4367,DK,A,2011,DK,0
13,1kmN3585E4368,DK,A,2011,DK,0
93,1kmN3585E4369,DK,A,2011,DK,0
30,1kmN3585E4370,DK,A,2011,DK,0
24,1kmN3586E4362,DK,A,2011,DK,0
145,1kmN3586E4363,DK,A,2011,DK,0
38,1kmN3586E4364,DK,A,2011,DK,0
55,1kmN3586E4365,DK,A,2011,DK,0
126,1kmN3586E4366,DK,A,2011,DK,0
22,1kmN3586E4367,DK,A,2011,DK,0
24,1kmN3586E4368,DK,A,2011,DK,0
9,1kmN3586E4369,DK,A,2011,DK,0
57,1kmN3587E4362,DK,A,2011,DK,0
42,1kmN3587E4363,DK,A,2011,DK,0
183,1kmN3587E4364,DK,A,2011,DK,0
85,1kmN3587E4365,DK,A,2011,DK,0
30,1kmN3587E4366,DK,A,2011,DK,0
16,1kmN3587E4367,DK,A,2011,DK,0
24,1kmN3587E4368,DK,A,2011,DK,0
2,1kmN3587E4369,DK,A,2011,DK,0
30,1kmN3588E4362,DK,A,2011,DK,0
76,1kmN3588E4363,DK,A,2011,DK,0
40,1kmN3588E4364,DK,A,2011,DK,0
12,1kmN3588E4365,DK,A,2011,DK,0
20,1kmN3588E4366,DK,A,2011,DK,0
38,1kmN3588E4367,DK,A,2011,DK,0
23,1kmN3589E4362,DK,A,2011,DK,0
8,1kmN3589E4363,DK,A,2011,DK,0
22,1kmN3589E4364,DK,A,2011,DK,0
30,1kmN3589E4365,DK,A,2011,DK,0
20,1kmN3589E4366,DK,A,2011,DK,0
2,1kmN3589E4367,DK,A,2011,DK,0
4,1kmN3590E4365,DK,A,2011,DK,0
28,1kmN3576E4339,DK,A,2011,DK,0
28,1kmN3576E4340,DK,A,2011,DK,0
26,1kmN3577E4339,DK,A,2011,DK,0
91,1kmN3577E4340,DK,A,2011,DK,0
36,1kmN3577E4341,DK,A,2011,DK,0
14,1kmN3577E4342,DK,A,2011,DK,0
130,1kmN3578E4340,DK,A,2011,DK,0
285,1kmN3578E4341,DK,A,2011,DK,0
38,1kmN3579E4338,DK,A,2011,DK,0
42,1kmN3579E4339,DK,A,2011,DK,0
30,1kmN3579E4340,DK,A,2011,DK,0
111,1kmN3579E4341,DK,A,2011,DK,0
43,1kmN3579E4342,DK,A,2011,DK,0
27,1kmN3579E4348,DK,A,2011,DK,0
27,1kmN3579E4349,DK,A,2011,DK,0
39,1kmN3579E4350,DK,A,2011,DK,0
59,1kmN3579E4353,DK,A,2011,DK,0
17,1kmN3580E4337,DK,A,2011,DK,0
49,1kmN3580E4338,DK,A,2011,DK,0
58,1kmN3580E4339,DK,A,2011,DK,0
22,1kmN3580E4340,DK,A,2011,DK,0
394,1kmN3580E4341,DK,A,2011,DK,0
57,1kmN3580E4342,DK,A,2011,DK,0
31,1kmN3580E4343,DK,A,2011,DK,0
37,1kmN3580E4344,DK,A,2011,DK,0
34,1kmN3580E4345,DK,A,2011,DK,0
49,1kmN3580E4346,DK,A,2011,DK,0
1291,1kmN3580E4348,DK,A,2011,DK,0
310,1kmN3580E4349,DK,A,2011,DK,0
19,1kmN3580E4350,DK,A,2011,DK,0
27,1kmN3580E4351,DK,A,2011,DK,0
14,1kmN3580E4352,DK,A,2011,DK,0
51,1kmN3580E4353,DK,A,2011,DK,0
28,1kmN3580E4354,DK,A,2011,DK,0
31,1kmN3580E4355,DK,A,2011,DK,0
10,1kmN3581E4337,DK,A,2011,DK,0
32,1kmN3581E4338,DK,A,2011,DK,0
458,1kmN3581E4339,DK,A,2011,DK,0
1750,1kmN3581E4340,DK,A,2011,DK,0
1679,1kmN3581E4341,DK,A,2011,DK,0
958,1kmN3581E4342,DK,A,2011,DK,0
871,1kmN3581E4343,DK,A,2011,DK,0
111,1kmN3581E4344,DK,A,2011,DK,0
2,1kmN3581E4345,DK,A,2011,DK,0
26,1kmN3581E4346,DK,A,2011,DK,0
40,1kmN3581E4347,DK,A,2011,DK,0
1470,1kmN3581E4348,DK,A,2011,DK,0
683,1kmN3581E4349,DK,A,2011,DK,0
118,1kmN3581E4350,DK,A,2011,DK,0
24,1kmN3581E4351,DK,A,2011,DK,0
148,1kmN3581E4352,DK,A,2011,DK,0
125,1kmN3581E4353,DK,A,2011,DK,0
48,1kmN3581E4354,DK,A,2011,DK,0
174,1kmN3581E4355,DK,A,2011,DK,0
11,1kmN3581E4356,DK,A,2011,DK,0
199,1kmN3582E4337,DK,A,2011,DK,0
150,1kmN3582E4338,DK,A,2011,DK,0
85,1kmN3582E4339,DK,A,2011,DK,0
91,1kmN3582E4340,DK,A,2011,DK,0
124,1kmN3582E4341,DK,A,2011,DK,0
1837,1kmN3582E4342,DK,A,2011,DK,0
822,1kmN3582E4343,DK,A,2011,DK,0
1050,1kmN3582E4344,DK,A,2011,DK,0
1414,1kmN3582E4345,DK,A,2011,DK,0
4,1kmN3582E4346,DK,A,2011,DK,0
338,1kmN3582E4347,DK,A,2011,DK,0
512,1kmN3582E4348,DK,A,2011,DK,0
1,1kmN3582E4349,DK,A,2011,DK,0
16,1kmN3582E4350,DK,A,2011,DK,0
3,1kmN3582E4351,DK,A,2011,DK,0
14,1kmN3582E4352,DK,A,2011,DK,0
25,1kmN3582E4353,DK,A,2011,DK,0
9,1kmN3582E4354,DK,A,2011,DK,0
87,1kmN3582E4355,DK,A,2011,DK,0
27,1kmN3583E4337,DK,A,2011,DK,0
57,1kmN3583E4338,DK,A,2011,DK,0
35,1kmN3583E4339,DK,A,2011,DK,0
89,1kmN3583E4340,DK,A,2011,DK,0
81,1kmN3583E4341,DK,A,2011,DK,0
916,1kmN3583E4342,DK,A,2011,DK,0
1245,1kmN3583E4343,DK,A,2011,DK,0
320,1kmN3583E4344,DK,A,2011,DK,0
2561,1kmN3583E4345,DK,A,2011,DK,0
594,1kmN3583E4346,DK,A,2011,DK,0
11,1kmN3583E4348,DK,A,2011,DK,0
573,1kmN3583E4349,DK,A,2011,DK,0
335,1kmN3583E4350,DK,A,2011,DK,0
321,1kmN3583E4351,DK,A,2011,DK,0
963,1kmN3583E4352,DK,A,2011,DK,0
680,1kmN3583E4353,DK,A,2011,DK,0
16,1kmN3583E4354,DK,A,2011,DK,0
7,1kmN3583E4355,DK,A,2011,DK,0
2,1kmN3583E4356,DK,A,2011,DK,0
16,1kmN3584E4333,DK,A,2011,DK,0
23,1kmN3584E4335,DK,A,2011,DK,0
9,1kmN3584E4336,DK,A,2011,DK,0
74,1kmN3584E4337,DK,A,2011,DK,0
234,1kmN3584E4338,DK,A,2011,DK,0
79,1kmN3584E4339,DK,A,2011,DK,0
17,1kmN3584E4340,DK,A,2011,DK,0
538,1kmN3584E4341,DK,A,2011,DK,0
1621,1kmN3584E4342,DK,A,2011,DK,0
2811,1kmN3584E4343,DK,A,2011,DK,0
1401,1kmN3584E4344,DK,A,2011,DK,0
794,1kmN3584E4345,DK,A,2011,DK,0
1915,1kmN3584E4346,DK,A,2011,DK,0
15,1kmN3584E4347,DK,A,2011,DK,0
60,1kmN3584E4348,DK,A,2011,DK,0
1914,1kmN3584E4349,DK,A,2011,DK,0
911,1kmN3584E4350,DK,A,2011,DK,0
380,1kmN3584E4351,DK,A,2011,DK,0
6,1kmN3584E4352,DK,A,2011,DK,0
10,1kmN3584E4353,DK,A,2011,DK,0
3,1kmN3584E4354,DK,A,2011,DK,0
19,1kmN3585E4333,DK,A,2011,DK,0
53,1kmN3585E4334,DK,A,2011,DK,0
11,1kmN3585E4335,DK,A,2011,DK,0
31,1kmN3585E4336,DK,A,2011,DK,0
95,1kmN3585E4337,DK,A,2011,DK,0
14,1kmN3585E4338,DK,A,2011,DK,0
47,1kmN3585E4339,DK,A,2011,DK,0
15,1kmN3585E4340,DK,A,2011,DK,0
97,1kmN3585E4341,DK,A,2011,DK,0
1164,1kmN3585E4342,DK,A,2011,DK,0
2435,1kmN3585E4343,DK,A,2011,DK,0
2246,1kmN3585E4344,DK,A,2011,DK,0
1874,1kmN3585E4345,DK,A,2011,DK,0
2681,1kmN3585E4346,DK,A,2011,DK,0
1411,1kmN3585E4347,DK,A,2011,DK,0
84,1kmN3585E4348,DK,A,2011,DK,0
840,1kmN3585E4349,DK,A,2011,DK,0
1907,1kmN3585E4350,DK,A,2011,DK,0
169,1kmN3585E4351,DK,A,2011,DK,0
41,1kmN3585E4352,DK,A,2011,DK,0
63,1kmN3585E4353,DK,A,2011,DK,0
65,1kmN3586E4334,DK,A,2011,DK,0
19,1kmN3586E4335,DK,A,2011,DK,0
9,1kmN3586E4336,DK,A,2011,DK,0
58,1kmN3586E4337,DK,A,2011,DK,0
146,1kmN3586E4338,DK,A,2011,DK,0
14,1kmN3586E4339,DK,A,2011,DK,0
38,1kmN3586E4340,DK,A,2011,DK,0
8,1kmN3586E4341,DK,A,2011,DK,0
45,1kmN3586E4342,DK,A,2011,DK,0
884,1kmN3586E4343,DK,A,2011,DK,0
1821,1kmN3586E4344,DK,A,2011,DK,0
3297,1kmN3586E4345,DK,A,2011,DK,0
4349,1kmN3586E4346,DK,A,2011,DK,0
1604,1kmN3586E4347,DK,A,2011,DK,0
711,1kmN3586E4348,DK,A,2011,DK,0
2223,1kmN3586E4349,DK,A,2011,DK,0
239,1kmN3586E4350,DK,A,2011,DK,0
42,1kmN3586E4352,DK,A,2011,DK,0
25,1kmN3587E4334,DK,A,2011,DK,0
114,1kmN3587E4335,DK,A,2011,DK,0
112,1kmN3587E4336,DK,A,2011,DK,0
209,1kmN3587E4337,DK,A,2011,DK,0
188,1kmN3587E4338,DK,A,2011,DK,0
34,1kmN3587E4339,DK,A,2011,DK,0
123,1kmN3587E4340,DK,A,2011,DK,0
1462,1kmN3587E4341,DK,A,2011,DK,0
2005,1kmN3587E4342,DK,A,2011,DK,0
1591,1kmN3587E4343,DK,A,2011,DK,0
4190,1kmN3587E4344,DK,A,2011,DK,0
6092,1kmN3587E4345,DK,A,2011,DK,0
7164,1kmN3587E4346,DK,A,2011,DK,0
4067,1kmN3587E4347,DK,A,2011,DK,0
2568,1kmN3587E4348,DK,A,2011,DK,0
351,1kmN3587E4349,DK,A,2011,DK,0
35,1kmN3587E4350,DK,A,2011,DK,0
20,1kmN3587E4351,DK,A,2011,DK,0
19,1kmN3587E4352,DK,A,2011,DK,0
12,1kmN3588E4334,DK,A,2011,DK,0
32,1kmN3588E4335,DK,A,2011,DK,0
10,1kmN3588E4336,DK,A,2011,DK,0
450,1kmN3588E4337,DK,A,2011,DK,0
451,1kmN3588E4338,DK,A,2011,DK,0
23,1kmN3588E4339,DK,A,2011,DK,0
57,1kmN3588E4340,DK,A,2011,DK,0
60,1kmN3588E4341,DK,A,2011,DK,0
3124,1kmN3588E4342,DK,A,2011,DK,0
1632,1kmN3588E4343,DK,A,2011,DK,0
3213,1kmN3588E4344,DK,A,2011,DK,0
3901,1kmN3588E4345,DK,A,2011,DK,0
4193,1kmN3588E4346,DK,A,2011,DK,0
687,1kmN3588E4347,DK,A,2011,DK,0
4250,1kmN3588E4348,DK,A,2011,DK,0
928,1kmN3588E4349,DK,A,2011,DK,0
248,1kmN3588E4350,DK,A,2011,DK,0
47,1kmN3588E4351,DK,A,2011,DK,0
34,1kmN3588E4352,DK,A,2011,DK,0
38,1kmN3589E4335,DK,A,2011,DK,0
39,1kmN3589E4336,DK,A,2011,DK,0
506,1kmN3589E4337,DK,A,2011,DK,0
244,1kmN3589E4338,DK,A,2011,DK,0
49,1kmN3589E4339,DK,A,2011,DK,0
567,1kmN3589E4340,DK,A,2011,DK,0
1653,1kmN3589E4341,DK,A,2011,DK,0
3019,1kmN3589E4342,DK,A,2011,DK,0
1366,1kmN3589E4343,DK,A,2011,DK,0
135,1kmN3589E4344,DK,A,2011,DK,0
3539,1kmN3589E4345,DK,A,2011,DK,0
5157,1kmN3589E4346,DK,A,2011,DK,0
2655,1kmN3589E4347,DK,A,2011,DK,0
2730,1kmN3589E4348,DK,A,2011,DK,0
491,1kmN3589E4349,DK,A,2011,DK,0
39,1kmN3589E4350,DK,A,2011,DK,0
17,1kmN3589E4351,DK,A,2011,DK,0
9,1kmN3590E4335,DK,A,2011,DK,0
156,1kmN3590E4336,DK,A,2011,DK,0
1138,1kmN3590E4337,DK,A,2011,DK,0
1563,1kmN3590E4338,DK,A,2011,DK,0
158,1kmN3590E4339,DK,A,2011,DK,0
1159,1kmN3590E4340,DK,A,2011,DK,0
1820,1kmN3590E4341,DK,A,2011,DK,0
1338,1kmN3590E4342,DK,A,2011,DK,0
1973,1kmN3590E4343,DK,A,2011,DK,0
1141,1kmN3590E4344,DK,A,2011,DK,0
652,1kmN3590E4345,DK,A,2011,DK,0
2313,1kmN3590E4346,DK,A,2011,DK,0
678,1kmN3590E4347,DK,A,2011,DK,0
2518,1kmN3590E4348,DK,A,2011,DK,0
1280,1kmN3590E4349,DK,A,2011,DK,0
790,1kmN3590E4350,DK,A,2011,DK,0
85,1kmN3590E4351,DK,A,2011,DK,0
141,1kmN3591E4336,DK,A,2011,DK,0
998,1kmN3591E4337,DK,A,2011,DK,0
375,1kmN3591E4338,DK,A,2011,DK,0
41,1kmN3591E4339,DK,A,2011,DK,0
405,1kmN3591E4341,DK,A,2011,DK,0
1344,1kmN3591E4342,DK,A,2011,DK,0
1581,1kmN3591E4343,DK,A,2011,DK,0
1699,1kmN3591E4344,DK,A,2011,DK,0
73,1kmN3591E4345,DK,A,2011,DK,0
15,1kmN3591E4346,DK,A,2011,DK,0
358,1kmN3591E4347,DK,A,2011,DK,0
637,1kmN3591E4348,DK,A,2011,DK,0
1683,1kmN3591E4349,DK,A,2011,DK,0
1485,1kmN3591E4350,DK,A,2011,DK,0
930,1kmN3591E4351,DK,A,2011,DK,0
166,1kmN3591E4352,DK,A,2011,DK,0
20,1kmN3591E4353,DK,A,2011,DK,0
61,1kmN3591E4354,DK,A,2011,DK,0
33,1kmN3592E4337,DK,A,2011,DK,0
17,1kmN3592E4338,DK,A,2011,DK,0
15,1kmN3592E4339,DK,A,2011,DK,0
1104,1kmN3592E4340,DK,A,2011,DK,0
525,1kmN3592E4341,DK,A,2011,DK,0
1393,1kmN3592E4342,DK,A,2011,DK,0
593,1kmN3592E4343,DK,A,2011,DK,0
935,1kmN3592E4344,DK,A,2011,DK,0
1053,1kmN3592E4345,DK,A,2011,DK,0
877,1kmN3592E4346,DK,A,2011,DK,0
880,1kmN3592E4347,DK,A,2011,DK,0
7,1kmN3592E4348,DK,A,2011,DK,0
325,1kmN3592E4349,DK,A,2011,DK,0
23,1kmN3592E4350,DK,A,2011,DK,0
315,1kmN3592E4351,DK,A,2011,DK,0
270,1kmN3592E4352,DK,A,2011,DK,0
89,1kmN3592E4353,DK,A,2011,DK,0
15,1kmN3593E4337,DK,A,2011,DK,0
41,1kmN3593E4338,DK,A,2011,DK,0
31,1kmN3593E4339,DK,A,2011,DK,0
289,1kmN3593E4340,DK,A,2011,DK,0
45,1kmN3593E4341,DK,A,2011,DK,0
44,1kmN3593E4342,DK,A,2011,DK,0
44,1kmN3593E4343,DK,A,2011,DK,0
51,1kmN3593E4344,DK,A,2011,DK,0
84,1kmN3593E4345,DK,A,2011,DK,0
563,1kmN3593E4346,DK,A,2011,DK,0
19,1kmN3593E4347,DK,A,2011,DK,0
2,1kmN3593E4351,DK,A,2011,DK,0
20,1kmN3593E4352,DK,A,2011,DK,0
45,1kmN3594E4339,DK,A,2011,DK,0
228,1kmN3594E4340,DK,A,2011,DK,0
40,1kmN3594E4341,DK,A,2011,DK,0
16,1kmN3594E4342,DK,A,2011,DK,0
4,1kmN3594E4343,DK,A,2011,DK,0
596,1kmN3594E4344,DK,A,2011,DK,0
98,1kmN3594E4345,DK,A,2011,DK,0
16,1kmN3594E4346,DK,A,2011,DK,0
14,1kmN3595E4340,DK,A,2011,DK,0
37,1kmN3595E4342,DK,A,2011,DK,0
97,1kmN3595E4343,DK,A,2011,DK,0
167,1kmN3595E4344,DK,A,2011,DK,0
16,1kmN3595E4345,DK,A,2011,DK,0
28,1kmN3595E4346,DK,A,2011,DK,0
29,1kmN3595E4347,DK,A,2011,DK,0
17,1kmN3596E4340,DK,A,2011,DK,0
42,1kmN3596E4343,DK,A,2011,DK,0
25,1kmN3596E4344,DK,A,2011,DK,0
36,1kmN3596E4345,DK,A,2011,DK,0
3,1kmN3538E4360,DK,A,2011,DK,0
8,1kmN3539E4352,DK,A,2011,DK,0
4,1kmN3539E4356,DK,A,2011,DK,0
10,1kmN3539E4357,DK,A,2011,DK,0
