,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,dato,year,dummy,Stdato,Sldato,Styear,Slyear
222,345-A1,Hjallese Apoteksudsalg,8,Odensevej 18 B,5260.0,,29Apr2013 0:00:00.000,1083.0,461.0,,"Odensevej 18 B, 5260 Denmark",55.3634701,10.3913176,,,2008.0,,2013-04-29,,2013.0
223,363-2,Hjerting Apotek,7,Havbakken 2,6710.0,01Dec2015 0:00:00.000,,1083.0,561.0,1083.0,"Havbakken 2, 6710 Denmark",55.516755,8.372004,2015-12-01,2015.0,2015.0,2015-12-01,,2015.0,
224,351-A1,Hjortespring-Centrets Apoteksudsalg,8,Dildhaven 45,2730.0,,,1084.0,163.0,1084.0,"Dildhaven 45, 2730 Denmark",55.742952,12.423559,,,2008.0,,,,
225,045-1,Hjørring Hjorte Apotek,7,Frederikshavnsvej 44,9800.0,01Feb2018 0:00:00.000,,1081.0,860.0,1081.0,"Frederikshavnsvej 44, 9800 Denmark",57.455191,10.006088,2018-02-01,2018.0,2018.0,2018-02-01,,2018.0,
226,045,Hjørring Løve Apotek,6,Østergade 7 A,9800.0,01-01-1794 00:00,,1081.0,860.0,1081.0,"Østergade 7 A, 9800 Denmark",57.4577455,9.9949392,1794-01-01,1794.0,2008.0,1794-01-01,,1794.0,
227,236,Hjørring Svane Apotek,6,Strømgade 5,9800.0,01Jan1911 0:00:00.000,30Jun2019 0:00:00.000,1081.0,860.0,1081.0,"Strømgade 5, 9800 Denmark",57.4613334,9.9857512,1911-01-01,1911.0,2008.0,1911-01-01,2019-06-30,1911.0,2019.0
228,054,Hobro Apotek,6,Adelgade 18,9500.0,01-01-1803 00:00,,1081.0,846.0,1081.0,"Adelgade 18, 9500 Denmark",56.639388,9.793265,1803-01-01,1803.0,2008.0,1803-01-01,,1803.0,
229,026,Holbæk Elefant Apotek,13,Ahlgade 32,4300.0,01-01-1753 00:00,,1085.0,316.0,1085.0,"Ahlgade 32, 4300 Denmark",55.71768,11.711049,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
230,239,Holbæk Løve Apotek,6,Labæk 4-6,4300.0,01Jan1913 0:00:00.000,,1085.0,316.0,1085.0,"Labæk 4-6, 4300 Denmark",55.716936,11.7184847,1913-01-01,1913.0,2008.0,1913-01-01,,1913.0,
231,030,Holstebro Løveapotek,6,Store Torv 8,7500.0,01-01-1753 00:00,,1082.0,661.0,1082.0,"Store Torv 8, 7500 Denmark",56.357962,8.617337,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
232,275,Holstebro Svane Apotek,6,Nørregade 51,7500.0,01Jan1917 0:00:00.000,,1082.0,661.0,1082.0,"Nørregade 51, 7500 Denmark",56.361775,8.618734,1917-01-01,1917.0,2008.0,1917-01-01,,1917.0,
233,253-2,Holsted Apotek,7,Søndergade 16,6670.0,01Jun2005 0:00:00.000,,1083.0,575.0,1083.0,"Søndergade 16, 6670 Denmark",55.509966,8.916999,2005-06-01,2005.0,2008.0,2005-06-01,,2005.0,
234,268,Holsted Apotek,6,Søndergade 16,6670.0,01Jan1906 0:00:00.000,01Jun2005 0:00:00.000,55.0,569.0,,"Søndergade 16, 6670 Denmark",55.509966,8.916999,1906-01-01,1906.0,2008.0,1906-01-01,2005-06-01,1906.0,2005.0
235,283,Holte Apotek,6,"Holte Midtpunkt 20, 1. sal",2840.0,01Jan1919 0:00:00.000,,1084.0,230.0,1084.0,"Holte Midtpunkt 20, 1. sal, 2840 Denmark",55.8167,12.4667,1919-01-01,1919.0,2008.0,1919-01-01,,1919.0,
236,113-1,Hornbæk Apotek,7,Sauntevej 2,3100.0,,,1084.0,217.0,1084.0,"Sauntevej 2, 3100 Denmark",56.0806998,12.4792214,,,2008.0,,,,
237,011-2,Hornbæk Løve Apotek,7,Viborgvej 102A,8920.0,02Nov2015 0:00:00.000,,1082.0,730.0,1082.0,"Viborgvej 102A, 8920 Denmark",56.4666272,9.9943069,2015-11-02,2015.0,2015.0,2015-11-02,,2015.0,
238,104,Hornslet Apotek,6,Byvej 8,8543.0,01-01-1857 00:00,,1082.0,706.0,1082.0,"Byvej 8, 8543 Denmark",56.316491,10.3204,1857-01-01,1857.0,2008.0,1857-01-01,,1857.0,
239,108,Hornsyld Apotek,6,Apotekerbakken 23,8783.0,01-01-1860 00:00,27May2015 0:00:00.000,1082.0,766.0,1082.0,"Apotekerbakken 23, 8783 Denmark",55.753975,9.85203,1860-01-01,1860.0,2008.0,1860-01-01,2015-05-27,1860.0,2015.0
240,248-A1,Hornsyld Apoteksudsalg,8,Apotekerbakken 23,8783.0,,,1082.0,766.0,1082.0,"Apotekerbakken 23, 8783 Denmark",55.753975,9.85203,,,2008.0,,,,
241,166,Horsens Løve Apotek,6,Nørretorv 2,8700.0,01-01-1897 00:00,,1082.0,615.0,1082.0,"Nørretorv 2, 8700 Denmark",55.868006,9.845432,1897-01-01,1897.0,2008.0,1897-01-01,,1897.0,
242,118,Horsens Svane Apotek,6,Grønlandsvej 1 D,8700.0,01-01-1870 00:00,,1082.0,615.0,1082.0,"Grønlandsvej 1 D, 8700 Denmark",55.8555396,9.8694629,1870-01-01,1870.0,2008.0,1870-01-01,,1870.0,
243,019,Horsens Søndergades Apotek,6,Søndergade 12,8700.0,01-01-1753 00:00,,1082.0,615.0,1082.0,"Søndergade 12, 8700 Denmark",55.861753,9.846627,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
244,183-1,Hovedbanens Apotek,7,Bernstorffsgade 16,1577.0,04Sep2017 0:00:00.000,,1084.0,101.0,1084.0,"Bernstorffsgade 16, 1577 Denmark",55.6726833,12.5641888,2017-09-04,2017.0,2017.0,2017-09-04,,2017.0,
245,166-1,Hovedgård Apotek,7,Ørridslevvej 1,8732.0,,,1082.0,615.0,1082.0,"Ørridslevvej 1, 8732 Denmark",55.938138,9.955858,,,2008.0,,,,
246,027-1,Humble Apotek,7,Hovedgaden 2,5932.0,,,1083.0,482.0,1083.0,"Hovedgaden 2, 5932 Denmark",54.826367,10.69893,,,2008.0,,,,
247,154,Humlebæk Apotek,6,Humlebæk Center 23,3050.0,01-01-1893 00:00,,1084.0,210.0,1084.0,"Humlebæk Center 23, 3050 Denmark",55.964006,12.529982,1893-01-01,1893.0,2008.0,1893-01-01,,1893.0,
248,080-1,Hundested Apotek,7,Nørregade 54,3390.0,,,1084.0,260.0,1084.0,"Nørregade 54, 3390 Denmark",55.9572481,11.8536231,,,2008.0,,,,
249,365,Hundige Apotek,6,Over Bølgen 19H,2670.0,01Jan1976 0:00:00.000,,1085.0,253.0,1085.0,"Over Bølgen 19H, 2670 Denmark",55.5970596,12.3268903,1976-01-01,1976.0,2008.0,1976-01-01,,1976.0,
250,277,Hurup Apotek,6,Sundsvej 1,7760.0,15Dec1918 0:00:00.000,,1081.0,787.0,1081.0,"Sundsvej 1, 7760 Denmark",56.7484,8.420189,1918-12-15,1918.0,2008.0,1918-12-15,,1918.0,
251,341-5,Husum Bypark Apotek,7,Frederikssundsvej 284 (i Føtex),2700.0,01Sep2017 0:00:00.000,,1084.0,101.0,1084.0,"Frederikssundsvej 284 (i Føtex), 2700 Denmark",55.7057,12.4964,2017-09-01,2017.0,2017.0,2017-09-01,,2017.0,
252,119,Hvalsø Apotek,6,Roskildevej 4,4330.0,01-01-1871 00:00,,1085.0,350.0,1085.0,"Roskildevej 4, 4330 Denmark",55.589584,11.863888,1871-01-01,1871.0,2008.0,1871-01-01,,1871.0,
253,038-A1,Hvide Sande Apoteksudsalg,8,Metheasvej 1,6960.0,,,1082.0,760.0,1082.0,"Metheasvej 1, 6960 Denmark",55.999131,8.126827,,,2008.0,,,,
254,348,Hvidovre Apotek,6,Hvidovrevej 178,2650.0,01Jan1950 0:00:00.000,,1084.0,167.0,1084.0,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,1950.0,2008.0,1950-01-01,,1950.0,
255,348-2,Hvidovre Hospital Privatapoteket,7,Kettegård alle 30,2650.0,12Sep2018 0:00:00.000,,1084.0,167.0,1084.0,"Kettegård alle 30, 2650 Denmark",55.648768,12.470329,2018-09-12,2018.0,2018.0,2018-09-12,,2018.0,
256,355-2,Hvidovre Stationsapotek,7,"Laurits Olsensvej 1, stuen, dør 30",2650.0,15Nov2016 0:00:00.000,,1084.0,167.0,1084.0,"Laurits Olsensvej 1, stuen, dør 30, 2650 Denmark",55.6572,12.4736,2016-11-15,2016.0,2016.0,2016-11-15,,2016.0,
257,017-1,Hyrdehøj Apotek,7,Hyrdehøj Alle 5,4000.0,10Nov2015 0:00:00.000,,1085.0,265.0,1085.0,"Hyrdehøj Alle 5, 4000 Denmark",55.634643,12.053027,2015-11-10,2015.0,2015.0,2015-11-10,,2015.0,
258,353-A1,Høje Gladsaxe Torv Apoteksudsalg,8,Høje Gladsaxe Torv 2,2860.0,,31Dec2010 0:00:00.000,1084.0,159.0,,"Høje Gladsaxe Torv 2, 2860 Denmark",55.730403,12.496784,,,2008.0,,2010-12-31,,2010.0
259,252-2,Høje Taastrup Apotek,7,Høje Taastrup Boulevard 44,2630.0,31Oct2016 0:00:00.000,,1084.0,169.0,1084.0,"Høje Taastrup Boulevard 44, 2630 Denmark",55.648246,12.26953,2016-10-31,2016.0,2016.0,2016-10-31,,2016.0,
260,252-A1,Høje Tåstrup Apoteksudsalg,8,Høje Taastrup Boulevard 44,2630.0,,31Oct2016 0:00:00.000,1084.0,169.0,1084.0,"Høje Taastrup Boulevard 44, 2630 Denmark",55.648246,12.26953,,,2008.0,,2016-10-31,,2016.0
261,302-A1,Højer Apoteksudsalg,8,Skolegade 8,6280.0,01Jan2011 0:00:00.000,,1083.0,550.0,1083.0,"Skolegade 8, 6280 Denmark",54.963887,8.694297,2011-01-01,2011.0,2011.0,2011-01-01,,2011.0,
262,085,Højreby Hjorte Apotek,6,Hovedgaden 46 A,4920.0,01-01-1842 00:00,13Oct2001 0:00:00.000,35.0,,,"Hovedgaden 46 A, 4920 Denmark",54.8143772,11.2730139,1842-01-01,1842.0,2008.0,1842-01-01,2001-10-13,1842.0,2001.0
263,254,Høng Apotek,6,Centervej 35,4270.0,01Jan1907 0:00:00.000,,1085.0,326.0,1085.0,"Centervej 35, 4270 Denmark",55.504303,11.288948,1907-01-01,1907.0,2008.0,1907-01-01,,1907.0,
264,060-3,Hørning Apotek filial af Skanderborg Apotek,7,Nørre Allé 38,8362.0,23Nov2015 0:00:00.000,,1082.0,746.0,1082.0,"Nørre Allé 38, 8362 Denmark",56.086804,10.038106,2015-11-23,2015.0,2015.0,2015-11-23,,2015.0,
265,060-A1,Hørning Apoteksudsalg,8,Nørre Allé 13,8362.0,,23Nov2015 0:00:00.000,1082.0,715.0,1082.0,"Nørre Allé 13, 8362 Denmark",56.086344,10.036794,,,2008.0,,2015-11-23,,2015.0
266,079,Hørsholm Apotek,6,Hørsholm Midtpunkt 78,2970.0,01-01-1840 00:00,,1084.0,223.0,1084.0,"Hørsholm Midtpunkt 78, 2970 Denmark",55.882527,12.49756,1840-01-01,1840.0,2008.0,1840-01-01,,1840.0,
267,298-A1,Høruphav Apoteksudsalg,8,"Søndre Landevej 222, Høruphav",6470.0,,,1083.0,540.0,1083.0,"Søndre Landevej 222, Høruphav, 6470 Denmark",54.910398,9.893489,,,2008.0,,,,
268,216-A1,Hørve Apoteksudsalg,8,Vallekildevej 3,4534.0,,02May2014 0:00:00.000,1085.0,306.0,1085.0,"Vallekildevej 3, 4534 Denmark",55.752397,11.453826,,,2008.0,,2014-05-02,,2014.0
269,024-1,Haarby Apotek,7,Algade 33,5683.0,,,1083.0,420.0,1083.0,"Algade 33, 5683 Denmark",55.22332,10.124086,,,2008.0,,,,
270,187,Haarby Apotek,6,Algade 33,5683.0,01Jan1900 0:00:00.000,19Mar2008 0:00:00.000,1083.0,420.0,1083.0,"Algade 33, 5683 Denmark",55.22332,10.124086,1900-01-01,1900.0,2008.0,1900-01-01,2008-03-19,1900.0,2008.0
271,067-1-A2,Haarlev Apoteksudsalg,8,Hovedgaden 10 A,4652.0,,,1085.0,336.0,1085.0,"Hovedgaden 10 A, 4652 Denmark",55.3519105,12.2366694,,,2008.0,,,,
272,249,Ikast Apotek,13,Østergade 15,7430.0,01Jan1914 0:00:00.000,,1082.0,756.0,1082.0,"Østergade 15, 7430 Denmark",56.13988,9.157542,1914-01-01,1914.0,2008.0,1914-01-01,,1914.0,
273,249-1,Ikast Apotek Vest,7,Vestergade 63 ved/Løvbjerg,7430.0,01Oct2016 0:00:00.000,,1082.0,756.0,1082.0,"Vestergade 63 ved/Løvbjerg, 7430 Denmark",56.1388,9.1577,2016-10-01,2016.0,2016.0,2016-10-01,,2016.0,
274,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Bycenter",2635.0,,,1084.0,183.0,1084.0,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Denmark",55.6154,12.3518,,,2008.0,,,,
275,266,Islands Brygge Apotek,6,Islands Brygge 3-5,2300.0,01Jan1917 0:00:00.000,01Feb2003 0:00:00.000,13.0,101.0,,"Islands Brygge 3-5, 2300 Denmark",55.6672418,12.5773125,1917-01-01,1917.0,2008.0,1917-01-01,2003-02-01,1917.0,2003.0
276,339-1,Islev Apotek,7,Fortvej 5,2610.0,01Mar2018 0:00:00.000,,1084.0,175.0,1084.0,"Fortvej 5, 2610 Denmark",55.695916,12.458643,2018-03-01,2018.0,2018.0,2018-03-01,,2018.0,
277,360-1,Islev Apotek,7,Fortvej 5,2610.0,03Aug2015 0:00:00.000,01Mar2018 0:00:00.000,1084.0,175.0,1084.0,"Fortvej 5, 2610 Denmark",55.695916,12.458643,2015-08-03,2015.0,2015.0,2015-08-03,2018-03-01,2015.0,2018.0
278,115-2,Jelling Apotek,7,Gorms Torv 5,7300.0,01Dec2016 0:00:00.000,,1083.0,630.0,1083.0,"Gorms Torv 5, 7300 Denmark",55.7559,9.4258,2016-12-01,2016.0,2016.0,2016-12-01,,2016.0,
279,115-A1,Jelling Apoteksudsalg,8,Gorms Torv 5,7300.0,,01Dec2016 0:00:00.000,1083.0,630.0,1083.0,"Gorms Torv 5, 7300 Denmark",55.7559,9.4258,,,2008.0,,2016-12-01,,2016.0
280,285-3,Jernbane apoteket Perlegade,7,Perlegade 81,6400.0,15Jul2019 0:00:00.000,,1083.0,540.0,1083.0,"Perlegade 81, 6400 Denmark",54.913531,9.793924,2019-07-15,2019.0,2019.0,2019-07-15,,2019.0,
281,169-1,Jernbaneapoteket,7,Sdr. stationsvej 28 K,4200.0,01Mar2018 0:00:00.000,,1085.0,330.0,1085.0,"Sdr. stationsvej 28 K, 4200 Denmark",55.9066469,9.2568026,2018-03-01,2018.0,2018.0,2018-03-01,,2018.0,
282,291-2,Jomfrustiens Apotek,7,Jomfrustien 40,6100.0,05Dec2016 0:00:00.000,01Apr2019 0:00:00.000,1083.0,510.0,1083.0,"Jomfrustien 40, 6100 Denmark",55.250568,9.496685,2016-12-05,2016.0,2016.0,2016-12-05,2019-04-01,2016.0,2019.0
283,248-1,Juelsminde Apoteksfilial,7,Søgade 3,7130.0,27May2015 0:00:00.000,,1082.0,766.0,1082.0,"Søgade 3, 7130 Denmark",55.715151,10.011049,2015-05-27,2015.0,2015.0,2015-05-27,,2015.0,
284,116,Jyderup Apotek,6,Sølystvej 1,4450.0,01-01-1870 00:00,,1085.0,316.0,1085.0,"Sølystvej 1, 4450 Denmark",55.660084,11.395909,1870-01-01,1870.0,2008.0,1870-01-01,,1870.0,
285,170-1,Jyllinge Apotek,7,Jyllinge Center 31,4040.0,01Dec2001 0:00:00.000,,1085.0,265.0,1085.0,"Jyllinge Center 31, 4040 Denmark",55.7535209,12.1086079,2001-12-01,2001.0,2008.0,2001-12-01,,2001.0,
286,130-A1,Jægerspris Apoteksudsalg,8,Hovedgaden 42 B,3630.0,,09Apr2018 0:00:00.000,1084.0,250.0,1084.0,"Hovedgaden 42 B, 3630 Denmark",55.8552256,11.9862507,,,2008.0,,2018-04-09,,2018.0
287,130-1,Jægerspris Fasan Apotek,7,Hovedgaden 42B,3630.0,09Apr2018 0:00:00.000,,1084.0,250.0,1084.0,"Hovedgaden 42B, 3630 Denmark",55.8552256,11.9862507,2018-04-09,2018.0,2018.0,2018-04-09,,2018.0,
288,023,Kalundborg Svane Apotek,6,Elmegade 15,4400.0,01-01-1753 00:00,,1085.0,326.0,1085.0,"Elmegade 15, 4400 Denmark",55.678817,11.097264,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
289,067-1,Karise Apotek,7,Syrenvænget 20,4653.0,01Jul2010 0:00:00.000,,1085.0,320.0,1085.0,"Syrenvænget 20, 4653 Denmark",55.303771,12.199332,2010-07-01,2010.0,2010.0,2010-07-01,,2010.0,
290,083,Karise Apotek,6,Bredgade 26,4653.0,01-01-1842 00:00,30Jun2010 0:00:00.000,1085.0,320.0,1085.0,"Bredgade 26, 4653 Denmark",55.30706,12.201245,1842-01-01,1842.0,2008.0,1842-01-01,2010-06-30,1842.0,2010.0
291,210,Karup Apotek,6,Årestrupvej 15,7470.0,01Jan1903 0:00:00.000,02Jan2006 0:00:00.000,76.0,769.0,,"Årestrupvej 15, 7470 Denmark",56.307126,9.176554,1903-01-01,1903.0,2008.0,1903-01-01,2006-01-02,1903.0,2006.0
292,246-1,Karup Apotek,7,Herningvej 2,7470.0,09Jan2006 0:00:00.000,,1082.0,791.0,1082.0,"Herningvej 2, 7470 Denmark",56.309049,9.165571,2006-01-09,2006.0,2008.0,2006-01-09,,2006.0,
293,350,Kastrup Apotek,6,Skottegården 2,2770.0,01Jan1950 0:00:00.000,,1084.0,185.0,1084.0,"Skottegården 2, 2770 Denmark",55.6377,12.635151,1950-01-01,1950.0,2008.0,1950-01-01,,1950.0,
294,306-2,Kennedy Apotek,7,J. F. Kennedy&#39;s Plads 1E st,9000.0,01Nov2017 0:00:00.000,,1081.0,851.0,1081.0,"J. F. Kennedy&#39;s Plads 1E st, 9000 Denmark",57.048,9.9187,2017-11-01,2017.0,2017.0,2017-11-01,,2017.0,
295,052,Kerteminde Apotek,6,Langegade 37,5300.0,01-01-1796 00:00,,1083.0,440.0,1083.0,"Langegade 37, 5300 Denmark",55.45269,10.6593833,1796-01-01,1796.0,2008.0,1796-01-01,,1796.0,
296,078-A1,Kibæk Apoteksudsalg,8,Nr. Bredgade 11,6933.0,,,1082.0,657.0,1082.0,"Nr. Bredgade 11, 6933 Denmark",56.0317,8.857,,,2008.0,,,,
297,354-A1,Kirkebjerg Torv Apoteksudsalg,8,Park Allé 288,2605.0,,30Nov2015 0:00:00.000,1084.0,153.0,1084.0,"Park Allé 288, 2605 Denmark",55.654573,12.401155,,,2008.0,,2015-11-30,,2015.0
298,112,Kjellerup Apotek,6,Bryggerstræde 5,8620.0,01-01-1868 00:00,,1082.0,740.0,1082.0,"Bryggerstræde 5, 8620 Denmark",56.288676,9.431164,1868-01-01,1868.0,2008.0,1868-01-01,,1868.0,
299,077-1,Klosterparkens Apotek,7,Klosterparks Allé 10,4100.0,01Sep2015 0:00:00.000,,1085.0,329.0,1085.0,"Klosterparks Allé 10, 4100 Denmark",55.453512,11.788069,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,
300,101,Kløver Apoteket Brædstrup,6,Søndergade 32,8740.0,01-01-1856 00:00,,1082.0,615.0,1082.0,"Søndergade 32, 8740 Denmark",55.969331,9.611604,1856-01-01,1856.0,2008.0,1856-01-01,,1856.0,
301,101-1,Kløver Apoteket Østbirk,7,H.C. Andersensvej 2A,8752.0,,,1082.0,615.0,1082.0,"H.C. Andersensvej 2A, 8752 Denmark",55.9926847,12.0324152,,,2008.0,,,,
302,168,Koldby Apotek,6,Algade 18 D,7770.0,03-07-1877 00:00,30Jun1999 0:00:00.000,76.0,,,"Algade 18 D, 7770 Denmark",55.2158579,8.8351129,1877-03-07,1877.0,2008.0,1877-03-07,1999-06-30,1877.0,1999.0
303,005,Kolding Løve Apotek,6,"Sundhedshuset, Jernbanegade 26",6000.0,01-01-1753 00:00,,1083.0,621.0,1083.0,"Sundhedshuset, Jernbanegade 26, 6000 Denmark",55.4904,9.4722,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
304,005-1,Kolding Løve Apotek - Storcenter,7,"Kolding Storcenter, Skovvangen 42",6000.0,01Jul2015 0:00:00.000,,1083.0,621.0,1083.0,"Kolding Storcenter, Skovvangen 42, 6000 Denmark",55.4904,9.4722,2015-07-01,2015.0,2015.0,2015-07-01,,2015.0,
305,005-A1,Kolding Storcenter Apoteksudsalg,8,Skovvangen 42,6000.0,,01Jul2015 0:00:00.000,1083.0,621.0,1083.0,"Skovvangen 42, 6000 Denmark",55.5140691,9.4619227,,,2008.0,,2015-07-01,,2015.0
306,142,Kolding Svane Apotek,6,Låsbygade 2,6000.0,01-01-1885 00:00,31Oct2000 0:00:00.000,60.0,,,"Låsbygade 2, 6000 Denmark",55.491761,9.47178,1885-01-01,1885.0,2008.0,1885-01-01,2000-10-31,1885.0,2000.0
307,070-1,Kolind Apotek,7,Drasbeksgade 16,8560.0,,,1082.0,706.0,1082.0,"Drasbeksgade 16, 8560 Denmark",56.362668,10.588453,,,2008.0,,,,
308,323-4,Kongelundens Apotek,7,Kongelundsvej 364,2770.0,06Dec2018 0:00:00.000,,1084.0,185.0,1084.0,"Kongelundsvej 364, 2770 Denmark",55.609878,12.584128,2018-12-06,2018.0,2018.0,2018-12-06,,2018.0,
309,079-3,Kongevejens Apotek,7,Usserød Kongevej 65 B,2970.0,09Nov2015 0:00:00.000,,1084.0,223.0,1084.0,"Usserød Kongevej 65 B, 2970 Denmark",55.8949933,12.4910053,2015-11-09,2015.0,2015.0,2015-11-09,,2015.0,
310,079-A1,Kongevejens Apoteksudsalg,8,Usserød Kongevej 65B,2970.0,,09Nov2015 0:00:00.000,1084.0,223.0,1084.0,"Usserød Kongevej 65B, 2970 Denmark",55.887465,12.496803,,,2008.0,,2015-11-09,,2015.0
311,043,Korsør Apotek,6,Algade 49,4220.0,01-01-1761 00:00,,1085.0,330.0,1085.0,"Algade 49, 4220 Denmark",55.3278702,11.1399915,1761-01-01,1761.0,2008.0,1761-01-01,,1761.0,
312,357-2,Korup Apoteksfilial,7,Åbakkevej 67 D,5210.0,01Oct2015 0:00:00.000,,1083.0,461.0,1083.0,"Åbakkevej 67 D, 5210 Denmark",55.419688,10.2741353,2015-10-01,2015.0,2015.0,2015-10-01,,2015.0,
313,357-A1,Korup Apoteksudsalg,8,Åbakkevej 67,5210.0,,01Oct2015 0:00:00.000,1083.0,461.0,1083.0,"Åbakkevej 67, 5210 Denmark",55.417949,10.273958,,,2008.0,,2015-10-01,,2015.0
314,060-4,Kridthøj Apotek filial af Skanderborg Apotek,7,Olaf Rudes Vej 22,8270.0,02May2016 0:00:00.000,,1082.0,751.0,1082.0,"Olaf Rudes Vej 22, 8270 Denmark",56.117951,10.194858,2016-05-02,2016.0,2016.0,2016-05-02,,2016.0,
315,011-A2,Kristrup Apoteksudsalg,8,Valdemarsvej 1 ST,8960.0,,01Sep2015 0:00:00.000,1082.0,730.0,1082.0,"Valdemarsvej 1 ST, 8960 Denmark",56.447032,10.055193,,,2008.0,,2015-09-01,,2015.0
316,011-1,Kristrup Løve Apotek,7,Valdemarsvej 1 ST,8960.0,01Sep2015 0:00:00.000,,1082.0,730.0,1082.0,"Valdemarsvej 1 ST, 8960 Denmark",56.447032,10.055193,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,
317,188-2,Kvægtorvets Apotek,7,Kvægtorvet 8,4700.0,09Mar2020 0:00:00.000,,1085.0,370.0,,"Kvægtorvet 8, 4700 Denmark",55.23293,11.761212,2020-03-09,2020.0,2020.0,2020-03-09,,2020.0,
318,243,København Amagerbro Apotek,6,Reberbanegade 3,2300.0,01Jan1913 0:00:00.000,,1084.0,101.0,1084.0,"Reberbanegade 3, 2300 Denmark",55.662829,12.603788,1913-01-01,1913.0,2008.0,1913-01-01,,1913.0,
319,341,København Apoteket Rosen,6,Tuborgvej 269,2400.0,01Jan1935 0:00:00.000,,1084.0,101.0,1084.0,"Tuborgvej 269, 2400 Denmark",55.71175,12.53244,1935-01-01,1935.0,2008.0,1935-01-01,,1935.0,
320,341-1,København Apoteket Ryparken,7,Lyngbyvej 155,2100.0,,01Dec2008 0:00:00.000,1084.0,101.0,1084.0,"Lyngbyvej 155, 2100 Denmark",55.717963,12.556353,,,2008.0,,2008-12-01,,2008.0
321,242,København Apoteket Svalen,6,Nørrebrogade 224,2200.0,01Jan1913 0:00:00.000,,1084.0,101.0,1084.0,"Nørrebrogade 224, 2200 Denmark",55.700139,12.540203,1913-01-01,1913.0,2008.0,1913-01-01,,1913.0,
322,232,København Apoteket Trianglen,6,Ndr. Frihavnsgade 3,2100.0,01Jan1909 0:00:00.000,,1084.0,101.0,1084.0,"Ndr. Frihavnsgade 3, 2100 Denmark",55.700024,12.578069,1909-01-01,1909.0,2008.0,1909-01-01,,1909.0,
323,193,København Brønshøj Apotek,6,Frederikssundsvej 121,2700.0,01Jan1902 0:00:00.000,23Dec2004 0:00:00.000,13.0,101.0,,"Frederikssundsvej 121, 2700 Denmark",55.7051188,12.5043223,1902-01-01,1902.0,2008.0,1902-01-01,2004-12-23,1902.0,2004.0
324,029,København Christianshavns Apotek,6,Torvegade 47,1400.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Torvegade 47, 1400 Denmark",55.672344,12.591926,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
325,139,København Delfin Apoteket,6,Nørre Farimagsgade 63,1364.0,01-01-1884 00:00,31May2002 0:00:00.000,13.0,101.0,,"Nørre Farimagsgade 63, 1364 Denmark",55.685244,12.568321,1884-01-01,1884.0,2008.0,1884-01-01,2002-05-31,1884.0,2002.0
326,329,København Dyveke Apotek,6,Øresundsvej 53,2300.0,01Jan1932 0:00:00.000,31May2010 0:00:00.000,1084.0,101.0,1084.0,"Øresundsvej 53, 2300 Denmark",55.660788,12.614192,1932-01-01,1932.0,2008.0,1932-01-01,2010-05-31,1932.0,2010.0
327,309,København Enghave Apotek,13,Enghave Plads 25,1670.0,01Jan1922 0:00:00.000,,1084.0,101.0,1084.0,"Enghave Plads 25, 1670 Denmark",55.666133,12.544116,1922-01-01,1922.0,2008.0,1922-01-01,,1922.0,
328,334,København Grøndalsapoteket,13,Godthåbsvej 187A,2720.0,01Jan1935 0:00:00.000,,1084.0,101.0,1084.0,"Godthåbsvej 187A, 2720 Denmark",55.6945759,12.5102448,1935-01-01,1935.0,2008.0,1935-01-01,,1935.0,
329,340,København Hamlets Apotek,6,Hamletsgade 2,2200.0,01Jan1937 0:00:00.000,01Jun2009 0:00:00.000,1084.0,101.0,1084.0,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,1937-01-01,1937.0,2008.0,1937-01-01,2009-06-01,1937.0,2009.0
330,341-2,København Hamlets Apotek,7,Hamletsgade 2,2200.0,01Jun2009 0:00:00.000,,1084.0,101.0,1084.0,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,2009-06-01,2009.0,2009.0,2009-06-01,,2009.0,
331,308,København Holmbladsgades Apotek,6,Holmbladsgade 20,2300.0,01Jan1922 0:00:00.000,28Feb2003 0:00:00.000,13.0,101.0,,"Holmbladsgade 20, 2300 Denmark",55.6645,12.604102,1922-01-01,1922.0,2008.0,1922-01-01,2003-02-28,1922.0,2003.0
332,322,København Husum Apotek,6,Frederikssundsvej 320,2700.0,01Jan1929 0:00:00.000,,1084.0,101.0,1084.0,"Frederikssundsvej 320, 2700 Denmark",55.711998,12.47255,1929-01-01,1929.0,2008.0,1929-01-01,,1929.0,
