VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,Befolkning,markedsvaerdix,yderkom
98,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860,"01Jan1961 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,,1961,2025,2008,POINT (12.497438 55.741866),2014,26493757.1,8296693.33,39.19,0.1652486377,0.225177068,197940.74871,0.4883817922,0.7466103144,0.8216307197,67347,1523387.6071,0
646,312,Søborg Apotek,6,Søborg Hovedgade 86,2860,"01Jan1925 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 86, 2860 Denmark",55.734786,12.513729,1925-01-01,,1925,2025,2008,POINT (12.513729 55.734786),2014,26493757.1,8296693.33,39.19,0.1652486377,0.225177068,197940.74871,0.4883817922,0.7466103144,0.8216307197,67347,1523387.6071,0
174,109,Glostrup Apotek,6,Hovedvejen 101,2600,01-01-1863 00:00,,1084,161,1084,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,,1863,2025,2008,POINT (12.396538 55.665658),2014,,,40.53,0.1870555083,0.2019054435,186998.18435,0.4930978845,0.7567270328,0.8353800645,22357,1371604.0641,0
229,351,Herlev Apotek,6,Herlev Torv 13,2730,"01Jan1951 0:00:00,000",,1084,163,1084,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951,2025,2008,POINT (12.438964 55.724141),2014,,,40.42,0.1818601677,0.2219340628,180684.90036,0.478375396,0.7464645862,0.8255793258,28148,1527577.7108,0
0,359,Albertslund Apotek,6,Bytorvet 5,2620,"01Jan1966 0:00:00,000",,1084,165,1084,"Bytorvet 5, 2620 Denmark",55.656514,12.353695,1966-01-01,,1966,2025,2008,POINT (12.353695 55.656514),2014,,,38.58,0.1701071711,0.2261382435,160473.70809,0.4460522517,0.6848963003,0.7284569861,27806,1182735.0385,0
159,355,Friheden Apotek,6,Strandmarksvej 20,2650,"01Jan1958 0:00:00,000",,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,,1958,2025,2008,POINT (12.484661 55.626891),2014,,,39.46,0.1694921726,0.2176785032,182589.56922,0.4857629454,0.7443043505,0.8235485476,52380,1304359.4059,0
280,348,Hvidovre Apotek,6,Hvidovrevej 178,2650,"01Jan1950 0:00:00,000",,1084,167,1084,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950,2025,2008,POINT (12.474295 55.65347),2014,,,39.46,0.1694921726,0.2176785032,182589.56922,0.4857629454,0.7443043505,0.8235485476,52380,1304359.4059,0
218,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640,01.01.1992,,1084,169,1084,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,1992-01-01,,1992,2025,2008,POINT (12.200141 55.649489),2014,,,39.12,0.1682104408,0.2266301036,177047.44826,0.4742135804,0.7259702697,0.7517459025,49230,1169192.6083,0
682,252,Taastrup Apotek,6,Taastrup Hovedgade 60,2630,"01Jan1908 0:00:00,000",,1084,169,1084,"Taastrup Hovedgade 60, 2630 Denmark",55.65025,12.301525,1908-01-01,,1908,2025,2008,POINT (12.301525 55.65025),2014,,,39.12,0.1682104408,0.2266301036,177047.44826,0.4742135804,0.7259702697,0.7517459025,49230,1169192.6083,0
430,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800,11.04.1979,,1084,173,1084,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108,1979-11-04,,1979,2025,2008,POINT (12.503108 55.768562),2014,21396196.2,6768801.34,41.13,0.1955712147,0.215141115,244326.11141,0.4911467116,0.7650080957,0.8728462497,54778,2104939.4821,0
432,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800,01-01-1806 00:00,,1084,173,1084,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,,1806,2025,2008,POINT (12.502527 55.771531),2014,21396196.2,6768801.34,41.13,0.1955712147,0.215141115,244326.11141,0.4911467116,0.7650080957,0.8728462497,54778,2104939.4821,0
734,349,Virum Apotek,13,Frederiksdalsvej 73,2830,"01Jan1950 0:00:00,000",,1084,173,1084,"Frederiksdalsvej 73, 2830 Denmark",55.795311,12.473014,1950-01-01,,1950,2025,2008,POINT (12.473014 55.795311),2014,21396196.2,6768801.34,41.13,0.1955712147,0.215141115,244326.11141,0.4911467116,0.7650080957,0.8728462497,54778,2104939.4821,0
562,339,Rødovre Apotek,6,"Rødovre Centrum 1C, st. 124",2610,"01Jan1937 0:00:00,000",,1084,175,1084,"Rødovre Centrum 1C, st. 124, 2610 Denmark",55.711942,12.547045,1937-01-01,,1937,2025,2008,POINT (12.547045 55.711942),2014,,,40.72,0.1871870281,0.2093368307,180069.84481,0.4785644129,0.7443936329,0.8302142231,37743,1288356.4923,0
302,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Byce",2635,01.01.1991,,1084,183,1084,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Den",55.6154,12.3518,1991-01-01,,1991,2025,2008,POINT (12.3518 55.6154),2014,,,37.96,0.153461975,0.2287400681,158693.58078,0.451149033,0.6795202002,0.6363139932,22025,1109334.9328,0
322,350,Kastrup Apotek,6,Skottegården 2,2770,"01Jan1950 0:00:00,000",,1084,185,1084,"Skottegården 2, 2770 Denmark",55.6377,12.635151,1950-01-01,,1950,2025,2008,POINT (12.635151 55.6377),2014,,,40.87,0.1837079839,0.2172268809,189011.67025,0.4929726676,0.7671797691,0.88153589,42573,1531289.4396,0
679,323,Tårnby Apotek,6,Kamillevej 4,2770,"01Jan1929 0:00:00,000",,1084,185,1084,"Kamillevej 4, 2770 Denmark",55.632714,12.622263,1929-01-01,,1929,2025,2008,POINT (12.622263 55.632714),2014,,,40.87,0.1837079839,0.2172268809,189011.67025,0.4929726676,0.7671797691,0.88153589,42573,1531289.4396,0
696,359-1,Vallensbæk Apotek,7,Vallensbæk Stationstorv 60,2665,01.01.1992,01-APR-2020,1084,187,1084,"Vallensbæk Stationstorv 60, 2665 Denmark",55.62323,12.388825,1992-01-01,2020-04-01,1992,2020,2008,POINT (12.388825 55.62323),2014,,,39.28,0.1856748224,0.2419100237,203289.05064,0.4955174687,0.7979739841,0.8038233355,15204,1489922.0214,0
134,278,Farum Apotek,6,Farum Bytorv 69,3520,01-01-1885 00:00,,1084,190,1084,"Farum Bytorv 69, 3520 Denmark",55.814654,12.381689,1885-01-01,,1885,2025,2008,POINT (12.381689 55.814654),2014,,,41.51,0.2082043146,0.2404995266,235701.44533,0.4819922586,0.7851032174,0.8749327113,39077,1891363.9616,0
744,362,Værløse Apotek,6,Bymidten 13,3500,"01Jan1967 0:00:00,000",,1084,190,1084,"Bymidten 13, 3500 Denmark",55.784539,12.373718,1967-01-01,,1967,2025,2008,POINT (12.373718 55.784539),2014,,,41.51,0.2082043146,0.2404995266,235701.44533,0.4819922586,0.7851032174,0.8749327113,39077,1891363.9616,0
2,346-1,Allerød Apotek,7,Allerød Stationsvej 9,3450,07.03.2008,,1084,201,1084,"Allerød Stationsvej 9, 3450 Denmark",55.871124,12.355782,2008-07-03,,2008,2025,2008,POINT (12.355782 55.871124),2014,,,41.19,0.1989676785,0.248740322,237113.83969,0.5056438041,0.828318847,0.9273898945,24411,1692650.2191,0
144,154-2,Fredensborg Apotek,7,Jernbanegade 3,3480,01.01.1992,,1084,210,1084,"Jernbanegade 3, 3480 Denmark",55.979023,12.398907,1992-01-01,,1992,2025,2008,POINT (12.398907 55.979023),2014,17042533.2,5213013.79,42.10,0.207633511,0.2270944383,212384.23409,0.4809970261,0.7604138792,0.8506225112,39772,1779694.2062,0
271,154,Humlebæk Apotek,6,Humlebæk Center 23,3050,01-01-1893 00:00,,1084,210,1084,"Humlebæk Center 23, 3050 Denmark",55.964006,12.529982,1893-01-01,,1893,2025,2008,POINT (12.529982 55.964006),2014,17042533.2,5213013.79,42.10,0.207633511,0.2270944383,212384.23409,0.4809970261,0.7604138792,0.8506225112,39772,1779694.2062,0
479,079-1,Nivå Apotek,7,Nivå Center 75,2990,01.01.1992,,1084,210,1084,"Nivå Center 75, 2990 Denmark",55.93464,12.504554,1992-01-01,,1992,2025,2008,POINT (12.504554 55.93464),2014,17042533.2,5213013.79,42.10,0.207633511,0.2270944383,212384.23409,0.4809970261,0.7604138792,0.8506225112,39772,1779694.2062,0
128,154-1,Espergærde Apotek,7,Nørremarken 3,3060,01.01.1992,,1084,217,1084,"Nørremarken 3, 3060 Denmark",55.996762,12.5432234,1992-01-01,,1992,2025,2008,POINT (12.5432234 55.996762),2014,21696073.462,6721367.97,42.90,0.2205996885,0.2079926012,190086.35056,0.4704753541,0.7391230117,0.8798360736,61632,1461531.1643,0
224,364,Helsingør Axeltorvs,6,Groskenstræde 2 A,3000,"01Jan1968 0:00:00,000",,1084,217,1084,"Groskenstræde 2 A, 3000 Denmark",56.0367464,12.6107202,1968-01-01,,1968,2025,2008,POINT (12.6107202 56.0367464),2014,21696073.462,6721367.97,42.90,0.2205996885,0.2079926012,190086.35056,0.4704753541,0.7391230117,0.8798360736,61632,1461531.1643,0
