VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,Befolkning,markedsvaerdix,yderkom
276,341-5,Husum Bypark Apotek,7,Frederikssundsvej 284 (i Føtex),2700,"01Sep2017 0:00:00,000",,1084,101,1084,"Frederikssundsvej 284 (i Føtex), 2700 Denmark",55.7057,12.4964,2017-09-01,,2017,2025,2017,POINT (12.4964 55.7057),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
348,243,København Amagerbro,6,Reberbanegade 3,2300,"01Jan1913 0:00:00,000",,1084,101,1084,"Reberbanegade 3, 2300 Denmark",55.662829,12.603788,1913-01-01,,1913,2025,2008,POINT (12.603788 55.662829),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
349,341,København Apoteket R,6,Tuborgvej 269,2400,"01Jan1935 0:00:00,000",,1084,101,1084,"Tuborgvej 269, 2400 Denmark",55.71175,12.53244,1935-01-01,,1935,2025,2008,POINT (12.53244 55.71175),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
352,242,København Apoteket S,6,Nørrebrogade 224,2200,"01Jan1913 0:00:00,000",,1084,101,1084,"Nørrebrogade 224, 2200 Denmark",55.700139,12.540203,1913-01-01,,1913,2025,2008,POINT (12.540203 55.700139),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
353,232,København Apoteket T,6,Ndr. Frihavnsgade 3,2100,"01Jan1909 0:00:00,000",,1084,101,1084,"Ndr. Frihavnsgade 3, 2100 Denmark",55.700024,12.578069,1909-01-01,,1909,2025,2008,POINT (12.578069 55.700024),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
358,029,København Christians,6,Torvegade 47,1400,01-01-1753 00:00,,1084,101,1084,"Torvegade 47, 1400 Denmark",55.672344,12.591926,1753-01-01,,1753,2025,2008,POINT (12.591926 55.672344),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
361,309,København Enghave Ap,13,Enghave Plads 25,1670,"01Jan1922 0:00:00,000",,1084,101,1084,"Enghave Plads 25, 1670 Denmark",55.666133,12.544116,1922-01-01,,1922,2025,2008,POINT (12.544116 55.666133),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
367,334,København Grøndalsa,13,Godthåbsvej 187A,2720,"01Jan1935 0:00:00,000",,1084,101,1084,"Godthåbsvej 187A, 2720 Denmark",55.6908748,12.5159263,1935-01-01,,1935,2025,2008,POINT (12.5159263 55.6908748),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
371,341-2,København Hamlets Ap,7,Hamletsgade 2,2200,"01Jun2009 0:00:00,000",,1084,101,1084,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,2009-06-01,,2009,2025,2009,POINT (12.547708 55.703088),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
374,322,København Husum Apot,6,Frederikssundsvej 320,2700,"01Jan1929 0:00:00,000",,1084,101,1084,"Frederikssundsvej 320, 2700 Denmark",55.711998,12.47255,1929-01-01,,1929,2025,2008,POINT (12.47255 55.711998),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
375,029-1,København Islands Br,7,Islands Brygge 3-5,2300,"01Feb2003 0:00:00,000",,1084,101,1084,"Islands Brygge 3-5, 2300 Denmark",55.6695424,12.5797902,2003-02-01,,2003,2025,2008,POINT (12.5797902 55.6695424),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
379,021,København Kongelig H,6,Store Kongensgade 45,1264,01-01-1753 00:00,,1084,101,1084,"Store Kongensgade 45, 1264 Denmark",55.683269,12.586637,1753-01-01,,1753,2025,2008,POINT (12.586637 55.683269),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
382,338,København Linde Apot,6,Frederikssundsvej 152,2700,"01Jan1937 0:00:00,000",,1084,101,1084,"Frederikssundsvej 152, 2700 Denmark",55.704659,12.500087,1937-01-01,,1937,2025,2008,POINT (12.500087 55.704659),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
384,090,København Nørrebro,6,Nørrebrogade 8,2200,01-01-1843 00:00,,1084,101,1084,"Nørrebrogade 8, 2200 Denmark",55.687462,12.56233,1843-01-01,,1843,2025,2008,POINT (12.56233 55.687462),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
389,134,København Sct. Stefa,13,Nørrebrogade 140,2200,01-01-1881 00:00,,1084,101,1084,"Nørrebrogade 140, 2200 Denmark",55.694695,12.548836,1881-01-01,,1881,2025,2008,POINT (12.548836 55.694695),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
392,183,København Steno Apot,6,Vesterbrogade 6 C,1620,"01Jan1900 0:00:00,000",,1084,101,1084,"Vesterbrogade 6 C, 1620 Denmark",55.6726557,12.550866,1900-01-01,,1900,2025,2008,POINT (12.550866 55.6726557),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
397,332,København Sydhavnsap,13,Borgbjergsvej 15,2450,"01Jan1933 0:00:00,000",,1084,101,1084,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,,1933,2025,2008,POINT (12.537598 55.651462),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
399,199,København Sønderbro,6,Amagerbrogade 158,2300,"01Jan1902 0:00:00,000",,1084,101,1084,"Amagerbrogade 158, 2300 Denmark",55.654731,12.610199,1902-01-01,,1902,2025,2008,POINT (12.610199 55.654731),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
400,318,København Trekroner,6,Vigerslev Allé 38,2500,"01Jan1925 0:00:00,000",,1084,101,1084,"Vigerslev Allé 38, 2500 Denmark",55.661884,12.518641,1925-01-01,,1925,2025,2008,POINT (12.518641 55.661884),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
401,031,København Vaisenhus,13,Landemærket 3-5,1119,01-01-1753 00:00,,1084,101,1084,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,,1753,2025,2008,POINT (12.5776629 55.6827864),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
402,197,København Valby Apot,6,Valby Langgade 49,2500,"01Jan1902 0:00:00,000",,1084,101,1084,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,,1902,2025,2008,POINT (12.516945 55.666526),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
406,202,København Øresunds,6,Østerbrogade 151,2100,"01Jan1902 0:00:00,000",,1084,101,1084,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,,1902,2025,2008,POINT (12.577286 55.714092),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
408,320,København Østerbro,13,Østerbrogade 101,2100,"01Jan1929 0:00:00,000",,1084,101,1084,"Østerbrogade 101, 2100 Denmark",55.709432,12.577196,1929-01-01,,1929,2025,2008,POINT (12.577196 55.709432),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
607,332-1,Sluseholmens Apotek,7,Lone Kellermanns Vej 21 st,2450,"19Nov2018 0:00:00,000",,1084,101,1084,"Lone Kellermanns Vej 21 st, 2450 Denmark",55.644679,12.549244,2018-11-19,,2018,2025,2018,POINT (12.549244 55.644679),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
700,343,Vanløse Løve Apotek,6,"Vanløse Torv 1, st. 123",2720,"01Jan1937 0:00:00,000",,1084,101,1084,"Vanløse Torv 1, st. 123, 2720 Denmark",55.708988,12.583695,1937-01-01,,1937,2025,2008,POINT (12.583695 55.708988),2018,19092228.826,6480332.0537,35.45,0.102926834,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0
8,090-7,Apotek Borups Alle,7,Borups Alle 116 st. tv.,2000,"12Nov2018 0:00:00,000",,1084,147,1084,"Borups Alle 116 st. tv., 2000 Denmark",55.6794,12.5346,2018-11-12,,2018,2025,2018,POINT (12.5346 55.6794),2018,14703784.635,4919991.753,39.31,0.1705367449,0.1767795306,247917.78922,0.5391114165,0.7787391291,0.8163800528,103960,2496938.6731,0
15,090-5,Apotek Ørsted,7,H.C. Ørsteds Vej 38,1879,"01Aug2017 0:00:00,000",,1084,147,1084,"H.C. Ørsteds Vej 38, 1879 Denmark",55.68005,12.548711,2017-08-01,,2017,2025,2017,POINT (12.548711 55.68005),2018,14703784.635,4919991.753,39.31,0.1705367449,0.1767795306,247917.78922,0.5391114165,0.7787391291,0.8163800528,103960,2496938.6731,0
19,111-1,Apoteket Frederiksber,7,Falkoner Alle 21,2000,"01Dec2017 0:00:00,000",,1084,147,1084,"Falkoner Alle 21, 2000 Denmark",55.681463,12.534059,2017-12-01,,2017,2025,2017,POINT (12.534059 55.681463),2018,14703784.635,4919991.753,39.31,0.1705367449,0.1767795306,247917.78922,0.5391114165,0.7787391291,0.8163800528,103960,2496938.6731,0
29,327-1,Apoteket Lille Bjørn,7,"Nordens Plads 4A, stuen",2000,"04Jan2016 0:00:00,000",,1084,147,1084,"Nordens Plads 4A, stuen, 2000 Denmark",55.671326,12.500626,2016-01-04,,2016,2025,2016,POINT (12.500626 55.671326),2018,14703784.635,4919991.753,39.31,0.1705367449,0.1767795306,247917.78922,0.5391114165,0.7787391291,0.8163800528,103960,2496938.6731,0
147,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850,01-01-1867 00:00,,1084,147,1084,"Gammel Kongevej 162, 1850 Denmark",55.6760515,12.5432969,1867-01-01,,1867,2025,2008,POINT (12.5432969 55.6760515),2018,14703784.635,4919991.753,39.31,0.1705367449,0.1767795306,247917.78922,0.5391114165,0.7787391291,0.8163800528,103960,2496938.6731,0
149,184,Frederiksberg Apoteke,6,Godthåbsvej 4,2000,"12Nov1901 0:00:00,000",,1084,147,1084,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,,1901,2025,2008,POINT (12.538161 55.685538),2018,14703784.635,4919991.753,39.31,0.1705367449,0.1767795306,247917.78922,0.5391114165,0.7787391291,0.8163800528,103960,2496938.6731,0
150,327,Frederiksberg Dalgas,6,Dalgas Boulevard 91,2000,01.03.1994,,1084,147,1084,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563,1994-01-03,,1994,2025,2008,POINT (12.510563 55.681633),2018,14703784.635,4919991.753,39.31,0.1705367449,0.1767795306,247917.78922,0.5391114165,0.7787391291,0.8163800528,103960,2496938.6731,0
152,262,Frederiksberg Gl. Kon,13,Gammel Kongevej 76,1850,"01Jan1916 0:00:00,000",,1084,147,1084,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,,1916,2025,2008,POINT (12.551359 55.674336),2018,14703784.635,4919991.753,39.31,0.1705367449,0.1767795306,247917.78922,0.5391114165,0.7787391291,0.8163800528,103960,2496938.6731,0
153,334-1,Frederiksberg Løve A,7,Falkoner Alle 88,2000,"22Nov2018 0:00:00,000",,1084,147,1084,"Falkoner Alle 88, 2000 Denmark",55.685481,12.539029,2018-11-22,,2018,2025,2018,POINT (12.539029 55.685481),2018,14703784.635,4919991.753,39.31,0.1705367449,0.1767795306,247917.78922,0.5391114165,0.7787391291,0.8163800528,103960,2496938.6731,0
154,185,Frederiksberg Smalleg,6,Smallegade 46,2000,"01Jan1900 0:00:00,000",,1084,147,1084,"Smallegade 46, 2000 Denmark",55.679679,12.523739,1900-01-01,,1900,2025,2008,POINT (12.523739 55.679679),2018,14703784.635,4919991.753,39.31,0.1705367449,0.1767795306,247917.78922,0.5391114165,0.7787391291,0.8163800528,103960,2496938.6731,0
26,225-2,Apoteket i Ballerup C,7,"Ballerup-Centret 2, 1. 3",2750,"26Oct2015 0:00:00,000",,1084,151,1084,"Ballerup-Centret 2, 1. 3, 2750 Denmark",55.7316,12.3633,2015-10-26,,2015,2025,2015,POINT (12.3633 55.7316),2018,16256576.16,5501486.658,41.71,0.2069627306,0.212245656,195141.23211,0.4788505272,0.7643919448,0.8329336366,48458,1740756.3302,0
59,225,Ballerup Apotek,6,Centrumgaden 24-26,2750,"01Jan1907 0:00:00,000",,1084,151,1084,"Centrumgaden 24-26, 2750 Denmark",55.7281229,12.3598013,1907-01-01,,1907,2025,2008,POINT (12.3598013 55.7281229),2018,16256576.16,5501486.658,41.71,0.2069627306,0.212245656,195141.23211,0.4788505272,0.7643919448,0.8329336366,48458,1740756.3302,0
216,225-3,Hedegårdens Apotek,7,Hedeparken 9,2750,"20Jun2016 0:00:00,000",,1084,151,1084,"Hedeparken 9, 2750 Denmark",55.719146,12.357151,2016-06-20,,2016,2025,2016,POINT (12.357151 55.719146),2018,16256576.16,5501486.658,41.71,0.2069627306,0.212245656,195141.23211,0.4788505272,0.7643919448,0.8329336366,48458,1740756.3302,0
467,225-1,Maaløv Apotek,7,Stationsvej 7,2760,01.04.2000,,1084,151,1084,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,2000-01-04,,2000,2025,2008,POINT (12.318699 55.748557),2018,16256576.16,5501486.658,41.71,0.2069627306,0.212245656,195141.23211,0.4788505272,0.7643919448,0.8329336366,48458,1740756.3302,0
595,360,Skovlunde Apotek,6,Torvestrædet 2,2740,"01Jan1966 0:00:00,000",,1084,151,1084,"Torvestrædet 2, 2740 Denmark",55.8697314,12.3554134,1966-01-01,,1966,2025,2008,POINT (12.3554134 55.8697314),2018,16256576.16,5501486.658,41.71,0.2069627306,0.212245656,195141.23211,0.4788505272,0.7643919448,0.8329336366,48458,1740756.3302,0
90,355-1,Brøndby Strand Apote,7,Brøndby Strand Centrum 16,2660,01.01.1992,,1084,153,1084,"Brøndby Strand Centrum 16, 2660 Denmark",55.621545,12.42262,1992-01-01,,1992,2025,2008,POINT (12.42262 55.621545),2018,19749228.35,6623036.83,40.98,0.1917394129,0.2095657824,168886.78874,0.4570037093,0.7095310136,0.6667327349,35397,1833445.3267,0
91,354-1,Brøndbyvester Apotek,7,Søndre Ringvej 41F,2605,"01Dec2015 0:00:00,000",,1084,153,1084,"Søndre Ringvej 41F, 2605 Denmark",55.655021,12.395359,2015-12-01,,2015,2025,2015,POINT (12.395359 55.655021),2018,19749228.35,6623036.83,40.98,0.1917394129,0.2095657824,168886.78874,0.4570037093,0.7095310136,0.6667327349,35397,1833445.3267,0
92,354,Brøndbyøster Apotek,6,Nygårds Plads 29A,2605,"01Jan1957 0:00:00,000",,1084,153,1084,"Nygårds Plads 29A, 2605 Denmark",55.667523,12.437595,1957-01-01,,1957,2025,2008,POINT (12.437595 55.667523),2018,19749228.35,6623036.83,40.98,0.1917394129,0.2095657824,168886.78874,0.4570037093,0.7095310136,0.6667327349,35397,1833445.3267,0
109,350-1,Dragør Apotek,7,Maglebytorv 18,2791,"01Sep2006 0:00:00,000",,1084,155,1084,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,,2006,2025,2008,POINT (12.660578 55.59519),2018,,,43.83,0.2438682551,0.226419061,245042.36065,0.4908121756,0.8264265855,0.9150652265,14270,2653095.4189,0
102,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920,01-01-1894 00:00,,1084,157,1084,"Lindegårdsvej 51, st, 2920 Denmark",55.75463,12.569751,1894-01-01,,1894,2025,2008,POINT (12.569751 55.75463),2018,21640568.43,7246715.91,41.68,0.2022986059,0.2240342663,338035.82315,0.5036107589,0.7825499604,0.8397250217,75176,3844003.3085,0
165,215,Gentofte Apotek,13,Gentoftegade 35,2820,"01Jan1904 0:00:00,000",,1084,157,1084,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,,1904,2025,2008,POINT (12.541228 55.747369),2018,21640568.43,7246715.91,41.68,0.2022986059,0.2240342663,338035.82315,0.5036107589,0.7825499604,0.8397250217,75176,3844003.3085,0
220,182,Hellerup Apotek,13,Strandvejen 165,2900,"01Jan1900 0:00:00,000",,1084,157,1084,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,,1900,2025,2008,POINT (12.575353 55.732495),2018,21640568.43,7246715.91,41.68,0.2022986059,0.2240342663,338035.82315,0.5036107589,0.7825499604,0.8397250217,75176,3844003.3085,0
523,325,Ordrup Apotek,6,Ordrupvej 80,2920,"01Jan1930 0:00:00,000",,1084,157,1084,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,,1930,2025,2008,POINT (12.574219 55.761535),2018,21640568.43,7246715.91,41.68,0.2022986059,0.2240342663,338035.82315,0.5036107589,0.7825499604,0.8397250217,75176,3844003.3085,0
745,202-1,Waterfront Apotek Hel,7,Philip Heymans Alle 17,2900,"01Mar2017 0:00:00,000",,1084,157,1084,"Philip Heymans Alle 17, 2900 Denmark",55.725991,12.580248,2017-03-01,,2017,2025,2017,POINT (12.580248 55.725991),2018,21640568.43,7246715.91,41.68,0.2022986059,0.2240342663,338035.82315,0.5036107589,0.7825499604,0.8397250217,75176,3844003.3085,0
58,353,Bagsværd Apotek,6,Bagsværd Torv 6,2880,"01Jan1956 0:00:00,000",,1084,159,1084,"Bagsværd Torv 6, 2880 Denmark",55.76157,12.452301,1956-01-01,,1956,2025,2008,POINT (12.452301 55.76157),2018,34457511.35,11534544.4,39.25,0.1658701798,0.2195002942,211521.59771,0.5128164511,0.7738708771,0.7844532128,69681,1810185.452,0
98,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860,"01Jan1961 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,,1961,2025,2008,POINT (12.497438 55.741866),2018,34457511.35,11534544.4,39.25,0.1658701798,0.2195002942,211521.59771,0.5128164511,0.7738708771,0.7844532128,69681,1810185.452,0
646,312,Søborg Apotek,6,Søborg Hovedgade 86,2860,"01Jan1925 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 86, 2860 Denmark",55.734786,12.513729,1925-01-01,,1925,2025,2008,POINT (12.513729 55.734786),2018,34457511.35,11534544.4,39.25,0.1658701798,0.2195002942,211521.59771,0.5128164511,0.7738708771,0.7844532128,69681,1810185.452,0
23,109-1,Apoteket Glostrup Sho,7,Glostrup Shoppingcenter 48,2600,"26Aug2016 0:00:00,000",,1084,161,1084,"Glostrup Shoppingcenter 48, 2600 Denmark",55.665487,12.400572,2016-08-26,,2016,2025,2016,POINT (12.400572 55.665487),2018,,,40.90,0.1875746186,0.2017687376,199850.15247,0.5065194252,0.772760273,0.7969664715,22615,1687594.8401,0
174,109,Glostrup Apotek,6,Hovedvejen 101,2600,01-01-1863 00:00,,1084,161,1084,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,,1863,2025,2008,POINT (12.396538 55.665658),2018,,,40.90,0.1875746186,0.2017687376,199850.15247,0.5065194252,0.772760273,0.7969664715,22615,1687594.8401,0
229,351,Herlev Apotek,6,Herlev Torv 13,2730,"01Jan1951 0:00:00,000",,1084,163,1084,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951,2025,2008,POINT (12.438964 55.724141),2018,,,40.63,0.1897102758,0.2230945599,192849.01513,0.4900494051,0.7722508438,0.8106255654,28786,1776906.4429,0
0,359,Albertslund Apotek,6,Bytorvet 5,2620,"01Jan1966 0:00:00,000",,1084,165,1084,"Bytorvet 5, 2620 Denmark",55.656514,12.353695,1966-01-01,,1966,2025,2008,POINT (12.353695 55.656514),2018,,,39.39,0.1806507156,0.2182444309,169591.5635,0.4700827041,0.7212722707,0.7100323625,27877,1590048.2595,0
81,348-1,Bredalsparken Apotek,7,Hvidovrevej 322,2650,"03Feb2017 0:00:00,000",,1084,167,1084,"Hvidovrevej 322, 2650 Denmark",55.639075,12.478968,2017-02-03,,2017,2025,2017,POINT (12.478968 55.639075),2018,15431938.23,5257237.086,39.47,0.1704358245,0.2203646847,194469.0123,0.5000093824,0.7675206306,0.7984837965,53416,1684646.1578,0
159,355,Friheden Apotek,6,Strandmarksvej 20,2650,"01Jan1958 0:00:00,000",,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,,1958,2025,2008,POINT (12.484661 55.626891),2018,15431938.23,5257237.086,39.47,0.1704358245,0.2203646847,194469.0123,0.5000093824,0.7675206306,0.7984837965,53416,1684646.1578,0
280,348,Hvidovre Apotek,6,Hvidovrevej 178,2650,"01Jan1950 0:00:00,000",,1084,167,1084,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950,2025,2008,POINT (12.474295 55.65347),2018,15431938.23,5257237.086,39.47,0.1704358245,0.2203646847,194469.0123,0.5000093824,0.7675206306,0.7984837965,53416,1684646.1578,0
282,348-2,Hvidovre Hospital Pri,7,Kettegård alle 30,2650,"12Sep2018 0:00:00,000",,1084,167,1084,"Kettegård alle 30, 2650 Denmark",55.648768,12.470329,2018-09-12,,2018,2025,2018,POINT (12.470329 55.648768),2018,15431938.23,5257237.086,39.47,0.1704358245,0.2203646847,194469.0123,0.5000093824,0.7675206306,0.7984837965,53416,1684646.1578,0
283,355-2,Hvidovre Stationsapot,7,"Laurits Olsensvej 1, stuen, dør",2650,"15Nov2016 0:00:00,000",,1084,167,1084,"Laurits Olsensvej 1, stuen, dør 30, 2650 Denma",55.666195,12.5170154,2016-11-15,,2016,2025,2016,POINT (12.5170154 55.666195),2018,15431938.23,5257237.086,39.47,0.1704358245,0.2203646847,194469.0123,0.5000093824,0.7675206306,0.7984837965,53416,1684646.1578,0
